SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,MIN,CATCH_SHOOT_PTS,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT
2015-16,Pre+Season,ATL,Atlanta Hawks,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,Bauru Paschoalotto/Bauru,Bauru Paschoalotto/Bauru,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,BOS,Boston Celtics,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,BKN,Brooklyn Nets,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,CHA,Charlotte Hornets,8,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,CHI,Chicago Bulls,8,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,CLE,Cleveland Cavaliers,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,DAL,Dallas Mavericks,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,DEN,Denver Nuggets,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,DET,Detroit Pistons,8,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,Flamengo Flamengo,Flamengo Flamengo,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,GSW,Golden State Warriors,7,229.8,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,HOU,Houston Rockets,8,243.1,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,IND,Indiana Pacers,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,Istanbul Fenerbahce Sports Club,Istanbul Fenerbahce Sports Club,2,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,LAC,LA Clippers,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,LAL,Los Angeles Lakers,8,234.2,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,Madrid Real Madrid,Madrid Real Madrid,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,MEM,Memphis Grizzlies,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,MIA,Miami Heat,8,243.1,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,Milano Olimpia Milano,Milano Olimpia Milano,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,MIL,Milwaukee Bucks,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,MIN,Minnesota Timberwolves,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,NOP,New Orleans Pelicans,7,243.6,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,NYK,New York Knicks,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,OKC,Oklahoma City Thunder,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,ORL,Orlando Magic,8,246.3,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,PHI,Philadelphia 76ers,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,PHX,Phoenix Suns,6,244.2,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,POR,Portland Trail Blazers,7,247.1,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,SAC,Sacramento Kings,6,244.2,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,SAS,San Antonio Spurs,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,TOR,Toronto Raptors,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,UTA,Utah Jazz,7,247.1,0.0,0.0,0.0,-,-,-,-,-
2015-16,Pre+Season,WAS,Washington Wizards,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,Regular+Season,ATL,Atlanta Hawks,82,241.8,31.6,11.7,30.1,38.9,8.2,22.4,36.7,52.5
2015-16,Regular+Season,BOS,Boston Celtics,82,241.2,26.7,10.0,27.7,36.0,6.8,19.6,34.5,48.2
2015-16,Regular+Season,BKN,Brooklyn Nets,82,240.9,23.2,9.0,23.3,38.6,5.2,14.2,36.7,49.8
2015-16,Regular+Season,CHA,Charlotte Hornets,82,242.1,30.5,11.0,28.2,38.9,8.6,22.4,38.2,54.1
2015-16,Regular+Season,CHI,Chicago Bulls,82,242.7,28.5,11.0,26.3,41.6,6.6,16.8,39.6,54.2
2015-16,Regular+Season,CLE,Cleveland Cavaliers,82,242.1,28.7,10.1,25.5,39.7,8.5,21.7,39.0,56.3
2015-16,Regular+Season,DAL,Dallas Mavericks,82,244.0,30.1,11.2,29.4,38.0,7.8,21.3,36.4,51.2
2015-16,Regular+Season,DEN,Denver Nuggets,82,241.8,23.3,8.6,23.2,37.2,6.0,17.1,35.3,50.2
2015-16,Regular+Season,DET,Detroit Pistons,82,242.4,23.4,8.3,22.6,36.7,6.8,18.9,36.2,51.8
2015-16,Regular+Season,GSW,Golden State Warriors,82,242.4,33.8,12.1,28.7,42.3,9.6,22.6,42.4,59.0
2015-16,Regular+Season,HOU,Houston Rockets,82,241.8,25.3,8.7,23.4,37.1,8.0,21.8,36.6,54.1
2015-16,Regular+Season,IND,Indiana Pacers,82,242.4,25.5,9.7,25.8,37.5,6.1,16.8,36.7,49.4
2015-16,Regular+Season,LAC,LA Clippers,82,241.8,27.0,9.9,24.8,40.0,7.2,18.5,38.7,54.5
2015-16,Regular+Season,LAL,Los Angeles Lakers,82,240.6,20.1,7.6,21.6,35.3,4.9,14.7,33.1,46.6
2015-16,Regular+Season,MEM,Memphis Grizzlies,82,241.8,22.4,8.7,23.5,37.1,4.9,14.5,33.9,47.6
2015-16,Regular+Season,MIA,Miami Heat,82,241.8,22.8,8.7,22.7,38.3,5.4,15.3,35.4,50.3
2015-16,Regular+Season,MIL,Milwaukee Bucks,82,241.8,18.5,7.0,19.0,36.8,4.5,12.6,36.2,48.8
2015-16,Regular+Season,MIN,Minnesota Timberwolves,82,242.4,21.8,8.7,22.0,39.8,4.4,12.3,35.5,49.7
2015-16,Regular+Season,NOP,New Orleans Pelicans,82,241.2,23.6,8.8,22.7,38.7,6.1,16.6,36.5,52.1
2015-16,Regular+Season,NYK,New York Knicks,82,241.5,27.3,10.6,27.2,38.9,6.1,16.9,36.3,50.1
2015-16,Regular+Season,OKC,Oklahoma City Thunder,82,241.8,25.3,9.7,24.2,40.1,5.9,16.1,36.4,52.2
2015-16,Regular+Season,ORL,Orlando Magic,82,242.7,29.5,11.5,29.1,39.7,6.5,17.6,36.6,50.8
2015-16,Regular+Season,PHI,Philadelphia 76ers,82,241.5,26.6,9.5,26.4,35.9,7.6,21.5,35.5,50.4
2015-16,Regular+Season,PHX,Phoenix Suns,82,240.3,26.0,9.5,25.4,37.6,7.0,18.5,37.6,51.2
2015-16,Regular+Season,POR,Portland Trail Blazers,82,241.5,27.3,9.8,25.0,39.1,7.8,20.4,38.1,54.7
2015-16,Regular+Season,SAC,Sacramento Kings,82,241.5,25.0,9.3,24.2,38.4,6.5,17.7,36.4,51.8
2015-16,Regular+Season,SAS,San Antonio Spurs,82,240.3,27.0,10.5,25.5,41.4,6.0,15.1,39.3,53.1
2015-16,Regular+Season,TOR,Toronto Raptors,82,241.2,24.5,8.7,22.4,39.0,7.1,17.8,39.6,54.8
2015-16,Regular+Season,UTA,Utah Jazz,82,243.4,24.2,8.8,23.1,38.0,6.6,17.5,37.7,52.3
2015-16,Regular+Season,WAS,Washington Wizards,82,240.9,29.1,10.9,27.9,39.3,7.2,19.6,36.7,52.1
2015-16,Playoffs,ATL,Atlanta Hawks,10,242.5,27.8,9.8,28.4,34.5,8.2,23.9,34.3,48.9
2015-16,Playoffs,BOS,Boston Celtics,6,244.2,23.8,8.5,28.8,29.5,6.8,23.3,29.3,41.3
2015-16,Playoffs,CHA,Charlotte Hornets,7,240.0,13.6,5.0,14.7,34.0,3.6,10.4,34.2,46.1
2015-16,Playoffs,CLE,Cleveland Cavaliers,21,240.0,27.7,9.5,21.6,44.1,8.7,19.6,44.3,64.1
2015-16,Playoffs,DAL,Dallas Mavericks,5,240.0,22.0,8.6,23.8,36.1,4.8,14.8,32.4,46.2
2015-16,Playoffs,DET,Detroit Pistons,4,240.0,21.0,7.3,18.8,38.7,6.5,16.5,39.4,56.0
2015-16,Playoffs,GSW,Golden State Warriors,24,241.0,31.7,11.1,27.4,40.6,9.4,23.4,40.2,57.8
2015-16,Playoffs,HOU,Houston Rockets,5,240.0,18.6,6.6,19.8,33.3,5.4,17.4,31.0,47.0
2015-16,Playoffs,IND,Indiana Pacers,7,240.0,26.1,9.7,22.9,42.5,6.7,16.7,40.2,57.2
2015-16,Playoffs,LAC,LA Clippers,6,240.0,18.7,7.2,16.3,43.9,4.3,10.2,42.6,57.1
2015-16,Playoffs,MEM,Memphis Grizzlies,4,240.0,17.0,6.5,18.3,35.6,4.0,11.5,34.8,46.6
2015-16,Playoffs,MIA,Miami Heat,14,245.4,17.4,6.1,18.9,32.1,5.2,15.1,34.6,45.8
2015-16,Playoffs,OKC,Oklahoma City Thunder,18,240.0,24.1,8.8,22.7,39.0,6.4,17.3,37.0,53.1
2015-16,Playoffs,POR,Portland Trail Blazers,11,242.3,28.0,10.0,24.8,40.3,8.0,20.5,38.9,56.4
2015-16,Playoffs,SAS,San Antonio Spurs,10,240.0,27.6,10.4,23.2,44.8,6.8,14.6,46.6,59.5
2015-16,Playoffs,TOR,Toronto Raptors,20,243.8,18.2,6.6,20.1,32.7,5.1,16.3,31.0,45.3
2015-16,All+Star,Canada Celebrities Canada,Canada Celebrities Canada,1,200.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,All+Star,East NBA All Stars East,East NBA All Stars East,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,All+Star,USA Celebrities USA,USA Celebrities USA,1,200.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,All+Star,USA USA,USA USA,1,200.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,All+Star,West NBA All Stars West,West NBA All Stars West,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2015-16,All+Star,World World,World World,1,200.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,ATL,Atlanta Hawks,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,Barcelona FC Barcelona Lassa,Barcelona FC Barcelona Lassa,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,BOS,Boston Celtics,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,BKN,Brooklyn Nets,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,Buenos Aires San Lorenzo,Buenos Aires San Lorenzo,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,CHA,Charlotte Hornets,7,243.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,CHI,Chicago Bulls,7,243.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,CLE,Cleveland Cavaliers,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,DAL,Dallas Mavericks,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,DEN,Denver Nuggets,8,243.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,DET,Detroit Pistons,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,GSW,Golden State Warriors,7,243.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,HOU,Houston Rockets,7,247.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,IND,Indiana Pacers,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,LAC,LA Clippers,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,LAL,Los Angeles Lakers,8,243.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,Madrid Real Madrid,Madrid Real Madrid,1,265.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,MEM,Memphis Grizzlies,6,248.3,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,MIA,Miami Heat,8,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,MIL,Milwaukee Bucks,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,MIN,Minnesota Timberwolves,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,NOP,New Orleans Pelicans,6,244.2,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,NYK,New York Knicks,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,OKC,Oklahoma City Thunder,6,244.2,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,ORL,Orlando Magic,7,243.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,PHI,Philadelphia 76ers,7,247.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,PHX,Phoenix Suns,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,POR,Portland Trail Blazers,7,243.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,SAC,Sacramento Kings,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,SAS,San Antonio Spurs,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,Shanghai Shanghai Sharks,Shanghai Shanghai Sharks,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,TOR,Toronto Raptors,7,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,UTA,Utah Jazz,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,Pre+Season,WAS,Washington Wizards,7,247.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,Regular+Season,ATL,Atlanta Hawks,82,242.4,26.7,9.8,26.2,37.3,7.2,20.3,35.6,51.0
2016-17,Regular+Season,BOS,Boston Celtics,82,240.9,31.0,11.0,29.4,37.4,9.0,24.4,37.0,52.8
2016-17,Regular+Season,BKN,Brooklyn Nets,82,240.9,27.6,9.6,26.5,36.4,8.3,23.6,35.1,52.0
2016-17,Regular+Season,CHA,Charlotte Hornets,82,241.8,26.8,9.7,26.1,37.4,7.3,20.1,36.4,51.4
2016-17,Regular+Season,CHI,Chicago Bulls,82,241.2,24.5,9.3,24.5,37.8,6.0,16.9,35.6,50.0
2016-17,Regular+Season,CLE,Cleveland Cavaliers,82,242.4,31.4,10.8,27.4,39.5,9.8,24.6,39.9,57.4
2016-17,Regular+Season,DAL,Dallas Mavericks,82,241.2,29.4,10.7,28.7,37.4,7.9,21.9,36.3,51.3
2016-17,Regular+Season,DEN,Denver Nuggets,82,240.9,28.5,10.0,25.2,39.8,8.4,21.5,39.0,56.4
2016-17,Regular+Season,DET,Detroit Pistons,82,241.5,22.9,8.4,22.9,36.7,6.1,17.8,34.3,50.0
2016-17,Regular+Season,GSW,Golden State Warriors,82,241.2,34.0,12.5,29.4,42.4,9.1,22.5,40.6,57.9
2016-17,Regular+Season,HOU,Houston Rockets,82,241.2,31.3,10.6,28.7,36.9,10.1,27.3,37.0,54.5
2016-17,Regular+Season,IND,Indiana Pacers,82,242.1,28.0,10.6,26.6,39.9,6.8,17.5,38.8,52.7
2016-17,Regular+Season,LAC,LA Clippers,82,240.9,25.8,9.4,23.6,39.7,7.1,18.2,38.8,54.7
2016-17,Regular+Season,LAL,Los Angeles Lakers,82,240.3,21.8,8.0,21.1,37.9,5.8,16.2,36.2,51.7
2016-17,Regular+Season,MEM,Memphis Grizzlies,82,242.7,27.0,10.0,26.5,37.9,7.0,19.1,36.4,51.1
2016-17,Regular+Season,MIA,Miami Heat,82,241.2,28.9,10.4,27.4,37.8,8.2,22.1,37.2,52.8
2016-17,Regular+Season,MIL,Milwaukee Bucks,82,241.2,26.9,9.5,24.7,38.5,7.9,20.5,38.5,54.5
2016-17,Regular+Season,MIN,Minnesota Timberwolves,82,241.5,23.4,8.7,22.3,38.9,6.0,16.5,36.6,52.4
2016-17,Regular+Season,NOP,New Orleans Pelicans,82,242.7,26.5,9.7,25.9,37.4,7.1,19.6,36.4,51.2
2016-17,Regular+Season,NYK,New York Knicks,82,242.1,27.8,10.4,26.7,39.1,6.9,19.1,36.4,52.1
2016-17,Regular+Season,OKC,Oklahoma City Thunder,82,241.5,22.9,8.3,23.6,35.1,6.3,18.8,33.4,48.4
2016-17,Regular+Season,ORL,Orlando Magic,82,241.5,27.8,10.5,28.5,36.7,6.8,20.0,34.1,48.7
2016-17,Regular+Season,PHI,Philadelphia 76ers,82,241.8,28.6,10.1,27.8,36.4,8.3,23.4,35.6,51.4
2016-17,Regular+Season,PHX,Phoenix Suns,82,241.8,20.5,7.5,21.3,35.3,5.4,16.0,33.7,47.9
2016-17,Regular+Season,POR,Portland Trail Blazers,82,243.0,26.6,9.5,23.9,39.9,7.5,19.4,38.9,55.7
2016-17,Regular+Season,SAC,Sacramento Kings,82,242.4,26.6,9.6,23.9,40.2,7.3,18.7,39.3,55.6
2016-17,Regular+Season,SAS,San Antonio Spurs,82,241.5,30.2,11.4,27.1,42.3,7.3,17.9,40.9,55.8
2016-17,Regular+Season,TOR,Toronto Raptors,82,241.2,24.5,8.9,23.4,38.0,6.7,18.4,36.4,52.3
2016-17,Regular+Season,UTA,Utah Jazz,82,240.9,24.7,8.8,22.6,39.0,7.1,18.8,38.0,54.7
2016-17,Regular+Season,WAS,Washington Wizards,82,242.1,28.3,10.5,25.6,40.8,7.4,19.0,38.7,55.2
2016-17,Playoffs,ATL,Atlanta Hawks,6,240.0,14.2,5.0,19.8,25.2,4.2,17.2,24.3,35.7
2016-17,Playoffs,BOS,Boston Celtics,18,241.4,33.6,11.7,30.1,39.0,10.2,25.7,39.6,55.9
2016-17,Playoffs,CHI,Chicago Bulls,6,240.0,24.0,9.0,24.3,37.0,6.0,17.5,34.3,49.3
2016-17,Playoffs,CLE,Cleveland Cavaliers,18,240.0,30.0,10.4,22.8,45.6,9.2,20.5,45.0,65.9
2016-17,Playoffs,GSW,Golden State Warriors,17,240.0,31.0,11.1,27.6,40.2,8.8,21.9,39.9,56.1
2016-17,Playoffs,HOU,Houston Rockets,11,242.3,22.6,7.6,20.5,37.3,7.4,19.8,37.2,55.3
2016-17,Playoffs,IND,Indiana Pacers,4,240.0,27.3,10.3,25.5,40.2,6.8,18.8,36.0,53.4
2016-17,Playoffs,LAC,LA Clippers,7,240.0,19.1,6.7,17.3,38.8,5.7,13.4,42.6,55.4
2016-17,Playoffs,MEM,Memphis Grizzlies,6,244.2,23.7,8.5,22.0,38.6,6.7,17.5,38.1,53.8
2016-17,Playoffs,MIL,Milwaukee Bucks,6,240.0,25.3,8.7,21.5,40.3,8.0,18.7,42.9,58.9
2016-17,Playoffs,OKC,Oklahoma City Thunder,5,240.0,20.6,7.4,21.2,34.9,5.8,18.0,32.2,48.6
2016-17,Playoffs,POR,Portland Trail Blazers,4,240.0,24.5,8.8,25.0,35.0,7.0,21.0,33.3,49.0
2016-17,Playoffs,SAS,San Antonio Spurs,16,243.1,24.6,8.8,23.9,36.6,7.1,18.8,37.5,51.4
2016-17,Playoffs,TOR,Toronto Raptors,10,240.0,24.9,9.2,24.8,37.1,6.5,17.9,36.3,50.2
2016-17,Playoffs,UTA,Utah Jazz,11,240.0,24.9,8.8,21.7,40.6,7.3,16.8,43.2,57.3
2016-17,Playoffs,WAS,Washington Wizards,13,241.9,24.5,9.1,26.0,34.9,6.4,19.8,32.3,47.2
2016-17,All+Star,East Celebrities East,East Celebrities East,1,200.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,East NBA All Stars East,East NBA All Stars East,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,USA USA,USA USA,1,200.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,West Celebrities West,West Celebrities West,1,200.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,West NBA All Stars West,West NBA All Stars West,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,World World,World World,1,200.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,ATL,Atlanta Hawks,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BOS,Boston Celtics,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,Brisbane Bullets,Brisbane Bullets,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BKN,Brooklyn Nets,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CHA,Charlotte Hornets,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CHI,Chicago Bulls,6,236.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CLE,Cleveland Cavaliers,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,DAL,Dallas Mavericks,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,DEN,Denver Nuggets,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,DET,Detroit Pistons,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,GSW,Golden State Warriors,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,Guangzhou Long-Lions,Guangzhou Long-Lions,1,220.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,Haifa Maccabi Haifa,Haifa Maccabi Haifa,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,HOU,Houston Rockets,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,IND,Indiana Pacers,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAC,LA Clippers,5,239.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAL,Los Angeles Lakers,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,Melbourne United,Melbourne United,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MEM,Memphis Grizzlies,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIA,Miami Heat,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIL,Milwaukee Bucks,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIN,Minnesota Timberwolves,3,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,NOP,New Orleans Pelicans,4,234.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,NYK,New York Knicks,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,OKC,Oklahoma City Thunder,4,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,ORL,Orlando Magic,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,PHI,Philadelphia 76ers,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,PHX,Phoenix Suns,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,POR,Portland Trail Blazers,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAC,Sacramento Kings,6,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAS,San Antonio Spurs,5,235.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,Shanghai Sharks,Shanghai Sharks,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAC,Sacramento Kings,1,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,TOR,Toronto Raptors,5,239.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,UTA,Utah Jazz,5,240.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,WAS,Washington Wizards,5,236.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Regular+Season,ATL,Atlanta Hawks,82,240.3,29.6,10.5,27.1,38.8,8.6,22.6,37.9,54.7
2017-18,Regular+Season,BOS,Boston Celtics,82,241.5,28.4,10.1,25.5,39.8,8.1,21.1,38.1,55.6
2017-18,Regular+Season,BKN,Brooklyn Nets,82,242.1,30.7,10.5,27.6,37.9,9.7,25.7,37.9,55.6
2017-18,Regular+Season,CHA,Charlotte Hornets,82,241.2,24.6,8.8,22.9,38.5,7.0,18.2,38.4,53.8
2017-18,Regular+Season,CHI,Chicago Bulls,82,242.1,28.2,10.0,26.5,37.7,8.2,22.2,37.0,53.2
2017-18,Regular+Season,CLE,Cleveland Cavaliers,82,240.6,29.0,10.1,25.8,39.1,8.8,22.7,38.9,56.2
2017-18,Regular+Season,DAL,Dallas Mavericks,82,241.5,31.0,11.0,27.5,40.1,9.0,23.1,38.8,56.4
2017-18,Regular+Season,DEN,Denver Nuggets,82,242.4,28.3,9.9,24.7,39.9,8.6,22.1,38.8,57.3
2017-18,Regular+Season,DET,Detroit Pistons,82,241.5,28.9,10.0,25.6,39.2,8.8,22.5,39.1,56.4
2017-18,Regular+Season,GSW,Golden State Warriors,82,240.6,31.2,11.7,26.5,43.9,7.9,19.4,40.5,58.7
2017-18,Regular+Season,HOU,Houston Rockets,82,240.9,28.5,9.6,26.0,37.1,9.2,24.9,37.1,54.8
2017-18,Regular+Season,IND,Indiana Pacers,82,240.9,26.4,9.8,24.8,39.6,6.8,17.8,37.9,53.3
2017-18,Regular+Season,LAC,LA Clippers,82,240.3,19.5,6.8,18.5,37.0,5.9,16.4,35.8,52.9
2017-18,Regular+Season,LAL,Los Angeles Lakers,82,242.7,26.1,9.1,25.0,36.3,7.9,21.8,36.4,52.1
2017-18,Regular+Season,MEM,Memphis Grizzlies,82,240.3,26.0,9.6,25.2,38.1,6.8,18.8,36.3,51.6
2017-18,Regular+Season,MIA,Miami Heat,82,243.0,30.7,10.7,28.8,37.2,9.2,24.6,37.5,53.2
2017-18,Regular+Season,MIL,Milwaukee Bucks,82,241.8,24.0,8.5,22.1,38.2,7.0,18.9,37.3,54.1
2017-18,Regular+Season,MIN,Minnesota Timberwolves,82,241.5,22.9,8.5,21.1,40.1,6.0,15.7,38.3,54.3
2017-18,Regular+Season,NOP,New Orleans Pelicans,82,243.4,26.9,9.4,25.1,37.5,8.1,21.7,37.3,53.6
2017-18,Regular+Season,NYK,New York Knicks,82,241.8,25.3,9.4,23.8,39.7,6.5,17.3,37.4,53.3
2017-18,Regular+Season,OKC,Oklahoma City Thunder,82,241.8,26.9,9.4,24.8,37.8,8.2,22.0,37.2,54.3
2017-18,Regular+Season,ORL,Orlando Magic,82,240.6,29.1,10.4,27.6,37.8,8.2,22.3,37.0,52.7
2017-18,Regular+Season,PHI,Philadelphia 76ers,82,241.2,31.4,11.0,28.7,38.2,9.5,25.0,38.1,54.8
