SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2023-24,Regular+Season,TOR,Toronto Raptors,82,6.1,5.5,1.11,6.8,3.0,5.2,57.4,57.8,11.9,6.0,11.3,2.4,55.9,34.5
2023-24,Regular+Season,WAS,Washington Wizards,82,6.0,5.3,1.11,6.7,2.9,5.0,58.1,59.0,12.7,7.9,12.3,2.6,56.4,41.4
2023-24,Regular+Season,IND,Indiana Pacers,81,5.5,4.8,1.23,6.7,3.0,4.7,63.7,63.9,11.7,6.8,11.5,4.1,61.7,100
2023-24,Regular+Season,DET,Detroit Pistons,82,6.2,5.5,1.08,6.6,2.9,5.3,54.9,55.3,9.9,7.3,9.1,2.6,53.6,20.7
2023-24,Regular+Season,CHI,Chicago Bulls,82,6.5,5.8,1.02,6.6,2.8,5.5,51.4,51.9,10.8,5.9,10.6,1.5,52.2,6.9
2023-24,Regular+Season,GSW,Golden State Warriors,82,6.1,5.3,1.06,6.4,2.8,5.0,55.4,56.1,10.4,8.6,9.8,1.4,53.4,10.3
2023-24,Regular+Season,MIL,Milwaukee Bucks,81,5.4,4.9,1.20,6.5,2.8,4.3,64.3,65.0,13.9,10.0,13.5,3.2,60.5,86.2
2023-24,Regular+Season,CHA,Charlotte Hornets,82,5.3,4.9,1.20,6.4,2.8,4.5,62.6,63.1,11.5,7.6,11.0,3.0,60.1,82.8
2023-24,Regular+Season,SAC,Sacramento Kings,81,5.2,4.7,1.16,6.1,2.6,4.3,59.3,60.3,13.4,8.0,12.2,4.0,57.9,75.9
2023-24,Regular+Season,SAS,San Antonio Spurs,82,5.6,4.9,1.06,5.9,2.5,4.6,54.8,55.2,13.1,8.1,11.8,3.1,54.0,17.2
2023-24,Regular+Season,BOS,Boston Celtics,81,5.5,5.0,1.09,6.0,2.7,4.8,56.0,56.8,8.4,7.0,7.4,3.2,53.7,24.1
2023-24,Regular+Season,CLE,Cleveland Cavaliers,82,4.8,4.4,1.22,5.9,2.5,4.0,62.1,62.7,13.2,6.6,11.9,3.3,61.0,93.1
2023-24,Regular+Season,LAC,LA Clippers,82,5.3,4.9,1.11,5.9,2.6,4.6,56.4,57.2,9.3,6.5,8.8,2.3,54.9,31.0
2023-24,Regular+Season,MEM,Memphis Grizzlies,82,5.8,5.2,1.00,5.8,2.4,4.7,51.6,51.9,10.8,9.7,10.2,2.3,50.6,0.0
2023-24,Regular+Season,MIA,Miami Heat,82,5.1,4.8,1.11,5.7,2.3,4.2,54.5,54.5,14.5,5.2,13.7,1.9,56.9,44.8
2023-24,Regular+Season,DAL,Dallas Mavericks,82,4.7,4.2,1.15,5.4,2.3,3.8,60.6,61.3,13.0,8.3,12.2,2.8,57.8,69.0
2023-24,Regular+Season,LAL,Los Angeles Lakers,81,4.9,4.4,1.11,5.5,2.4,4.2,56.7,56.7,11.3,7.3,11.0,3.0,55.4,37.9
2023-24,Regular+Season,PHX,Phoenix Suns,81,5.1,4.6,1.01,5.1,2.0,4.0,51.4,52.2,13.4,10.2,12.2,2.2,50.9,3.4
2023-24,Regular+Season,OKC,Oklahoma City Thunder,82,4.1,3.8,1.11,4.6,2.0,3.5,57.0,57.7,10.9,8.8,10.3,3.5,55.2,48.3
2023-24,Playoffs,MIN,Minnesota Timberwolves,16,6.6,6.3,1.11,7.3,2.9,5.4,54.0,54.6,13.3,5.7,10.5,1.9,55.2,80.0
2023-24,Playoffs,DAL,Dallas Mavericks,22,4.9,4.6,1.04,5.0,2.0,3.9,52.9,53.5,15.9,5.6,14.0,0.9,56.1,40.0
2023-24,Playoffs,IND,Indiana Pacers,17,5.8,5.4,0.97,5.6,2.4,4.7,50.0,50.0,12.2,9.2,12.2,3.1,49.0,20.0
2023-24,Playoffs,DEN,Denver Nuggets,12,5.9,5.7,1.24,7.3,3.1,5.1,60.7,60.7,16.9,2.8,16.9,5.6,60.6,86.7
2023-24,Playoffs,BOS,Boston Celtics,19,4.2,4.0,1.06,4.4,1.9,3.5,56.1,56.8,6.3,10.1,6.3,0.0,53.2,53.3
2023-24,Playoffs,NYK,New York Knicks,13,5.3,4.9,0.97,5.2,2.1,4.2,50.0,50.0,14.5,8.7,10.1,1.4,50.7,33.3
2023-24,Playoffs,ORL,Orlando Magic,7,6.7,6.2,1.04,7.0,2.7,5.0,54.3,55.7,17.0,12.8,17.0,4.3,53.2,46.7
2023-24,Playoffs,MIL,Milwaukee Bucks,6,5.7,5.4,1.26,7.2,3.2,5.0,63.3,63.3,8.8,2.9,8.8,0.0,64.7,93.3
2023-24,Playoffs,PHI,Philadelphia 76ers,6,6.7,6.3,0.93,6.2,2.0,4.7,42.9,42.9,22.5,7.5,22.5,0.0,52.5,13.3
2023-24,Playoffs,LAC,LA Clippers,6,5.7,5.5,0.97,5.5,2.5,4.7,53.6,53.6,11.8,5.9,11.8,0.0,52.9,26.7
2023-24,Playoffs,CLE,Cleveland Cavaliers,12,3.7,3.6,0.73,2.7,1.1,2.9,37.1,38.6,6.8,13.6,4.5,0.0,36.4,0.0
2023-24,Playoffs,OKC,Oklahoma City Thunder,10,2.8,2.7,1.11,3.1,1.5,2.4,62.5,62.5,7.1,14.3,7.1,7.1,53.6,73.3
2023-24,Playoffs,NOP,New Orleans Pelicans,4,6.5,6.0,0.92,6.0,2.5,5.0,50.0,50.0,15.4,11.5,11.5,3.8,46.2,6.7
2023-24,Playoffs,LAL,Los Angeles Lakers,5,3.6,3.5,1.28,4.6,1.8,3.2,56.3,59.4,16.7,5.6,16.7,11.1,55.6,100
2023-24,Playoffs,PHX,Phoenix Suns,4,3.3,3.2,1.08,3.5,1.0,2.0,50.0,50.0,38.5,7.7,38.5,7.7,53.8,64.3
2023-24,Playoffs,MIA,Miami Heat,5,2.6,2.7,1.08,2.8,1.2,2.4,50.0,50.0,15.4,0.0,15.4,7.7,53.8,64.3
2024-25,Regular+Season,HOU,Houston Rockets,82,8.4,7.2,1.06,8.9,3.8,6.8,55.4,55.6,12.8,7.9,12.1,2.2,54.6,27.6
2024-25,Regular+Season,POR,Portland Trail Blazers,82,7.6,6.6,1.11,8.4,3.6,6.3,58.3,58.8,12.1,8.4,11.7,2.9,56.4,58.6
2024-25,Regular+Season,DEN,Denver Nuggets,82,7.0,6.2,1.13,7.9,3.4,5.9,57.8,58.0,13.4,5.4,13.1,3.0,58.0,82.8
2024-25,Regular+Season,DET,Detroit Pistons,82,6.8,6.0,1.12,7.7,3.3,5.9,56.0,56.9,10.3,6.4,9.8,2.3,55.4,72.4
2024-25,Regular+Season,UTA,Utah Jazz,82,7.0,6.1,1.09,7.7,3.3,5.7,57.6,57.8,12.3,10.2,11.6,3.8,53.9,51.7
2024-25,Regular+Season,NOP,New Orleans Pelicans,82,6.9,6.1,1.11,7.6,3.0,5.5,55.4,56.0,16.3,6.9,15.6,3.2,56.9,62.1
2024-25,Regular+Season,MEM,Memphis Grizzlies,82,6.7,5.7,1.13,7.6,3.1,5.5,57.4,58.1,12.8,8.2,11.8,2.6,56.5,79.3
2024-25,Regular+Season,MIN,Minnesota Timberwolves,82,6.5,5.8,1.16,7.5,2.9,5.1,57.2,57.7,18.7,6.0,17.2,3.6,58.5,89.7
2024-25,Regular+Season,TOR,Toronto Raptors,82,7.0,6.1,1.06,7.4,3.1,5.8,53.7,54.3,10.9,7.8,10.6,1.4,53.7,24.1
2024-25,Regular+Season,NYK,New York Knicks,82,6.1,5.6,1.14,7.0,3.0,4.9,60.2,60.6,11.3,11.1,10.9,2.4,57.1,86.2
2024-25,Regular+Season,ATL,Atlanta Hawks,82,6.7,5.8,1.01,6.8,2.9,5.6,51.4,51.9,10.9,7.4,9.4,2.2,50.9,3.6
2024-25,Regular+Season,SAC,Sacramento Kings,82,5.8,5.2,1.16,6.8,2.8,4.9,58.3,59.3,12.5,7.7,10.9,3.8,57.0,93.1
2024-25,Regular+Season,WAS,Washington Wizards,82,6.4,5.6,1.05,6.7,2.9,5.4,54.5,55.3,10.1,8.7,9.3,2.3,52.0,17.2
2024-25,Regular+Season,CHA,Charlotte Hornets,82,6.0,5.3,1.09,6.5,2.8,5.0,55.6,56.4,11.8,8.9,11.0,3.7,53.5,41.4
2024-25,Regular+Season,ORL,Orlando Magic,82,6.0,5.5,1.09,6.5,2.7,4.7,57.1,57.7,15.1,8.8,13.9,2.4,55.9,44.8
2024-25,Regular+Season,BKN,Brooklyn Nets,82,6.0,5.5,1.07,6.5,2.7,5.0,53.8,54.4,11.6,6.9,11.0,1.6,54.1,31.0
2024-25,Regular+Season,LAC,LA Clippers,82,5.9,5.4,1.09,6.4,2.8,5.1,55.4,56.0,9.3,7.3,8.9,2.7,53.9,37.9
