SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,DREB,DREB_CONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,AVG_DREB_DIST
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,A.J. Lawson,1630639,5,1,4,10.6,1.4,0.2,14.3,2.4,58.3,0.0,58.3,9.6
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,AJ Green,1631260,32,14,18,29.7,2.7,0.6,21.2,5.1,51.8,0.4,56.3,8.4
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,AJ Johnson,1642358,11,1,10,8.2,1.5,0.5,29.4,2.1,73.9,0.3,85.0,6.1
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Aaron Gordon,203932,18,13,5,27.7,4.6,1.3,27.7,6.3,73.5,0.2,76.1,5.7
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Aaron Holiday,1628988,16,11,5,18.6,1.3,0.3,23.8,2.1,61.8,0.1,65.6,10.0
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Aaron Nesmith,1630174,20,4,16,30.0,3.6,0.7,18.1,5.9,61.5,0.5,67.3,7.4
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Aaron Wiggins,1630598,26,21,5,23.4,2.7,0.5,18.6,4.9,54.7,0.5,60.9,8.0
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Ace Bailey,1642846,31,12,19,23.3,1.8,0.6,33.3,3.2,57.6,0.4,66.3,7.6
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Adem Bona,1641737,27,16,11,17.6,2.3,0.8,36.1,5.4,41.5,0.6,46.9,3.9
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Adou Thiero,1642876,10,4,6,7.4,1.1,0.4,36.4,1.6,68.8,0.0,68.8,4.8
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Ajay Mitchell,1642349,36,31,5,27.1,3.0,0.8,25.9,4.9,61.4,0.4,66.7,9.5
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Al Horford,201143,22,12,10,19.2,3.8,1.7,45.2,5.5,68.9,0.4,73.7,5.0
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Alex Caruso,1627936,27,22,5,19.1,2.4,0.4,18.5,4.0,60.7,0.4,67.0,8.5
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Alex Sarr,1642259,29,8,21,28.2,5.6,2.2,39.1,11.0,50.6,1.3,57.7,4.0
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Alijah Martin,1642918,3,1,2,19.2,2.0,0.3,16.7,3.0,66.7,0.0,66.7,8.0
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Alperen Sengun,1630578,30,19,11,34.4,6.0,2.1,35.0,10.0,60.2,0.8,65.5,4.5
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Amari Williams,1642873,4,2,2,7.1,1.3,0.0,0.0,2.3,55.6,0.0,55.6,6.1
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Amen Thompson,1641708,37,23,14,37.0,4.8,1.4,29.2,7.6,63.3,0.4,67.2,7.7
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Amir Coffey,1629599,11,4,7,11.1,1.1,0.3,25.0,1.9,57.1,0.1,60.0,6.9
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Andre Drummond,203083,33,19,14,20.2,5.4,1.8,34.3,8.5,63.3,0.7,69.0,4.3
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Andre Jackson Jr.,1641748,7,1,6,11.6,1.1,0.1,12.5,2.0,57.1,0.0,57.1,5.1
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Andrew Nembhard,1629614,30,6,24,31.7,2.4,0.3,12.7,4.6,51.1,0.5,57.3,10.1
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Andrew Wiggins,203952,34,17,17,31.5,3.1,1.2,39.4,6.5,46.8,0.9,54.5,6.4
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Anfernee Simons,1629014,33,20,13,24.2,2.2,0.5,20.8,3.8,57.6,0.3,63.2,9.0
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Anthony Black,1641710,39,21,18,30.6,3.4,0.6,18.2,5.6,60.8,0.4,65.3,7.5
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Anthony Davis,203076,19,10,9,31.1,7.9,2.8,36.0,12.6,62.8,1.0,68.2,5.2
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Anthony Edwards,1630162,32,21,11,34.8,4.3,0.9,21.9,6.7,64.0,0.6,70.3,6.8
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Anthony Gill,1630264,8,0,8,6.9,1.3,0.6,50.0,2.1,58.8,0.4,71.4,7.1
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Antonio Reeves,1641810,3,1,2,12.1,1.3,0.3,25.0,1.7,80.0,0.0,80.0,3.6
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Ariel Hukporti,1630574,18,12,6,11.4,2.3,0.9,39.0,4.9,46.6,1.0,58.6,6.1
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Asa Newell,1642854,21,10,11,12.5,1.7,0.6,37.1,2.8,59.3,0.1,62.5,5.5
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Ausar Thompson,1641709,33,23,10,26.3,3.7,1.1,28.5,6.1,60.9,0.3,63.7,6.6
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Austin Reaves,1630559,23,15,8,35.3,4.5,1.0,23.1,7.3,61.9,0.5,66.2,8.2
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Ayo Dosunmu,1630245,31,14,17,26.6,2.2,0.3,14.5,4.2,53.1,0.4,59.0,10.9
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Bam Adebayo,1628389,30,14,16,30.8,7.9,2.4,30.0,10.6,74.3,0.8,80.3,5.9
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Baylor Scheierman,1631248,25,17,8,13.5,1.8,0.6,31.1,3.5,51.7,0.5,60.0,7.0
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Ben Saraf,1642879,9,2,7,15.6,1.6,0.4,28.6,2.8,56.0,0.2,60.9,8.2
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Ben Sheppard,1641767,29,7,22,24.1,3.1,0.6,19.1,4.4,69.0,0.5,77.4,8.8
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Bennedict Mathurin,1631097,24,5,19,32.1,4.7,0.9,19.5,7.2,65.7,0.5,70.2,7.0
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Bilal Coulibaly,1641731,24,7,17,27.3,3.8,0.9,23.9,6.5,59.4,0.5,64.8,7.1
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Bismack Biyombo,202687,7,6,1,7.0,0.7,0.1,20.0,2.9,25.0,0.4,29.4,3.9
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Blake Wesley,1631104,5,3,2,17.7,2.4,0.0,0.0,3.2,75.0,0.0,75.0,8.1
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Bobby Portis,1626171,39,17,22,23.4,5.3,1.4,25.9,8.6,60.8,0.6,65.1,5.5
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Bobi Klintman,1641752,4,3,1,10.6,2.8,0.8,27.3,4.0,68.8,0.5,78.6,5.4
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Bogdan Bogdanović,203992,14,4,10,24.2,2.9,0.6,19.5,5.8,50.6,1.0,61.2,8.8
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Bones Hyland,1630538,23,15,8,15.5,1.7,0.7,39.5,2.6,64.4,0.3,71.7,9.0
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Bradley Beal,203078,5,2,3,20.3,0.6,0.0,0.0,1.8,33.3,0.0,33.3,9.0
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Branden Carlson,1642382,22,19,3,13.4,2.6,0.6,22.4,4.6,57.4,0.5,64.4,4.5
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Brandin Podziemski,1641764,40,22,18,26.6,3.8,0.8,20.4,6.0,63.3,0.6,70.7,6.3
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Brandon Clarke,1629634,2,1,1,10.2,1.0,0.5,50.0,3.0,33.3,0.5,40.0,4.6
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Brandon Ingram,1627742,37,21,16,34.4,5.4,1.7,31.0,7.7,70.2,0.4,73.8,6.7
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Brandon Miller,1641706,21,10,11,30.8,3.5,0.8,21.6,7.3,48.4,1.0,56.5,6.1
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Brandon Williams,1630314,29,12,17,23.8,2.5,0.5,19.2,4.6,55.3,0.4,60.3,8.5
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Brice Sensabaugh,1641729,32,11,21,21.2,2.3,0.6,24.3,3.8,60.7,0.3,66.1,7.4
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Bronny James,1642355,7,3,4,12.9,0.9,0.0,0.0,2.7,31.6,0.1,33.3,7.4
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Brook Lopez,201572,26,15,11,18.1,2.9,1.2,41.3,4.8,59.5,0.4,65.2,6.2
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Brooks Barnhizer,1642964,17,17,0,8.9,1.8,0.1,3.2,2.5,73.8,0.2,79.5,6.1
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Bruce Brown,1628971,39,26,13,24.8,3.2,0.4,12.2,4.9,64.7,0.5,72.4,7.4
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Bryce McGowens,1631121,19,4,15,23.7,2.4,0.5,20.0,4.6,51.7,0.5,57.7,7.6
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Bub Carrington,1642267,36,9,27,27.8,3.7,0.6,17.4,5.7,64.1,0.4,69.5,7.6
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Buddy Hield,1627741,30,17,13,17.3,2.1,0.4,17.5,3.5,59.4,0.3,65.6,7.0
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,CJ McCollum,203468,35,10,25,30.7,2.9,0.6,19.6,4.8,61.1,0.3,65.4,9.3
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Cade Cunningham,1630595,32,23,9,35.6,5.2,1.3,24.1,8.1,64.3,0.4,68.0,8.2
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Caleb Houstan,1631216,4,3,1,8.8,0.3,0.3,100,0.5,50.0,0.0,50.0,14.5
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Caleb Love,1631126,27,13,14,23.2,2.7,0.4,16.7,3.5,75.8,0.1,77.4,8.8
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Caleb Martin,1628997,25,9,16,10.9,1.4,0.2,17.6,2.7,50.7,0.4,60.7,9.1
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Cam Christie,1642353,15,4,11,11.7,2.0,0.3,16.7,3.6,55.6,0.3,60.0,7.9
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Cam Spencer,1642285,35,14,21,24.4,2.4,0.4,15.3,3.7,65.9,0.3,72.6,9.5
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Cam Thomas,1630560,13,2,11,27.3,1.6,0.5,28.6,4.1,39.6,0.5,44.7,7.9
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Cam Whitmore,1641715,16,2,14,18.8,2.4,0.5,20.5,3.5,69.6,0.2,73.6,6.7
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Cameron Johnson,1629661,28,20,8,30.6,2.9,0.8,27.5,5.1,55.9,0.7,64.5,8.4
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Caris LeVert,1627747,26,18,8,20.2,1.6,0.3,21.4,3.2,50.6,0.5,59.2,9.4
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Carter Bryant,1642868,24,16,8,7.4,1.5,0.5,29.7,2.5,62.7,0.2,68.5,5.5
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Cason Wallace,1641717,36,30,6,27.2,2.4,0.4,18.8,4.3,54.5,0.5,61.2,9.2
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Cedric Coward,1642907,36,15,21,26.7,5.1,1.0,19.6,8.3,61.5,1.1,71.3,5.6
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Charles Bassey,1629646,2,0,2,15.3,4.0,1.0,25.0,8.5,47.1,1.5,57.1,5.1
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Chaz Lanier,1642404,8,7,1,15.0,1.1,0.0,0.0,3.0,37.5,0.6,47.4,14.1
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Chet Holmgren,1631096,35,29,6,28.9,6.6,2.1,32.0,10.7,61.6,1.2,69.6,4.5
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Chris Boucher,1628449,6,2,4,12.5,2.7,1.0,37.5,4.7,57.1,0.2,59.3,5.0
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Chris Livingston,1641753,1,0,1,14.1,3.0,1.0,33.3,5.0,60.0,2.0,100,7.8
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Chris Mañon,1643024,3,1,2,4.3,0.7,0.3,50.0,1.0,66.7,0.0,66.7,11.1
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Chris Paul,101108,15,4,11,14.2,1.5,0.3,22.7,2.4,61.1,0.1,62.9,8.5
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Chris Youngblood,1642959,13,12,1,6.9,1.2,0.2,20.0,1.6,71.4,0.1,75.0,10.3
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Christian Braun,1631128,14,10,4,28.9,2.8,0.4,15.4,5.1,54.2,0.6,61.9,7.9
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Christian Koloko,1631132,12,4,8,16.5,2.2,0.5,23.1,4.7,46.4,0.8,56.5,5.8
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Chucky Hepburn,1642935,1,0,1,4.9,1.0,0.0,0.0,2.0,50.0,0.0,50.0,13.9
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Clint Capela,203991,31,20,11,11.7,2.1,0.9,43.9,3.7,57.9,0.4,65.3,4.6
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Coby White,1629632,16,8,8,29.1,3.5,0.5,14.3,5.5,63.6,0.2,65.9,9.1
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Cody Martin,1628998,4,0,4,13.8,3.3,1.0,30.8,6.3,52.0,0.5,56.5,6.5
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Cody Williams,1642262,18,5,13,15.8,1.3,0.3,26.1,2.4,53.5,0.3,60.5,7.2
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Colby Jones,1641732,1,0,1,6.8,4.0,2.0,50.0,4.0,100,0.0,100,7.6
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Cole Anthony,1630175,22,9,13,17.4,2.6,0.5,17.5,4.0,64.0,0.2,67.1,8.2
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Collin Gillespie,1631221,39,24,15,27.9,3.2,0.6,19.4,5.6,56.6,0.7,64.9,8.5
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Collin Murray-Boyles,1642867,34,19,15,20.7,2.5,0.8,33.3,5.3,46.9,1.1,60.0,4.9
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Collin Sexton,1629012,24,10,14,23.3,2.0,0.4,20.4,3.8,54.4,0.2,57.6,11.8
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Cooper Flagg,1642843,38,15,23,34.5,5.2,1.1,20.8,9.5,54.6,1.0,61.2,5.5
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Corey Kispert,1630557,18,3,15,19.7,2.2,0.4,17.5,3.9,56.3,0.4,63.5,7.8
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Craig Porter Jr.,1641854,30,19,11,19.4,2.5,0.5,21.3,4.1,61.5,0.5,69.4,8.0
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Curtis Jones,1642938,4,3,1,4.5,0.8,0.0,0.0,0.8,100,0.0,100,7.2
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,D'Angelo Russell,1626156,22,8,14,19.5,2.4,0.3,13.2,3.8,63.1,0.2,67.1,6.8
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,DaRon Holmes II,1641747,7,3,4,17.0,1.7,0.3,16.7,4.1,41.4,0.4,46.2,6.0
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Daeqwon Plowden,1631342,1,0,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Dalen Terry,1631207,15,6,9,13.4,1.8,0.4,22.2,3.2,56.3,0.1,58.7,5.5
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Dalton Knecht,1642261,23,12,11,16.3,1.9,0.4,22.7,3.1,62.0,0.3,68.8,6.2
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Daniel Gafford,1629655,27,8,19,20.7,4.3,1.2,27.4,8.1,53.7,1.0,61.3,4.8
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Daniss Jenkins,1642450,21,17,4,19.3,1.8,0.1,7.9,3.3,55.1,0.1,56.7,12.1
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Danny Wolf,1642874,22,8,14,20.3,3.4,0.9,26.7,5.6,61.0,0.6,68.8,5.1
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Dario Šarić,203967,3,1,2,11.1,1.7,1.0,60.0,2.7,62.5,0.3,71.4,4.7
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Darius Garland,1629636,22,11,11,30.9,2.2,0.5,20.8,4.3,51.1,0.5,58.5,11.1
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,David Jones Garcia,1642357,7,5,2,7.5,1.3,0.6,44.4,1.9,69.2,0.1,75.0,6.4
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Davion Mitchell,1630558,33,18,15,29.6,2.3,0.4,16.9,4.7,49.4,0.5,55.0,9.8
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Day'Ron Sharpe,1630549,36,11,25,17.8,3.8,1.4,37.7,6.0,63.9,0.7,72.6,4.1
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,De'Aaron Fox,1628368,31,21,10,32.6,3.4,0.4,10.4,5.5,62.4,0.4,67.1,9.0
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,De'Andre Hunter,1629631,34,19,15,27.2,3.7,1.1,28.6,6.4,58.3,0.7,65.6,5.8
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,De'Anthony Melton,1629001,13,8,5,21.5,2.3,0.6,26.7,4.4,52.6,0.6,61.2,6.9
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,DeAndre Jordan,201599,2,0,2,11.7,3.0,0.5,16.7,6.0,50.0,0.0,50.0,4.9
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,DeMar DeRozan,201942,38,9,29,33.8,2.9,0.8,29.1,5.2,56.1,0.4,61.1,8.6
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Dean Wade,1629731,33,18,15,23.3,3.3,0.8,25.7,6.4,51.9,0.9,60.6,6.0
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Deandre Ayton,1629028,33,20,13,29.7,6.4,2.0,31.4,10.2,62.7,1.2,71.2,4.5
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Deni Avdija,1630166,40,19,21,35.4,6.1,1.3,20.6,10.4,58.7,1.0,65.1,5.3
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Dennis Schröder,203471,30,7,23,27.5,2.8,0.5,17.6,5.0,56.3,0.5,62.5,8.8
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Dereck Lively II,1641726,7,3,4,16.5,3.3,0.7,21.7,6.6,50.0,1.1,60.5,3.9
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Derik Queen,1642852,41,9,32,26.2,5.8,2.2,37.7,10.2,56.6,1.3,65.0,4.5
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Derrick Jones Jr.,1627884,16,7,9,24.0,1.9,0.6,30.0,3.4,54.5,0.3,58.8,8.4
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Derrick White,1628401,38,23,15,34.3,3.6,0.6,16.3,6.9,51.7,0.7,57.2,7.2
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Desmond Bane,1630217,38,20,18,34.2,3.4,0.7,19.8,5.7,60.1,0.6,67.2,8.5
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Devin Booker,1626164,35,22,13,34.3,3.4,0.8,22.9,6.3,53.9,0.7,60.8,8.9
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Devin Carter,1642269,8,1,7,10.5,1.1,0.3,22.2,2.3,50.0,0.4,60.0,4.5
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Devin Vassell,1630170,32,23,9,31.9,3.6,0.8,21.1,5.9,60.3,0.3,63.0,7.3
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Dillon Brooks,1628415,33,20,13,31.0,2.7,0.4,15.7,5.5,48.6,0.5,53.9,7.7
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Domantas Sabonis,1627734,11,2,9,33.2,8.9,2.8,31.6,14.5,61.6,1.4,68.1,3.7
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Dominick Barlow,1631230,28,17,11,25.0,3.2,1.0,32.2,6.1,52.9,0.5,57.3,6.0
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Donovan Clingan,1642270,37,19,18,27.1,6.3,2.4,38.8,11.6,54.2,1.3,60.9,3.8
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Donovan Mitchell,1628378,36,20,16,33.8,3.8,0.8,19.9,6.1,61.8,0.5,67.7,8.9
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Donte DiVincenzo,1628978,39,26,13,31.5,3.6,0.5,14.1,5.8,62.6,0.5,67.9,9.2
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Dorian Finney-Smith,1627827,8,4,4,15.7,1.9,0.4,20.0,2.8,68.2,0.1,71.4,5.8
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Doug McDermott,203926,3,1,2,14.2,1.7,0.7,40.0,3.7,45.5,0.0,45.5,9.7
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Drake Powell,1642962,22,7,15,19.5,1.6,0.4,25.0,2.8,58.1,0.4,66.7,9.4
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Draymond Green,203110,34,19,15,26.9,5.2,1.9,35.6,9.1,56.9,0.7,61.9,4.3
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Drew Eubanks,1629234,29,7,22,14.3,2.0,0.7,36.8,4.2,46.7,0.6,54.3,4.4
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Drew Peterson,1641809,5,1,4,11.6,1.2,0.2,16.7,2.4,50.0,0.2,54.5,5.3
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Drew Timme,1631166,3,2,1,4.5,1.0,0.3,33.3,1.7,60.0,0.0,60.0,6.5
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Dru Smith,1630696,30,15,15,17.5,2.0,0.5,23.0,3.7,55.5,0.3,61.0,9.9
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Duncan Robinson,1629130,33,26,7,29.0,2.5,0.5,19.0,4.4,57.9,0.3,62.2,9.0
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Duop Reath,1641871,15,6,9,10.0,1.5,0.4,27.3,3.1,47.8,0.5,56.4,5.6
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Dwight Powell,203939,21,9,12,14.6,2.4,0.9,35.3,4.4,54.8,0.1,56.7,5.6
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Dylan Cardwell,1642928,13,5,8,17.6,3.3,1.2,34.9,6.5,50.6,0.8,57.3,4.7
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Dylan Harper,1642844,28,20,8,21.5,2.5,0.9,33.8,4.0,62.8,0.1,65.1,7.5
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Dyson Daniels,1630700,41,20,21,34.2,4.4,1.0,23.6,7.0,63.0,0.5,67.7,6.7
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,E.J. Liddell,1630604,5,0,5,4.9,1.0,0.2,20.0,1.6,62.5,0.0,62.5,4.9
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Egor Dëmin,1642856,31,10,21,25.1,2.9,0.8,27.5,4.6,63.2,0.3,66.9,8.1
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Elijah Harkless,1641989,4,1,3,12.4,1.0,0.3,25.0,2.8,36.4,1.0,57.1,5.9
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Emanuel Miller,1641801,3,0,3,6.2,0.7,0.3,50.0,1.3,50.0,0.3,66.7,3.0
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Eric Gordon,201569,1,0,1,22.4,1.0,0.0,0.0,1.0,100,0.0,100,11.1
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Ethan Thompson,1630679,10,3,7,22.5,1.9,0.3,15.8,4.4,43.2,0.8,52.8,6.8
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Evan Mobley,1630596,34,19,15,33.0,6.3,2.6,41.6,11.4,55.4,1.4,62.9,5.0
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Franz Wagner,1630532,24,14,10,33.4,4.6,0.7,14.4,7.1,64.9,0.6,70.7,7.6
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,GG Jackson,1641713,15,6,9,17.8,3.1,0.4,12.8,5.3,58.8,0.5,65.3,5.2
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Gabe Vincent,1629216,11,7,4,20.8,1.1,0.4,33.3,2.0,54.5,0.3,63.2,10.7
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Garrett Temple,202066,4,2,2,3.3,1.0,0.5,50.0,1.3,80.0,0.0,80.0,7.6
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Garrison Mathews,1629726,11,3,8,15.2,1.4,0.2,13.3,3.2,42.9,0.4,48.4,8.2
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Gary Harris,203914,20,8,12,16.0,1.6,0.3,15.6,2.7,60.4,0.2,64.0,10.6
