SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,MIN,CATCH_SHOOT_PTS,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT
2016-17,Playoffs,MEM,1610612763,Memphis Grizzlies,Vince Carter,1713,6,32.4,3.5,1.2,3.2,36.8,1.2,3.2,36.8,55.3
2016-17,Playoffs,MEM,1610612763,Memphis Grizzlies,Wade Baldwin IV,1627735,3,4.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,Playoffs,MEM,1610612763,Memphis Grizzlies,Wayne Selden,1627782,6,17.7,1.0,0.3,1.8,18.2,0.3,1.8,18.2,27.3
2016-17,Playoffs,LAC,1610612746,Los Angeles Clippers,Wesley Johnson,202325,3,3.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,Playoffs,MEM,1610612763,Memphis Grizzlies,Zach Randolph,2216,6,31.9,1.5,0.7,2.8,23.5,0.2,1.2,14.3,26.5
2016-17,Playoffs,GSW,1610612744,Golden State Warriors,Zaza Pachulia,2585,15,14.1,0.3,0.1,0.9,15.4,0.0,0.0,-,15.4
2016-17,All+Star,-,null,-,-,1962937612,1,28.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937605,1,20.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937600,1,13.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937604,1,14.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937611,1,23.3,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937607,1,6.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937620,1,27.2,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937599,1,30.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937616,1,17.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937613,1,6.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937621,1,25.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937614,1,12.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937603,1,34.8,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937622,1,11.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937615,1,13.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937602,1,18.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937596,1,14.7,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937618,1,15.7,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937606,1,17.3,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937617,1,7.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937598,1,13.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937623,1,0.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937601,1,11.8,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937619,1,11.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,-,null,-,-,1962937597,1,5.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,OKC,1610612760,Oklahoma City Thunder,Alex Abrines,203518,1,12.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,NOP,1610612740,New Orleans Pelicans,Anthony Davis,203076,1,31.8,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,LAL,1610612747,Los Angeles Lakers,Brandon Ingram,1627742,1,16.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,SAC,1610612758,Sacramento Kings,Buddy Hield,1627741,1,26.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,NYK,1610612752,New York Knicks,Carmelo Anthony,2546,1,19.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,LAL,1610612747,Los Angeles Lakers,D'Angelo Russell,1626156,1,18.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,UTA,1610612762,Utah Jazz,Danté Exum,203957,1,19.9,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,PHI,1610612755,Philadelphia 76ers,Dario Šarić,203967,1,26.7,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,LAC,1610612746,Los Angeles Clippers,DeAndre Jordan,201599,1,12.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,TOR,1610612761,Toronto Raptors,DeMar DeRozan,201942,1,24.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,NOP,1610612740,New Orleans Pelicans,DeMarcus Cousins,202326,1,2.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,PHX,1610612756,Phoenix Suns,Devin Booker,1626164,1,25.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,OKC,1610612760,Oklahoma City Thunder,Domantas Sabonis,1627734,1,10.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,GSW,1610612744,Golden State Warriors,Draymond Green,203110,1,16.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,CHA,1610612766,Charlotte Hornets,Frank Kaminsky,1626163,1,19.8,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,MIL,1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507,1,22.9,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,UTA,1610612762,Utah Jazz,Gordon Hayward,202330,1,17.3,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,BOS,1610612738,Boston Celtics,Isaiah Thomas,202738,1,18.8,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,PHI,1610612755,Philadelphia 76ers,Jahlil Okafor,1626143,1,14.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,DEN,1610612743,Denver Nuggets,Jamal Murray,1627750,1,20.2,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,HOU,1610612745,Houston Rockets,James Harden,201935,1,30.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,CHI,1610612741,Chicago Bulls,Jimmy Butler III,202710,1,19.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,WAS,1610612764,Washington Wizards,John Wall,202322,1,20.9,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,SAS,1610612759,San Antonio Spurs,Jonathon Simmons,203613,1,21.7,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,MIN,1610612750,Minnesota Timberwolves,Karl-Anthony Towns,1626157,1,25.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,SAS,1610612759,San Antonio Spurs,Kawhi Leonard,202695,1,14.8,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,CHA,1610612766,Charlotte Hornets,Kemba Walker,202689,1,20.3,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,GSW,1610612744,Golden State Warriors,Kevin Durant,201142,1,27.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,GSW,1610612744,Golden State Warriors,Klay Thompson,202691,1,17.6,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,NYK,1610612752,New York Knicks,Kristaps Porziņģis,204001,1,33.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,TOR,1610612761,Toronto Raptors,Kyle Lowry,200768,1,17.7,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,CLE,1610612739,Cleveland Cavaliers,Kyrie Irving,202681,1,21.9,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,CLE,1610612739,Cleveland Cavaliers,LeBron James,2544,1,19.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,MIL,1610612749,Milwaukee Bucks,Malcolm Brogdon,1627763,1,21.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,MEM,1610612763,Memphis Grizzlies,Marc Gasol,201188,1,21.5,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,PHX,1610612756,Phoenix Suns,Marquese Chriss,1627737,1,18.3,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,IND,1610612754,Indiana Pacers,Myles Turner,1626167,1,18.3,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,DEN,1610612743,Denver Nuggets,Nikola Jokić,203999,1,21.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,IND,1610612754,Indiana Pacers,Paul George,202331,1,22.1,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,ATL,1610612737,Atlanta Hawks,Paul Millsap,200794,1,13.4,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,OKC,1610612760,Oklahoma City Thunder,Russell Westbrook,201566,1,19.7,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,GSW,1610612744,Golden State Warriors,Stephen Curry,201939,1,28.3,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,UTA,1610612762,Utah Jazz,Trey Lyles,1626168,1,14.0,0.0,0.0,0.0,-,-,-,-,-
2016-17,All+Star,NYK,1610612752,New York Knicks,Willy Hernangomez,1626195,1,15.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIN,1610612750,Minnesota Timberwolves,Aaron Brooks,201166,2,10.6,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,ORL,1610612753,Orlando Magic,Aaron Gordon,203932,5,24.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BOS,1610612738,Boston Celtics,Abdel Nader,1627846,4,15.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Adam Gibson,45842,1,23.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Adam Thoseby,1962937742,1,7.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BKN,1610612751,Brooklyn Nets,Akil Mitchell,204064,1,5.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BOS,1610612738,Boston Celtics,Al Horford,201143,3,20.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,IND,1610612754,Indiana Pacers,Al Jefferson,2744,3,14.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,POR,1610612757,Portland Trail Blazers,Al-Farouq Aminu,202329,5,19.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,UTA,1610612762,Utah Jazz,Alec Burks,202692,5,18.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,PHX,1610612756,Phoenix Suns,Alec Peters,1628409,4,6.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,OKC,1610612760,Oklahoma City Thunder,Alex Abrines,203518,1,13.6,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAL,1610612747,Los Angeles Lakers,Alex Caruso,1627936,6,19.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,GSW,1610612744,Golden State Warriors,Alex Hamilton,1628174,1,2.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,PHX,1610612756,Phoenix Suns,Alex Len,203458,5,25.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,IND,1610612754,Indiana Pacers,Alex Poythress,1627816,3,11.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,NOP,1610612740,New Orleans Pelicans,Alexis Ajinca,201582,2,10.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,TOR,1610612761,Toronto Raptors,Alfonzo McKinnie,1628035,5,11.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BKN,1610612751,Brooklyn Nets,Allen Crabbe,203459,2,15.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAS,1610612759,San Antonio Spurs,Amida Brimah,1962937826,1,6.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAS,1610612759,San Antonio Spurs,Amida Brimah,1628578,2,5.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIN,1610612750,Minnesota Timberwolves,Amile Jefferson,1628518,1,4.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,PHI,1610612755,Philadelphia 76ers,Amir Johnson,101161,3,15.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Amritpal Singh,1962937741,1,8.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Andre Dawkins,203958,1,18.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,DET,1610612765,Detroit Pistons,Andre Drummond,203083,3,32.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,GSW,1610612744,Golden State Warriors,Andre Iguodala,2738,3,18.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,OKC,1610612760,Oklahoma City Thunder,Andre Roberson,203460,4,21.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MEM,1610612763,Memphis Grizzlies,Andrew Harrison,1626150,5,18.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,ATL,1610612737,Atlanta Hawks,Andrew White III,1628510,1,6.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIN,1610612750,Minnesota Timberwolves,Andrew Wiggins,203952,3,25.1,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,TOR,1610612761,Toronto Raptors,Andy Rautins,202360,3,12.1,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Angel Rodriguez,52526,2,26.6,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CLE,1610612739,Cleveland Cavaliers,Ante Zizic,1627790,5,13.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIN,1610612750,Minnesota Timberwolves,Anthony Brown,1626148,1,4.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,NOP,1610612740,New Orleans Pelicans,Anthony Davis,203076,4,23.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,POR,1610612757,Portland Trail Blazers,Anthony Morrow,201627,5,10.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Anthony Petrie,27015,1,16.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,DET,1610612765,Detroit Pistons,Anthony Tolliver,201229,3,19.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CHI,1610612741,Chicago Bulls,Antonio Blakeney,1628469,6,9.6,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,ATL,1610612737,Atlanta Hawks,Antonius Cleveland,1628499,2,9.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,POR,1610612757,Portland Trail Blazers,Archie Goodwin,203462,5,10.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BOS,1610612738,Boston Celtics,Aron Baynes,203382,3,14.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,ORL,1610612753,Orlando Magic,Arron Afflalo,201167,5,18.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAC,1610612746,Los Angeles Clippers,Austin Rivers,203085,1,29.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAC,1610612746,Los Angeles Clippers,Avery Bradley,202340,3,27.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIA,1610612748,Miami Heat,Bam Adebayo,1628389,6,12.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,IND,1610612754,Indiana Pacers,Ben Moore,1628500,2,13.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,PHI,1610612755,Philadelphia 76ers,Ben Simmons,1627732,5,22.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,ORL,1610612753,Orlando Magic,Bismack Biyombo,202687,5,18.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,DET,1610612765,Detroit Pistons,Blake Griffin,201933,4,23.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAC,1610612746,Los Angeles Clippers,Boban Marjanovic,1626246,3,15.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,HOU,1610612745,Houston Rockets,Bobby Brown,201628,4,5.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CHI,1610612741,Chicago Bulls,Bobby Portis,1626171,6,20.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAC,1610612758,Sacramento Kings,Bogdan Bogdanović,203992,4,20.1,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,IND,1610612754,Indiana Pacers,Bojan Bogdanovic,202711,3,23.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Brad Newley,1962937734,1,29.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,WAS,1610612764,Washington Wizards,Bradley Beal,203078,5,19.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,HOU,1610612745,Houston Rockets,Brandan Wright,201148,5,14.6,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,DAL,1610612742,Dallas Mavericks,Brandon Ashley,1626165,5,13.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Brandon Bowman,200847,3,26.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAL,1610612747,Los Angeles Lakers,Brandon Ingram,1627742,5,25.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAS,1610612759,San Antonio Spurs,Brandon Paul,203464,5,13.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIL,1610612749,Milwaukee Bucks,Brandon Rush,201575,3,11.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MEM,1610612763,Memphis Grizzlies,Briante Weber,1627362,3,9.6,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MEM,1610612763,Memphis Grizzlies,Brice Johnson,1627744,5,11.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CHI,1610612741,Chicago Bulls,Bronson Koenig,1628460,1,1.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAL,1610612747,Los Angeles Lakers,Brook Lopez,201572,3,18.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAC,1610612758,Sacramento Kings,Bruno Caboclo,203998,4,14.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAS,1610612759,San Antonio Spurs,Bryn Forbes,1627854,5,18.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAC,1610612758,Sacramento Kings,Buddy Hield,1627741,6,25.1,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAC,1610612746,Los Angeles Clippers,C.J. Williams,203710,4,18.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,POR,1610612757,Portland Trail Blazers,CJ McCollum,203468,5,24.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,TOR,1610612761,Toronto Raptors,CJ Miles,101139,4,18.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Cai Liang,1962937759,1,26.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,POR,1610612757,Portland Trail Blazers,Caleb Swanigan,1628403,6,17.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BKN,1610612751,Brooklyn Nets,Caris LeVert,1627747,2,20.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,OKC,1610612760,Oklahoma City Thunder,Carmelo Anthony,2546,4,22.6,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,WAS,1610612764,Washington Wizards,Carrick Felix,203467,4,16.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Casey Prather,204062,1,31.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Casper Ware,203810,1,38.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CLE,1610612739,Cleveland Cavaliers,Cedi Osman,1626224,4,18.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MEM,1610612763,Memphis Grizzlies,Chandler Parsons,202718,4,14.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAL,1610612747,Los Angeles Lakers,Channing Frye,101112,4,15.6,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,NOP,1610612740,New Orleans Pelicans,Charles Cooke,1628429,4,9.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,NOP,1610612740,New Orleans Pelicans,Cheick Diallo,1627767,2,18.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,HOU,1610612745,Houston Rockets,Chinanu Onuaku,1627778,1,7.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,HOU,1610612745,Houston Rockets,Chris Johnson,203187,4,10.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,WAS,1610612764,Washington Wizards,Chris McCullough,1626191,3,15.1,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,HOU,1610612745,Houston Rockets,Chris Paul,101108,3,27.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,NOP,1610612740,New Orleans Pelicans,Cliff Alexander,1626146,4,8.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,HOU,1610612745,Houston Rockets,Clint Capela,203991,5,25.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CHA,1610612766,Charlotte Hornets,Cody Zeller,203469,5,23.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIN,1610612750,Minnesota Timberwolves,Cole Aldrich,202332,1,8.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,OKC,1610612760,Oklahoma City Thunder,Corey Brewer,201147,6,9.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,IND,1610612754,Indiana Pacers,Cory Joseph,202709,4,17.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,NYK,1610612752,New York Knicks,Courtney Lee,201584,5,23.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Craig Moller,27026,1,12.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CHI,1610612741,Chicago Bulls,Cristiano Felicio,1626245,6,18.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BKN,1610612751,Brooklyn Nets,D'Angelo Russell,1626156,4,23.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,ORL,1610612753,Orlando Magic,D.J. Augustin,201571,4,17.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,MIL,1610612749,Milwaukee Bucks,D.J. Wilson,1628391,4,20.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Dagan Yivzuri,42573,1,7.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,OKC,1610612760,Oklahoma City Thunder,Dakari Johnson,1626177,3,11.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,GSW,1610612744,Golden State Warriors,Damian Jones,1627745,3,10.1,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,POR,1610612757,Portland Trail Blazers,Damian Lillard,203081,5,25.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,IND,1610612754,Indiana Pacers,Damien Wilkins,2863,4,19.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,ORL,1610612753,Orlando Magic,Damjan Rudez,204014,4,8.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,NYK,1610612752,New York Knicks,Damyean Dotson,1628422,5,21.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Dane Pineau,1962937740,1,18.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BOS,1610612738,Boston Celtics,Daniel Dixon,1628679,1,0.2,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,OKC,1610612760,Oklahoma City Thunder,Daniel Hamilton,1627772,3,19.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Daniel Kickert,27016,1,33.0,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,Daniel Koperberg,1962937546,3,20.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,WAS,1610612764,Washington Wizards,Daniel Ochefu,1627849,3,15.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BOS,1610612738,Boston Celtics,Daniel Theis,1628464,4,14.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,LAC,1610612746,Los Angeles Clippers,Danilo Gallinari,201568,2,25.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAS,1610612759,San Antonio Spurs,Danny Green,201980,5,18.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,BKN,1610612751,Brooklyn Nets,Dante Cunningham,201967,4,20.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,UTA,1610612762,Utah Jazz,Danté Exum,203957,3,14.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,PHI,1610612755,Philadelphia 76ers,Dario Šarić,203967,3,21.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,NOP,1610612740,New Orleans Pelicans,Darius Miller,203121,4,19.5,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,DEN,1610612743,Denver Nuggets,Darrell Arthur,201589,1,6.9,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,IND,1610612754,Indiana Pacers,Darren Collison,201954,4,21.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAS,1610612759,San Antonio Spurs,Darrun Hilliard,1626199,5,6.8,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,David Andersen,2431,1,22.7,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,-,null,-,David Barlow,6664001,1,17.6,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,CHI,1610612741,Chicago Bulls,David Nwaba,1628021,6,16.6,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,UTA,1610612762,Utah Jazz,David Stockton,204065,2,16.3,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,GSW,1610612744,Golden State Warriors,David West,2561,4,10.4,0.0,0.0,0.0,-,-,-,-,-
2017-18,Pre+Season,SAS,1610612759,San Antonio Spurs,Davis Bertans,202722,5,14.9,0.0,0.0,0.0,-,-,-,-,-
