SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,MIN,CATCH_SHOOT_PTS,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT
2024-25,Pre+Season,OKC,1610612760,Oklahoma City Thunder,Isaiah Joe,1630198,4,17.5,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,PHI,1610612755,Philadelphia 76ers,Isaiah Mobley,1630600,3,4.1,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,MIA,1610612748,Miami Heat,Isaiah Stevens,1641815,4,12.2,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,DET,1610612765,Detroit Pistons,Isaiah Stewart,1630191,5,15.1,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,5,18.3,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,BOS,1610612738,Boston Celtics,JD Davison,1631120,5,13.1,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,WAS,1610612764,Washington Wizards,JT Thor,1630550,4,10.3,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,MEM,1610612763,Memphis Grizzlies,Ja Morant,1629630,2,21.2,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,HOU,1610612745,Houston Rockets,Jabari Smith Jr.,1631095,4,23.8,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,POR,1610612757,Portland Trail Blazers,Jabari Walker,1631133,2,20.5,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,HOU,1610612745,Houston Rockets,Jack McVeigh,1629098,2,8.0,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,GSW,1610612744,Golden State Warriors,Jackson Rowe,1642050,2,6.3,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,CLE,1610612739,Cleveland Cavaliers,Jacob Gilyard,1631367,1,5.3,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,ATL,1610612737,Atlanta Hawks,Jacob Toppin,1631210,2,7.1,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,DAL,1610612742,Dallas Mavericks,Jaden Hardy,1630702,4,26.2,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,DET,1610612765,Detroit Pistons,Jaden Ivey,1631093,5,21.2,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,MIN,1610612750,Minnesota Timberwolves,Jaden McDaniels,1630183,4,18.8,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,UTA,1610612762,Utah Jazz,Jaden Springer,1630531,3,13.8,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,HOU,1610612745,Houston Rockets,Jae'Sean Tate,1630256,4,9.9,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,TOR,1610612761,Toronto Raptors,Jahmi'us Ramsey,1630186,5,12.9,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,CHI,1610612741,Chicago Bulls,Jahmir Young,1642443,2,10.9,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,MIA,1610612748,Miami Heat,Jaime Jaquez Jr.,1631170,3,16.2,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,SAC,1610612758,Sacramento Kings,Jake LaRavia,1631222,5,21.8,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,TOR,1610612761,Toronto Raptors,Jakob Poeltl,1627751,5,24.3,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,PHX,1610612756,Phoenix Suns,Jalen Bridges,1641779,5,7.6,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,NYK,1610612752,New York Knicks,Jalen Brunson,1628973,4,22.7,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,NOP,1610612740,New Orleans Pelicans,Jalen Crutcher,1630622,1,8.8,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,DET,1610612765,Detroit Pistons,Jalen Duren,1631105,5,18.4,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,HOU,1610612745,Houston Rockets,Jalen Green,1630224,4,23.8,0.0,0.0,0.0,-,-,-,-,-
2024-25,Pre+Season,PHI,1610612755,Philadelphia 76ers,Jalen Hood-Schifino,1641720,6,19.8,0.0,0.0,0.0,-,-,-,-,-
