SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
2024-25,PlayIn,MIA,Miami Heat,2,2,44.3,15.5,41.0,37.8,47.0,13.0,8.0,12.0,66.7,31.4,7.5,29.0,25.9
2024-25,PlayIn,DAL,Dallas Mavericks,2,2,41.8,20.0,39.5,50.6,59.5,19.6,13.0,18.5,70.3,22.2,7.0,21.0,33.3
2024-25,PlayIn,CHI,Chicago Bulls,1,1,43.4,16.0,36.0,44.4,55.6,18.1,8.0,15.0,53.3,25.3,8.0,21.0,38.1
2024-25,PlayIn,GSW,Golden State Warriors,1,1,39.5,19.0,34.0,55.9,70.6,18.6,9.0,16.0,56.3,20.9,10.0,18.0,55.6
2024-25,PlayIn,ORL,Orlando Magic,1,1,32.1,11.0,27.0,40.7,46.3,14.3,8.0,12.0,66.7,17.9,3.0,15.0,20.0
2024-25,IST,PHX,Phoenix Suns,4,4,50.0,18.8,46.0,40.8,48.9,19.0,11.3,17.5,64.3,31.0,7.5,28.5,26.3
2024-25,IST,UTA,Utah Jazz,4,4,51.0,23.5,45.5,51.6,65.7,18.2,10.8,16.3,66.2,32.8,12.8,29.3,43.6
2024-25,IST,NOP,New Orleans Pelicans,4,4,49.9,20.8,45.3,45.9,55.5,19.3,12.0,17.5,68.6,30.6,8.8,27.8,31.5
2024-25,IST,CHI,Chicago Bulls,4,4,46.3,20.0,45.0,44.4,56.4,14.7,9.3,14.3,64.9,31.6,10.8,30.8,35.0
2024-25,IST,GSW,Golden State Warriors,5,5,50.6,20.2,44.6,45.3,54.5,19.5,12.0,17.2,69.8,31.1,8.2,27.4,29.9
2024-25,IST,DAL,Dallas Mavericks,5,5,48.0,19.4,44.2,43.9,55.9,17.6,8.8,16.2,54.3,30.4,10.6,28.0,37.9
2024-25,IST,WAS,Washington Wizards,4,4,47.8,17.8,43.8,40.6,51.4,14.2,8.3,13.0,63.5,33.6,9.5,30.8,30.9
2024-25,IST,TOR,Toronto Raptors,4,4,47.4,18.8,43.5,43.1,56.6,11.2,7.0,10.3,68.3,36.2,11.8,33.3,35.3
2024-25,IST,BKN,Brooklyn Nets,4,4,50.9,22.3,43.3,51.4,65.6,19.4,10.0,16.5,60.6,31.5,12.3,26.8,45.8
2024-25,IST,MEM,Memphis Grizzlies,4,4,46.2,20.3,42.8,47.4,57.9,20.8,11.3,19.3,58.4,25.4,9.0,23.5,38.3
2024-25,IST,IND,Indiana Pacers,4,4,49.9,23.3,42.5,54.7,68.2,17.6,11.8,15.0,78.3,32.3,11.5,27.5,41.8
2024-25,IST,NYK,New York Knicks,5,5,47.9,18.0,42.4,42.5,52.1,17.6,9.8,15.6,62.8,30.2,8.2,26.8,30.6
2024-25,IST,DEN,Denver Nuggets,4,4,44.7,19.0,42.0,45.2,55.7,17.8,10.3,16.8,61.2,26.9,8.8,25.3,34.7
2024-25,IST,ATL,Atlanta Hawks,6,6,47.1,18.8,42.0,44.8,56.5,14.4,9.0,12.8,70.1,32.7,9.8,29.2,33.7
2024-25,IST,LAC,LA Clippers,4,4,50.5,18.5,42.0,44.0,55.7,15.9,8.8,13.3,66.0,34.5,9.8,28.8,33.9
2024-25,IST,LAL,Los Angeles Lakers,4,4,44.3,18.5,41.0,45.1,57.0,14.3,8.8,13.3,66.0,30.0,9.8,27.8,35.1
2024-25,IST,SAC,Sacramento Kings,4,4,43.4,17.5,41.0,42.7,54.3,14.0,8.0,13.3,60.4,29.4,9.5,27.8,34.2
2024-25,IST,MIL,Milwaukee Bucks,6,6,46.7,17.2,40.2,42.7,50.4,23.1,11.0,19.8,55.5,23.6,6.2,20.3,30.3
2024-25,IST,CHA,Charlotte Hornets,4,4,46.9,19.0,40.0,47.5,61.6,14.1,7.8,12.0,64.6,32.8,11.3,28.0,40.2
2024-25,IST,DET,Detroit Pistons,4,4,43.5,18.8,39.5,47.5,60.8,14.9,8.3,13.5,61.1,28.7,10.5,26.0,40.4
2024-25,IST,SAS,San Antonio Spurs,4,4,44.9,19.8,39.3,50.3,62.1,16.0,10.5,14.0,75.0,28.9,9.3,25.3,36.6
2024-25,IST,OKC,Oklahoma City Thunder,6,6,49.3,17.0,39.2,43.4,56.0,14.0,7.2,11.2,64.2,35.2,9.8,28.0,35.1
2024-25,IST,CLE,Cleveland Cavaliers,4,4,45.6,19.8,39.0,50.6,65.7,15.5,8.0,13.3,60.4,30.1,11.8,25.8,45.6
2024-25,IST,MIA,Miami Heat,4,4,46.3,20.0,38.8,51.6,65.5,15.5,9.3,13.0,71.2,30.7,10.8,25.8,41.7
2024-25,IST,MIN,Minnesota Timberwolves,4,4,42.7,18.5,38.8,47.7,61.0,15.2,8.3,13.8,60.0,27.5,10.3,25.0,41.0
2024-25,IST,BOS,Boston Celtics,4,4,40.4,19.8,38.0,52.0,62.5,16.2,11.8,15.3,77.0,24.2,8.0,22.8,35.2
2024-25,IST,PHI,Philadelphia 76ers,4,4,45.5,17.5,36.8,47.6,57.5,16.7,10.3,13.5,75.9,28.8,7.3,23.3,31.2
2024-25,IST,POR,Portland Trail Blazers,4,4,44.4,19.0,36.5,52.1,66.8,13.4,8.3,11.0,75.0,31.0,10.8,25.5,42.2
2024-25,IST,HOU,Houston Rockets,6,6,40.4,15.3,36.0,42.6,53.0,13.3,7.8,11.8,66.2,27.2,7.5,24.2,31.0
2024-25,IST,ORL,Orlando Magic,5,5,44.1,17.2,34.8,49.4,62.6,15.4,8.0,12.2,65.6,28.6,9.2,22.6,40.7
