SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS
2025-26,Regular+Season,A. Davis - N. Marshall - M. Christie - C. Flagg - R. Nembhard,DAL,11,6.5,6.4,12.9,49.3,1.9,5.6,33.9,2.0,2.2,91.7,1.1,4.1,5.2,4.9,0.9,1.5,0.3,0.6,2.4,2.1,16.6,1.1,0,0
2025-26,Regular+Season,A. Drummond - K. Oubre Jr. - T. Watford - J. McCain - J. Edwards,PHI,1,6.5,8.0,15.0,53.3,4.0,10.0,40.0,0.0,0.0,0.0,1.0,5.0,6.0,7.0,3.0,2.0,0.0,0.0,3.0,0.0,20.0,3.0,0,0
2025-26,Regular+Season,B. Portis - G. Trent Jr. - K. Porter Jr. - J. Sims - A. Green,MIL,1,6.5,3.0,12.0,25.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,4.0,3.0,6.0,-11.0,0,0
2025-26,Regular+Season,H. Jones - J. Alvarado - J. Hawkins - D. Queen - M. Peavy,NOP,2,6.5,3.5,9.5,36.8,1.5,6.5,23.1,2.5,3.5,71.4,0.5,5.0,5.5,1.5,1.5,0.5,0.5,0.0,2.0,2.0,11.0,-4.5,0,0
2025-26,Regular+Season,K. Caldwell-Pope - S. Aldama - C. Koloko - J. Wells - J. Small,MEM,3,6.5,7.0,13.0,53.8,1.3,5.7,23.5,3.0,3.7,81.8,1.3,4.3,5.7,4.3,1.3,2.0,1.3,0.3,2.3,3.3,18.3,5.0,0,0
2025-26,Regular+Season,K. Durant - S. Adams - A. Sengun - J. Smith Jr. - A. Thompson,HOU,13,6.5,5.5,11.8,46.1,1.6,5.3,30.4,1.9,2.6,73.5,1.5,3.2,4.8,2.9,1.5,1.2,0.5,0.5,3.1,2.6,14.5,0.5,0,0
2025-26,Regular+Season,K. Looney - Z. Williamson - J. Poole - T. Murphy III - J. Alvarado,NOP,1,6.5,5.0,14.0,35.7,1.0,7.0,14.3,2.0,2.0,100,3.0,5.0,8.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,13.0,0.0,0,0
2025-26,Regular+Season,N. Batum - J. Harden - K. Dunn - I. Zubac - D. Jones Jr.,LAC,3,6.5,4.3,11.0,39.4,1.3,4.0,33.3,1.3,2.0,66.7,0.7,4.3,5.0,2.0,2.0,1.0,1.7,0.3,3.7,1.7,11.3,-5.3,0,0
2025-26,Regular+Season,N. Vučević - C. White - P. Williams - A. Dosunmu - J. Phillips,CHI,1,6.5,7.0,14.0,50.0,3.0,8.0,37.5,2.0,2.0,100,2.0,7.0,9.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,19.0,7.0,0,0
2025-26,Regular+Season,P. Siakam - J. Wiseman - A. Nesmith - B. Mathurin - B. Sheppard,IND,1,6.5,6.0,15.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,13.0,8.0,0,0
2025-26,Regular+Season,R. Gobert - J. Randle - D. DiVincenzo - J. McDaniels - B. Hyland,MIN,7,6.5,5.6,12.3,45.3,1.4,4.7,30.3,1.0,1.6,63.6,1.7,5.4,7.1,3.3,2.6,0.7,0.6,0.7,2.7,2.6,13.6,-1.7,0,0
2025-26,Regular+Season,W. Carter Jr. - D. Bane - P. Banchero - A. Black - N. Penda,ORL,7,6.5,5.7,12.9,44.4,2.1,6.0,35.7,3.1,3.6,88.0,1.7,4.3,6.0,3.4,1.1,1.1,0.3,1.0,2.0,3.1,16.7,5.7,0,0
2025-26,Regular+Season,Z. Williamson - H. Jones - T. Murphy III - Y. Missi - J. Fears,NOP,6,6.5,5.3,11.3,47.1,2.0,5.7,35.3,1.5,1.7,90.0,1.5,4.3,5.8,4.2,2.7,1.8,0.8,0.7,2.0,2.2,14.2,-2.7,0,0
2025-26,Regular+Season,Z. Williamson - J. Poole - S. Bey - H. Jones - T. Murphy III,NOP,3,6.5,5.7,10.3,54.8,1.0,3.7,27.3,4.0,5.0,80.0,1.0,7.0,8.0,3.0,2.3,0.7,2.3,0.0,2.3,3.0,16.3,3.7,0,0
2025-26,Regular+Season,A. Davis - N. Marshall - J. Hardy - C. Flagg - R. Nembhard,DAL,3,6.4,6.0,10.3,58.1,1.7,3.7,45.5,2.0,2.0,100,1.0,2.3,3.3,4.0,2.3,1.0,0.3,1.0,1.7,1.3,15.7,-4.3,0,0
2025-26,Regular+Season,B. Adebayo - N. Jović - J. Jaquez Jr. - S. Fontecchio - J. Young,MIA,1,6.4,7.0,14.0,50.0,1.0,3.0,33.3,1.0,2.0,50.0,1.0,8.0,9.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,16.0,4.0,0,0
2025-26,Regular+Season,C. Capela - A. Holiday - J. Smith Jr. - J. Davison - A. Thompson,HOU,1,6.4,5.0,12.0,41.7,2.0,4.0,50.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,12.0,-2.0,0,0
2025-26,Regular+Season,C. McCollum - M. Bagley III - J. Champagnie - B. Carrington - J. Watkins,WAS,1,6.4,4.0,11.0,36.4,0.0,4.0,0.0,8.0,8.0,100,1.0,7.0,8.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,16.0,3.0,0,0
2025-26,Regular+Season,C. Paul - B. Lopez - B. Bogdanović - K. Dunn - J. Collins,LAC,1,6.4,9.0,15.0,60.0,5.0,9.0,55.6,2.0,2.0,100,3.0,4.0,7.0,5.0,1.0,3.0,0.0,0.0,2.0,3.0,25.0,18.0,0,0
2025-26,Regular+Season,J. Grant - C. Love - K. Murray - R. Rupert - D. Clingan,POR,1,6.4,2.0,12.0,16.7,0.0,8.0,0.0,1.0,1.0,100,2.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,4.0,2.0,5.0,-20.0,0,0
2025-26,Regular+Season,J. Pickett - J. Strawther - D. Holmes II - H. Tyson - C. Jones,DEN,1,6.4,5.0,16.0,31.3,4.0,8.0,50.0,3.0,3.0,100,4.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,4.0,2.0,17.0,3.0,0,0
2025-26,Regular+Season,K. Caldwell-Pope - J. Jackson Jr. - J. Landale - V. Williams Jr. - O. Prosper,MEM,1,6.4,3.0,12.0,25.0,2.0,8.0,25.0,2.0,2.0,100,1.0,4.0,5.0,1.0,2.0,1.0,3.0,0.0,4.0,2.0,10.0,-6.0,0,0
2025-26,Regular+Season,K. George - C. Williams - I. Collier - K. Filipowski - A. Bailey,UTA,2,6.4,6.0,13.5,44.4,2.5,6.0,41.7,0.5,0.5,100,2.0,3.5,5.5,4.5,1.0,1.0,1.5,1.0,1.5,3.0,15.0,-4.0,0,0
2025-26,Regular+Season,K. Towns - J. Hart - M. Bridges - M. Robinson - T. Kolek,NYK,2,6.4,6.0,11.0,54.5,3.0,6.5,46.2,1.0,2.0,50.0,1.0,3.0,4.0,5.5,2.0,2.5,0.5,0.0,2.5,2.5,16.0,0.5,0,0
2025-26,Regular+Season,M. Bridges - L. Ball - M. Diabaté - B. Miller - K. Knueppel,CHA,13,6.4,5.3,12.2,43.7,1.1,4.3,25.0,2.0,2.6,76.5,1.2,3.4,4.6,2.6,1.6,1.3,0.6,0.7,2.2,2.2,13.7,-4.9,0,0
2025-26,Regular+Season,N. Batum - K. Leonard - I. Zubac - K. Brown - K. Sanders,LAC,1,6.4,4.0,9.0,44.4,1.0,3.0,33.3,2.0,2.0,100,0.0,6.0,6.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,11.0,-4.0,0,0
2025-26,Regular+Season,P. Achiuwa - K. Murray - K. Ellis - N. Clifford - M. Raynaud,SAC,1,6.4,4.0,12.0,33.3,3.0,9.0,33.3,1.0,2.0,50.0,2.0,6.0,8.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,12.0,1.0,0,0
2025-26,Regular+Season,P. Siakam - T. Bradley - B. Sheppard - J. Furphy - R. Dennis,IND,1,6.4,6.0,9.0,66.7,2.0,5.0,40.0,3.0,3.0,100,0.0,3.0,3.0,4.0,2.0,0.0,1.0,0.0,6.0,2.0,17.0,6.0,0,0
2025-26,Regular+Season,T. Hardaway Jr. - A. Gordon - J. Murray - J. Pickett - S. Jones,DEN,1,6.4,7.0,14.0,50.0,0.0,5.0,0.0,1.0,3.0,33.3,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,15.0,-6.0,0,0
2025-26,Regular+Season,A. Simons - S. Hauser - J. Minott - J. Walsh - H. González,BOS,1,6.3,6.0,10.0,60.0,0.0,3.0,0.0,4.0,5.0,80.0,2.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,3.0,16.0,-2.0,0,0
2025-26,Regular+Season,B. Adebayo - D. Mitchell - D. Smith - J. Jaquez Jr. - S. Fontecchio,MIA,1,6.3,3.0,13.0,23.1,0.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,-5.0,0,0
2025-26,Regular+Season,J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington - T. Johnson,WAS,3,6.3,7.0,12.0,58.3,2.0,5.0,40.0,4.7,5.0,93.3,1.3,3.0,4.3,4.3,1.0,2.0,0.7,1.0,1.0,3.3,20.7,5.7,0,0
2025-26,Regular+Season,J. Ingles - J. Juzang - L. Miller - J. Clark - R. Dillingham,MIN,1,6.3,7.0,12.0,58.3,2.0,5.0,40.0,5.0,6.0,83.3,2.0,6.0,8.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,21.0,7.0,0,0
2025-26,Regular+Season,J. Isaac - W. Carter Jr. - D. Bane - A. Black - J. Howard,ORL,2,6.3,6.0,9.5,63.2,3.0,5.5,54.5,2.0,2.5,80.0,0.5,2.0,2.5,4.5,2.5,0.5,1.0,0.0,2.0,2.5,17.0,-3.0,0,0
2025-26,Regular+Season,J. Jackson Jr. - J. Morant - S. Aldama - G. Jackson - C. Coward,MEM,1,6.3,4.0,13.0,30.8,0.0,2.0,0.0,2.0,3.0,66.7,1.0,3.0,4.0,1.0,3.0,2.0,0.0,5.0,3.0,3.0,10.0,-7.0,0,0
2025-26,Regular+Season,J. Nurkić - L. Markkanen - K. George - B. Sensabaugh - I. Collier,UTA,5,6.3,4.6,11.0,41.8,1.6,4.2,38.1,3.6,4.4,81.8,1.0,3.2,4.2,3.4,1.4,1.2,0.6,0.8,3.6,3.0,14.4,-2.2,0,0
2025-26,Regular+Season,K. Towns - O. Anunoby - M. Bridges - J. Brunson - M. Robinson,NYK,8,6.3,5.0,10.6,47.1,1.9,4.9,38.5,2.3,2.6,85.7,1.3,4.6,5.9,3.0,2.3,0.5,0.9,0.6,3.3,2.5,14.1,-0.9,0,0
2025-26,Regular+Season,M. Bridges - B. Miller - R. Kalkbrenner - K. Simpson - K. Knueppel,CHA,4,6.3,7.3,12.3,59.2,2.3,4.0,56.3,0.8,1.5,50.0,1.0,3.8,4.8,5.3,1.3,1.0,0.5,1.3,2.3,2.3,17.5,1.0,0,0
2025-26,Regular+Season,N. Powell - J. Jaquez Jr. - S. Fontecchio - P. Larsson - K. Ware,MIA,1,6.3,5.0,9.0,55.6,2.0,2.0,100,2.0,2.0,100,0.0,6.0,6.0,3.0,4.0,1.0,2.0,1.0,5.0,3.0,14.0,3.0,0,0
2025-26,Regular+Season,N. Vučević - A. Dosunmu - J. Giddey - J. Phillips - M. Buzelis,CHI,4,6.3,4.3,11.5,37.0,1.5,6.0,25.0,2.0,3.3,61.5,1.8,4.0,5.8,3.5,2.8,2.3,0.8,0.8,2.3,2.3,12.0,-3.3,0,0
2025-26,Regular+Season,T. Jones - J. Isaac - W. Carter Jr. - D. Bane - J. Richardson,ORL,2,6.3,6.0,12.5,48.0,2.0,4.0,50.0,0.5,1.0,50.0,1.0,5.0,6.0,4.5,1.5,0.5,0.5,1.5,6.0,1.0,14.5,-1.0,0,0
2025-26,Regular+Season,T. McConnell - A. Nembhard - J. Robinson-Earl - J. Huff - J. Walker,IND,1,6.3,7.0,13.0,53.8,2.0,3.0,66.7,4.0,6.0,66.7,4.0,2.0,6.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,20.0,2.0,0,0
2025-26,Regular+Season,W. Carter Jr. - D. Bane - P. Banchero - J. Cain - A. Black,ORL,2,6.3,6.5,12.0,54.2,1.5,3.5,42.9,1.0,1.0,100,0.5,6.0,6.5,4.5,2.0,1.0,0.0,0.0,4.0,2.0,15.5,-0.5,0,0
2025-26,Regular+Season,Z. Williams - D. Sharpe - J. Wilson - D. Wolf - B. Saraf,BKN,1,6.3,4.0,9.0,44.4,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,2.0,1.0,0.0,2.0,1.0,9.0,-6.0,0,0
2025-26,Regular+Season,Z. Williamson - H. Jones - T. Murphy III - J. Fears - D. Queen,NOP,6,6.3,6.5,12.0,54.2,2.5,5.3,46.9,2.8,3.0,94.4,1.3,5.0,6.3,5.0,2.3,0.8,1.3,0.5,2.3,2.5,18.3,2.3,0,0
2025-26,Regular+Season,A. Drummond - K. Oubre Jr. - T. Maxey - T. Watford - V. Edgecombe,PHI,6,6.2,5.8,12.5,46.7,2.3,5.5,42.4,2.0,2.5,80.0,1.3,4.5,5.8,4.7,1.2,1.5,0.8,0.3,2.2,2.7,16.0,2.7,0,0
2025-26,Regular+Season,A. Wiggins - N. Powell - B. Adebayo - D. Smith - K. Ware,MIA,1,6.2,8.0,11.0,72.7,3.0,4.0,75.0,2.0,2.0,100,0.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,21.0,6.0,0,0
2025-26,Regular+Season,C. LeVert - D. Robinson - J. Green - I. Stewart - D. Jenkins,DET,1,6.2,7.0,14.0,50.0,1.0,6.0,16.7,0.0,0.0,0.0,2.0,3.0,5.0,4.0,2.0,3.0,0.0,1.0,4.0,1.0,15.0,3.0,0,0
2025-26,Regular+Season,C. Paul - K. Brown - C. Christie - K. Sanders - Y. Niederhäuser,LAC,2,6.2,7.0,12.0,58.3,2.0,6.0,33.3,1.0,2.0,50.0,1.0,3.5,4.5,3.5,2.0,2.0,1.0,0.0,1.0,2.0,17.0,4.0,0,0
2025-26,Regular+Season,D. Melton - M. Moody - G. Santos - T. Jackson-Davis - B. Podziemski,GSW,1,6.2,4.0,14.0,28.6,2.0,6.0,33.3,5.0,6.0,83.3,4.0,3.0,7.0,4.0,1.0,2.0,0.0,0.0,1.0,4.0,15.0,-5.0,0,0
2025-26,Regular+Season,D. Smith - N. Jović - J. Jaquez Jr. - S. Fontecchio - K. Ware,MIA,7,6.2,5.1,13.1,39.1,2.6,6.7,38.3,4.1,5.0,82.9,3.0,3.4,6.4,3.7,2.0,1.9,0.6,0.7,2.1,3.4,17.0,1.3,0,0
2025-26,Regular+Season,E. Gordon - J. Walker - J. Broome - H. Sallis - J. Edwards,PHI,1,6.2,8.0,12.0,66.7,2.0,4.0,50.0,2.0,4.0,50.0,0.0,10.0,10.0,5.0,0.0,2.0,3.0,0.0,1.0,2.0,20.0,15.0,0,0
2025-26,Regular+Season,J. Harden - K. Leonard - K. Dunn - D. Jones Jr. - J. Collins,LAC,1,6.2,5.0,12.0,41.7,4.0,8.0,50.0,4.0,6.0,66.7,2.0,3.0,5.0,5.0,0.0,0.0,2.0,0.0,3.0,3.0,18.0,-2.0,0,0
2025-26,Regular+Season,J. Jackson Jr. - J. Konchar - V. Williams Jr. - Z. Edey - C. Coward,MEM,7,6.2,3.6,11.4,31.3,0.9,5.7,15.0,1.7,1.9,92.3,1.0,4.4,5.4,1.1,1.4,1.3,1.0,0.7,2.4,3.7,9.7,-1.4,0,0
2025-26,Regular+Season,J. Jackson Jr. - S. Aldama - G. Jackson - C. Spencer - J. Wells,MEM,3,6.2,5.3,11.7,45.7,2.3,6.7,35.0,2.0,2.0,100,1.0,3.7,4.7,4.3,1.7,1.3,0.3,0.0,1.7,2.0,15.0,-1.7,0,0
2025-26,Regular+Season,J. Valančiūnas - B. Brown - J. Pickett - Z. Nnaji - H. Tyson,DEN,1,6.2,5.0,9.0,55.6,4.0,5.0,80.0,2.0,3.0,66.7,1.0,2.0,3.0,4.0,5.0,1.0,1.0,0.0,1.0,3.0,16.0,3.0,0,0
2025-26,Regular+Season,J. Valančiūnas - T. Hardaway Jr. - B. Brown - J. Strawther - S. Jones,DEN,2,6.2,3.5,11.0,31.8,0.5,5.5,9.1,3.5,3.5,100,0.5,5.0,5.5,2.0,1.0,1.0,2.0,0.5,1.0,3.5,11.0,-1.5,0,0
2025-26,Regular+Season,J. Valančiūnas - T. Hardaway Jr. - J. Murray - B. Brown - P. Watson,DEN,12,6.2,5.3,11.3,46.7,1.9,4.7,41.1,3.3,4.3,76.5,1.5,3.8,5.3,3.3,1.4,0.9,0.8,0.5,2.1,3.3,15.7,1.2,0,0
2025-26,Regular+Season,K. Anderson - S. Mykhailiuk - O. Tshiebwe - B. Sensabaugh - W. Clayton Jr.,UTA,1,6.2,4.0,11.0,36.4,1.0,3.0,33.3,2.0,2.0,100,2.0,5.0,7.0,2.0,3.0,1.0,3.0,1.0,5.0,1.0,11.0,-6.0,0,0
2025-26,Regular+Season,L. Kennard - O. Okongwu - D. Daniels - K. Wallace - A. Newell,ATL,1,6.2,3.0,9.0,33.3,0.0,4.0,0.0,2.0,3.0,66.7,0.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,8.0,-16.0,0,0
2025-26,Regular+Season,M. Kleber - D. Ayton - L. Dončić - A. Reaves - J. LaRavia,LAL,1,6.2,1.0,6.0,16.7,1.0,4.0,25.0,2.0,4.0,50.0,1.0,1.0,2.0,1.0,5.0,0.0,1.0,1.0,5.0,4.0,5.0,-12.0,0,0
2025-26,Regular+Season,R. Harper Jr. - B. Scheierman - J. Walsh - H. González - A. Williams,BOS,1,6.2,3.0,8.0,37.5,2.0,2.0,100,2.0,6.0,33.3,1.0,4.0,5.0,2.0,4.0,1.0,2.0,0.0,1.0,3.0,10.0,-9.0,0,0
2025-26,Regular+Season,R. Westbrook - D. DeRozan - M. Monk - D. Eubanks - N. Clifford,SAC,1,6.2,7.0,13.0,53.8,3.0,5.0,60.0,4.0,4.0,100,2.0,4.0,6.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,21.0,4.0,0,0
2025-26,Regular+Season,T. Jones - G. Bitadze - J. Howard - J. Richardson - N. Penda,ORL,1,6.2,3.0,10.0,30.0,0.0,4.0,0.0,6.0,6.0,100,1.0,3.0,4.0,1.0,1.0,0.0,3.0,1.0,4.0,4.0,12.0,-5.0,0,0
2025-26,Regular+Season,A. Wiggins - B. Adebayo - D. Smith - N. Jović - J. Jaquez Jr.,MIA,1,6.1,3.0,8.0,37.5,1.0,4.0,25.0,1.0,2.0,50.0,1.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,3.0,3.0,8.0,-6.0,0,0
2025-26,Regular+Season,B. Lopez - B. Bogdanović - K. Brown - J. Miller - C. Christie,LAC,1,6.1,3.0,9.0,33.3,1.0,5.0,20.0,1.0,2.0,50.0,1.0,4.0,5.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,8.0,-5.0,0,0
2025-26,Regular+Season,C. Jones - B. Klintman - C. Lanier - T. Smith - D. Jenkins,DET,1,6.1,3.0,10.0,30.0,1.0,6.0,16.7,1.0,2.0,50.0,1.0,3.0,4.0,2.0,4.0,1.0,0.0,0.0,6.0,1.0,8.0,-12.0,0,0
2025-26,Regular+Season,C. McCollum - M. Bagley III - J. Champagnie - B. Carrington - K. George,WAS,8,6.1,5.4,12.0,44.8,2.1,6.4,33.3,2.3,2.5,90.0,1.0,3.3,4.3,4.0,0.5,1.1,1.0,0.4,1.5,2.6,15.1,-0.9,0,0
2025-26,Regular+Season,D. Green - G. Payton II - M. Moody - B. Podziemski - W. Richard,GSW,1,6.1,4.0,10.0,40.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,9.0,-9.0,0,0
2025-26,Regular+Season,D. Smith - S. Fontecchio - M. Gardner - K. Johnson - K. Jakučionis,MIA,1,6.1,3.0,11.0,27.3,1.0,5.0,20.0,5.0,6.0,83.3,2.0,7.0,9.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,12.0,-4.0,0,0
2025-26,Regular+Season,G. Bitadze - F. Wagner - J. Suggs - A. Black - T. da Silva,ORL,9,6.1,4.2,10.6,40.0,1.4,4.1,35.1,2.6,3.3,76.7,0.6,3.8,4.3,2.6,2.8,1.0,0.7,0.8,3.1,1.9,12.4,-5.0,0,0
2025-26,Regular+Season,J. Grant - D. Avdija - S. Sharpe - T. Camara - D. Clingan,POR,9,6.1,6.2,11.7,53.3,2.2,4.3,51.3,2.8,3.2,86.2,1.1,2.7,3.8,4.3,1.8,1.8,0.4,0.7,3.1,2.6,17.4,1.3,0,0
2025-26,Regular+Season,J. Poole - T. Murphy III - B. McGowens - Y. Missi - M. Peavy,NOP,1,6.1,4.0,12.0,33.3,1.0,3.0,33.3,0.0,1.0,0.0,1.0,5.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,9.0,-1.0,0,0
2025-26,Regular+Season,K. Anderson - B. Sensabaugh - K. Filipowski - W. Clayton Jr. - A. Bailey,UTA,1,6.1,7.0,15.0,46.7,0.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,14.0,-7.0,0,0
2025-26,Regular+Season,K. Williams - I. Joe - C. Holmgren - J. Williams - A. Mitchell,OKC,2,6.1,5.0,11.0,45.5,1.5,4.5,33.3,2.5,3.0,83.3,1.0,2.5,3.5,3.0,1.0,0.5,0.5,1.0,3.0,5.0,14.0,-0.5,0,0
2025-26,Regular+Season,M. Bagley III - C. Kispert - C. Whitmore - B. Carrington - T. Johnson,WAS,6,6.1,5.5,11.5,47.8,2.5,6.0,41.7,2.8,4.2,68.0,1.2,4.2,5.3,4.0,1.3,1.3,1.0,0.2,2.3,2.5,16.3,0.7,0,0
2025-26,Regular+Season,M. Monk - K. Ellis - D. Carter - N. Clifford - M. Raynaud,SAC,3,6.1,6.0,10.7,56.3,2.0,4.7,42.9,1.0,2.0,50.0,0.7,5.0,5.7,3.7,2.3,2.3,0.0,0.3,3.3,1.0,15.0,1.7,0,0
2025-26,Regular+Season,O. Okongwu - D. Daniels - K. Wallace - M. Gueye - Z. Risacher,ATL,4,6.1,5.8,11.3,51.1,1.8,4.8,36.8,1.8,2.3,77.8,1.5,3.8,5.3,3.8,2.5,1.8,0.8,0.8,1.3,1.5,15.0,-3.3,0,0
2025-26,Regular+Season,T. Hardaway Jr. - A. Gordon - J. Murray - J. Pickett - P. Watson,DEN,1,6.1,4.0,7.0,57.1,2.0,3.0,66.7,3.0,3.0,100,1.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,13.0,-6.0,0,0
2025-26,Regular+Season,T. McConnell - T. Bradley - A. Nesmith - E. Thompson - J. Walker,IND,1,6.1,4.0,11.0,36.4,2.0,6.0,33.3,2.0,3.0,66.7,2.0,3.0,5.0,3.0,4.0,2.0,0.0,0.0,3.0,3.0,12.0,-2.0,0,0
2025-26,Regular+Season,Z. Williams - D. Sharpe - T. Martin - N. Traore - D. Wolf,BKN,4,6.1,5.3,9.5,55.3,2.3,3.5,64.3,1.5,1.8,85.7,0.5,4.3,4.8,3.5,2.8,0.8,1.8,0.8,2.0,2.5,14.3,1.8,0,0
2025-26,Regular+Season,Z. Williamson - J. Poole - H. Jones - T. Murphy III - Y. Missi,NOP,2,6.1,7.0,11.5,60.9,1.0,4.0,25.0,1.0,1.5,66.7,0.5,2.5,3.0,2.0,3.0,2.0,1.5,1.0,4.0,2.0,16.0,0.0,0,0
2025-26,Regular+Season,C. Martin - J. Robinson-Earl - J. Huff - R. Dennis - T. Peter,IND,1,6.0,7.0,12.0,58.3,2.0,6.0,33.3,2.0,3.0,66.7,1.0,4.0,5.0,5.0,0.0,4.0,0.0,1.0,3.0,2.0,18.0,13.0,0,0
2025-26,Regular+Season,C. Sexton - J. Green - T. Salaün - K. Knueppel - S. James,CHA,1,6.0,4.0,10.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,9.0,-15.0,0,0
2025-26,Regular+Season,D. Booker - R. O'Neale - M. Williams - J. Bouyea - C. Gillespie,PHX,1,6.0,7.0,11.0,63.6,2.0,6.0,33.3,0.0,0.0,0.0,3.0,3.0,6.0,5.0,3.0,0.0,2.0,0.0,0.0,2.0,16.0,4.0,0,0
2025-26,Regular+Season,D. Mitchell - J. Allen - D. Hunter - E. Mobley - N. Tomlin,CLE,2,6.0,6.0,12.0,50.0,1.0,3.5,28.6,2.5,2.5,100,3.5,3.0,6.5,3.5,2.0,0.5,0.5,0.5,1.5,2.0,15.5,4.5,0,0
2025-26,Regular+Season,G. Allen - J. Goodwin - C. Gillespie - O. Ighodaro - R. Dunn,PHX,7,6.0,4.6,10.0,45.7,1.3,3.9,33.3,1.4,2.3,62.5,1.6,5.1,6.7,2.7,2.9,0.3,0.9,0.6,1.4,2.1,11.9,-0.9,0,0
2025-26,Regular+Season,G. Antetokounmpo - B. Portis - K. Porter Jr. - R. Rollins - A. Green,MIL,7,6.0,4.1,11.0,37.7,1.3,4.9,26.5,1.3,2.3,56.3,1.6,3.9,5.4,2.7,1.9,0.7,0.1,0.7,2.0,1.9,10.9,-4.1,0,0
2025-26,Regular+Season,J. Valančiūnas - A. Gordon - J. Murray - B. Brown - P. Watson,DEN,1,6.0,5.0,9.0,55.6,3.0,5.0,60.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,2.0,7.0,1.0,13.0,-3.0,0,0
2025-26,Regular+Season,K. Caldwell-Pope - J. Morant - S. Aldama - C. Koloko - G. Jackson,MEM,1,6.0,5.0,10.0,50.0,1.0,4.0,25.0,2.0,2.0,100,1.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,13.0,-2.0,0,0
2025-26,Regular+Season,K. Durant - S. Adams - J. Okogie - A. Sengun - J. Smith Jr.,HOU,1,6.0,4.0,9.0,44.4,2.0,4.0,50.0,0.0,2.0,0.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,0.0,4.0,3.0,10.0,-5.0,0,0
2025-26,Regular+Season,K. Looney - J. Alvarado - K. Matković - J. Hawkins - M. Peavy,NOP,1,6.0,1.0,8.0,12.5,0.0,5.0,0.0,4.0,4.0,100,1.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,6.0,-3.0,0,0
2025-26,Regular+Season,K. Thompson - P. Washington - D. Gafford - N. Marshall - J. Hardy,DAL,1,6.0,4.0,12.0,33.3,0.0,2.0,0.0,2.0,4.0,50.0,1.0,7.0,8.0,3.0,0.0,1.0,1.0,2.0,4.0,2.0,10.0,3.0,0,0
2025-26,Regular+Season,L. Ball - R. Kalkbrenner - T. Salaün - K. Knueppel - S. James,CHA,2,6.0,4.5,11.0,40.9,1.0,5.0,20.0,1.0,1.0,100,1.0,2.5,3.5,3.0,1.5,2.5,0.0,0.5,2.0,1.0,11.0,-5.5,0,0
