SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,VS_PLAYER_NAME,GP,W,L,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS
2021-22,All+Star,Allen, Jarrett,1628386,LBN,1,1,0,66.0,63.9,133.3,47.9,16.7,55.6,30.0,19.4,19.4,100,16.7,52.8,69.4,41.7,19.4,11.1,2.8,11.1,5.6,13.9,163.9,-16.7,0,0
2021-22,All+Star,Antetokounmpo, Giannis,203507,LBN,1,1,0,33.3,62.5,113.8,54.9,22.5,57.5,39.1,6.3,6.3,100,10.0,32.5,42.5,40.0,12.5,8.8,1.3,6.3,1.3,5.0,153.8,-1.3,0,0
2021-22,All+Star,Anthony, Cole,1630175,-,1,0,1,100.0,1700.0,2900.0,58.6,200.0,900.0,22.2,200.0,200.0,100,300.0,1000.0,1300.0,1100.0,300.0,300.0,100.0,100.0,300.0,300.0,3800.0,-500.0,0,0
2021-22,All+Star,Ball, LaMelo,1630163,DRT,1,0,1,74.6,86.7,150.0,57.8,33.3,83.3,40.0,6.7,6.7,100,13.3,46.7,60.0,50.0,23.3,16.7,13.3,3.3,10.0,6.7,213.3,6.7,0,0
2021-22,All+Star,Ball, LaMelo,1630163,-,1,0,1,100.0,1700.0,3200.0,53.1,300.0,800.0,37.5,500.0,900.0,55.6,900.0,1400.0,2300.0,800.0,700.0,100.0,400.0,0.0,200.0,600.0,4200.0,400.0,0,0
2021-22,All+Star,Barnes, Scottie,1630567,-,1,0,1,100.0,1600.0,3100.0,51.6,200.0,800.0,25.0,500.0,900.0,55.6,700.0,1500.0,2200.0,700.0,900.0,100.0,500.0,100.0,300.0,700.0,3900.0,-300.0,0,0
2021-22,All+Star,Beauchamp, MarJon,1630699,-,1,0,1,0.0,700.0,1700.0,41.2,200.0,900.0,22.2,200.0,200.0,100,300.0,400.0,700.0,500.0,100.0,300.0,0.0,100.0,100.0,200.0,1800.0,-300.0,0,0
2021-22,All+Star,Booker, Devin,1626164,DRT,1,0,1,55.4,66.7,127.8,52.2,22.2,63.0,35.3,3.7,3.7,100,11.1,38.9,50.0,40.7,13.0,18.5,7.4,1.9,11.1,3.7,159.3,3.7,0,0
2021-22,All+Star,Butler III, Jimmy,202710,LBN,1,1,0,35.9,53.8,88.5,60.9,11.5,34.6,33.3,0.0,0.0,0.0,3.8,38.5,42.3,30.8,15.4,11.5,0.0,0.0,3.8,3.8,119.2,3.8,0,0
2021-22,All+Star,Curry, Stephen,201939,LBN,1,1,0,50.3,69.4,130.6,53.2,23.6,66.7,35.4,6.9,6.9,100,16.7,34.7,51.4,43.1,11.1,11.1,0.0,8.3,1.4,5.6,169.4,-1.4,0,0
2021-22,All+Star,DeRozan, DeMar,201942,LBN,1,1,0,33.3,60.0,108.8,55.2,22.5,56.3,40.0,5.0,5.0,100,8.8,30.0,38.8,38.8,11.3,8.8,1.3,5.0,1.3,3.8,147.5,-2.5,0,0
2021-22,All+Star,Dončić, Luka,1629029,LBN,1,1,0,64.9,55.3,107.9,51.2,13.2,47.4,27.8,10.5,10.5,100,18.4,28.9,47.4,28.9,15.8,13.2,2.6,2.6,2.6,5.3,134.2,-18.4,0,0
2021-22,All+Star,Dosunmu, Ayo,1630245,-,1,0,1,100.0,1700.0,3500.0,48.6,100.0,800.0,12.5,500.0,900.0,55.6,900.0,1400.0,2300.0,700.0,700.0,200.0,400.0,100.0,300.0,700.0,4000.0,200.0,0,0
2021-22,All+Star,Edwards, Anthony,1630162,-,1,1,0,100.0,800.0,1800.0,44.4,300.0,1300.0,23.1,0.0,0.0,0.0,400.0,300.0,700.0,500.0,100.0,100.0,0.0,0.0,0.0,0.0,1900.0,-200.0,0,0
2021-22,All+Star,Embiid, Joel,203954,DRT,1,0,1,53.7,70.2,135.1,51.9,26.3,71.9,36.6,3.5,3.5,100,22.8,36.8,59.6,38.6,12.3,8.8,10.5,0.0,7.0,1.8,170.2,-3.5,0,0
2021-22,All+Star,Garland, Darius,1629636,LBN,1,1,0,66.0,55.6,111.1,50.0,11.1,44.4,25.0,13.9,13.9,100,16.7,41.7,58.3,33.3,19.4,11.1,2.8,5.6,2.8,11.1,136.1,-11.1,0,0
2021-22,All+Star,Giddey, Josh,1630581,-,1,0,1,100.0,1700.0,2900.0,58.6,200.0,900.0,22.2,0.0,0.0,0.0,300.0,1000.0,1300.0,1100.0,300.0,300.0,100.0,100.0,300.0,200.0,3600.0,-700.0,0,0
2021-22,All+Star,Gobert, Rudy,203497,DRT,1,0,1,34.9,50.0,83.3,60.0,22.2,44.4,50.0,0.0,0.0,0.0,0.0,27.8,27.8,33.3,13.9,19.4,0.0,0.0,5.6,2.8,122.2,11.1,0,0
2021-22,All+Star,Green, Jalen,1630224,-,1,0,1,100.0,2100.0,3700.0,56.8,400.0,1500.0,26.7,400.0,400.0,100,500.0,1300.0,1800.0,1500.0,400.0,500.0,100.0,100.0,300.0,400.0,5000.0,100.0,0,0
2021-22,All+Star,Henderson, Scoot,1630703,-,1,0,1,0.0,1300.0,1900.0,68.4,300.0,600.0,50.0,0.0,0.0,0.0,200.0,500.0,700.0,800.0,400.0,200.0,200.0,100.0,100.0,100.0,2900.0,300.0,0,0
2021-22,All+Star,Hyland, Bones,1630538,-,1,0,1,100.0,1600.0,3100.0,51.6,200.0,800.0,25.0,500.0,900.0,55.6,700.0,1500.0,2200.0,700.0,900.0,100.0,500.0,100.0,300.0,700.0,3900.0,-300.0,0,0
2021-22,All+Star,James, LeBron,2544,LBN,1,1,0,50.3,69.4,130.6,53.2,23.6,66.7,35.4,6.9,6.9,100,16.7,34.7,51.4,43.1,11.1,11.1,0.0,8.3,1.4,5.6,169.4,-1.4,0,0
2021-22,All+Star,Jokić, Nikola,203999,LBN,1,1,0,34.5,59.0,101.6,58.1,21.3,52.5,40.6,0.0,0.0,0.0,8.2,27.9,36.1,37.7,11.5,8.2,0.0,3.3,0.0,1.6,139.3,4.9,0,0
2021-22,All+Star,Jones, Herbert,1630529,-,1,0,1,0.0,900.0,2000.0,45.0,300.0,1100.0,27.3,400.0,400.0,100,400.0,400.0,800.0,600.0,200.0,400.0,0.0,100.0,200.0,300.0,2500.0,100.0,0,0
2021-22,All+Star,Kuminga, Jonathan,1630228,-,1,0,1,0.0,1000.0,1400.0,71.4,300.0,400.0,75.0,200.0,400.0,50.0,300.0,500.0,800.0,600.0,300.0,100.0,100.0,0.0,0.0,200.0,2500.0,500.0,0,0
2021-22,All+Star,LaVine, Zach,203897,DRT,1,0,1,30.8,65.7,134.3,48.9,17.1,62.9,27.3,5.7,5.7,100,14.3,42.9,57.1,42.9,8.6,17.1,8.6,0.0,14.3,2.9,154.3,2.9,0,0
2021-22,All+Star,Maxey, Tyrese,1630178,-,1,0,1,100.0,1600.0,2500.0,64.0,300.0,1000.0,30.0,400.0,400.0,100,300.0,1200.0,1500.0,1300.0,300.0,300.0,100.0,0.0,100.0,300.0,3900.0,800.0,0,0
2021-22,All+Star,McDaniels, Jaden,1630183,-,1,0,1,100.0,1600.0,3300.0,48.5,100.0,800.0,12.5,300.0,500.0,60.0,800.0,1200.0,2000.0,700.0,600.0,200.0,400.0,100.0,300.0,500.0,3600.0,200.0,0,0
2021-22,All+Star,Middleton, Khris,203114,DRT,1,0,1,73.9,64.3,114.3,56.3,32.1,67.9,47.4,0.0,0.0,0.0,3.6,42.9,46.4,42.9,14.3,14.3,7.1,3.6,10.7,0.0,160.7,17.9,0,0
2021-22,All+Star,Morant, Ja,1629630,DRT,1,0,1,32.5,55.6,100.0,55.6,22.2,48.1,46.2,0.0,0.0,0.0,16.7,22.2,38.9,31.5,11.1,7.4,3.7,0.0,1.9,0.0,133.3,-7.4,0,0
2021-22,All+Star,Murray, Dejounte,1627749,DRT,1,0,1,61.9,58.1,90.7,64.1,27.9,51.2,54.5,0.0,0.0,0.0,2.3,27.9,30.2,34.9,20.9,16.3,2.3,2.3,4.7,2.3,144.2,9.3,0,0
2021-22,All+Star,Paul, Chris,101108,LBN,1,1,0,33.1,57.1,100.0,57.1,14.3,57.1,25.0,0.0,0.0,0.0,0.0,42.9,42.9,42.9,0.0,14.3,0.0,0.0,0.0,14.3,128.6,28.6,0,0
2021-22,All+Star,Suggs, Jalen,1630591,-,1,0,1,100.0,1800.0,2800.0,64.3,400.0,1200.0,33.3,400.0,400.0,100,400.0,1200.0,1600.0,1400.0,400.0,400.0,100.0,0.0,200.0,300.0,4400.0,1000.0,0,0
2021-22,All+Star,Tatum, Jayson,1628369,DRT,1,0,1,34.5,55.9,91.5,61.1,25.4,49.2,51.7,0.0,0.0,0.0,11.9,23.7,35.6,32.2,16.9,8.5,3.4,0.0,0.0,1.7,137.3,-3.4,0,0
2021-22,All+Star,Towns, Karl-Anthony,1626157,DRT,1,0,1,32.3,54.5,93.2,58.5,20.5,38.6,52.9,0.0,0.0,0.0,4.5,27.3,31.8,36.4,9.1,15.9,0.0,2.3,6.8,0.0,129.5,18.2,0,0
2021-22,All+Star,VanVleet, Fred,1627832,LBN,1,1,0,35.9,53.8,88.5,60.9,11.5,34.6,33.3,0.0,0.0,0.0,3.8,38.5,42.3,30.8,15.4,11.5,0.0,0.0,3.8,3.8,119.2,3.8,0,0
2021-22,All+Star,Wiggins, Andrew,203952,DRT,1,0,1,33.2,56.5,93.5,60.5,26.1,50.0,52.2,0.0,0.0,0.0,15.2,26.1,41.3,32.6,19.6,4.3,4.3,0.0,0.0,0.0,139.1,-8.7,0,0
2021-22,All+Star,Young, Trae,1629027,DRT,1,0,1,33.5,63.2,112.3,56.3,26.3,63.2,41.7,3.5,3.5,100,17.5,35.1,52.6,35.1,15.8,5.3,7.0,0.0,1.8,1.8,156.1,1.8,0,0
2022-23,All+Star,Alvarado, Jose,1630631,-,2,2,0,39.6,34.2,86.8,39.4,13.2,50.0,26.3,7.9,10.5,75.0,10.5,31.6,42.1,21.1,13.2,5.3,5.3,2.6,10.5,5.3,89.5,-47.4,0,0
2022-23,All+Star,Banchero, Paolo,1631094,-,2,2,0,40.3,34.7,85.7,40.5,14.3,51.0,28.0,8.2,12.2,66.7,8.2,30.6,38.8,22.4,14.3,8.2,8.2,4.1,10.2,6.1,91.8,-40.8,0,0
2022-23,All+Star,Barnes, Scottie,1630567,-,2,2,0,40.5,34.1,86.4,39.5,15.9,54.5,29.2,9.1,13.6,66.7,9.1,29.5,38.6,20.5,13.6,9.1,9.1,2.3,9.1,6.8,93.2,-34.1,0,0
2022-23,All+Star,Giddey, Josh,1630581,-,2,1,1,35.6,31.3,72.9,42.9,10.4,37.5,27.8,12.5,16.7,75.0,6.3,22.9,29.2,12.5,25.0,14.6,4.2,6.3,12.5,14.6,85.4,-31.3,0,0
2022-23,All+Star,Grimes, Quentin,1629656,-,2,1,1,36.6,37.0,76.1,48.6,10.9,37.0,29.4,13.0,17.4,75.0,6.5,23.9,30.4,15.2,21.7,10.9,4.3,6.5,10.9,15.2,97.8,-15.2,0,0
2022-23,All+Star,Ivey, Jaden,1631093,-,2,2,0,39.0,37.0,85.2,43.5,14.8,44.4,33.3,11.1,14.8,75.0,14.8,33.3,48.1,29.6,18.5,3.7,7.4,7.4,11.1,7.4,100.0,-44.4,0,0
2022-23,All+Star,Mathurin, Bennedict,1631097,-,2,2,0,40.4,36.4,84.8,42.9,18.2,51.5,35.3,12.1,18.2,66.7,12.1,30.3,42.4,27.3,18.2,9.1,12.1,6.1,9.1,9.1,103.0,-27.3,0,0
2022-23,All+Star,Mobley, Evan,1630596,-,2,1,1,34.8,34.7,75.5,45.9,10.2,34.7,29.4,12.2,12.2,100,8.2,26.5,34.7,20.4,26.5,16.3,4.1,8.2,10.2,12.2,91.8,-12.2,0,0
2022-23,All+Star,Murray, Keegan,1631099,-,2,2,0,41.1,33.3,85.2,39.1,11.1,51.9,21.4,3.7,7.4,50.0,0.0,29.6,29.6,18.5,11.1,11.1,7.4,3.7,11.1,3.7,81.5,-48.1,0,0
2022-23,All+Star,Nembhard, Andrew,1629614,-,2,2,0,41.1,33.3,85.2,39.1,11.1,51.9,21.4,3.7,7.4,50.0,0.0,29.6,29.6,18.5,11.1,11.1,7.4,3.7,11.1,3.7,81.5,-48.1,0,0
2022-23,All+Star,Smith Jr., Jabari,1631095,-,2,1,1,35.0,41.7,91.7,45.5,13.9,41.7,33.3,5.6,11.1,50.0,8.3,25.0,33.3,19.4,13.9,19.4,8.3,8.3,8.3,5.6,102.8,2.8,0,0
2022-23,All+Star,Sochan, Jeremy,1631110,-,2,1,1,33.5,40.4,78.7,51.4,14.9,38.3,38.9,12.8,17.0,75.0,6.4,27.7,34.0,21.3,17.0,17.0,6.4,2.1,6.4,8.5,108.5,8.5,0,0
2022-23,All+Star,Williams, Jalen,1631114,-,2,1,1,36.5,42.2,77.8,54.3,13.3,35.6,37.5,8.9,13.3,66.7,6.7,28.9,35.6,22.2,26.7,15.6,4.4,8.9,13.3,13.3,106.7,6.7,0,0
2022-23,All+Star,Adebayo, Bam,1628389,GNS,1,1,0,33.2,62.0,95.8,64.7,14.1,42.3,33.3,0.0,0.0,0.0,8.5,23.9,32.4,39.4,11.3,5.6,0.0,0.0,2.8,0.0,138.0,1.4,0,0
2022-23,All+Star,Antetokounmpo, Giannis,203507,GNS,1,1,0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-200.0,0,0
2022-23,All+Star,Brown, Jaylen,1627759,LBN,1,0,1,34.5,54.8,100.0,54.8,19.2,53.4,35.9,1.4,2.7,50.0,11.0,31.5,42.5,28.8,8.2,4.1,0.0,0.0,1.4,2.7,130.1,-2.7,0,0
2022-23,All+Star,Brown, Kane,196294230,-,1,0,1,40.6,41.7,88.9,46.9,0.0,22.2,0.0,13.9,27.8,50.0,11.1,30.6,41.7,13.9,25.0,11.1,8.3,8.3,16.7,16.7,97.2,30.6,0,0
2022-23,All+Star,Cissoko, Sidy,1631321,-,1,0,1,34.1,53.3,80.0,66.7,13.3,20.0,66.7,6.7,13.3,50.0,6.7,13.3,20.0,33.3,26.7,33.3,6.7,0.0,20.0,13.3,126.7,33.3,0,0
2022-23,All+Star,Cordae,,196294232,-,1,0,1,60.6,57.1,120.0,47.6,14.3,40.0,35.7,17.1,25.7,66.7,22.9,31.4,54.3,14.3,20.0,17.1,5.7,5.7,20.0,17.1,145.7,17.1,0,0
2022-23,All+Star,DeRozan, DeMar,201942,GNS,1,1,0,34.1,61.7,104.3,59.2,17.0,53.2,32.0,0.0,0.0,0.0,6.4,23.4,29.8,34.0,2.1,2.1,0.0,0.0,2.1,0.0,140.4,-10.6,0,0
2022-23,All+Star,DeShields, Diamond,196294235,-,1,0,1,46.3,14.3,64.3,22.2,7.1,35.7,20.0,28.6,42.9,66.7,7.1,28.6,35.7,7.1,21.4,14.3,7.1,0.0,14.3,21.4,64.3,-42.9,0,0
2022-23,All+Star,Dončić, Luka,1629029,LBN,1,0,1,33.2,63.2,87.7,72.0,26.3,47.4,55.6,3.5,3.5,100,3.5,22.8,26.3,38.6,10.5,8.8,1.8,3.5,1.8,5.3,156.1,19.3,0,0
2022-23,All+Star,Dosunmu, Ayo,1630245,-,1,0,1,39.5,52.9,117.6,45.0,23.5,58.8,40.0,17.6,23.5,75.0,29.4,52.9,82.4,41.2,5.9,11.8,5.9,0.0,0.0,11.8,147.1,70.6,0,0
2022-23,All+Star,Eason, Tari,1631106,-,1,1,0,32.3,47.1,76.5,61.5,11.8,23.5,50.0,0.0,0.0,0.0,5.9,29.4,35.3,29.4,29.4,17.6,5.9,11.8,11.8,17.6,105.9,29.4,0,0
2022-23,All+Star,Edwards, Anthony,1630162,LBN,1,0,1,34.1,60.0,104.0,57.7,18.0,48.0,37.5,0.0,0.0,0.0,12.0,34.0,46.0,30.0,6.0,2.0,0.0,0.0,0.0,0.0,138.0,12.0,0,0
2022-23,All+Star,Embiid, Joel,203954,LBN,1,0,1,34.8,59.5,92.4,64.4,29.1,57.0,51.1,3.8,5.1,75.0,6.3,24.1,30.4,34.2,11.4,7.6,1.3,2.5,2.5,5.1,151.9,10.1,0,0
2022-23,All+Star,Fox, De'Aaron,1628368,LBN,1,0,1,33.1,53.6,100.0,53.6,14.3,53.6,26.7,0.0,0.0,0.0,10.7,28.6,39.3,25.0,3.6,3.6,0.0,0.0,0.0,3.6,121.4,-10.7,0,0
2022-23,All+Star,George, Paul,202331,LBN,1,0,1,32.5,61.8,92.7,66.7,29.1,52.7,55.2,3.6,3.6,100,5.5,32.7,38.2,34.5,7.3,5.5,1.8,3.6,0.0,5.5,156.4,25.5,0,0
2022-23,All+Star,Gilgeous-Alexander, Shai,1628983,GNS,1,1,0,36.0,60.7,114.3,53.1,10.7,50.0,21.4,0.0,0.0,0.0,17.9,25.0,42.9,25.0,3.6,3.6,0.0,0.0,0.0,0.0,132.1,-7.1,0,0
2022-23,All+Star,Griffin, AJ,1631100,-,1,0,1,41.0,58.8,111.8,52.6,11.8,41.2,28.6,11.8,23.5,50.0,23.5,41.2,64.7,29.4,5.9,11.8,5.9,11.8,0.0,11.8,141.2,47.1,0,0
2022-23,All+Star,Haliburton, Tyrese,1630169,LBN,1,0,1,33.8,48.8,92.7,52.6,12.2,46.3,26.3,2.4,4.9,50.0,9.8,29.3,39.0,26.8,12.2,4.9,0.0,0.0,2.4,4.9,112.2,-22.0,0,0
2022-23,All+Star,Henderson, Scoot,1630703,-,1,0,1,33.2,48.6,83.8,58.1,8.1,27.0,30.0,2.7,8.1,33.3,8.1,32.4,40.5,32.4,27.0,21.6,5.4,5.4,13.5,8.1,108.1,21.6,0,0
2022-23,All+Star,Holiday, Jrue,201950,GNS,1,1,0,34.7,61.5,111.5,55.2,11.5,46.2,25.0,0.0,0.0,0.0,7.7,26.9,34.6,34.6,0.0,0.0,7.7,3.8,3.8,0.0,134.6,-23.1,0,0
2022-23,All+Star,Hyland, Bones,1630538,-,1,0,1,41.2,54.2,112.5,48.1,8.3,37.5,22.2,12.5,16.7,75.0,29.2,50.0,79.2,33.3,8.3,8.3,0.0,8.3,0.0,8.3,129.2,41.7,0,0
2022-23,All+Star,Irving, Kyrie,202681,LBN,1,0,1,34.4,59.0,91.6,64.5,28.9,56.6,51.1,3.6,4.8,75.0,6.0,24.1,30.1,33.7,10.8,7.2,1.2,2.4,2.4,4.8,150.6,9.6,0,0
2022-23,All+Star,Jackson Jr., Jaren,1628991,LBN,1,0,1,34.2,60.9,95.7,63.6,8.7,30.4,28.6,0.0,0.0,0.0,13.0,30.4,43.5,30.4,8.7,0.0,0.0,0.0,0.0,0.0,130.4,0.0,0,0
2022-23,All+Star,Jam, Nicky,196294245,-,1,1,0,47.3,42.1,105.3,40.0,0.0,15.8,0.0,10.5,10.5,100,15.8,36.8,52.6,21.1,21.1,15.8,15.8,0.0,10.5,5.3,94.7,0.0,0,0
2022-23,All+Star,James, LeBron,2544,LBN,1,0,1,32.8,61.4,95.5,64.3,9.1,31.8,28.6,0.0,0.0,0.0,6.8,27.3,34.1,45.5,9.1,11.4,0.0,0.0,2.3,2.3,131.8,11.4,0,0
2022-23,All+Star,Jesser,,196294248,-,1,1,0,55.5,55.6,111.1,50.0,16.7,33.3,50.0,16.7,27.8,60.0,22.2,5.6,27.8,16.7,22.2,11.1,0.0,11.1,27.8,22.2,144.4,-22.2,0,0
2022-23,All+Star,Johnson, Calvin "Megatron",196294240,-,1,0,1,41.1,18.2,72.7,25.0,9.1,45.5,20.0,9.1,18.2,50.0,9.1,22.7,31.8,13.6,27.3,9.1,0.0,4.5,31.8,9.1,54.5,-54.5,0,0
2022-23,All+Star,Jokić, Nikola,203999,LBN,1,0,1,34.1,65.0,91.7,70.9,31.7,53.3,59.4,3.3,3.3,100,5.0,23.3,28.3,36.7,10.0,6.7,1.7,3.3,1.7,3.3,165.0,26.7,0,0
2022-23,All+Star,Kessler, Walker,1631117,-,1,0,1,41.0,58.8,111.8,52.6,11.8,41.2,28.6,11.8,23.5,50.0,23.5,41.2,64.7,29.4,5.9,11.8,5.9,11.8,0.0,11.8,141.2,47.1,0,0
2022-23,All+Star,King, Mojave,1631340,-,1,0,1,32.9,40.0,80.0,50.0,5.0,25.0,20.0,5.0,10.0,50.0,10.0,20.0,30.0,25.0,20.0,30.0,10.0,5.0,15.0,10.0,90.0,-15.0,0,0
2022-23,All+Star,Lillard, Damian,203081,GNS,1,1,0,33.4,58.6,101.4,57.7,14.3,51.4,27.8,0.0,0.0,0.0,8.6,25.7,34.3,32.9,5.7,2.9,0.0,0.0,2.9,0.0,131.4,-5.7,0,0
2022-23,All+Star,Liu, Simu,196294246,-,1,1,0,52.7,48.0,106.0,45.3,6.0,22.0,27.3,14.0,26.0,53.8,18.0,24.0,42.0,18.0,22.0,16.0,6.0,10.0,20.0,16.0,116.0,-8.0,0,0
2022-23,All+Star,Lofton Jr., Kenneth,1631254,-,1,0,1,32.6,50.0,84.4,59.3,9.4,31.3,30.0,0.0,3.1,0.0,6.3,34.4,40.6,34.4,25.0,21.9,6.3,6.3,12.5,6.3,109.4,37.5,0,0
2022-23,All+Star,Markkanen, Lauri,1628374,GNS,1,1,0,34.5,62.7,101.3,61.8,10.7,40.0,26.7,0.0,0.0,0.0,12.0,25.3,37.3,41.3,10.7,8.0,2.7,1.3,5.3,2.7,136.0,-2.7,0,0
2022-23,All+Star,McClung, Mac,1630644,-,1,0,1,31.4,43.3,80.0,54.2,6.7,26.7,25.0,3.3,10.0,33.3,10.0,36.7,46.7,30.0,30.0,13.3,3.3,6.7,10.0,6.7,96.7,6.7,0,0
2022-23,All+Star,Metcalf, DK,196294255,-,1,1,0,45.7,42.6,95.7,44.4,6.4,21.3,30.0,19.1,31.9,60.0,17.0,23.4,40.4,14.9,21.3,17.0,6.4,6.4,19.1,19.1,110.6,-6.4,0,0
2022-23,All+Star,Miller, Leonard,1631159,-,1,0,1,32.4,42.9,82.1,52.2,3.6,25.0,14.3,3.6,10.7,33.3,10.7,39.3,50.0,28.6,28.6,14.3,3.6,7.1,10.7,7.1,92.9,-3.6,0,0
2023-24,All+Star,Almansa, Izan,1641891,-,2,1,1,36.6,62.5,93.8,66.7,31.3,50.0,62.5,6.3,6.3,100,0.0,43.8,43.8,43.8,12.5,6.3,0.0,6.3,6.3,12.5,162.5,87.5,0,0
2023-24,All+Star,Bates, Emoni,1641734,-,2,1,1,40.0,46.2,84.6,54.5,5.1,25.6,20.0,10.3,10.3,100,7.7,23.1,30.8,35.9,17.9,12.8,5.1,7.7,5.1,10.3,107.7,-5.1,0,0
2023-24,All+Star,Buzelis, Matas,1641824,-,2,1,1,43.8,43.3,90.0,48.1,3.3,30.0,11.1,16.7,16.7,100,16.7,26.7,43.3,26.7,23.3,13.3,13.3,6.7,6.7,13.3,106.7,-3.3,0,0
2023-24,All+Star,Hawkins, Jordan,1641722,-,2,2,0,38.1,40.5,97.3,41.7,8.1,48.6,16.7,5.4,8.1,66.7,10.8,18.9,29.7,24.3,10.8,8.1,2.7,0.0,8.1,8.1,94.6,-51.4,0,0
2023-24,All+Star,Holmgren, Chet,1631096,-,2,2,0,38.6,40.9,90.9,45.0,4.5,38.6,11.8,4.5,6.8,66.7,13.6,20.5,34.1,25.0,18.2,18.2,2.3,2.3,11.4,4.5,90.9,-29.5,0,0
2023-24,All+Star,Kessler, Walker,1631117,-,2,2,0,38.8,41.2,94.1,43.8,8.8,41.2,21.4,2.9,2.9,100,8.8,20.6,29.4,23.5,11.8,20.6,5.9,2.9,14.7,5.9,94.1,-8.8,0,0
2023-24,All+Star,Lively II, Dereck,1641726,-,2,2,0,38.0,35.7,92.9,38.5,10.7,53.6,20.0,3.6,7.1,50.0,10.7,14.3,25.0,25.0,14.3,3.6,3.6,0.0,0.0,7.1,85.7,-71.4,0,0
2023-24,All+Star,Mathurin, Bennedict,1631097,-,2,2,0,38.5,39.6,92.5,42.9,7.5,43.4,17.4,3.8,5.7,66.7,11.3,18.9,30.2,24.5,15.1,15.1,3.8,1.9,9.4,5.7,90.6,-34.0,0,0
2023-24,All+Star,McClung, Mac,1630644,-,2,1,1,42.2,52.0,94.0,55.3,10.0,34.0,29.4,10.0,10.0,100,12.0,28.0,40.0,36.0,18.0,14.0,8.0,6.0,6.0,10.0,124.0,16.0,0,0
2023-24,All+Star,Smith, Tyler,1641890,-,2,1,1,40.5,55.9,94.1,59.4,14.7,38.2,38.5,2.9,2.9,100,11.8,32.4,44.1,38.2,17.6,14.7,8.8,2.9,5.9,8.8,129.4,26.5,0,0
2023-24,All+Star,Sochan, Jeremy,1631110,-,2,2,0,38.9,36.0,88.0,40.9,12.0,44.0,27.3,0.0,0.0,0.0,8.0,16.0,24.0,24.0,16.0,20.0,8.0,4.0,8.0,4.0,84.0,-16.0,0,0
2023-24,All+Star,Tshiebwe, Oscar,1631131,-,2,1,1,43.8,52.9,100.0,52.9,5.9,32.4,18.2,11.8,11.8,100,17.6,20.6,38.2,35.3,14.7,17.6,8.8,5.9,5.9,5.9,123.5,11.8,0,0
2023-24,All+Star,Williams, Alondes,1631214,-,2,1,1,42.2,52.0,94.0,55.3,10.0,34.0,29.4,10.0,10.0,100,12.0,28.0,40.0,36.0,18.0,14.0,8.0,6.0,6.0,10.0,124.0,16.0,0,0
2023-24,All+Star,Williams, Jalen,1631114,-,2,2,0,38.6,40.9,90.9,45.0,4.5,38.6,11.8,4.5,6.8,66.7,13.6,20.5,34.1,25.0,18.2,18.2,2.3,2.3,11.4,4.5,90.9,-29.5,0,0
2023-24,All+Star,, SiR,196294746,-,1,1,0,52.5,53.4,108.6,49.2,1.7,24.1,7.1,8.6,15.5,55.6,17.2,29.3,46.6,17.2,12.1,13.8,3.4,5.2,12.1,15.5,117.2,0.0,0,0
2023-24,All+Star,AA, Anuel,196293902,-,1,1,0,64.6,30.0,80.0,37.5,0.0,20.0,0.0,15.0,25.0,60.0,15.0,40.0,55.0,15.0,25.0,10.0,15.0,10.0,10.0,20.0,75.0,-45.0,0,0
2023-24,All+Star,Adebayo, Bam,1628389,EST,1,1,0,38.1,59.1,111.4,53.1,27.3,63.6,42.9,0.0,0.0,0.0,20.5,18.2,38.6,45.5,9.1,4.5,0.0,2.3,2.3,0.0,145.5,-31.8,0,0
2023-24,All+Star,Antetokounmpo, Giannis,203507,EST,1,1,0,36.6,62.5,107.8,58.0,18.8,46.9,40.0,0.0,0.0,0.0,15.6,25.0,40.6,46.9,6.3,1.6,0.0,1.6,1.6,0.0,143.8,-26.6,0,0
2023-24,All+Star,Banchero, Paolo,1631094,EST,1,1,0,32.6,51.7,94.8,54.5,15.5,51.7,30.0,1.7,1.7,100,5.2,29.3,34.5,43.1,8.6,6.9,3.4,0.0,1.7,1.7,120.7,-22.4,0,0
2023-24,All+Star,Banchero, Paolo,1631094,-,1,0,1,37.7,43.3,70.0,61.9,6.7,16.7,40.0,10.0,23.3,42.9,6.7,43.3,50.0,16.7,30.0,3.3,0.0,0.0,10.0,10.0,103.3,3.3,0,0
2023-24,All+Star,Barnes, Scottie,1630567,EST,1,1,0,32.2,52.7,100.0,52.7,16.4,50.9,32.1,1.8,1.8,100,9.1,27.3,36.4,38.2,7.3,10.9,0.0,0.0,0.0,1.8,123.6,-9.1,0,0
