SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,GP,G,FREQ,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,PLUSMINUS
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Zach Collins,1628380,SAS,F-C,63,63,48.5,4.0,7.0,57.5,64.6,-7.2
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Nic Claxton,1629651,BKN,C,76,76,44.0,3.9,7.0,56.1,64.0,-7.9
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jacob Gilyard,1631367,MEM,G,1,1,63.6,6.0,7.0,85.7,57.8,28.0
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Kelly Olynyk,203482,UTA,F-C,68,67,45.0,4.2,6.9,60.6,64.1,-3.5
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jarrett Allen,1628386,CLE,C,68,68,42.5,3.8,6.8,55.4,64.1,-8.6
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Scottie Barnes,1630567,TOR,F,77,77,45.5,4.2,6.8,62.1,64.0,-1.8
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Walker Kessler,1631117,UTA,C,74,74,45.9,3.5,6.7,51.5,64.6,-13.1
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,LAC,C,76,75,37.6,3.6,6.7,54.2,65.2,-11.0
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jaren Jackson Jr.,1628991,MEM,F-C,63,62,46.2,3.3,6.5,51.1,64.0,-12.9
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Mikal Bridges,1628969,BKN,G-F,26,26,42.9,3.6,6.3,56.7,63.3,-6.6
2022-23,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Aleksej Pokusevski,1630197,OKC,F,34,32,54.2,3.7,6.3,59.6,64.9,-5.3
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Steven Adams,203500,MEM,C,42,41,43.8,3.3,6.2,52.5,64.3,-11.8
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Wendell Carter Jr.,1628976,ORL,C-F,57,57,40.3,3.7,6.2,60.1,64.0,-3.9
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Clint Capela,203991,ATL,C,65,65,41.7,3.6,6.1,58.8,64.9,-6.1
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Mason Plumlee,203486,LAC,F-C,79,76,43.3,3.8,6.1,62.4,64.7,-2.3
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Drew Eubanks,1629234,POR,F-C,78,77,49.2,3.6,6.0,59.0,64.1,-5.1
2022-23,Regular+Season,PHI,1610612755,Philadelphia 76ers,Louis King,1629663,PHI,F,1,1,46.2,3.0,6.0,50.0,60.7,-10.7
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,Jabari Smith Jr.,1631095,HOU,F,79,79,40.8,3.8,6.0,63.0,64.4,-1.4
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Luka Dončić,1629029,DAL,F-G,65,65,41.1,4.0,6.0,67.5,63.6,4.0
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,John Collins,1628381,ATL,F-C,71,71,42.6,3.8,5.9,63.3,64.8,-1.6
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Cade Cunningham,1630595,DET,G,12,12,38.2,3.8,5.9,63.4,65.5,-2.1
2022-23,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Josh Giddey,1630581,OKC,G,76,76,46.7,3.5,5.9,60.3,64.2,-3.9
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jonas Valančiūnas,202685,NOP,C,79,79,45.2,3.9,5.9,65.7,65.3,0.4
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Daniel Gafford,1629655,WAS,F-C,78,78,49.1,3.2,5.8,55.0,65.1,-10.1
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Fred VanVleet,1627832,TOR,G,69,69,38.7,3.7,5.8,63.0,63.0,0.0
2022-23,Regular+Season,BOS,1610612738,Boston Celtics,Al Horford,201143,BOS,C-F,63,63,35.2,3.4,5.8,58.6,64.1,-5.4
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Royce O'Neale,1626220,BKN,F,76,76,42.1,3.4,5.8,59.4,63.6,-4.3
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Buddy Hield,1627741,IND,G,80,80,40.0,3.5,5.8,60.0,63.4,-3.4
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Onyeka Okongwu,1630168,ATL,F-C,80,78,45.3,3.4,5.7,59.8,63.9,-4.0
2022-23,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Shai Gilgeous-Alexander,1628983,OKC,G,68,68,39.1,3.5,5.7,61.7,63.0,-1.3
2022-23,Regular+Season,UTA,1610612762,Utah Jazz,Lauri Markkanen,1628374,UTA,F-C,66,65,42.9,3.0,5.7,51.7,64.1,-12.4
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Pascal Siakam,1627783,TOR,F,71,71,40.1,3.7,5.7,65.3,64.2,1.2
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Mark Williams,1631109,CHA,C,42,39,48.4,3.5,5.7,62.6,64.8,-2.1
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Jalen Duren,1631105,DET,C,67,67,44.3,3.3,5.7,58.8,64.9,-6.1
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Dejounte Murray,1627749,ATL,G,74,73,46.3,3.7,5.7,64.7,63.0,1.7
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Anfernee Simons,1629014,POR,G,62,62,40.3,3.8,5.7,66.9,63.2,3.6
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,P.J. Washington,1629023,CHA,F,73,73,41.9,3.4,5.6,59.7,64.1,-4.4
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Joel Embiid,203954,PHI,C-F,39,39,42.1,4.8,9.0,53.6,64.1,-10.5
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,Brook Lopez,201572,MIL,C,79,79,38.4,4.8,8.5,55.7,63.9,-8.2
2023-24,Regular+Season,DEN,1610612743,Denver Nuggets,Nikola Jokić,203999,DEN,C,78,78,42.1,5.5,8.4,64.7,64.3,0.4
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Alperen Sengun,1630578,HOU,C,63,63,44.3,5.0,8.4,59.6,64.3,-4.7
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Evan Mobley,1630596,CLE,C,50,50,46.7,4.5,8.3,53.8,63.5,-9.6
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jarrett Allen,1628386,CLE,C,76,76,49.3,4.7,8.3,56.8,64.3,-7.5
2023-24,Regular+Season,SAS,1610612759,San Antonio Spurs,Victor Wembanyama,1641705,SAS,F-C,71,70,49.5,4.4,8.3,53.7,64.3,-10.7
2023-24,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Chet Holmgren,1631096,OKC,C-F,82,82,50.1,4.3,8.1,52.9,64.2,-11.4
2023-24,Regular+Season,BOS,1610612738,Boston Celtics,Kristaps Porziņģis,204001,BOS,F-C,57,57,41.3,3.9,7.8,49.7,63.3,-13.7
2023-24,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Rudy Gobert,203497,MIN,C,76,76,41.0,3.8,7.8,49.4,62.8,-13.4
2023-24,Regular+Season,LAL,1610612747,Los Angeles Lakers,Anthony Davis,203076,LAL,F-C,76,76,40.1,4.3,7.6,56.4,63.8,-7.4
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,Domantas Sabonis,1627734,SAC,F-C,82,82,44.1,4.4,7.6,58.6,63.9,-5.3
2023-24,Regular+Season,TOR,1610612761,Toronto Raptors,Jakob Poeltl,1627751,TOR,C,50,50,48.7,4.3,7.5,58.0,64.0,-6.0
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,Myles Turner,1626167,IND,C-F,77,76,49.9,4.5,7.5,59.5,64.2,-4.7
2023-24,Regular+Season,TOR,1610612761,Toronto Raptors,Scottie Barnes,1630567,TOR,F-G,60,59,44.0,4.7,7.4,62.6,63.2,-0.6
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,Daniel Gafford,1629655,DAL,F-C,73,73,48.0,4.3,7.4,58.5,64.4,-5.9
2023-24,Regular+Season,BKN,1610612751,Brooklyn Nets,Nic Claxton,1629651,BKN,C,70,70,42.6,4.1,7.3,55.9,63.0,-7.2
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Deni Avdija,1630166,WAS,F,75,74,43.3,4.4,7.3,60.8,62.8,-2.0
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,Nikola Vučević,202696,CHI,C,75,75,43.7,4.6,7.2,63.7,63.9,-0.2
2023-24,Regular+Season,MEM,1610612763,Memphis Grizzlies,Ja Morant,1629630,MEM,G,9,9,48.1,4.6,7.0,65.1,62.1,3.0
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Jalen Johnson,1630552,ATL,F,56,56,45.4,4.3,7.0,61.6,63.7,-2.0
2023-24,Regular+Season,CHA,1610612766,Charlotte Hornets,Nick Richards,1630208,CHA,C,67,66,52.2,4.2,6.8,60.8,64.1,-3.3
2023-24,Regular+Season,PHX,1610612756,Phoenix Suns,Jusuf Nurkić,203994,PHX,C,76,76,43.0,3.7,6.7,54.9,63.5,-8.6
2023-24,Regular+Season,CHA,1610612766,Charlotte Hornets,Brandon Miller,1641706,CHA,F,74,73,45.7,4.2,6.7,63.0,62.7,0.3
2023-24,Regular+Season,CHA,1610612766,Charlotte Hornets,Mark Williams,1631109,CHA,C,19,19,46.8,4.3,6.6,65.1,64.5,0.6
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,LAC,C,68,68,39.3,3.4,6.6,51.8,63.3,-11.5
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Deandre Ayton,1629028,POR,C,55,55,34.6,4.0,6.4,62.3,63.7,-1.4
2023-24,Regular+Season,UTA,1610612762,Utah Jazz,Walker Kessler,1631117,UTA,C,64,64,44.8,3.2,6.3,51.0,63.0,-12.0
2023-24,Regular+Season,NYK,1610612752,New York Knicks,Isaiah Hartenstein,1628392,NYK,C-F,75,74,47.9,3.3,6.2,53.1,64.3,-11.2
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,Dereck Lively II,1641726,DAL,C,55,55,40.1,3.6,6.2,58.7,63.8,-5.2
2023-24,Regular+Season,UTA,1610612762,Utah Jazz,Lauri Markkanen,1628374,UTA,F-C,55,55,40.8,3.8,6.2,60.4,63.2,-2.8
2023-24,Regular+Season,SAS,1610612759,San Antonio Spurs,Zach Collins,1628380,SAS,F-C,69,67,43.9,3.7,6.2,59.8,63.5,-3.7
2023-24,Regular+Season,ORL,1610612753,Orlando Magic,Paolo Banchero,1631094,ORL,F,80,79,43.6,3.7,6.2,60.2,63.6,-3.4
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,Luka Dončić,1629029,DAL,F-G,70,69,39.0,3.8,6.1,63.2,63.1,0.1
2023-24,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jaren Jackson Jr.,1628991,MEM,F-C,66,66,43.3,3.3,6.0,55.4,63.5,-8.1
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Clint Capela,203991,ATL,C,73,73,45.2,3.5,6.0,58.7,64.1,-5.3
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Jalen Duren,1631105,DET,C,61,60,38.7,3.6,5.8,63.2,64.6,-1.3
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Dejounte Murray,1627749,ATL,G,78,77,44.8,3.7,5.7,65.2,63.1,2.2
2023-24,Regular+Season,DAL,1610612742,Dallas Mavericks,P.J. Washington,1629023,DAL,F,72,72,42.9,3.5,5.7,61.0,63.2,-2.1
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,Paul George,202331,LAC,F,74,72,39.7,3.2,5.6,56.4,62.2,-5.8
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Cade Cunningham,1630595,DET,G,62,61,40.8,3.7,5.6,65.0,62.0,3.1
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Kyle Kuzma,1628398,WAS,F,70,69,44.9,3.5,5.5,63.7,63.9,-0.3
2023-24,Regular+Season,SAS,1610612759,San Antonio Spurs,Jeremy Sochan,1631110,SAS,F,74,74,37.0,3.5,5.5,62.8,63.4,-0.6
2023-24,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Shai Gilgeous-Alexander,1628983,OKC,G,75,75,39.8,3.4,5.5,61.7,62.4,-0.7
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,Pascal Siakam,1627783,IND,F,80,79,39.5,3.4,5.5,62.9,62.9,0.0
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Anfernee Simons,1629014,POR,G,46,46,40.0,3.9,5.4,72.5,63.0,9.5
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Onyeka Okongwu,1630168,ATL,F-C,55,55,41.3,3.2,5.3,59.9,63.1,-3.2
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Jabari Smith Jr.,1631095,HOU,F,76,75,37.7,3.2,5.3,59.4,63.6,-4.3
2023-24,Regular+Season,BOS,1610612738,Boston Celtics,Jrue Holiday,201950,BOS,G,69,68,36.6,3.1,5.3,57.3,63.2,-5.9
2023-24,Regular+Season,NYK,1610612752,New York Knicks,Precious Achiuwa,1630173,NYK,F,74,72,45.1,3.1,5.3,58.9,63.1,-4.2
2023-24,Regular+Season,MEM,1610612763,Memphis Grizzlies,Santi Aldama,1630583,MEM,F-C,61,61,42.7,2.9,5.3,54.2,62.6,-8.4
2023-24,Regular+Season,PHX,1610612756,Phoenix Suns,Grayson Allen,1628960,PHX,G,75,75,34.2,3.3,5.3,62.9,62.8,0.1
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,Keegan Murray,1631099,SAC,F,77,77,41.3,3.1,5.2,58.6,62.8,-4.2
2023-24,Regular+Season,BOS,1610612738,Boston Celtics,Derrick White,1628401,BOS,G,73,73,37.8,3.0,5.2,57.3,62.5,-5.1
2023-24,Regular+Season,UTA,1610612762,Utah Jazz,John Collins,1628381,UTA,F-C,68,66,42.7,3.3,5.2,62.3,63.9,-1.6
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,Coby White,1629632,CHI,G,78,77,34.0,3.7,5.2,70.5,62.9,7.7
2023-24,Regular+Season,TOR,1610612761,Toronto Raptors,Bruce Brown,1628971,TOR,G-F,67,65,42.2,3.5,5.2,66.2,63.0,3.2
2023-24,Regular+Season,MEM,1610612763,Memphis Grizzlies,Vince Williams Jr.,1631246,MEM,G,50,49,43.1,3.0,5.2,57.5,62.0,-4.5
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Trae Young,1629027,ATL,G,54,54,39.4,3.5,5.2,67.4,62.6,4.7
2023-24,Regular+Season,LAL,1610612747,Los Angeles Lakers,Austin Reaves,1630559,LAL,G,82,81,35.3,3.2,5.1,62.7,62.8,-0.1
2023-24,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jonas Valančiūnas,202685,NOP,C,82,81,43.0,3.3,5.1,64.4,64.3,0.1
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,James Harden,201935,LAC,G,72,71,37.7,3.2,5.1,63.8,63.3,0.5
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Tristan Vukcevic,1641774,WAS,F,8,6,46.5,2.6,5.0,52.5,63.1,-10.6
2023-24,Regular+Season,CHA,1610612766,Charlotte Hornets,Miles Bridges,1628970,CHA,F,69,69,35.6,3.3,5.0,65.5,63.5,2.0
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Shaedon Sharpe,1631101,POR,G,32,32,43.4,3.4,5.0,67.5,62.4,5.1
2023-24,Regular+Season,TOR,1610612761,Toronto Raptors,RJ Barrett,1629628,TOR,F-G,58,58,37.8,3.0,5.0,60.7,62.9,-2.3
2023-24,Regular+Season,BKN,1610612751,Brooklyn Nets,Dorian Finney-Smith,1627827,BKN,F,67,65,41.5,2.9,5.0,58.1,62.7,-4.7
2023-24,Regular+Season,MIA,1610612748,Miami Heat,Tyler Herro,1629639,MIA,G,42,42,34.9,3.0,5.0,60.3,62.8,-2.5
2023-24,Regular+Season,DEN,1610612743,Denver Nuggets,Jamal Murray,1627750,DEN,G,58,57,35.1,3.2,5.0,64.0,63.0,1.0
2023-24,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Max Strus,1629622,CLE,G-F,69,68,34.8,2.8,5.0,55.6,62.4,-6.8
2023-24,Regular+Season,BKN,1610612751,Brooklyn Nets,Cam Thomas,1630560,BKN,G,65,63,39.3,3.2,4.9,65.3,63.0,2.4
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,Aaron Nesmith,1630174,IND,G-F,72,72,39.2,2.6,4.9,52.5,63.7,-11.1
2023-24,Regular+Season,CHI,1610612741,Chicago Bulls,DeMar DeRozan,201942,CHI,G-F,78,78,40.3,3.0,4.9,61.4,63.0,-1.6
2023-24,Regular+Season,TOR,1610612761,Toronto Raptors,Kelly Olynyk,203482,TOR,F-C,78,77,42.6,3.2,4.9,65.5,63.6,1.9
2023-24,Regular+Season,TOR,1610612761,Toronto Raptors,Mouhamadou Gueye,1631338,TOR,F,11,11,56.8,2.8,4.9,57.4,61.3,-3.9
2023-24,Regular+Season,NYK,1610612752,New York Knicks,Josh Hart,1628404,NYK,G,81,81,36.4,2.9,4.9,59.7,63.6,-3.9
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507,MIL,F,73,72,39.3,2.6,4.9,53.6,63.0,-9.4
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Paul Reed,1630194,PHI,F,82,81,47.8,3.0,4.9,60.7,63.3,-2.6
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Tobias Harris,202699,PHI,F,70,70,38.9,3.0,4.9,61.8,63.8,-2.1
2023-24,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Bismack Biyombo,202687,OKC,C,38,35,44.7,2.8,4.8,57.6,62.9,-5.3
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Scoot Henderson,1630703,POR,G,62,62,39.2,3.5,4.8,73.6,62.4,11.2
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,Mason Plumlee,203486,LAC,F-C,44,42,48.2,2.8,4.8,58.3,64.5,-6.2
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Buddy Hield,1627741,PHI,G,84,83,41.8,3.0,4.8,61.5,62.1,-0.6
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Marvin Bagley III,1628963,WAS,F,50,49,38.3,2.9,4.8,59.6,63.6,-4.0
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,Kelly Oubre Jr.,1626162,PHI,F-G,68,68,44.1,2.8,4.8,59.2,62.2,-3.0
2023-24,Regular+Season,BOS,1610612738,Boston Celtics,Al Horford,201143,BOS,C-F,65,63,35.6,3.0,4.8,63.3,62.5,0.9
2023-24,Regular+Season,NYK,1610612752,New York Knicks,Mitchell Robinson,1629011,NYK,C-F,31,30,41.2,3.4,4.8,70.3,64.8,5.4
2023-24,Regular+Season,NYK,1610612752,New York Knicks,OG Anunoby,1628384,NYK,F-G,50,50,36.6,2.8,4.8,58.0,63.4,-5.4
2023-24,Regular+Season,UTA,1610612762,Utah Jazz,Darius Bazley,1629647,UTA,F,8,8,49.4,2.4,4.8,50.0,57.0,-7.0
2023-24,Regular+Season,PHX,1610612756,Phoenix Suns,Devin Booker,1626164,PHX,G,68,65,36.8,3.0,4.7,63.4,62.3,1.0
2023-24,Regular+Season,MIA,1610612748,Miami Heat,Bam Adebayo,1628389,MIA,C-F,71,70,33.9,2.8,4.7,58.0,63.7,-5.6
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Fred VanVleet,1627832,HOU,G,73,72,35.6,2.8,4.7,60.3,62.2,-1.8
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,Bogdan Bogdanović,203992,ATL,G,79,77,34.1,2.9,4.7,61.2,62.4,-1.2
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Robert Williams III,1629057,POR,C-F,6,6,37.8,3.2,4.7,67.9,62.7,5.1
2023-24,Regular+Season,HOU,1610612745,Houston Rockets,Dillon Brooks,1628415,HOU,G-F,72,70,33.1,3.0,4.7,63.9,63.2,0.7
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Isaiah Stewart,1630191,DET,F-C,46,46,34.6,2.4,4.7,52.3,64.4,-12.1
2023-24,Regular+Season,ORL,1610612753,Orlando Magic,Wendell Carter Jr.,1628976,ORL,C-F,55,53,38.3,2.8,4.6,59.6,64.2,-4.6
2023-24,Regular+Season,GSW,1610612744,Golden State Warriors,Trayce Jackson-Davis,1631218,GSW,F,67,65,50.0,2.5,4.6,54.5,62.9,-8.3
2023-24,Regular+Season,IND,1610612754,Indiana Pacers,Tyrese Haliburton,1630169,IND,G,69,67,43.7,3.3,4.6,70.5,62.3,8.2
2023-24,Regular+Season,GSW,1610612744,Golden State Warriors,Dario Šarić,203967,GSW,F-C,63,62,45.6,2.6,4.6,56.7,63.3,-6.6
2023-24,Regular+Season,UTA,1610612762,Utah Jazz,Taylor Hendricks,1641707,UTA,F,40,36,46.1,2.8,4.6,60.1,63.0,-2.9
2023-24,Regular+Season,MEM,1610612763,Memphis Grizzlies,Trey Jemison III,1641998,MEM,C,23,23,34.3,3.0,4.6,64.8,65.9,-1.1
2023-24,Regular+Season,WAS,1610612764,Washington Wizards,Bilal Coulibaly,1641731,WAS,G,62,61,43.9,2.8,4.6,60.8,62.0,-1.2
2023-24,Regular+Season,POR,1610612757,Portland Trail Blazers,Duop Reath,1641871,POR,C,68,67,46.1,2.8,4.5,61.5,62.9,-1.4
2023-24,Regular+Season,PHX,1610612756,Phoenix Suns,Kevin Durant,201142,PHX,F,75,74,36.1,2.6,4.5,58.5,63.4,-4.9
2023-24,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kawhi Leonard,202695,LAC,F,68,67,37.1,2.8,4.5,62.9,63.1,-0.2
2023-24,Regular+Season,LAL,1610612747,Los Angeles Lakers,D'Angelo Russell,1626156,LAL,G,76,75,34.1,3.0,4.5,66.5,62.7,3.7
2023-24,Regular+Season,PHI,1610612755,Philadelphia 76ers,De'Anthony Melton,1629001,PHI,G,38,37,40.9,2.8,4.5,62.6,62.6,0.0
2023-24,Regular+Season,SAC,1610612758,Sacramento Kings,De'Aaron Fox,1628368,SAC,G,74,73,33.8,2.9,4.5,64.5,62.8,1.7
2023-24,Regular+Season,GSW,1610612744,Golden State Warriors,Draymond Green,203110,GSW,F,55,54,31.2,2.7,4.5,61.0,63.8,-2.9
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Jaden Ivey,1631093,DET,G,77,76,41.1,2.6,4.5,58.4,62.0,-3.6
2023-24,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Jaden McDaniels,1630183,MIN,F,72,71,36.4,2.4,4.4,55.0,61.8,-6.8
2023-24,Regular+Season,NYK,1610612752,New York Knicks,Julius Randle,203944,NYK,F-C,46,46,31.7,2.7,4.4,61.8,64.3,-2.5
2023-24,Regular+Season,BKN,1610612751,Brooklyn Nets,Mikal Bridges,1628969,BKN,G-F,81,78,38.6,2.7,4.4,60.4,62.5,-2.0
2023-24,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Josh Giddey,1630581,OKC,G,80,80,43.0,2.5,4.4,57.5,61.9,-4.4
2023-24,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jake LaRavia,1631222,MEM,F,34,33,44.8,2.8,4.4,63.3,61.7,1.6
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Killian Hayes,1630165,DET,G,42,41,45.9,3.0,4.4,68.1,61.9,6.2
2023-24,Regular+Season,DET,1610612765,Detroit Pistons,Tosan Evbuomwan,1641787,DET,F,17,16,42.5,2.7,4.3,62.2,63.7,-1.6
2023-24,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Jalen Williams,1631114,OKC,G-F,71,70,43.7,2.3,4.3,53.7,63.2,-9.4
2023-24,Regular+Season,MIL,1610612749,Milwaukee Bucks,Bobby Portis,1626171,MIL,F,82,80,43.5,2.8,4.3,64.7,62.9,1.8
2023-24,Regular+Season,ATL,1610612737,Atlanta Hawks,De'Andre Hunter,1629631,ATL,F-G,57,56,36.4,2.9,4.3,65.7,62.8,2.9
2023-24,Regular+Season,TOR,1610612761,Toronto Raptors,Immanuel Quickley,1630193,TOR,G,68,67,38.1,2.9,4.3,65.5,63.1,2.4
2023-24,Regular+Season,MIA,1610612748,Miami Heat,Terry Rozier,1626179,MIA,G,61,59,34.1,3.1,4.3,70.6,61.9,8.6
2023-24,Regular+Season,SAS,1610612759,San Antonio Spurs,Dominick Barlow,1631230,SAS,F,30,26,49.4,2.7,4.3,63.1,63.2,-0.1
