SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,POINTS,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,EFF_FG_PCT
2025-26,Playoffs,TOR,,14,4,10,5.8,1.4,0.1,50.0,0.0,0.0,0.0,0.0,0.8,55.6,0.0,0.0,0.3,100,60.0,0,0
2025-26,Playoffs,NYK,,38,24,14,20.2,10.1,3.1,46.5,3.8,37.2,1.2,25.7,0.7,55.0,0.0,0.0,0.2,50.0,52.6,0,0
2025-26,Playoffs,PHX,,35,22,13,21.7,9.3,1.4,37.7,4.0,36.1,1.4,30.0,1.4,52.5,0.0,0.0,0.1,33.3,49.5,0,0
2025-26,Playoffs,NOP,,30,5,25,14.0,4.5,0.5,35.7,2.0,35.7,1.5,27.4,0.2,50.0,0.0,0.0,0.1,25.0,40.6,0,0
2025-26,Playoffs,SAS,,15,11,4,6.5,2.7,0.6,44.4,1.2,37.5,0.2,50.0,0.1,100,0.0,0.0,0.0,0.0,61.7,0,0
2025-26,Playoffs,LAC,,17,10,7,14.1,6.3,2.2,46.2,2.1,44.4,0.3,33.3,0.9,100,0.1,100,0.0,0.0,59.6,0,0
2025-26,Playoffs,NOP,,21,7,14,27.1,15.3,3.5,40.4,4.7,35.1,3.5,28.4,0.4,66.7,0.0,0.0,0.1,100,45.9,0,0
2025-26,Playoffs,BOS,,33,22,11,19.3,6.3,0.6,45.0,2.5,47.4,0.0,0.0,1.9,70.0,0.0,0.0,0.0,0.0,65.4,0,0
2025-26,Playoffs,NOP,,35,8,27,22.2,7.9,1.9,47.5,2.8,35.1,2.3,35.0,0.2,100,0.0,0.0,0.3,100,54.2,0,0
2025-26,Playoffs,CHI,,30,15,15,32.8,19.2,7.8,46.4,4.4,40.2,2.7,34.3,1.3,63.0,0.0,0.0,0.6,60.0,53.1,0,0
2025-26,Playoffs,CHA,,15,7,8,16.2,4.9,0.6,50.0,3.6,41.9,0.0,0.0,0.3,100,0.0,0.0,0.0,0.0,60.0,0,0
2025-26,Playoffs,NYK,,28,19,9,30.3,12.3,3.4,54.7,3.4,38.1,2.4,41.8,1.4,80.0,0.0,0.0,0.1,33.3,58.3,0,0
2025-26,Playoffs,BOS,,29,19,10,17.6,6.3,0.3,26.7,3.1,41.7,0.3,50.0,2.0,71.0,0.0,0.0,0.1,100,62.6,0,0
2025-26,Playoffs,HOU,,35,22,13,19.6,5.9,0.6,31.6,2.7,37.6,0.2,50.0,0.7,45.0,0.0,0.0,0.2,25.0,54.7,0,0
2025-26,Playoffs,POR,,12,6,6,33.4,16.7,4.7,46.3,2.3,32.1,7.5,41.5,1.6,77.8,0.3,50.0,0.8,100,53.9,0,0
2025-26,Playoffs,SAS,,38,27,11,28.1,11.1,1.0,44.1,6.4,36.7,0.9,36.1,0.9,76.2,0.0,0.0,0.3,75.0,55.3,0,0
2025-26,Playoffs,CHI,,28,11,17,10.2,3.0,0.1,25.0,1.5,32.6,0.0,0.0,1.1,66.7,0.0,0.0,0.1,50.0,52.7,0,0
2025-26,Playoffs,DEN,,19,13,6,9.5,3.6,1.7,45.8,0.8,22.7,0.3,15.0,0.3,66.7,0.0,0.0,0.2,100,38.3,0,0
2025-26,Playoffs,MIN,,38,24,14,33.4,22.1,7.1,55.3,3.4,33.1,4.3,42.3,3.2,67.1,1.3,50.0,1.5,61.1,54.2,0,0
2025-26,Playoffs,WAS,,35,9,26,17.5,6.7,0.5,30.8,1.8,32.8,0.0,0.0,2.7,67.2,0.0,0.0,0.3,55.6,54.9,0,0
2025-26,Playoffs,PHI,,29,18,11,15.6,5.1,1.1,48.0,3.0,33.0,0.6,36.4,0.3,50.0,0.0,0.0,0.0,0.0,47.5,0,0
2025-26,Playoffs,UTA,,31,10,21,25.8,10.4,0.6,45.5,2.2,43.3,0.1,33.3,4.8,55.9,0.6,42.9,2.3,56.1,54.1,0,0
2025-26,Playoffs,CHA,,14,5,9,15.9,6.0,2.1,32.4,1.9,30.0,1.4,32.0,0.4,75.0,0.0,0.0,0.1,100,41.6,0,0
2025-26,Playoffs,IND,,9,2,7,5.8,2.1,1.3,75.0,0.3,16.7,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9,0,0
2025-26,Playoffs,NYK,,35,22,13,32.5,21.3,6.4,48.6,4.7,34.6,0.9,28.6,4.5,53.5,1.4,51.4,1.6,70.4,52.4,0,0
2025-26,Playoffs,NOP,,27,8,19,12.0,4.8,0.1,50.0,1.1,38.5,0.0,0.0,2.8,83.3,0.1,25.0,0.3,50.0,67.4,0,0
2025-26,Playoffs,MIA,,13,7,6,13.7,4.0,0.6,13.3,2.5,50.0,0.2,14.3,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0,0
2025-26,Playoffs,LAC,,28,13,15,34.0,27.8,7.0,50.0,4.2,40.0,12.0,46.8,2.0,71.0,1.0,55.0,2.0,73.3,56.7,0,0
2025-26,Playoffs,ATL,,33,17,16,12.7,4.3,1.1,45.5,2.3,46.3,1.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7,0,0
2025-26,Playoffs,SAC,,19,4,15,35.9,14.6,4.1,50.7,4.5,34.4,3.4,35.6,1.5,60.0,0.2,50.0,0.6,41.7,47.7,0,0
2025-26,Playoffs,MIA,,36,19,17,25.0,12.1,0.3,44.4,3.7,44.6,0.1,16.7,7.1,64.7,0.2,40.0,0.3,45.5,61.4,0,0
2025-26,Playoffs,SAS,,38,27,11,23.6,13.7,4.3,63.6,3.4,41.3,0.7,52.6,2.8,70.1,0.4,87.5,0.3,62.5,63.9,0,0
2025-26,Playoffs,SAS,,23,17,6,10.3,4.0,0.6,44.4,1.3,30.6,0.1,16.7,1.3,92.9,0.3,100,0.3,66.7,54.6,0,0
2025-26,Playoffs,PHI,,14,9,5,32.3,14.5,4.4,54.5,4.7,34.9,1.2,38.1,2.4,73.7,0.1,50.0,0.3,100,54.7,0,0
2025-26,Playoffs,OKC,,19,14,5,14.2,5.9,0.7,42.9,2.4,41.7,1.1,52.9,1.3,66.7,0.0,0.0,0.1,50.0,62.2,0,0
2025-26,Playoffs,MEM,,37,16,21,21.3,8.4,1.5,36.7,2.9,37.0,2.5,39.2,0.3,57.1,0.0,0.0,0.1,25.0,49.8,0,0
2025-26,Playoffs,SAC,,36,7,29,18.1,5.6,0.4,28.6,2.7,36.4,1.4,31.1,0.3,55.6,0.0,0.0,0.3,50.0,50.3,0,0
2025-26,Playoffs,MIA,,16,8,8,8.5,3.3,0.6,50.0,0.9,26.3,0.1,50.0,1.0,40.0,0.0,0.0,0.1,33.3,43.0,0,0
2025-26,Playoffs,HOU,,33,20,13,36.2,26.2,8.3,56.3,5.8,47.7,10.4,49.4,1.2,84.2,1.4,60.6,1.8,72.2,58.2,0,0
2025-26,Playoffs,CHI,,33,17,16,24.3,11.8,2.4,50.0,4.3,30.9,1.0,31.7,2.0,70.5,0.0,0.0,0.5,81.8,54.5,0,0
2025-26,Playoffs,UTA,,21,6,15,17.0,6.9,0.2,33.3,4.2,39.5,0.4,25.0,1.3,45.8,0.0,0.0,0.1,100,53.0,0,0
2025-26,Playoffs,NYK,,10,4,6,8.6,2.8,0.6,100,1.5,45.5,0.3,25.0,0.2,25.0,0.0,0.0,0.0,0.0,56.5,0,0
2025-26,Playoffs,MIL,,19,10,9,34.5,18.6,7.1,48.0,3.3,48.8,5.7,41.6,0.8,77.8,0.1,100,0.2,50.0,54.1,0,0
2025-26,Playoffs,NOP,,16,2,14,14.2,2.6,0.0,0.0,0.2,10.0,0.1,16.7,2.0,58.3,0.0,0.0,0.3,33.3,41.1,0,0
2025-26,Playoffs,UTA,,36,12,24,34.3,23.7,7.8,45.3,4.9,45.2,5.9,33.6,0.7,78.6,0.0,0.0,0.7,83.3,52.5,0,0
2025-26,Playoffs,PHX,,17,10,7,4.6,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.9,63.6,0.0,0.0,0.1,100,42.1,0,0
2025-26,Playoffs,WAS,,25,9,16,24.2,9.6,2.3,56.8,1.9,32.1,3.7,46.2,0.8,43.8,1.2,53.8,0.1,50.0,48.8,0,0
2025-26,Playoffs,DAL,,35,11,24,21.8,10.9,0.7,38.2,6.6,35.4,2.7,34.9,0.3,50.0,0.0,0.0,0.1,25.0,49.2,0,0
2025-26,Playoffs,LAC,,25,8,17,9.8,3.1,0.6,66.7,1.1,25.0,0.1,14.3,0.5,57.1,0.0,0.0,0.1,0.0,44.1,0,0
2025-26,Playoffs,LAC,,30,13,17,19.6,6.1,1.7,48.8,2.6,37.1,1.1,45.9,0.4,71.4,0.0,0.0,0.1,33.3,52.7,0,0
2025-26,Playoffs,PHX,,2,1,1,3.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0,0
2025-26,Playoffs,CHA,,38,14,24,32.5,19.1,5.0,56.0,8.3,42.2,4.3,48.9,0.8,70.6,0.1,0.0,0.5,75.0,60.4,0,0
2025-26,Playoffs,LAC,,38,15,23,27.3,8.2,1.9,58.0,3.6,39.3,0.3,27.8,1.3,69.7,0.0,0.0,0.5,56.3,58.5,0,0
2025-26,Playoffs,POR,,34,14,20,25.7,6.1,1.6,59.0,1.8,27.0,0.0,0.0,1.6,55.6,0.0,0.0,0.2,66.7,50.3,0,0
2025-26,Playoffs,ATL,,17,9,8,24.3,17.1,0.9,33.3,5.8,36.6,2.5,45.7,5.1,65.1,3.2,55.3,2.1,44.4,53.1,0,0
2025-26,Playoffs,UTA,,11,2,9,19.5,8.1,3.8,47.1,0.2,50.0,0.8,44.4,2.5,75.0,0.4,100,0.9,66.7,51.4,0,0
2025-26,Playoffs,UTA,,36,12,24,22.0,9.1,2.2,48.4,2.4,29.9,0.3,41.7,2.3,58.3,0.2,37.5,1.0,64.0,50.4,0,0
2025-26,Playoffs,MIL,,35,17,18,26.0,13.0,3.4,52.5,2.4,34.1,0.9,38.7,2.4,69.0,0.1,50.0,0.8,47.6,56.5,0,0
2025-26,Playoffs,PHI,,5,3,2,8.5,1.2,0.0,0.0,1.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0
2025-26,Playoffs,WAS,,28,5,23,31.5,15.0,4.5,50.5,4.7,46.8,4.3,38.8,0.6,72.7,0.2,40.0,0.2,100,56.3,0,0
2025-26,Playoffs,CHA,,29,11,18,27.7,19.9,6.8,43.1,6.1,41.4,5.4,31.2,0.8,78.6,0.1,100,0.2,100,51.4,0,0
2025-26,Playoffs,CHI,,8,1,7,8.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,0.0,0.3,50.0,22.2,0,0
2025-26,Playoffs,NYK,,15,9,6,20.9,9.3,1.1,43.8,4.3,43.1,1.9,45.8,0.3,66.7,0.0,0.0,0.2,100,60.2,0,0
2025-26,Playoffs,CLE,,16,10,6,15.0,3.6,0.1,50.0,1.9,27.8,0.1,100,1.0,36.4,0.0,0.0,0.0,0.0,43.1,0,0
2025-26,Playoffs,UTA,,31,12,19,35.8,27.8,4.7,46.9,8.6,37.9,2.1,32.3,6.4,65.9,0.8,52.9,2.2,64.1,55.5,0,0
2025-26,Playoffs,LAL,,19,12,7,33.3,21.9,5.4,51.9,2.2,27.5,5.8,42.6,2.7,63.6,1.3,58.8,1.9,52.2,56.1,0,0
2025-26,Playoffs,MIN,,15,9,6,4.8,2.5,0.4,50.0,0.2,11.1,0.0,0.0,0.9,87.5,0.1,100,0.1,0.0,56.9,0,0
2025-26,Playoffs,CHA,,27,9,18,12.4,4.3,1.0,42.9,2.2,36.4,0.3,50.0,0.1,66.7,0.0,0.0,0.1,100,52.3,0,0
2025-26,Playoffs,SAS,,21,15,6,6.5,2.0,0.1,50.0,1.4,37.0,0.6,45.5,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0,0
2025-26,Playoffs,CLE,,27,13,14,22.4,5.0,0.4,44.4,2.2,23.3,1.6,36.6,0.5,71.4,0.0,0.0,0.1,33.3,41.2,0,0
2025-26,Playoffs,OKC,,30,24,6,27.2,8.4,0.9,37.5,5.5,32.7,0.8,54.5,0.5,88.9,0.0,0.0,0.3,100,50.7,0,0
2025-26,Playoffs,LAL,,29,19,10,36.5,33.3,11.9,61.3,2.8,32.5,14.7,42.5,0.9,57.1,1.8,52.9,0.9,78.6,53.1,0,0
2025-26,Playoffs,BOS,,30,19,11,16.3,7.5,0.1,50.0,2.4,53.1,0.0,0.0,4.0,65.7,0.1,0.0,1.1,86.7,69.3,0,0
2025-26,Playoffs,ATL,,35,17,18,20.5,7.5,1.0,51.9,4.1,49.0,1.5,58.5,0.3,55.6,0.0,0.0,0.1,100,65.1,0,0
2025-26,Playoffs,SAS,,30,22,8,24.8,8.3,0.1,100,0.1,50.0,0.0,0.0,6.7,64.8,0.1,33.3,0.8,80.0,66.7,0,0
2025-26,Playoffs,CLE,,12,6,6,8.6,2.3,0.8,30.8,0.3,6.3,0.0,0.0,0.5,50.0,0.0,0.0,0.3,0.0,26.4,0,0
2025-26,Playoffs,IND,,3,0,3,11.3,6.3,2.3,60.0,1.0,12.5,1.0,33.3,1.3,100,0.0,0.0,1.3,100,44.4,0,0
2025-26,Playoffs,WAS,,21,5,16,9.9,4.1,1.8,40.0,0.7,31.3,0.4,27.3,0.6,100,0.0,0.0,0.2,100,49.2,0,0
2025-26,Playoffs,SAC,,30,7,23,21.5,11.3,2.8,33.7,2.9,37.7,4.0,42.2,0.4,54.5,0.0,0.0,0.2,75.0,51.6,0,0
2025-26,Playoffs,DET,,10,7,3,8.8,5.2,0.6,66.7,1.7,50.0,1.8,37.5,0.0,0.0,0.0,0.0,0.2,100,66.2,0,0
2025-26,Playoffs,LAL,,27,17,10,28.3,9.4,2.2,61.5,4.2,29.9,1.3,41.2,0.6,66.7,0.2,66.7,0.1,33.3,49.8,0,0
2025-26,Playoffs,MIL,,7,1,6,3.7,3.1,0.9,40.0,1.3,75.0,0.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,61.5,0,0
2025-26,Playoffs,PHX,,33,21,12,23.8,12.3,0.3,42.9,0.4,46.2,0.1,50.0,8.9,68.2,0.3,40.0,2.8,72.7,65.9,0,0
2025-26,Playoffs,WAS,,31,9,22,19.3,10.0,1.2,42.9,0.8,45.0,0.1,25.0,5.9,70.8,0.3,40.0,1.3,70.0,63.9,0,0
2025-26,Playoffs,CHA,,14,6,8,8.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.4,77.8,0.1,100,0.1,50.0,75.0,0,0
2025-26,Playoffs,CHI,,38,18,20,27.7,14.9,4.1,49.6,4.3,33.1,1.2,43.2,2.2,70.6,0.0,0.0,0.7,71.4,56.4,0,0
2025-26,Playoffs,POR,,4,2,2,12.2,5.0,0.5,0.0,2.3,60.0,0.8,100,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0,0
2025-26,Playoffs,DAL,,36,13,23,28.8,12.2,2.3,45.7,5.8,49.0,2.1,40.8,0.4,54.5,0.0,0.0,0.2,80.0,61.9,0,0
2025-26,Playoffs,LAL,,18,8,10,11.5,1.7,0.6,60.0,0.6,23.5,0.1,25.0,0.4,25.0,0.0,0.0,0.2,100,32.8,0,0
2025-26,Playoffs,SAC,,30,7,23,23.4,10.4,0.3,28.6,2.0,53.1,0.0,0.0,6.8,61.1,0.5,42.9,2.4,55.9,57.2,0,0
2025-26,Playoffs,NOP,,34,6,28,15.6,4.7,1.1,39.0,1.2,25.0,0.6,39.1,1.3,54.1,0.0,0.0,0.1,25.0,44.3,0,0
2025-26,Playoffs,IND,,9,2,7,18.4,8.8,0.0,0.0,4.7,45.2,0.0,0.0,2.6,87.5,1.2,100,0.2,0.0,69.8,0,0
2025-26,Playoffs,BKN,,29,11,18,33.1,25.9,3.7,54.7,8.8,41.6,5.4,38.3,4.8,76.7,0.3,80.0,1.3,75.0,58.9,0,0
2025-26,Playoffs,NYK,,38,24,14,34.9,15.9,2.8,44.7,6.6,41.3,3.4,45.2,2.1,75.0,0.1,40.0,0.9,77.3,59.9,0,0
2025-26,Playoffs,MIN,,32,21,11,18.7,5.0,0.7,36.4,2.3,38.7,1.2,31.3,0.0,0.0,0.0,0.0,0.0,0.0,48.1,0,0
2025-26,Playoffs,CHA,,38,14,24,33.4,19.7,7.3,48.1,5.7,38.0,1.9,24.8,2.3,71.4,0.5,44.4,0.4,50.0,52.0,0,0
2025-26,Playoffs,DAL,,3,1,2,8.7,2.3,0.0,0.0,1.7,40.0,0.0,0.0,0.7,100,0.0,0.0,0.0,0.0,58.3,0,0
2025-26,Playoffs,NYK,,27,18,9,27.5,12.9,1.0,27.5,6.2,43.1,4.1,44.8,0.6,70.0,0.0,0.0,0.4,80.0,60.6,0,0
2025-26,Playoffs,NYK,,26,16,10,19.2,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.2,67.6,0.0,0.0,0.1,50.0,65.8,0,0
2025-26,Playoffs,TOR,,2,2,0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2025-26,Playoffs,NYK,,30,18,12,5.1,1.9,0.1,11.1,1.0,37.0,0.4,57.1,0.2,50.0,0.1,100,0.1,100,50.9,0,0
2025-26,Playoffs,IND,,6,0,6,10.8,3.0,0.5,25.0,0.5,16.7,0.8,50.0,0.7,100,0.0,0.0,0.3,50.0,40.0,0,0
2025-26,Playoffs,GSW,,37,19,18,24.6,10.4,1.8,44.4,5.9,39.4,0.8,24.0,1.0,59.3,0.0,0.0,0.3,83.3,52.7,0,0
2025-26,Playoffs,ATL,,38,18,20,15.6,4.7,0.3,41.7,1.3,23.9,0.2,30.0,2.2,62.7,0.0,0.0,0.3,42.9,50.6,0,0
2025-26,Playoffs,DAL,,21,5,16,10.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,60.0,0.1,50.0,0.0,0.0,61.0,0,0
2025-26,Playoffs,CHA,,36,13,23,24.0,8.0,0.7,53.3,0.1,66.7,0.0,0.0,5.1,61.9,0.1,100,1.2,48.5,62.1,0,0
2025-26,Playoffs,MIL,,37,17,20,28.5,12.0,1.2,42.9,6.9,41.9,0.6,22.2,2.3,53.7,0.3,25.0,0.9,52.6,52.9,0,0
2025-26,Playoffs,MIA,,12,7,5,5.5,2.3,0.5,60.0,1.0,33.3,0.0,0.0,0.3,25.0,0.0,0.0,0.0,0.0,46.2,0,0
2025-26,Playoffs,ATL,,4,3,1,3.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0
2025-26,Playoffs,CLE,,28,17,11,15.5,6.2,0.4,33.3,1.3,23.5,0.1,50.0,3.0,63.2,0.0,0.0,0.3,44.4,52.1,0,0
2025-26,Playoffs,DAL,,38,14,24,28.4,13.3,4.8,60.0,2.4,30.4,1.6,49.2,1.5,72.7,0.1,50.0,0.8,63.2,58.0,0,0
2025-26,Playoffs,MIN,,38,24,14,26.4,14.6,2.9,55.3,6.9,41.0,1.4,34.8,1.6,65.9,0.9,75.0,0.4,50.0,57.0,0,0
2025-26,Playoffs,BOS,,36,22,14,24.6,10.0,0.6,45.5,0.2,33.3,0.0,0.0,8.2,70.5,0.0,0.0,1.5,69.4,65.1,0,0
2025-26,Playoffs,BKN,,33,10,23,29.9,13.3,4.8,53.2,0.4,23.8,0.2,33.3,6.7,68.3,0.1,25.0,1.9,58.1,58.7,0,0
2025-26,Playoffs,PHX,,27,15,12,9.4,3.3,0.2,50.0,0.3,66.7,0.1,33.3,2.1,48.1,0.1,33.3,0.9,50.0,49.3,0,0
2025-26,Playoffs,LAL,,18,10,8,15.6,7.0,2.1,46.2,2.4,42.9,3.0,37.7,0.2,40.0,0.0,0.0,0.2,66.7,52.2,0,0
2025-26,Playoffs,ATL,,38,17,21,32.9,20.5,5.6,50.6,7.9,42.5,3.2,34.0,1.4,75.9,0.0,0.0,0.4,70.0,53.6,0,0
2025-26,Playoffs,LAC,,37,15,22,20.6,4.8,0.0,0.0,4.3,40.6,0.2,37.5,0.0,0.0,0.0,0.0,0.1,50.0,59.8,0,0
2025-26,Playoffs,PHX,,22,11,11,8.0,1.4,0.5,45.5,0.4,20.0,0.5,35.7,0.4,57.1,0.1,100,0.2,25.0,35.7,0,0
2025-26,Playoffs,DEN,,32,22,10,34.6,29.6,3.5,68.2,6.6,50.3,2.7,46.3,8.8,71.8,5.2,62.9,5.3,69.0,66.5,0,0
2025-26,Playoffs,MIA,,26,14,12,20.3,9.1,1.5,36.8,3.2,27.5,0.5,29.4,0.5,44.4,0.3,60.0,0.4,100,45.8,0,0
2025-26,Playoffs,CHI,,37,18,19,30.5,16.5,1.4,53.5,7.5,44.3,1.0,48.6,4.9,57.6,1.2,40.0,2.3,51.3,57.0,0,0
2025-26,Playoffs,SAC,,34,7,27,18.7,5.5,1.1,36.8,1.2,25.5,1.6,41.2,1.0,75.0,0.0,0.0,0.3,62.5,48.0,0,0
2025-26,Playoffs,CHI,,2,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2025-26,Playoffs,BKN,,35,11,24,28.4,13.1,3.8,50.6,5.9,33.0,0.7,27.3,0.7,55.0,0.1,100,0.2,50.0,49.9,0,0
2025-26,Playoffs,ORL,,24,11,13,13.0,4.6,1.1,36.7,1.5,42.9,0.5,36.4,1.0,50.0,0.1,100,0.0,0.0,52.7,0,0
2025-26,Playoffs,BKN,,15,5,10,15.7,4.3,1.7,37.0,1.6,32.0,0.7,23.5,0.0,0.0,0.0,0.0,0.0,0.0,41.3,0,0
2025-26,Playoffs,MIA,,31,17,14,30.8,24.0,7.9,52.6,6.3,46.2,5.6,42.7,0.5,100,0.1,50.0,0.4,50.0,57.7,0,0
2025-26,Playoffs,NYK,,28,18,10,32.6,15.3,3.4,47.1,5.4,36.7,1.1,23.1,2.2,68.4,0.1,25.0,0.5,54.5,53.9,0,0
2025-26,Playoffs,IND,,3,0,3,27.4,14.0,3.7,40.0,4.3,31.3,0.7,20.0,4.7,77.8,0.0,0.0,0.7,50.0,45.8,0,0
2025-26,Playoffs,TOR,,30,17,13,15.8,4.2,0.8,50.0,0.6,15.0,0.2,75.0,1.5,60.0,0.0,0.0,0.1,33.3,44.7,0,0
2025-26,Playoffs,MEM,,20,9,11,11.3,4.8,1.4,52.6,0.9,31.6,0.3,28.6,0.6,44.4,0.1,0.0,0.4,50.0,53.9,0,0
2025-26,Playoffs,ATL,,38,17,21,31.8,16.2,3.2,49.4,5.8,37.2,0.5,34.6,5.2,65.9,0.6,41.7,1.5,61.0,56.1,0,0
2025-26,Playoffs,ORL,,4,2,2,6.2,1.8,0.0,0.0,0.8,50.0,0.0,0.0,1.0,66.7,0.0,0.0,0.0,0.0,70.0,0,0
2025-26,Playoffs,UTA,,1,0,1,14.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.3,25.0,0,0
2025-26,Playoffs,PHX,,38,23,15,19.6,5.2,0.8,38.7,0.2,36.4,0.1,66.7,2.7,64.8,0.1,50.0,1.0,52.8,61.5,0,0
2025-26,Playoffs,OKC,,18,17,1,12.2,4.3,0.8,46.2,1.5,39.1,1.7,57.1,0.2,50.0,0.0,0.0,0.1,50.0,57.3,0,0
2025-26,Playoffs,DAL,,30,9,21,31.4,14.7,4.3,47.2,3.9,33.9,0.9,32.5,3.2,65.1,0.5,60.0,1.5,62.5,51.5,0,0
2025-26,Playoffs,CHA,,15,5,10,10.3,4.6,0.1,100,0.6,42.9,0.0,0.0,3.0,55.9,0.0,0.0,0.7,80.0,62.5,0,0
2025-26,Playoffs,NYK,,14,9,5,3.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100,0.0,0.0,0.1,100,12.5,0,0
2025-26,Playoffs,ORL,,29,14,15,33.5,20.8,9.0,46.7,2.7,40.6,3.1,29.1,2.5,74.4,0.9,52.9,1.3,70.8,48.3,0,0
2025-26,Playoffs,IND,,38,8,30,33.8,23.6,9.1,57.0,4.1,34.2,5.7,43.6,2.2,64.4,1.4,45.2,1.3,41.9,52.6,0,0
2025-26,Playoffs,CHA,,17,6,11,7.7,3.2,0.8,62.5,1.6,37.5,0.3,66.7,0.0,0.0,0.0,0.0,0.2,100,63.2,0,0
2025-26,Playoffs,GSW,,25,14,11,15.1,6.1,2.2,42.4,1.3,39.3,1.6,32.1,0.6,47.1,0.0,0.0,0.4,60.0,46.2,0,0
2025-26,Playoffs,CHI,,36,16,20,18.5,6.5,1.5,36.7,2.9,36.5,1.6,49.0,0.5,38.9,0.1,25.0,0.1,25.0,47.7,0,0
2025-26,Playoffs,PHI,,20,12,8,29.9,16.0,3.2,44.2,6.0,40.2,4.0,33.3,0.8,55.6,0.4,30.0,0.7,66.7,50.6,0,0
2025-26,Playoffs,DET,,29,20,9,12.0,5.6,0.7,58.8,1.0,37.9,0.3,57.1,2.4,58.2,0.0,0.0,1.3,62.1,61.7,0,0
2025-26,Playoffs,BOS,,38,24,14,32.7,16.8,6.3,58.2,4.8,34.3,6.8,45.7,0.6,76.9,0.0,0.0,0.4,85.7,53.9,0,0
2025-26,Playoffs,MIA,,28,17,11,21.9,9.3,2.5,42.3,3.0,36.8,0.3,25.0,1.3,62.5,0.0,0.0,0.2,75.0,54.4,0,0
2025-26,Playoffs,MIL,,9,2,7,3.5,2.0,0.0,0.0,1.3,44.4,0.0,0.0,0.4,66.7,0.0,0.0,0.2,50.0,64.3,0,0
2025-26,Playoffs,DEN,,36,24,12,28.8,13.0,2.1,42.2,3.5,42.9,1.1,34.0,2.6,53.6,0.0,0.0,1.3,69.0,58.0,0,0
2025-26,Playoffs,SAC,,31,6,25,19.3,7.0,1.1,40.5,1.0,32.3,0.1,20.0,3.0,56.5,0.1,50.0,1.1,59.3,51.4,0,0
2025-26,Playoffs,PHI,,34,20,14,32.3,14.5,3.4,47.3,5.0,39.3,2.0,27.3,0.7,78.6,0.1,100,0.4,75.0,54.3,0,0
2025-26,Playoffs,IND,,16,3,13,15.7,6.9,2.3,41.7,1.6,47.4,0.3,12.5,0.5,75.0,0.0,0.0,0.0,0.0,50.0,0,0
2025-26,Playoffs,GSW,,39,21,18,18.2,8.1,0.4,42.1,4.4,34.7,0.7,44.0,1.8,71.4,0.2,80.0,0.3,40.0,55.0,0,0
2025-26,Playoffs,TOR,,23,16,7,30.4,19.6,5.9,54.6,5.7,37.3,1.0,29.7,3.0,75.0,0.3,40.0,0.7,50.0,56.0,0,0
2025-26,Playoffs,PHX,,22,14,8,6.9,2.7,0.2,28.6,1.1,23.5,0.0,0.0,0.6,62.5,0.0,0.0,0.1,50.0,42.6,0,0
2025-26,Playoffs,ATL,,14,2,12,12.3,4.6,1.3,28.0,1.7,26.7,1.0,23.8,0.0,0.0,0.0,0.0,0.1,50.0,38.9,0,0
2025-26,Playoffs,POR,,32,18,14,10.6,2.2,0.4,33.3,0.7,20.0,0.5,50.0,0.4,58.3,0.0,0.0,0.0,0.0,39.8,0,0
2025-26,Playoffs,HOU,,35,22,13,25.8,13.3,2.8,53.0,5.4,40.6,4.4,42.4,0.1,33.3,0.0,0.0,0.3,50.0,56.1,0,0
2025-26,Playoffs,SAS,,3,2,1,2.8,3.0,0.0,0.0,1.0,50.0,0.0,0.0,1.3,100,0.0,0.0,0.0,0.0,75.0,0,0
