SEASON,SEASON_TYPE,TEAM_ABB,MATCHUP,GDATE,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2021-22,regular-season,-,04/10/2022,W,48,12,12,17,48,18,15,14,42,0
2021-22,regular-season,-,04/10/2022,W,48,12,24,15,68,14,26,22,42,0
2021-22,regular-season,-,04/10/2022,W,48,27,8,19,82,16,19,12,46,0
2021-22,regular-season,-,04/10/2022,W,48,16,17,14,40,15,8,13,46,0
2021-22,regular-season,-,04/10/2022,W,48,13,16,8,40,23,19,26,46,0
2021-22,regular-season,-,04/10/2022,W,48,19,6,4,44,15,24,9,48,0
2021-22,regular-season,-,04/10/2022,W,48,17,15,27,64,13,10,11,48,0
2021-22,regular-season,-,04/10/2022,W,48,10,19,18,74,27,20,26,48,0
2021-22,regular-season,-,04/10/2022,W,48,15,16,23,50,8,14,9,50,0
2021-22,regular-season,-,04/10/2022,W,48,18,11,14,48,21,10,19,52,0
2021-22,regular-season,-,04/10/2022,W,53,16,16,21,52,21,8,21,54,0
2021-22,regular-season,-,04/10/2022,W,48,13,14,29,58,25,16,20,56,0
2021-22,regular-season,-,04/10/2022,W,48,14,20,15,56,28,16,16,64,0
2021-22,regular-season,-,04/10/2022,L,48,15,13,19,34,12,13,11,36,0
2021-22,regular-season,-,04/10/2022,L,48,23,19,26,46,13,16,8,40,0
2021-22,regular-season,-,04/10/2022,L,48,15,8,13,46,16,17,14,40,0
2021-22,regular-season,-,04/10/2022,L,48,15,24,9,48,19,6,4,44,0
2021-22,regular-season,-,04/10/2022,L,48,21,10,19,52,18,11,14,48,0
2021-22,regular-season,-,04/10/2022,L,48,18,15,14,42,12,12,17,48,0
2021-22,regular-season,-,04/10/2022,L,48,8,14,9,50,15,16,23,50,0
2021-22,regular-season,-,04/10/2022,L,48,15,4,14,36,17,26,18,52,0
2021-22,regular-season,-,04/10/2022,L,53,21,8,21,54,16,16,21,52,0
2021-22,regular-season,-,04/10/2022,L,48,28,16,16,64,14,20,15,56,0
2021-22,regular-season,-,04/10/2022,L,48,25,16,20,56,13,14,29,58,0
2021-22,regular-season,-,04/10/2022,L,48,13,10,11,48,17,15,27,64,0
2021-22,regular-season,-,04/10/2022,L,48,14,26,22,42,12,24,15,68,0
2021-22,regular-season,-,04/10/2022,L,48,27,20,26,48,10,19,18,74,0
2021-22,regular-season,-,04/10/2022,L,48,16,19,12,46,27,8,19,82,0
2021-22,regular-season,-,04/09/2022,W,48,7,18,6,46,16,7,11,34,0
2021-22,regular-season,-,04/09/2022,W,48,11,10,12,34,18,8,9,46,0
2021-22,regular-season,-,04/09/2022,W,48,18,23,11,64,19,14,20,50,0
2021-22,regular-season,-,04/09/2022,W,48,25,18,24,68,21,17,12,56,0
2021-22,regular-season,-,04/09/2022,L,48,18,8,9,46,11,10,12,34,0
2021-22,regular-season,-,04/09/2022,L,48,16,7,11,34,7,18,6,46,0
2021-22,regular-season,-,04/09/2022,L,48,19,14,20,50,18,23,11,64,0
2021-22,regular-season,-,04/09/2022,L,48,21,17,12,56,25,18,24,68,0
2021-22,regular-season,-,04/08/2022,W,48,33,15,14,38,7,0,10,38,0
2021-22,regular-season,-,04/08/2022,W,48,14,17,2,72,11,7,18,38,0
2021-22,regular-season,-,04/08/2022,W,48,16,9,15,48,22,20,12,42,0
2021-22,regular-season,-,04/08/2022,W,48,9,9,13,56,15,18,14,42,0
2021-22,regular-season,-,04/08/2022,W,48,24,20,14,42,14,5,7,44,0
2021-22,regular-season,-,04/08/2022,W,48,18,14,23,62,17,5,17,48,0
2021-22,regular-season,-,04/08/2022,W,48,15,25,10,44,9,6,8,60,0
2021-22,regular-season,-,04/08/2022,W,48,17,12,21,58,11,13,5,64,0
2021-22,regular-season,-,04/08/2022,W,48,23,17,22,66,13,8,21,64,0
2021-22,regular-season,-,04/08/2022,L,48,7,0,10,38,33,15,14,38,0
2021-22,regular-season,-,04/08/2022,L,48,14,5,7,44,24,20,14,42,0
2021-22,regular-season,-,04/08/2022,L,48,9,6,8,60,15,25,10,44,0
2021-22,playoffs,-,06/16/2022,W,48,20,21,13,32,27,13,12,38,0
2021-22,playoffs,-,06/16/2022,L,48,27,13,12,38,20,21,13,32,0
2021-22,playoffs,-,06/13/2022,W,48,22,7,12,50,9,16,8,36,0
2021-22,playoffs,-,06/13/2022,L,48,9,16,8,36,22,7,12,50,0
2021-22,playoffs,-,06/10/2022,W,48,19,19,8,38,17,12,14,32,0
2021-22,playoffs,-,06/10/2022,L,48,17,12,14,32,19,19,8,38,0
2021-22,playoffs,-,06/08/2022,W,48,17,22,4,52,19,11,18,26,0
2021-22,playoffs,-,06/08/2022,L,48,19,11,18,26,17,22,4,52,0
2021-22,playoffs,-,06/05/2022,W,48,33,6,12,40,15,6,13,24,0
2021-22,playoffs,-,06/05/2022,L,48,15,6,13,24,33,6,12,40,0
2021-22,playoffs,-,06/02/2022,W,48,21,15,12,34,10,26,11,26,0
2021-22,playoffs,-,06/02/2022,L,48,10,26,11,26,21,15,12,34,0
2021-22,playoffs,-,05/29/2022,W,48,14,8,20,46,13,9,13,56,0
2021-22,playoffs,-,05/29/2022,L,48,13,9,13,56,14,8,20,46,0
2021-22,playoffs,-,05/27/2022,W,48,22,8,13,34,23,11,14,38,0
2021-22,playoffs,-,05/27/2022,L,48,23,11,14,38,22,8,13,34,0
2021-22,playoffs,-,05/26/2022,W,48,16,17,10,50,7,12,9,32,0
2021-22,playoffs,-,05/26/2022,L,48,7,12,9,32,16,17,10,50,0
2021-22,playoffs,-,05/25/2022,W,48,14,4,13,36,17,24,5,40,0
2021-22,playoffs,-,05/25/2022,L,48,17,24,5,40,14,4,13,36,0
2021-22,playoffs,-,05/24/2022,W,48,9,3,10,36,6,9,11,44,0
2021-22,playoffs,-,05/24/2022,L,48,6,9,11,44,9,3,10,36,0
2021-22,playoffs,-,05/23/2022,W,48,13,10,9,38,7,7,12,28,0
2021-22,playoffs,-,05/23/2022,L,48,7,7,12,28,13,10,9,38,0
2021-22,playoffs,-,05/22/2022,W,48,8,18,5,46,10,4,5,34,0
2021-22,playoffs,-,05/22/2022,L,48,10,4,5,34,8,18,5,46,0
2021-22,playoffs,-,05/21/2022,W,48,33,15,15,48,9,21,8,34,0
2021-22,playoffs,-,05/21/2022,L,48,9,21,8,34,33,15,15,48,0
2021-22,playoffs,-,05/20/2022,W,48,11,14,13,62,11,13,10,30,0
2021-22,playoffs,-,05/20/2022,L,48,11,13,10,30,11,14,13,62,0
2021-22,playoffs,-,05/19/2022,W,48,20,11,12,30,9,12,8,42,0
2021-22,playoffs,-,05/19/2022,L,48,9,12,8,42,20,11,12,30,0
2021-22,playoffs,-,05/18/2022,W,48,15,14,18,44,18,8,7,32,0
2021-22,playoffs,-,05/18/2022,L,48,18,8,7,32,15,14,18,44,0
2021-22,playoffs,-,05/17/2022,W,48,19,11,13,40,17,17,19,48,0
2021-22,playoffs,-,05/17/2022,L,48,17,17,19,48,19,11,13,40,0
2021-22,playoffs,-,05/15/2022,W,48,15,0,3,40,13,23,9,38,0
2021-22,playoffs,-,05/15/2022,W,48,11,11,8,26,18,12,17,48,0
2021-22,playoffs,-,05/15/2022,L,48,18,12,17,48,11,11,8,26,0
2021-22,playoffs,-,05/15/2022,L,48,13,23,9,38,15,0,3,40,0
2021-22,playoffs,-,05/13/2022,W,48,7,21,23,36,18,12,15,34,0
2021-22,playoffs,-,05/13/2022,W,48,8,10,6,34,10,12,15,48,0
2021-22,playoffs,-,05/13/2022,L,48,10,12,15,48,8,10,6,34,0
2021-22,playoffs,-,05/13/2022,L,48,18,12,15,34,7,21,23,36,0
2021-22,playoffs,-,05/12/2022,W,48,29,8,21,34,6,11,8,44,0
2021-22,playoffs,-,05/12/2022,W,48,22,17,13,62,13,9,11,48,0
2021-22,playoffs,-,05/12/2022,L,48,6,11,8,44,29,8,21,34,0
2021-22,playoffs,-,05/12/2022,L,48,13,9,11,48,22,17,13,62,0
2021-22,playoffs,-,05/11/2022,W,48,29,24,16,50,10,5,9,36,0
2021-22,playoffs,-,05/11/2022,W,48,16,20,7,44,13,13,15,50,0
2021-22,all-star,-,02/20/2022,W,48,23,12,33,68,17,15,30,84,0
2021-22,all-star,-,02/20/2022,L,48,17,15,30,84,23,12,33,68,0
2021-22,all-star,-,02/18/2022,W,1,0,0,3,10,0,0,0,4,0
2021-22,all-star,-,02/18/2022,W,1,0,0,6,36,0,0,3,22,0
2021-22,all-star,-,02/18/2022,W,1,0,0,2,32,0,0,3,22,0
2021-22,all-star,-,02/18/2022,L,1,0,0,0,4,0,0,3,10,0
2021-22,all-star,-,02/18/2022,L,1,0,0,3,22,0,0,2,32,0
2021-22,all-star,-,02/18/2022,L,1,0,0,3,22,0,0,6,36,0
2021-22,play-in,-,04/15/2022,W,48,18,13,4,44,14,10,8,38,0
2021-22,play-in,-,04/15/2022,W,48,3,20,8,50,7,13,7,42,0
2021-22,play-in,-,04/15/2022,L,48,14,10,8,38,18,13,4,44,0
2021-22,play-in,-,04/15/2022,L,48,7,13,7,42,3,20,8,50,0
2021-22,play-in,-,04/13/2022,W,48,9,12,6,56,19,13,13,38,0
2021-22,play-in,-,04/13/2022,W,48,22,19,6,54,8,7,11,40,0
2021-22,play-in,-,04/13/2022,L,48,8,7,11,40,22,19,6,54,0
2021-22,play-in,-,04/13/2022,L,48,19,13,13,38,9,12,6,56,0
2021-22,play-in,-,04/12/2022,W,48,12,14,12,36,17,8,8,24,0
2021-22,play-in,-,04/12/2022,W,48,24,10,14,50,10,20,11,60,0
2021-22,play-in,-,04/12/2022,L,48,17,8,8,24,12,14,12,36,0
2021-22,play-in,-,04/12/2022,L,48,10,20,11,60,24,10,14,50,0
2022-23,pre-season,-,10/14/2022,W,48,30,16,7,44,1,6,9,32,0
2022-23,pre-season,-,10/14/2022,W,48,19,26,7,58,14,7,13,36,0
2022-23,pre-season,-,10/14/2022,W,48,12,21,4,42,16,7,15,40,0
2022-23,pre-season,-,10/14/2022,W,53,26,18,18,68,19,22,16,40,0
2022-23,pre-season,-,10/14/2022,W,48,18,15,20,58,10,8,10,42,0
2022-23,pre-season,-,10/14/2022,W,48,22,9,14,32,14,7,21,42,0
2022-23,pre-season,-,10/14/2022,W,48,21,10,13,52,21,17,9,48,0
2022-23,pre-season,-,10/14/2022,W,48,11,12,10,40,28,20,23,52,0
2022-23,pre-season,-,10/14/2022,W,48,20,10,16,38,10,20,12,64,0
2022-23,pre-season,-,10/14/2022,L,48,14,7,21,42,22,9,14,32,0
2022-23,pre-season,-,10/14/2022,L,48,10,20,12,64,20,10,16,38,0
2022-23,pre-season,-,10/14/2022,L,48,28,20,23,52,11,12,10,40,0
2022-23,pre-season,-,10/14/2022,L,48,16,7,15,40,12,21,4,42,0
2022-23,pre-season,-,10/14/2022,L,48,1,6,9,32,30,16,7,44,0
2022-23,pre-season,-,10/14/2022,L,48,21,17,9,48,21,10,13,52,0
2022-23,pre-season,-,10/14/2022,L,48,14,7,13,36,19,26,7,58,0
2022-23,pre-season,-,10/14/2022,L,48,10,8,10,42,18,15,20,58,0
2022-23,pre-season,-,10/14/2022,L,53,19,22,16,40,26,18,18,68,0
2022-23,pre-season,-,10/13/2022,W,48,21,10,16,74,11,15,10,46,0
2022-23,pre-season,-,10/13/2022,W,48,23,7,15,54,17,12,10,68,0
2022-23,pre-season,-,10/13/2022,L,48,17,12,10,68,23,7,15,54,0
2022-23,pre-season,-,10/13/2022,L,48,11,15,10,46,21,10,16,74,0
2022-23,pre-season,-,10/12/2022,W,48,14,6,14,40,16,17,6,26,0
2022-23,pre-season,-,10/12/2022,W,48,27,11,23,44,19,7,9,34,0
2022-23,pre-season,-,10/12/2022,W,48,20,15,22,54,13,15,8,42,0
2022-23,pre-season,-,10/12/2022,W,48,29,13,24,64,21,7,15,42,0
2022-23,pre-season,-,10/12/2022,W,48,31,16,9,38,33,7,7,44,0
2022-23,pre-season,-,10/12/2022,W,48,24,8,24,52,10,11,19,48,0
2022-23,pre-season,-,10/12/2022,W,48,19,17,17,34,8,13,16,52,0
2022-23,pre-season,-,10/12/2022,W,48,24,15,12,42,14,17,7,56,0
2022-23,pre-season,-,10/12/2022,L,48,8,13,16,52,19,17,17,34,0
2022-23,pre-season,-,10/12/2022,L,48,33,7,7,44,31,16,9,38,0
2022-23,pre-season,-,10/12/2022,L,48,16,17,6,26,14,6,14,40,0
2022-23,pre-season,-,10/12/2022,L,48,14,17,7,56,24,15,12,42,0
2022-23,pre-season,-,10/12/2022,L,48,19,7,9,34,27,11,23,44,0
2022-23,pre-season,-,10/12/2022,L,48,10,11,19,48,24,8,24,52,0
2022-23,pre-season,-,10/12/2022,L,48,13,15,8,42,20,15,22,54,0
2022-23,pre-season,-,10/12/2022,L,48,21,7,15,42,29,13,24,64,0
2022-23,pre-season,-,10/11/2022,W,48,16,21,25,72,22,10,8,36,0
2022-23,pre-season,-,10/11/2022,W,48,19,19,17,52,16,19,7,44,0
2022-23,pre-season,-,10/11/2022,W,48,19,13,10,60,22,12,8,46,0
2022-23,pre-season,-,10/11/2022,W,48,17,14,16,40,31,14,19,46,0
2022-23,pre-season,-,10/11/2022,W,48,17,14,13,48,13,21,14,56,0
2022-23,pre-season,-,10/11/2022,L,48,31,14,19,46,17,14,16,40,0
2022-23,pre-season,-,10/11/2022,L,48,13,21,14,56,17,14,13,48,0
2022-23,pre-season,-,10/11/2022,L,48,16,19,7,44,19,19,17,52,0
2022-23,pre-season,-,10/11/2022,L,48,22,12,8,46,19,13,10,60,0
2022-23,pre-season,-,10/11/2022,L,48,22,10,8,36,16,21,25,72,0
2022-23,pre-season,-,10/10/2022,W,48,13,14,7,40,12,15,13,40,0
2022-23,pre-season,-,10/10/2022,W,48,34,17,17,30,21,18,12,46,0
2022-23,regular-season,-,04/09/2023,W,48,28,18,23,70,19,7,12,36,0
2022-23,regular-season,-,04/09/2023,W,48,30,6,26,60,2,13,11,38,0
2022-23,regular-season,-,04/09/2023,W,48,18,14,17,44,27,7,14,38,0
2022-23,regular-season,-,04/09/2023,W,48,9,10,6,56,25,12,13,42,0
2022-23,regular-season,-,04/09/2023,W,48,23,17,21,64,9,6,10,44,0
2022-23,regular-season,-,04/09/2023,W,48,22,13,17,62,18,10,8,46,0
2022-23,regular-season,-,04/09/2023,W,48,25,9,26,60,17,14,14,48,0
2022-23,regular-season,-,04/09/2023,W,48,4,19,10,62,19,9,16,48,0
2022-23,regular-season,-,04/09/2023,W,48,10,17,13,68,12,15,11,50,0
2022-23,regular-season,-,04/09/2023,W,48,20,15,15,62,20,21,17,52,0
2022-23,regular-season,-,04/09/2023,W,48,13,12,15,60,16,9,8,56,0
2022-23,regular-season,-,04/09/2023,W,48,27,15,14,48,15,12,16,56,0
2022-23,regular-season,-,04/09/2023,W,48,12,20,4,30,21,24,23,60,0
2022-23,regular-season,-,04/09/2023,W,48,16,7,17,44,20,17,24,74,0
2022-23,regular-season,-,04/09/2023,W,48,13,22,26,50,7,13,14,76,0
2022-23,regular-season,-,04/09/2023,L,48,21,24,23,60,12,20,4,30,0
2022-23,regular-season,-,04/09/2023,L,48,20,17,24,74,16,7,17,44,0
2022-23,regular-season,-,04/09/2023,L,48,27,7,14,38,18,14,17,44,0
2022-23,regular-season,-,04/09/2023,L,48,15,12,16,56,27,15,14,48,0
2022-23,regular-season,-,04/09/2023,L,48,7,13,14,76,13,22,26,50,0
2022-23,regular-season,-,04/09/2023,L,48,25,12,13,42,9,10,6,56,0
2022-23,regular-season,-,04/09/2023,L,48,16,9,8,56,13,12,15,60,0
2022-23,regular-season,-,04/09/2023,L,48,2,13,11,38,30,6,26,60,0
2022-23,regular-season,-,04/09/2023,L,48,17,14,14,48,25,9,26,60,0
2022-23,regular-season,-,04/09/2023,L,48,19,9,16,48,4,19,10,62,0
2022-23,regular-season,-,04/09/2023,L,48,20,21,17,52,20,15,15,62,0
2022-23,regular-season,-,04/09/2023,L,48,18,10,8,46,22,13,17,62,0
2022-23,regular-season,-,04/09/2023,L,48,9,6,10,44,23,17,21,64,0
2022-23,regular-season,-,04/09/2023,L,48,12,15,11,50,10,17,13,68,0
2022-23,regular-season,-,04/09/2023,L,48,19,7,12,36,28,18,23,70,0
2022-23,regular-season,-,04/08/2023,W,48,15,26,16,64,22,12,12,46,0
2022-23,regular-season,-,04/08/2023,W,48,9,19,13,66,16,6,19,56,0
2022-23,regular-season,-,04/08/2023,W,48,18,22,22,56,12,20,11,62,0
2022-23,regular-season,-,04/08/2023,L,48,12,20,11,62,18,22,22,56,0
2022-23,regular-season,-,04/08/2023,L,48,22,12,12,46,15,26,16,64,0
2022-23,regular-season,-,04/08/2023,L,48,16,6,19,56,9,19,13,66,0
2022-23,regular-season,-,04/07/2023,W,48,22,10,33,62,14,15,9,34,0
2022-23,regular-season,-,04/07/2023,W,48,10,5,11,56,16,8,23,42,0
2022-23,regular-season,-,04/07/2023,W,48,28,21,19,64,21,16,19,44,0
2022-23,regular-season,-,04/07/2023,W,48,12,22,11,44,16,24,8,46,0
2022-23,regular-season,-,04/07/2023,W,48,14,6,12,60,22,11,15,46,0
2022-23,regular-season,-,04/07/2023,W,48,17,23,7,56,19,24,6,48,0
2022-23,regular-season,-,04/07/2023,W,48,24,15,15,40,10,18,11,48,0
2022-23,regular-season,-,04/07/2023,W,48,12,18,26,48,17,18,18,52,0
2022-23,regular-season,-,04/07/2023,W,48,13,17,17,56,21,8,15,56,0
2022-23,regular-season,-,04/07/2023,W,48,34,10,21,56,15,16,18,56,0
2022-23,regular-season,-,04/07/2023,W,53,21,22,18,78,20,8,18,68,0
2022-23,regular-season,-,04/07/2023,L,48,10,18,11,48,24,15,15,40,0
2022-23,regular-season,-,04/07/2023,L,48,16,24,8,46,12,22,11,44,0
2022-23,regular-season,-,04/07/2023,L,48,17,18,18,52,12,18,26,48,0
2022-23,playoffs,-,06/12/2023,W,48,12,12,19,60,10,19,12,44,0
2022-23,playoffs,-,06/12/2023,L,48,10,19,12,44,12,12,19,60,0
2022-23,playoffs,-,06/09/2023,W,48,17,6,12,48,8,9,14,46,0
2022-23,playoffs,-,06/09/2023,L,48,8,9,14,46,17,6,12,48,0
2022-23,playoffs,-,06/07/2023,W,48,8,14,11,60,17,7,11,34,0
2022-23,playoffs,-,06/07/2023,L,48,17,7,11,34,8,14,11,60,0
2022-23,playoffs,-,06/04/2023,W,48,19,11,5,34,23,15,18,50,0
2022-23,playoffs,-,06/04/2023,L,48,23,15,18,50,19,11,5,34,0
2022-23,playoffs,-,06/01/2023,W,48,13,7,9,46,9,8,4,38,0
2022-23,playoffs,-,06/01/2023,L,48,9,8,4,38,13,7,9,46,0
2022-23,playoffs,-,05/29/2023,W,48,19,16,17,38,21,13,8,42,0
2022-23,playoffs,-,05/29/2023,L,48,21,13,8,42,19,16,17,38,0
2022-23,playoffs,-,05/27/2023,W,48,6,16,12,42,11,12,4,32,0
2022-23,playoffs,-,05/27/2023,L,48,11,12,4,32,6,16,12,42,0
2022-23,playoffs,-,05/25/2023,W,48,27,17,12,42,19,7,16,52,0
2022-23,playoffs,-,05/25/2023,L,48,19,7,16,52,27,17,12,42,0
2022-23,playoffs,-,05/23/2023,W,48,27,15,18,40,14,17,10,46,0
2022-23,playoffs,-,05/23/2023,L,48,14,17,10,46,27,15,18,40,0
2022-23,playoffs,-,05/22/2023,W,48,7,15,9,48,17,16,11,62,0
2022-23,playoffs,-,05/22/2023,L,48,17,16,11,62,7,15,9,48,0
2022-23,playoffs,-,05/21/2023,W,48,18,4,13,42,16,19,13,52,0
2022-23,playoffs,-,05/21/2023,L,48,16,19,13,52,18,4,13,42,0
2022-23,playoffs,-,05/20/2023,W,48,13,9,19,38,8,18,15,52,0
2022-23,playoffs,-,05/20/2023,L,48,8,18,15,52,13,9,19,38,0
2022-23,playoffs,-,05/19/2023,W,48,20,16,4,48,17,12,15,48,0
2022-23,playoffs,-,05/19/2023,L,48,17,12,15,48,20,16,4,48,0
2022-23,playoffs,-,05/18/2023,W,48,13,7,22,46,21,6,21,48,0
2022-23,playoffs,-,05/18/2023,L,48,21,6,21,48,13,7,22,46,0
2022-23,playoffs,-,05/17/2023,W,48,22,12,12,40,26,18,15,62,0
2022-23,playoffs,-,05/17/2023,L,48,26,18,15,62,22,12,12,40,0
2022-23,playoffs,-,05/16/2023,W,48,5,18,19,50,14,13,13,48,0
2022-23,playoffs,-,05/16/2023,L,48,14,13,13,48,5,18,19,50,0
2022-23,playoffs,-,05/14/2023,W,48,14,6,6,44,11,13,11,44,0
2022-23,playoffs,-,05/14/2023,L,48,11,13,11,44,14,6,6,44,0
2022-23,playoffs,-,05/12/2023,W,48,10,8,6,38,7,7,6,20,0
2022-23,playoffs,-,05/12/2023,W,48,10,11,22,46,10,18,8,44,0
2022-23,playoffs,-,05/12/2023,L,48,7,7,6,20,10,8,6,38,0
2022-23,playoffs,-,05/12/2023,L,48,10,18,8,44,10,11,22,46,0
2022-23,playoffs,-,05/11/2023,W,48,11,7,24,36,18,8,18,32,0
2022-23,playoffs,-,05/11/2023,W,48,21,18,19,62,17,7,14,46,0
2022-23,playoffs,-,05/11/2023,L,48,18,8,18,32,11,7,24,36,0
2022-23,playoffs,-,05/11/2023,L,48,17,7,14,46,21,18,19,62,0
2022-23,playoffs,-,05/10/2023,W,48,5,12,16,40,29,21,9,42,0
2022-23,playoffs,-,05/10/2023,W,48,20,18,13,50,20,10,15,52,0
2022-23,playoffs,-,05/10/2023,L,48,29,21,9,42,5,12,16,40,0
2022-23,playoffs,-,05/10/2023,L,48,20,10,15,52,20,18,13,50,0
2022-23,playoffs,-,05/09/2023,W,48,13,13,15,38,12,14,5,36,0
2022-23,playoffs,-,05/09/2023,W,48,18,5,31,50,11,11,25,44,0
2022-23,playoffs,-,05/09/2023,L,48,12,14,5,36,13,13,15,38,0
2022-23,playoffs,-,05/09/2023,L,48,11,11,25,44,18,5,31,50,0
2022-23,all-star,-,02/19/2023,W,44,13,14,33,88,20,15,27,118,0
2022-23,all-star,-,02/19/2023,L,44,20,15,27,118,13,14,33,88,0
2022-23,all-star,-,02/17/2023,W,8,0,0,2,12,3,0,6,4,0
2022-23,all-star,-,02/17/2023,W,12,5,10,9,22,0,5,4,12,0
2022-23,all-star,-,02/17/2023,W,12,13,4,12,30,6,7,8,12,0
2022-23,all-star,-,02/17/2023,W,33,12,10,13,32,17,16,2,34,0
2022-23,all-star,-,02/17/2023,L,8,3,0,6,4,0,0,2,12,0
2022-23,all-star,-,02/17/2023,L,12,0,5,4,12,5,10,9,22,0
2022-23,all-star,-,02/17/2023,L,12,6,7,8,12,13,4,12,30,0
2022-23,all-star,-,02/17/2023,L,33,17,16,2,34,12,10,13,32,0
2022-23,play-in,-,04/14/2023,W,48,16,11,9,58,15,18,8,30,0
2022-23,play-in,-,04/14/2023,W,48,13,10,9,34,6,11,9,36,0
2022-23,play-in,-,04/14/2023,L,48,6,11,9,36,13,10,9,34,0
2022-23,play-in,-,04/14/2023,L,48,15,18,8,30,16,11,9,58,0
2022-23,play-in,-,04/12/2023,W,48,22,8,14,52,17,22,8,40,0
2022-23,play-in,-,04/12/2023,W,48,21,24,13,58,11,23,10,52,0
2022-23,play-in,-,04/12/2023,L,48,17,22,8,40,22,8,14,52,0
2022-23,play-in,-,04/12/2023,L,48,11,23,10,52,21,24,13,58,0
2022-23,play-in,-,04/11/2023,W,53,30,18,15,54,19,6,12,36,0
2022-23,play-in,-,04/11/2023,W,48,13,26,17,64,12,6,12,46,0
2022-23,play-in,-,04/11/2023,L,53,19,6,12,36,30,18,15,54,0
2022-23,play-in,-,04/11/2023,L,48,12,6,12,46,13,26,17,64,0
2023-24,pre-season,-,10/20/2023,W,48,27,9,16,44,19,6,15,30,0
2023-24,pre-season,-,10/20/2023,W,48,22,17,4,50,17,23,11,40,0
2023-24,pre-season,-,10/20/2023,W,48,32,8,14,48,21,17,20,44,0
2023-24,pre-season,-,10/20/2023,W,48,21,8,9,52,17,13,18,46,0
2023-24,pre-season,-,10/20/2023,W,48,20,20,22,56,11,24,7,48,0
2023-24,pre-season,-,10/20/2023,W,48,18,11,20,36,14,14,12,52,0
2023-24,pre-season,-,10/20/2023,W,48,16,25,25,66,14,6,16,52,0
2023-24,pre-season,-,10/20/2023,W,48,25,8,25,42,31,11,22,54,0
2023-24,pre-season,-,10/20/2023,L,48,14,14,12,52,18,11,20,36,0
2023-24,pre-season,-,10/20/2023,L,48,31,11,22,54,25,8,25,42,0
2023-24,pre-season,-,10/20/2023,L,48,19,6,15,30,27,9,16,44,0
2023-24,pre-season,-,10/20/2023,L,48,21,17,20,44,32,8,14,48,0
2023-24,pre-season,-,10/20/2023,L,48,17,23,11,40,22,17,4,50,0
2023-24,pre-season,-,10/20/2023,L,48,17,13,18,46,21,8,9,52,0
2023-24,pre-season,-,10/20/2023,L,48,11,24,7,48,20,20,22,56,0
2023-24,pre-season,-,10/20/2023,L,48,14,6,16,52,16,25,25,66,0
2023-24,pre-season,-,10/19/2023,W,48,18,13,4,34,24,10,7,36,0
2023-24,pre-season,-,10/19/2023,W,48,30,18,10,52,16,7,8,44,0
2023-24,pre-season,-,10/19/2023,W,48,22,15,14,54,12,14,22,54,0
2023-24,pre-season,-,10/19/2023,W,48,32,23,27,70,14,14,22,56,0
2023-24,pre-season,-,10/19/2023,W,48,16,10,15,42,23,4,7,62,0
2023-24,pre-season,-,10/19/2023,W,48,19,11,16,42,20,19,14,66,0
2023-24,pre-season,-,10/19/2023,L,48,24,10,7,36,18,13,4,34,0
2023-24,pre-season,-,10/19/2023,L,48,23,4,7,62,16,10,15,42,0
2023-24,pre-season,-,10/19/2023,L,48,20,19,14,66,19,11,16,42,0
2023-24,pre-season,-,10/19/2023,L,48,16,7,8,44,30,18,10,52,0
2023-24,pre-season,-,10/19/2023,L,48,12,14,22,54,22,15,14,54,0
2023-24,pre-season,-,10/19/2023,L,48,14,14,22,56,32,23,27,70,0
2023-24,pre-season,-,10/18/2023,W,48,32,8,12,40,7,12,8,46,0
2023-24,pre-season,-,10/18/2023,W,48,21,20,13,44,21,23,7,50,0
2023-24,pre-season,-,10/18/2023,W,48,21,18,11,28,23,15,14,50,0
2023-24,pre-season,-,10/18/2023,W,48,20,6,8,44,22,9,20,58,0
2023-24,pre-season,-,10/18/2023,L,48,23,15,14,50,21,18,11,28,0
2023-24,pre-season,-,10/18/2023,L,48,7,12,8,46,32,8,12,40,0
2023-24,pre-season,-,10/18/2023,L,48,22,9,20,58,20,6,8,44,0
2023-24,pre-season,-,10/18/2023,L,48,21,23,7,50,21,20,13,44,0
2023-24,pre-season,-,10/17/2023,W,48,20,7,22,56,12,18,9,26,0
2023-24,pre-season,-,10/17/2023,W,48,19,19,27,70,13,12,12,32,0
2023-24,pre-season,-,10/17/2023,W,48,18,14,10,30,22,18,16,32,0
2023-24,pre-season,-,10/17/2023,W,48,24,8,22,50,14,15,16,40,0
2023-24,pre-season,-,10/17/2023,W,48,16,15,15,54,22,23,12,52,0
2023-24,pre-season,-,10/17/2023,W,48,32,16,22,46,23,17,13,56,0
2023-24,pre-season,-,10/17/2023,L,48,22,18,16,32,18,14,10,30,0
2023-24,pre-season,-,10/17/2023,L,48,23,17,13,56,32,16,22,46,0
2023-24,pre-season,-,10/17/2023,L,48,14,15,16,40,24,8,22,50,0
2023-24,pre-season,-,10/17/2023,L,48,22,23,12,52,16,15,15,54,0
2023-24,pre-season,-,10/17/2023,L,48,12,18,9,26,20,7,22,56,0
2023-24,pre-season,-,10/17/2023,L,48,13,12,12,32,19,19,27,70,0
2023-24,pre-season,-,10/16/2023,W,48,16,21,23,52,25,7,8,36,0
