SEASON,SEASON_TYPE,TEAM_ABB,MATCHUP,GDATE,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2019-20,pre-season,-,07/25/2020,W,48,9,11,11,52,37,21,15,42,0
2019-20,pre-season,-,07/25/2020,W,48,26,15,16,40,8,16,27,48,0
2019-20,pre-season,-,07/25/2020,L,48,34,14,23,40,7,16,20,24,0
2019-20,pre-season,-,07/25/2020,L,48,20,24,4,40,12,13,14,40,0
2019-20,pre-season,-,07/25/2020,L,48,8,16,27,48,26,15,16,40,0
2019-20,pre-season,-,07/25/2020,L,48,22,7,8,38,17,4,29,40,0
2019-20,pre-season,-,07/25/2020,L,48,16,17,8,38,27,7,18,50,0
2019-20,pre-season,-,07/25/2020,L,48,37,21,15,42,9,11,11,52,0
2019-20,pre-season,-,07/24/2020,W,40,24,13,25,44,19,9,11,28,0
2019-20,pre-season,-,07/24/2020,W,40,28,15,16,28,16,10,15,36,0
2019-20,pre-season,-,07/24/2020,W,40,18,8,11,50,21,9,12,52,0
2019-20,pre-season,-,07/24/2020,L,40,16,10,15,36,28,15,16,28,0
2019-20,pre-season,-,07/24/2020,L,40,19,9,11,28,24,13,25,44,0
2019-20,pre-season,-,07/24/2020,L,40,21,9,12,52,18,8,11,50,0
2019-20,regular-season,-,08/14/2020,W,48,27,15,21,48,22,13,25,32,0
2019-20,regular-season,-,08/14/2020,W,48,20,18,13,46,20,11,2,36,0
2019-20,regular-season,-,08/14/2020,W,53,27,9,20,42,30,10,10,42,0
2019-20,regular-season,-,08/14/2020,W,48,27,17,9,54,24,2,18,42,0
2019-20,regular-season,-,08/14/2020,L,53,30,10,10,42,27,9,20,42,0
2019-20,regular-season,-,08/14/2020,L,48,20,11,2,36,20,18,13,46,0
2019-20,regular-season,-,08/14/2020,L,48,22,13,25,32,27,15,21,48,0
2019-20,regular-season,-,08/14/2020,L,48,24,2,18,42,27,17,9,54,0
2019-20,regular-season,-,08/13/2020,W,48,18,6,13,54,14,7,4,30,0
2019-20,regular-season,-,08/13/2020,W,48,20,21,9,62,14,9,9,44,0
2019-20,regular-season,-,08/13/2020,W,48,25,14,22,32,15,11,12,48,0
2019-20,regular-season,-,08/13/2020,W,48,27,12,21,58,18,16,5,54,0
2019-20,regular-season,-,08/13/2020,W,48,14,14,22,60,4,17,5,56,0
2019-20,regular-season,-,08/13/2020,W,48,14,29,8,58,12,17,13,58,0
2019-20,regular-season,-,08/13/2020,W,48,23,9,21,50,20,17,21,72,0
2019-20,regular-season,-,08/13/2020,L,48,15,11,12,48,25,14,22,32,0
2019-20,regular-season,-,08/13/2020,L,48,20,17,21,72,23,9,21,50,0
2019-20,regular-season,-,08/13/2020,L,48,14,7,4,30,18,6,13,54,0
2019-20,regular-season,-,08/13/2020,L,48,12,17,13,58,14,29,8,58,0
2019-20,regular-season,-,08/13/2020,L,48,18,16,5,54,27,12,21,58,0
2019-20,regular-season,-,08/13/2020,L,48,4,17,5,56,14,14,22,60,0
2019-20,regular-season,-,08/13/2020,L,48,14,9,9,44,20,21,9,62,0
2019-20,regular-season,-,08/12/2020,W,48,25,20,13,46,20,11,10,32,0
2019-20,regular-season,-,08/12/2020,W,48,21,22,13,42,6,3,12,34,0
2019-20,regular-season,-,08/12/2020,W,48,13,20,8,36,18,8,11,42,0
2019-20,regular-season,-,08/12/2020,W,48,22,9,11,42,7,17,10,52,0
2019-20,regular-season,-,08/12/2020,L,48,18,8,11,42,13,20,8,36,0
2019-20,regular-season,-,08/12/2020,L,48,7,17,10,52,22,9,11,42,0
2019-20,regular-season,-,08/12/2020,L,48,6,3,12,34,21,22,13,42,0
2019-20,regular-season,-,08/12/2020,L,48,20,11,10,32,25,20,13,46,0
2019-20,regular-season,-,08/11/2020,W,48,18,13,9,50,13,9,8,36,0
2019-20,regular-season,-,08/11/2020,W,48,13,5,15,44,18,15,12,36,0
2019-20,regular-season,-,08/11/2020,W,48,8,10,19,48,18,14,4,38,0
2019-20,regular-season,-,08/11/2020,W,48,32,10,14,48,24,11,12,42,0
2019-20,regular-season,-,08/11/2020,W,48,5,14,9,36,17,15,11,48,0
2019-20,regular-season,-,08/11/2020,W,48,21,19,15,66,9,11,3,54,0
2019-20,regular-season,-,08/11/2020,W,48,14,12,8,54,23,12,12,62,0
2019-20,regular-season,-,08/11/2020,L,48,17,15,11,48,5,14,9,36,0
2019-20,regular-season,-,08/11/2020,L,48,18,15,12,36,13,5,15,44,0
2019-20,regular-season,-,08/11/2020,L,48,24,11,12,42,32,10,14,48,0
2019-20,regular-season,-,08/11/2020,L,48,18,14,4,38,8,10,19,48,0
2019-20,regular-season,-,08/11/2020,L,48,13,9,8,36,18,13,9,50,0
2019-20,regular-season,-,08/11/2020,L,48,23,12,12,62,14,12,8,54,0
2019-20,regular-season,-,08/11/2020,L,48,9,11,3,54,21,19,15,66,0
2019-20,regular-season,-,08/10/2020,W,48,20,15,9,58,12,15,8,28,0
2019-20,regular-season,-,08/10/2020,W,48,20,21,16,46,19,10,2,30,0
2019-20,regular-season,-,08/10/2020,W,48,20,14,23,40,24,13,13,32,0
2019-20,regular-season,-,08/10/2020,W,48,19,28,16,56,11,13,8,40,0
2019-20,regular-season,-,08/10/2020,W,48,25,20,12,56,10,14,13,54,0
2019-20,regular-season,-,08/10/2020,L,48,24,13,13,32,20,14,23,40,0
2019-20,playoffs,-,10/11/2020,W,48,20,18,16,52,14,5,8,44,0
2019-20,playoffs,-,10/11/2020,L,48,14,5,8,44,20,18,16,52,0
2019-20,playoffs,-,10/09/2020,W,48,20,15,4,32,14,16,25,42,0
2019-20,playoffs,-,10/09/2020,L,48,14,16,25,42,20,15,4,32,0
2019-20,playoffs,-,10/06/2020,W,48,19,12,7,34,13,7,4,32,0
2019-20,playoffs,-,10/06/2020,L,48,13,7,4,32,19,12,7,34,0
2019-20,playoffs,-,10/04/2020,W,48,21,5,9,52,17,6,15,34,0
2019-20,playoffs,-,10/04/2020,L,48,17,6,15,34,21,5,9,52,0
2019-20,playoffs,-,10/02/2020,W,48,8,21,9,56,8,14,2,46,0
2019-20,playoffs,-,10/02/2020,L,48,8,14,2,46,8,21,9,56,0
2019-20,playoffs,-,09/30/2020,W,48,16,16,10,38,14,9,12,46,0
2019-20,playoffs,-,09/30/2020,L,48,14,9,12,46,16,16,10,38,0
2019-20,playoffs,-,09/27/2020,W,48,10,1,3,48,18,16,11,48,0
2019-20,playoffs,-,09/27/2020,L,48,18,16,11,48,10,1,3,48,0
2019-20,playoffs,-,09/26/2020,W,48,11,3,18,52,22,16,15,50,0
2019-20,playoffs,-,09/26/2020,L,48,22,16,15,50,11,3,18,52,0
2019-20,playoffs,-,09/25/2020,W,48,14,15,17,56,13,9,6,48,0
2019-20,playoffs,-,09/25/2020,L,48,13,9,6,48,14,15,17,56,0
2019-20,playoffs,-,09/24/2020,W,48,14,25,17,44,11,6,9,46,0
2019-20,playoffs,-,09/24/2020,L,48,11,6,9,46,14,25,17,44,0
2019-20,playoffs,-,09/23/2020,W,48,17,21,8,38,9,23,7,38,0
2019-20,playoffs,-,09/23/2020,L,48,9,23,7,38,17,21,8,38,0
2019-20,playoffs,-,09/22/2020,W,48,25,11,10,48,23,4,21,64,0
2019-20,playoffs,-,09/22/2020,L,48,23,4,21,64,25,11,10,48,0
2019-20,playoffs,-,09/20/2020,W,48,15,16,8,34,19,12,5,38,0
2019-20,playoffs,-,09/20/2020,L,48,19,12,5,38,15,16,8,34,0
2019-20,playoffs,-,09/19/2020,W,48,12,10,17,60,20,18,13,36,0
2019-20,playoffs,-,09/19/2020,L,48,20,18,13,36,12,10,17,60,0
2019-20,playoffs,-,09/18/2020,W,48,24,12,16,54,17,13,10,52,0
2019-20,playoffs,-,09/18/2020,L,48,17,13,10,52,24,12,16,54,0
2019-20,playoffs,-,09/17/2020,W,48,26,16,10,44,10,11,13,46,0
2019-20,playoffs,-,09/17/2020,L,48,10,11,13,46,26,16,10,44,0
2019-20,playoffs,-,09/15/2020,W,53,14,15,16,48,18,14,10,26,0
2019-20,playoffs,-,09/15/2020,W,48,16,6,6,36,15,6,4,46,0
2019-20,playoffs,-,09/15/2020,L,48,15,6,4,46,16,6,6,36,0
2019-20,playoffs,-,09/15/2020,L,53,18,14,10,26,14,15,16,48,0
2019-20,playoffs,-,09/13/2020,W,48,15,1,10,40,17,7,20,38,0
2019-20,playoffs,-,09/13/2020,L,48,17,7,20,38,15,1,10,40,0
2019-20,playoffs,-,09/12/2020,W,48,16,14,17,34,16,12,6,36,0
2019-20,playoffs,-,09/12/2020,L,48,16,12,6,36,16,14,17,34,0
2019-20,playoffs,-,09/11/2020,W,48,12,10,6,38,17,4,11,32,0
2019-20,playoffs,-,09/11/2020,W,48,31,7,23,44,18,8,10,40,0
2019-20,playoffs,-,09/11/2020,L,48,17,4,11,32,12,10,6,38,0
2019-20,playoffs,-,09/11/2020,L,48,18,8,10,40,31,7,23,44,0
2019-20,playoffs,-,09/10/2020,W,48,19,17,19,62,17,3,2,24,0
2019-20,playoffs,-,09/10/2020,L,48,17,3,2,24,19,17,19,62,0
2019-20,playoffs,-,09/09/2020,W,48,12,9,6,38,13,5,9,22,0
2019-20,playoffs,-,09/09/2020,W,58,14,8,9,36,16,9,11,42,0
2019-20,playoffs,-,09/09/2020,L,58,16,9,11,42,14,8,9,36,0
2019-20,playoffs,-,09/09/2020,L,48,13,5,9,22,12,9,6,38,0
2019-20,all-star,-,02/16/2020,W,48,18,14,21,66,24,19,29,108,0
2019-20,all-star,-,02/16/2020,L,48,24,19,29,108,18,14,21,66,0
2019-20,all-star,-,02/14/2020,W,40,24,16,41,84,11,22,29,84,0
2019-20,all-star,-,02/14/2020,L,40,11,22,29,84,24,16,41,84,0
2019-20,play-in,-,08/15/2020,W,48,24,15,6,28,15,23,9,56,0
2019-20,play-in,-,08/15/2020,L,48,15,23,9,56,24,15,6,28,0
2019-20,ist,-,10/22/2019,W,53,22,19,20,56,20,9,13,38,0
2019-20,ist,-,10/22/2019,L,53,20,9,13,38,22,19,20,56,0
2020-21,pre-season,-,12/19/2020,W,48,25,11,10,40,10,2,4,28,0
2020-21,pre-season,-,12/19/2020,W,48,24,9,13,46,25,19,27,30,0
2020-21,pre-season,-,12/19/2020,W,48,25,13,19,48,22,8,12,38,0
2020-21,pre-season,-,12/19/2020,L,48,10,2,4,28,25,11,10,40,0
2020-21,pre-season,-,12/19/2020,L,48,25,19,27,30,24,9,13,46,0
2020-21,pre-season,-,12/19/2020,L,48,22,8,12,38,25,13,19,48,0
2020-21,pre-season,-,12/18/2020,W,48,21,12,7,36,34,11,16,24,0
2020-21,pre-season,-,12/18/2020,W,48,31,7,12,44,15,6,6,30,0
2020-21,pre-season,-,12/18/2020,W,48,27,14,20,28,19,14,4,34,0
2020-21,pre-season,-,12/18/2020,W,48,17,19,15,44,13,15,4,38,0
2020-21,pre-season,-,12/18/2020,W,48,20,14,11,54,16,5,11,40,0
2020-21,pre-season,-,12/18/2020,W,48,24,3,4,42,26,7,12,40,0
2020-21,pre-season,-,12/18/2020,W,48,22,27,12,54,9,10,16,44,0
2020-21,pre-season,-,12/18/2020,W,48,14,15,14,48,35,17,8,54,0
2020-21,pre-season,-,12/18/2020,L,48,19,14,4,34,27,14,20,28,0
2020-21,pre-season,-,12/18/2020,L,48,34,11,16,24,21,12,7,36,0
2020-21,pre-season,-,12/18/2020,L,48,26,7,12,40,24,3,4,42,0
2020-21,pre-season,-,12/18/2020,L,48,15,6,6,30,31,7,12,44,0
2020-21,pre-season,-,12/18/2020,L,48,13,15,4,38,17,19,15,44,0
2020-21,pre-season,-,12/18/2020,L,48,35,17,8,54,14,15,14,48,0
2020-21,pre-season,-,12/18/2020,L,48,16,5,11,40,20,14,11,54,0
2020-21,pre-season,-,12/18/2020,L,48,9,10,16,44,22,27,12,54,0
2020-21,pre-season,-,12/17/2020,W,48,21,17,10,36,6,5,9,26,0
2020-21,pre-season,-,12/17/2020,W,48,23,7,8,40,25,9,2,34,0
2020-21,pre-season,-,12/17/2020,W,53,12,12,25,58,19,9,18,40,0
2020-21,pre-season,-,12/17/2020,W,48,17,9,10,58,8,14,8,42,0
2020-21,pre-season,-,12/17/2020,W,48,14,15,20,48,15,13,25,42,0
2020-21,pre-season,-,12/17/2020,W,48,21,9,16,28,15,24,5,48,0
2020-21,pre-season,-,12/17/2020,W,48,22,11,14,56,17,22,12,50,0
2020-21,pre-season,-,12/17/2020,L,48,15,24,5,48,21,9,16,28,0
2020-21,pre-season,-,12/17/2020,L,48,6,5,9,26,21,17,10,36,0
2020-21,pre-season,-,12/17/2020,L,48,25,9,2,34,23,7,8,40,0
2020-21,pre-season,-,12/17/2020,L,48,15,13,25,42,14,15,20,48,0
2020-21,pre-season,-,12/17/2020,L,48,17,22,12,50,22,11,14,56,0
2020-21,pre-season,-,12/17/2020,L,48,8,14,8,42,17,9,10,58,0
2020-21,pre-season,-,12/17/2020,L,53,19,9,18,40,12,12,25,58,0
2020-21,pre-season,-,12/16/2020,W,48,29,17,18,54,19,13,9,36,0
2020-21,pre-season,-,12/16/2020,W,48,18,8,10,44,15,10,21,36,0
2020-21,pre-season,-,12/16/2020,W,48,18,18,15,64,21,12,3,42,0
2020-21,pre-season,-,12/16/2020,W,48,19,11,12,46,25,14,9,42,0
2020-21,pre-season,-,12/16/2020,L,48,15,10,21,36,18,8,10,44,0
2020-21,pre-season,-,12/16/2020,L,48,25,14,9,42,19,11,12,46,0
2020-21,pre-season,-,12/16/2020,L,48,19,13,9,36,29,17,18,54,0
2020-21,pre-season,-,12/16/2020,L,48,21,12,3,42,18,18,15,64,0
2020-21,pre-season,-,12/15/2020,W,48,21,18,11,42,24,10,14,40,0
2020-21,pre-season,-,12/15/2020,W,48,23,11,19,44,19,14,10,42,0
2020-21,pre-season,-,12/15/2020,W,48,22,10,7,48,24,7,17,50,0
2020-21,pre-season,-,12/15/2020,L,48,24,10,14,40,21,18,11,42,0
2020-21,pre-season,-,12/15/2020,L,48,19,14,10,42,23,11,19,44,0
2020-21,pre-season,-,12/15/2020,L,48,24,7,17,50,22,10,7,48,0
2020-21,regular-season,-,05/16/2021,W,48,26,23,11,70,14,13,12,24,0
2020-21,regular-season,-,05/16/2021,W,48,19,16,15,62,18,20,7,38,0
2020-21,regular-season,-,05/16/2021,W,48,12,4,17,26,11,6,16,40,0
2020-21,regular-season,-,05/16/2021,W,48,15,10,6,50,16,12,4,42,0
2020-21,regular-season,-,05/16/2021,W,48,15,13,9,54,19,16,12,42,0
2020-21,regular-season,-,05/16/2021,W,48,4,19,7,76,15,20,7,44,0
2020-21,regular-season,-,05/16/2021,W,48,5,16,13,46,21,15,11,44,0
2020-21,regular-season,-,05/16/2021,W,48,28,3,22,50,15,19,8,48,0
2020-21,regular-season,-,05/16/2021,W,48,18,12,23,48,20,14,16,48,0
2020-21,regular-season,-,05/16/2021,W,48,22,9,7,64,16,14,7,50,0
2020-21,regular-season,-,05/16/2021,W,48,20,12,23,60,9,18,10,50,0
2020-21,regular-season,-,05/16/2021,W,48,23,7,12,62,9,12,15,54,0
2020-21,regular-season,-,05/16/2021,W,48,24,16,17,42,23,15,19,56,0
2020-21,regular-season,-,05/16/2021,W,48,15,15,17,42,13,8,19,60,0
2020-21,regular-season,-,05/16/2021,W,48,14,14,10,56,15,16,17,64,0
2020-21,regular-season,-,05/16/2021,L,48,11,6,16,40,12,4,17,26,0
2020-21,regular-season,-,05/16/2021,L,48,13,8,19,60,15,15,17,42,0
2020-21,regular-season,-,05/16/2021,L,48,23,15,19,56,24,16,17,42,0
2020-21,regular-season,-,05/16/2021,L,48,21,15,11,44,5,16,13,46,0
2020-21,regular-season,-,05/16/2021,L,48,20,14,16,48,18,12,23,48,0
2020-21,regular-season,-,05/16/2021,L,48,16,12,4,42,15,10,6,50,0
2020-21,regular-season,-,05/16/2021,L,48,15,19,8,48,28,3,22,50,0
2020-21,regular-season,-,05/16/2021,L,48,19,16,12,42,15,13,9,54,0
2020-21,regular-season,-,05/16/2021,L,48,15,16,17,64,14,14,10,56,0
2020-21,regular-season,-,05/16/2021,L,48,9,18,10,50,20,12,23,60,0
2020-21,regular-season,-,05/16/2021,L,48,9,12,15,54,23,7,12,62,0
2020-21,regular-season,-,05/16/2021,L,48,18,20,7,38,19,16,15,62,0
2020-21,regular-season,-,05/16/2021,L,48,16,14,7,50,22,9,7,64,0
2020-21,regular-season,-,05/16/2021,L,48,14,13,12,24,26,23,11,70,0
2020-21,regular-season,-,05/16/2021,L,48,15,20,7,44,4,19,7,76,0
2020-21,regular-season,-,05/15/2021,W,48,15,8,10,50,19,13,13,34,0
2020-21,regular-season,-,05/15/2021,W,48,14,10,27,50,15,23,5,38,0
2020-21,regular-season,-,05/15/2021,W,53,10,9,8,36,9,14,9,48,0
2020-21,regular-season,-,05/15/2021,W,48,26,10,32,58,11,8,16,48,0
2020-21,regular-season,-,05/15/2021,W,48,16,15,19,50,17,9,28,60,0
2020-21,regular-season,-,05/15/2021,W,48,16,18,5,50,21,21,11,68,0
2020-21,regular-season,-,05/15/2021,L,53,9,14,9,48,10,9,8,36,0
2020-21,regular-season,-,05/15/2021,L,48,21,21,11,68,16,18,5,50,0
2020-21,regular-season,-,05/15/2021,L,48,19,13,13,34,15,8,10,50,0
2020-21,regular-season,-,05/15/2021,L,48,17,9,28,60,16,15,19,50,0
2020-21,regular-season,-,05/15/2021,L,48,15,23,5,38,14,10,27,50,0
2020-21,regular-season,-,05/15/2021,L,48,11,8,16,48,26,10,32,58,0
2020-21,regular-season,-,05/14/2021,W,48,14,11,18,46,5,8,3,42,0
2020-21,regular-season,-,05/14/2021,W,48,15,14,5,46,6,11,4,46,0
2020-21,regular-season,-,05/14/2021,W,48,21,17,10,56,16,10,6,50,0
2020-21,regular-season,-,05/14/2021,W,48,14,13,26,52,20,18,11,52,0
2020-21,regular-season,-,05/14/2021,W,48,17,8,14,36,15,7,5,54,0
2020-21,regular-season,-,05/14/2021,W,48,16,12,8,58,14,9,8,54,0
2020-21,regular-season,-,05/14/2021,W,48,21,8,9,58,11,18,4,56,0
2020-21,regular-season,-,05/14/2021,W,48,12,6,13,42,18,14,14,68,0
2020-21,playoffs,-,07/20/2021,W,48,10,14,11,50,16,5,11,44,0
2020-21,playoffs,-,07/20/2021,L,48,16,5,11,44,10,14,11,50,0
2020-21,playoffs,-,07/17/2021,W,48,16,12,21,46,17,14,12,52,0
2020-21,playoffs,-,07/17/2021,L,48,17,14,12,52,16,12,21,46,0
2020-21,playoffs,-,07/14/2021,W,48,24,19,15,48,5,7,0,40,0
2020-21,playoffs,-,07/14/2021,L,48,5,7,0,40,24,19,15,48,0
2020-21,playoffs,-,07/11/2021,W,48,17,20,16,54,10,2,6,40,0
2020-21,playoffs,-,07/11/2021,L,48,10,2,6,40,17,20,16,54,0
2020-21,playoffs,-,07/08/2021,W,48,15,19,7,28,16,23,17,54,0
2020-21,playoffs,-,07/08/2021,L,48,16,23,17,54,15,19,7,28,0
2020-21,playoffs,-,07/06/2021,W,48,16,7,20,44,10,3,17,42,0
2020-21,playoffs,-,07/06/2021,L,48,10,3,17,42,16,7,20,44,0
2020-21,playoffs,-,07/03/2021,W,48,25,23,13,40,19,17,10,40,0
2020-21,playoffs,-,07/03/2021,L,48,19,17,10,40,25,23,13,40,0
2020-21,playoffs,-,07/01/2021,W,48,14,19,13,66,10,23,7,36,0
2020-21,playoffs,-,07/01/2021,L,48,10,23,7,36,14,19,13,66,0
2020-21,playoffs,-,06/30/2021,W,48,17,19,6,54,5,10,7,34,0
2020-21,playoffs,-,06/30/2021,L,48,5,10,7,34,17,19,6,54,0
2020-21,playoffs,-,06/29/2021,W,48,16,12,14,46,4,17,9,44,0
2020-21,playoffs,-,06/29/2021,L,48,4,17,9,44,16,12,14,46,0
2020-21,playoffs,-,06/28/2021,W,48,23,2,19,58,18,4,8,32,0
2020-21,playoffs,-,06/28/2021,L,48,18,4,8,32,23,2,19,58,0
2020-21,playoffs,-,06/27/2021,W,48,10,18,11,56,16,13,7,34,0
2020-21,playoffs,-,06/27/2021,L,48,16,13,7,34,10,18,11,56,0
2020-21,playoffs,-,06/26/2021,W,48,15,13,6,42,13,7,7,36,0
2020-21,playoffs,-,06/26/2021,L,48,13,7,7,36,15,13,6,42,0
2020-21,playoffs,-,06/25/2021,W,48,25,24,27,62,22,11,12,30,0
2020-21,playoffs,-,06/25/2021,L,48,22,11,12,30,25,24,27,62,0
2020-21,playoffs,-,06/24/2021,W,48,17,12,13,40,18,13,10,42,0
2020-21,playoffs,-,06/24/2021,L,48,18,13,10,42,17,12,13,40,0
2020-21,playoffs,-,06/23/2021,W,48,4,17,10,54,10,16,15,70,0
2020-21,playoffs,-,06/23/2021,L,48,10,16,15,70,4,17,10,54,0
2020-21,playoffs,-,06/22/2021,W,48,17,10,2,60,8,13,4,30,0
2020-21,playoffs,-,06/22/2021,L,48,8,13,4,30,17,10,2,60,0
2020-21,playoffs,-,06/20/2021,W,48,15,6,16,54,9,7,4,34,0
2020-21,playoffs,-,06/20/2021,W,48,15,8,12,36,10,13,23,42,0
2020-21,playoffs,-,06/20/2021,L,48,10,13,23,42,15,8,12,36,0
2020-21,playoffs,-,06/20/2021,L,48,9,7,4,34,15,6,16,54,0
2020-21,playoffs,-,06/19/2021,W,53,20,24,8,42,13,20,9,42,0
2020-21,playoffs,-,06/19/2021,L,53,13,20,9,42,20,24,8,42,0
2020-21,playoffs,-,06/18/2021,W,48,29,11,21,42,4,17,7,40,0
2020-21,playoffs,-,06/18/2021,W,48,11,14,12,44,12,11,15,48,0
2020-21,playoffs,-,06/18/2021,L,48,4,17,7,40,29,11,21,42,0
2020-21,playoffs,-,06/18/2021,L,48,12,11,15,48,11,14,12,44,0
2020-21,playoffs,-,06/17/2021,W,48,8,11,26,46,20,10,4,44,0
2020-21,playoffs,-,06/17/2021,L,48,20,10,4,44,8,11,26,46,0
2020-21,playoffs,-,06/16/2021,W,48,20,5,9,34,19,15,13,30,0
2020-21,playoffs,-,06/16/2021,W,48,25,11,9,34,9,7,15,30,0
2020-21,playoffs,-,06/16/2021,L,48,19,15,13,30,20,5,9,34,0
2020-21,playoffs,-,06/16/2021,L,48,9,7,15,30,25,11,9,34,0
2020-21,all-star,-,03/07/2021,W,48,22,6,14,72,25,10,19,64,0
2020-21,all-star,-,03/07/2021,L,48,25,10,19,64,22,6,14,72,0
2020-21,play-in,-,05/21/2021,W,53,22,21,14,48,12,13,16,48,0
2020-21,play-in,-,05/21/2021,L,53,12,13,16,48,22,21,14,48,0
2020-21,play-in,-,05/20/2021,W,48,22,11,16,72,15,14,5,40,0
2020-21,play-in,-,05/20/2021,L,48,15,14,5,40,22,11,16,72,0
2020-21,play-in,-,05/19/2021,W,48,12,13,18,48,8,14,2,38,0
2020-21,play-in,-,05/19/2021,W,48,29,7,14,48,18,11,9,40,0
2020-21,play-in,-,05/19/2021,L,48,18,11,9,40,29,7,14,48,0
2020-21,play-in,-,05/19/2021,L,48,8,14,2,38,12,13,18,48,0
2020-21,play-in,-,05/18/2021,W,48,20,21,11,38,6,11,14,56,0
2020-21,play-in,-,05/18/2021,W,48,17,23,25,74,26,7,32,56,0
2020-21,play-in,-,05/18/2021,L,48,6,11,14,56,20,21,11,38,0
2020-21,play-in,-,05/18/2021,L,48,26,7,32,56,17,23,25,74,0
2021-22,pre-season,-,10/15/2021,W,48,29,18,11,52,28,5,12,32,0
2021-22,pre-season,-,10/15/2021,W,48,17,10,16,42,15,5,16,38,0
2021-22,pre-season,-,10/15/2021,W,48,22,17,21,54,18,4,17,40,0
2021-22,pre-season,-,10/15/2021,W,48,16,19,13,40,13,10,17,44,0
2021-22,pre-season,-,10/15/2021,W,48,21,20,16,58,22,11,17,48,0
2021-22,pre-season,-,10/15/2021,W,48,24,15,18,46,14,14,10,50,0
2021-22,pre-season,-,10/15/2021,W,48,19,14,12,48,23,2,16,52,0
2021-22,pre-season,-,10/15/2021,W,48,22,7,15,48,17,12,16,54,0
2021-22,pre-season,-,10/15/2021,L,48,13,10,17,44,16,19,13,40,0
2021-22,pre-season,-,10/15/2021,L,48,15,5,16,38,17,10,16,42,0
2021-22,pre-season,-,10/15/2021,L,48,14,14,10,50,24,15,18,46,0
2021-22,pre-season,-,10/15/2021,L,48,23,2,16,52,19,14,12,48,0
2021-22,pre-season,-,10/15/2021,L,48,17,12,16,54,22,7,15,48,0
2021-22,pre-season,-,10/15/2021,L,48,28,5,12,32,29,18,11,52,0
2021-22,pre-season,-,10/15/2021,L,48,18,4,17,40,22,17,21,54,0
2021-22,pre-season,-,10/15/2021,L,48,22,11,17,48,21,20,16,58,0
2021-22,pre-season,-,10/14/2021,W,48,20,10,18,50,12,11,11,40,0
2021-22,pre-season,-,10/14/2021,W,53,17,7,11,24,21,13,13,50,0
2021-22,pre-season,-,10/14/2021,W,48,21,12,9,40,29,12,25,50,0
2021-22,pre-season,-,10/14/2021,W,48,20,17,15,40,18,19,17,62,0
2021-22,pre-season,-,10/14/2021,L,53,21,13,13,50,17,7,11,24,0
2021-22,pre-season,-,10/14/2021,L,48,29,12,25,50,21,12,9,40,0
2021-22,pre-season,-,10/14/2021,L,48,18,19,17,62,20,17,15,40,0
2021-22,pre-season,-,10/14/2021,L,48,12,11,11,40,20,10,18,50,0
2021-22,pre-season,-,10/13/2021,W,48,29,9,14,50,13,6,4,30,0
2021-22,pre-season,-,10/13/2021,W,48,14,6,20,46,17,10,10,32,0
2021-22,pre-season,-,10/13/2021,W,48,33,17,25,44,7,16,8,36,0
2021-22,pre-season,-,10/13/2021,W,48,20,14,13,64,12,15,15,40,0
2021-22,pre-season,-,10/13/2021,W,48,18,5,4,38,10,13,6,42,0
2021-22,pre-season,-,10/13/2021,W,48,13,15,6,36,12,17,10,44,0
2021-22,pre-season,-,10/13/2021,W,48,9,5,16,38,16,6,16,44,0
2021-22,pre-season,-,10/13/2021,L,48,12,17,10,44,13,15,6,36,0
2021-22,pre-season,-,10/13/2021,L,48,10,13,6,42,18,5,4,38,0
2021-22,pre-season,-,10/13/2021,L,48,16,6,16,44,9,5,16,38,0
2021-22,pre-season,-,10/13/2021,L,48,7,16,8,36,33,17,25,44,0
2021-22,pre-season,-,10/13/2021,L,48,17,10,10,32,14,6,20,46,0
2021-22,pre-season,-,10/13/2021,L,48,13,6,4,30,29,9,14,50,0
2021-22,pre-season,-,10/13/2021,L,48,12,15,15,40,20,14,13,64,0
2021-22,pre-season,-,10/12/2021,W,48,19,9,2,38,11,11,6,36,0
2021-22,pre-season,-,10/12/2021,W,48,15,9,4,48,7,11,10,36,0
2021-22,pre-season,-,10/12/2021,L,48,11,11,6,36,19,9,2,38,0
2021-22,pre-season,-,10/12/2021,L,48,7,11,10,36,15,9,4,48,0
2021-22,pre-season,-,10/11/2021,W,48,25,10,16,56,12,5,15,36,0
2021-22,pre-season,-,10/11/2021,W,48,23,18,14,54,15,7,13,40,0
2021-22,pre-season,-,10/11/2021,W,48,28,10,18,38,10,7,8,48,0
2021-22,pre-season,-,10/11/2021,W,48,13,20,6,42,14,13,8,48,0
2021-22,pre-season,-,10/11/2021,W,48,32,13,35,48,16,12,11,48,0
2021-22,pre-season,-,10/11/2021,W,48,26,14,30,62,14,14,11,48,0
2021-22,pre-season,-,10/11/2021,W,48,27,21,28,54,12,9,11,50,0
2021-22,pre-season,-,10/11/2021,L,48,10,7,8,48,28,10,18,38,0
2021-22,regular-season,-,04/10/2022,W,48,12,13,11,36,15,13,19,34,0
2021-22,regular-season,-,04/10/2022,W,48,17,26,18,52,15,4,14,36,0
