SEASON,SEASON_TYPE,TEAM_ID,TEAM_ABB,GAME_ID,MATCHUP,HOME_AWAY,GDATE,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
2023-24,playoffs,1610612742,DAL,0042300175,DAL@LAC,AWAY,01/05/2024,W,240,123,47,87,54.0,14,39,35.9,15,20,75.0,9,31,40,27,5,6,10,22,30
2023-24,playoffs,1610612746,LAC,0042300175,LACvs.DAL,HOME,01/05/2024,L,240,93,33,87,37.9,9,35,25.7,18,21,85.7,14,31,45,18,4,0,15,19,-30
2023-24,playoffs,1610612748,MIA,0042300105,MIA@BOS,AWAY,01/05/2024,L,240,84,36,87,41.4,3,29,10.3,9,10,90.0,2,27,29,20,4,0,6,17,-34
2023-24,playoffs,1610612739,CLE,0042300135,CLEvs.ORL,HOME,30/04/2024,W,240,104,38,88,43.2,13,37,35.1,15,19,78.9,8,31,39,23,9,3,10,25,1
2023-24,playoffs,1610612749,MIL,0042300125,MILvs.IND,HOME,30/04/2024,W,240,115,44,84,52.4,11,29,37.9,16,20,80.0,11,33,44,23,8,4,11,15,23
2023-24,playoffs,1610612752,NYK,0042300115,NYKvs.PHI,HOME,30/04/2024,L,265,106,40,86,46.5,10,36,27.8,16,24,66.7,6,34,40,19,10,8,15,19,-6
2023-24,playoffs,1610612753,ORL,0042300135,ORL@CLE,AWAY,30/04/2024,L,240,103,36,78,46.2,9,31,29.0,22,29,75.9,7,36,43,17,5,7,14,17,-1
2023-24,playoffs,1610612754,IND,0042300125,IND@MIL,AWAY,30/04/2024,L,240,92,36,81,44.4,12,38,31.6,8,13,61.5,10,26,36,25,3,3,13,18,-23
2023-24,playoffs,1610612755,PHI,0042300115,PHI@NYK,AWAY,30/04/2024,W,265,112,42,91,46.2,15,39,38.5,13,19,68.4,12,34,46,28,5,7,17,23,6
2023-24,playoffs,1610612738,BOS,0042300104,BOS@MIA,AWAY,29/04/2024,W,240,102,36,86,41.9,14,37,37.8,16,18,88.9,11,35,46,21,5,3,11,20,14
2023-24,playoffs,1610612740,NOP,0042300144,NOPvs.OKC,HOME,29/04/2024,L,240,89,32,85,37.6,8,34,23.5,17,20,85.0,12,38,50,22,10,8,19,25,-8
2023-24,playoffs,1610612743,DEN,0042300155,DENvs.LAL,HOME,29/04/2024,W,240,108,42,89,47.2,16,38,42.1,8,9,88.9,9,36,45,28,6,1,14,16,2
2023-24,playoffs,1610612747,LAL,0042300155,LAL@DEN,AWAY,29/04/2024,L,240,106,39,84,46.4,10,35,28.6,18,27,66.7,11,30,41,30,7,6,9,12,-2
2023-24,playoffs,1610612748,MIA,0042300104,MIAvs.BOS,HOME,29/04/2024,L,240,88,35,86,40.7,9,33,27.3,9,12,75.0,8,34,42,17,4,3,15,18,-14
2023-24,playoffs,1610612760,OKC,0042300144,OKC@NOP,AWAY,29/04/2024,W,240,97,35,82,42.7,12,40,30.0,15,24,62.5,8,36,44,18,9,7,14,18,8
2023-24,playoffs,1610612742,DAL,0042300174,DALvs.LAC,HOME,28/04/2024,L,240,111,40,81,49.4,11,33,33.3,20,25,80.0,14,28,42,22,5,5,17,21,-5
2023-24,playoffs,1610612746,LAC,0042300174,LAC@DAL,AWAY,28/04/2024,W,240,116,43,80,53.8,18,29,62.1,12,18,66.7,5,24,29,22,10,6,13,27,5
2023-24,playoffs,1610612749,MIL,0042300124,MIL@IND,AWAY,28/04/2024,L,240,113,46,90,51.1,12,33,36.4,9,14,64.3,7,35,42,26,5,4,9,18,-13
2023-24,playoffs,1610612750,MIN,0042300164,MIN@PHX,AWAY,28/04/2024,W,240,122,41,89,46.1,15,36,41.7,25,31,80.6,17,27,44,23,6,6,12,27,6
2023-24,playoffs,1610612752,NYK,0042300114,NYK@PHI,AWAY,28/04/2024,W,240,97,37,86,43.0,7,27,25.9,16,26,61.5,15,37,52,19,1,11,12,19,5
2023-24,playoffs,1610612754,IND,0042300124,INDvs.MIL,HOME,28/04/2024,W,240,126,46,89,51.7,22,43,51.2,12,18,66.7,5,33,38,33,5,6,8,18,13
2023-24,playoffs,1610612755,PHI,0042300114,PHIvs.NYK,HOME,28/04/2024,L,240,92,29,82,35.4,9,33,27.3,25,29,86.2,9,33,42,23,5,5,9,24,-5
2023-24,playoffs,1610612756,PHX,0042300164,PHXvs.MIN,HOME,28/04/2024,L,240,116,38,74,51.4,10,26,38.5,30,36,83.3,10,23,33,20,6,7,12,26,-6
2023-24,playoffs,1610612738,BOS,0042300103,BOS@MIA,AWAY,27/04/2024,W,240,104,39,82,47.6,11,37,29.7,15,21,71.4,10,33,43,22,4,6,6,16,20
2023-24,playoffs,1610612739,CLE,0042300134,CLE@ORL,AWAY,27/04/2024,L,240,89,34,72,47.2,4,17,23.5,17,21,81.0,2,27,29,24,10,3,15,20,-23
2023-24,playoffs,1610612740,NOP,0042300143,NOPvs.OKC,HOME,27/04/2024,L,240,85,32,84,38.1,9,32,28.1,12,14,85.7,11,34,45,18,14,2,21,15,-21
2023-24,playoffs,1610612743,DEN,0042300154,DEN@LAL,AWAY,27/04/2024,L,240,108,39,87,44.8,9,30,30.0,21,25,84.0,9,31,40,30,9,4,14,15,-11
2023-24,playoffs,1610612747,LAL,0042300154,LALvs.DEN,HOME,27/04/2024,W,240,119,48,92,52.2,8,26,30.8,15,18,83.3,8,38,46,23,6,2,12,20,11
2023-24,playoffs,1610612748,MIA,0042300103,MIAvs.BOS,HOME,27/04/2024,L,240,84,32,77,41.6,9,28,32.1,11,14,78.6,9,27,36,21,2,2,12,14,-20
2023-24,playoffs,1610612753,ORL,0042300134,ORLvs.CLE,HOME,27/04/2024,W,240,112,43,77,55.8,12,26,46.2,14,19,73.7,8,35,43,24,7,6,18,19,23
2023-24,playoffs,1610612760,OKC,0042300143,OKC@NOP,AWAY,27/04/2024,W,240,106,40,83,48.2,17,36,47.2,9,13,69.2,9,38,47,27,13,5,16,14,21
2023-24,playoffs,1610612742,DAL,0042300173,DALvs.LAC,HOME,26/04/2024,W,240,101,39,86,45.3,9,35,25.7,14,19,73.7,11,25,36,21,12,7,9,16,11
2023-24,playoffs,1610612746,LAC,0042300173,LAC@DAL,AWAY,26/04/2024,L,240,90,32,70,45.7,10,29,34.5,16,20,80.0,8,33,41,19,5,4,19,24,-11
2023-24,playoffs,1610612749,MIL,0042300123,MIL@IND,AWAY,26/04/2024,L,265,118,41,88,46.6,10,31,32.3,26,27,96.3,11,32,43,20,6,2,12,26,-3
2023-24,playoffs,1610612750,MIN,0042300163,MIN@PHX,AWAY,26/04/2024,W,240,126,43,87,49.4,13,34,38.2,27,31,87.1,15,35,50,26,5,1,14,25,17
2023-24,playoffs,1610612754,IND,0042300123,INDvs.MIL,HOME,26/04/2024,W,265,121,45,105,42.9,13,49,26.5,18,24,75.0,19,31,50,32,5,4,8,20,3
2023-24,playoffs,1610612756,PHX,0042300163,PHXvs.MIN,HOME,26/04/2024,L,240,109,35,76,46.1,11,28,39.3,28,32,87.5,5,23,28,24,8,3,10,26,-17
2023-24,playoffs,1610612739,CLE,0042300133,CLE@ORL,AWAY,25/04/2024,L,240,83,32,82,39.0,8,34,23.5,11,13,84.6,5,27,32,24,2,8,14,16,-38
2023-24,playoffs,1610612743,DEN,0042300153,DEN@LAL,AWAY,25/04/2024,W,240,112,44,90,48.9,5,28,17.9,19,22,86.4,14,37,51,27,4,3,13,14,7
2023-24,playoffs,1610612747,LAL,0042300153,LALvs.DEN,HOME,25/04/2024,L,240,105,44,90,48.9,5,27,18.5,12,17,70.6,8,30,38,23,8,2,7,16,-7
2023-24,playoffs,1610612752,NYK,0042300113,NYK@PHI,AWAY,25/04/2024,L,240,114,44,90,48.9,13,30,43.3,13,19,68.4,11,21,32,27,4,3,9,25,-11
2023-24,playoffs,1610612753,ORL,0042300133,ORLvs.CLE,HOME,25/04/2024,W,240,121,47,92,51.1,13,37,35.1,14,16,87.5,14,37,51,24,7,3,9,21,38
2023-24,playoffs,1610612755,PHI,0042300113,PHIvs.NYK,HOME,25/04/2024,W,240,125,41,75,54.7,15,31,48.4,28,33,84.8,8,28,36,24,6,8,11,18,11
2023-24,playoffs,1610612738,BOS,0042300102,BOSvs.MIA,HOME,24/04/2024,L,240,101,37,80,46.3,12,32,37.5,15,21,71.4,6,33,39,21,9,8,13,17,-10
2023-24,playoffs,1610612740,NOP,0042300142,NOP@OKC,AWAY,24/04/2024,L,240,92,33,73,45.2,7,26,26.9,19,21,90.5,8,27,35,16,4,2,18,24,-32
2023-24,playoffs,1610612748,MIA,0042300102,MIA@BOS,AWAY,24/04/2024,W,240,111,37,75,49.3,23,43,53.5,14,18,77.8,4,36,40,25,9,1,14,22,10
2023-24,playoffs,1610612760,OKC,0042300142,OKCvs.NOP,HOME,24/04/2024,W,240,124,46,78,59.0,14,29,48.3,18,20,90.0,5,32,37,25,5,2,9,19,32
2023-24,playoffs,1610612742,DAL,0042300172,DAL@LAC,AWAY,23/04/2024,W,240,96,32,76,42.1,14,33,42.4,18,27,66.7,11,39,50,17,8,7,14,23,3
2023-24,playoffs,1610612746,LAC,0042300172,LACvs.DAL,HOME,23/04/2024,L,240,93,32,87,36.8,8,30,26.7,21,26,80.8,14,33,47,18,9,4,9,19,-3
2023-24,playoffs,1610612749,MIL,0042300122,MILvs.IND,HOME,23/04/2024,L,240,108,38,86,44.2,13,32,40.6,19,21,90.5,8,32,40,24,4,4,8,13,-17
2023-24,playoffs,1610612750,MIN,0042300162,MINvs.PHX,HOME,23/04/2024,W,240,105,35,78,44.9,9,32,28.1,26,30,86.7,10,29,39,23,11,2,14,21,12
2023-24,playoffs,1610612754,IND,0042300122,IND@MIL,AWAY,23/04/2024,W,240,125,50,90,55.6,16,36,44.4,9,14,64.3,7,38,45,38,3,6,6,18,17
2023-24,playoffs,1610612756,PHX,0042300162,PHX@MIN,AWAY,23/04/2024,L,240,93,35,78,44.9,8,22,36.4,15,19,78.9,11,30,41,19,7,1,20,22,-12
2023-24,playoffs,1610612739,CLE,0042300132,CLEvs.ORL,HOME,22/04/2024,W,240,96,34,82,41.5,12,39,30.8,16,26,61.5,15,33,48,18,11,6,15,24,10
2023-24,playoffs,1610612743,DEN,0042300152,DENvs.LAL,HOME,22/04/2024,W,240,101,39,88,44.3,8,34,23.5,15,17,88.2,9,36,45,26,6,4,9,17,2
2023-24,playoffs,1610612747,LAL,0042300152,LAL@DEN,AWAY,22/04/2024,L,240,99,38,78,48.7,13,30,43.3,10,13,76.9,4,34,38,24,6,3,15,20,-2
2023-24,playoffs,1610612752,NYK,0042300112,NYKvs.PHI,HOME,22/04/2024,W,240,104,37,91,40.7,11,33,33.3,19,23,82.6,12,34,46,22,5,6,8,17,3
2023-24,playoffs,1610612753,ORL,0042300132,ORL@CLE,AWAY,22/04/2024,L,240,86,29,80,36.3,9,35,25.7,19,26,73.1,11,30,41,18,8,5,17,22,-10
2023-24,playoffs,1610612755,PHI,0042300112,PHI@NYK,AWAY,22/04/2024,L,240,101,36,84,42.9,13,36,36.1,16,22,72.7,10,34,44,26,3,6,11,21,-3
2023-24,playoffs,1610612738,BOS,0042300101,BOSvs.MIA,HOME,21/04/2024,W,240,114,39,82,47.6,22,49,44.9,14,16,87.5,10,34,44,27,6,6,11,10,20
2023-24,playoffs,1610612740,NOP,0042300141,NOP@OKC,AWAY,21/04/2024,L,240,92,37,96,38.5,11,39,28.2,7,9,77.8,18,34,52,22,7,6,14,16,-2
2023-24,playoffs,1610612742,DAL,0042300171,DAL@LAC,AWAY,21/04/2024,L,240,97,31,80,38.8,10,33,30.3,25,33,75.8,9,32,41,14,7,9,9,15,-12
2023-24,playoffs,1610612746,LAC,0042300171,LACvs.DAL,HOME,21/04/2024,W,240,109,40,87,46.0,18,36,50.0,11,13,84.6,10,35,45,21,5,3,14,22,12
2023-24,playoffs,1610612748,MIA,0042300101,MIA@BOS,AWAY,21/04/2024,L,240,94,38,81,46.9,12,37,32.4,6,6,100,5,29,34,23,4,1,11,13,-20
2023-24,playoffs,1610612749,MIL,0042300121,MILvs.IND,HOME,21/04/2024,W,240,109,41,87,47.1,14,37,37.8,13,13,100,5,42,47,21,5,5,12,22,15
2023-24,playoffs,1610612754,IND,0042300121,IND@MIL,AWAY,21/04/2024,L,240,94,36,91,39.6,8,38,21.1,14,21,66.7,14,36,50,20,4,5,13,16,-15
2023-24,playoffs,1610612760,OKC,0042300141,OKCvs.NOP,HOME,21/04/2024,W,240,94,37,85,43.5,10,32,31.3,10,13,76.9,8,36,44,21,5,7,13,13,2
2023-24,playoffs,1610612739,CLE,0042300131,CLEvs.ORL,HOME,20/04/2024,W,240,97,36,81,44.4,8,30,26.7,17,21,81.0,10,44,54,21,9,4,18,21,14
2023-24,playoffs,1610612743,DEN,0042300151,DENvs.LAL,HOME,20/04/2024,W,240,114,47,102,46.1,15,42,35.7,5,6,83.3,15,34,49,27,7,4,6,20,11
2023-24,playoffs,1610612747,LAL,0042300151,LAL@DEN,AWAY,20/04/2024,L,240,103,39,79,49.4,8,29,27.6,17,19,89.5,6,34,40,22,3,7,12,15,-11
2023-24,playoffs,1610612750,MIN,0042300161,MINvs.PHX,HOME,20/04/2024,W,240,120,44,88,50.0,12,32,37.5,20,22,90.9,13,39,52,26,8,2,15,24,25
2023-24,playoffs,1610612752,NYK,0042300111,NYKvs.PHI,HOME,20/04/2024,W,240,111,36,91,39.6,16,35,45.7,23,28,82.1,23,32,55,20,6,7,12,18,7
2023-24,playoffs,1610612753,ORL,0042300131,ORL@CLE,AWAY,20/04/2024,L,240,83,28,86,32.6,8,37,21.6,19,30,63.3,11,29,40,16,12,7,12,25,-14
2023-24,playoffs,1610612755,PHI,0042300111,PHI@NYK,AWAY,20/04/2024,L,240,104,36,81,44.4,12,35,34.3,20,22,90.9,9,24,33,17,8,7,11,21,-7
2023-24,playoffs,1610612756,PHX,0042300161,PHX@MIN,AWAY,20/04/2024,L,240,95,33,75,44.0,9,28,32.1,20,25,80.0,3,25,28,16,9,6,15,19,-25
2023-24,all-star,1610616833,EST,0032300001,ESTvs.WST,HOME,18/02/2024,W,240,211,83,146,56.8,42,97,43.3,3,4,75.0,24,40,64,46,6,1,14,1,25
2023-24,all-star,1610616834,WST,0032300001,WST@EST,AWAY,18/02/2024,L,240,186,80,143,55.9,25,71,35.2,1,1,100,16,37,53,60,8,2,11,2,-25
2023-24,playin,1610612740,NOP,0052300211,NOPvs.SAC,HOME,19/04/2024,W,240,105,44,85,51.8,7,19,36.8,10,13,76.9,11,34,45,29,9,8,16,19,7
2023-24,playin,1610612741,CHI,0052300201,CHI@MIA,AWAY,19/04/2024,L,240,91,35,92,38.0,13,43,30.2,8,10,80.0,7,31,38,27,12,6,12,19,-21
2023-24,playin,1610612748,MIA,0052300201,MIAvs.CHI,HOME,19/04/2024,W,240,112,38,82,46.3,14,33,42.4,22,24,91.7,9,38,47,26,6,6,15,11,21
2023-24,playin,1610612758,SAC,0052300211,SAC@NOP,AWAY,19/04/2024,L,240,98,36,88,40.9,11,41,26.8,15,22,68.2,14,26,40,21,9,4,15,17,-7
2023-24,playin,1610612737,ATL,0052300111,ATL@CHI,AWAY,17/04/2024,L,240,116,41,91,45.1,11,37,29.7,23,28,82.1,8,26,34,30,4,2,11,16,-15
2023-24,playin,1610612741,CHI,0052300111,CHIvs.ATL,HOME,17/04/2024,W,240,131,54,95,56.8,11,26,42.3,12,15,80.0,10,37,47,27,6,8,10,20,15
2023-24,playin,1610612748,MIA,0052300101,MIA@PHI,AWAY,17/04/2024,L,240,104,38,90,42.2,14,39,35.9,14,19,73.7,18,29,47,23,12,4,13,19,-1
2023-24,playin,1610612755,PHI,0052300101,PHIvs.MIA,HOME,17/04/2024,W,240,105,36,86,41.9,12,35,34.3,21,23,91.3,15,34,49,23,4,3,16,17,1
2023-24,playin,1610612740,NOP,0052300121,NOPvs.LAL,HOME,16/04/2024,L,240,106,43,93,46.2,9,30,30.0,11,15,73.3,10,40,50,30,4,2,13,23,-4
2023-24,playin,1610612744,GSW,0052300131,GSW@SAC,AWAY,16/04/2024,L,240,94,33,80,41.3,10,32,31.3,18,23,78.3,8,34,42,19,5,3,16,17,-24
2023-24,playin,1610612747,LAL,0052300121,LAL@NOP,AWAY,16/04/2024,W,240,110,35,84,41.7,14,35,40.0,26,29,89.7,6,35,41,24,8,7,8,12,4
2023-24,playin,1610612758,SAC,0052300131,SACvs.GSW,HOME,16/04/2024,W,240,118,43,98,43.9,18,39,46.2,14,15,93.3,15,34,49,28,10,5,8,17,24
2023-24,ist,1610612747,LAL,0062300001,LALvs.IND,HOME,09/12/2023,W,240,123,47,88,53.4,2,13,15.4,27,35,77.1,12,43,55,25,5,10,20,25,14
2023-24,ist,1610612754,IND,0062300001,IND@LAL,AWAY,09/12/2023,L,240,109,35,95,36.8,10,41,24.4,29,33,87.9,9,23,32,27,10,7,9,33,-14
2023-24,ist,1610612740,NOP,0022301230,NOP@LAL,AWAY,07/12/2023,L,240,89,34,95,35.8,7,31,22.6,14,20,70.0,12,30,42,22,7,5,12,21,-44
2023-24,ist,1610612747,LAL,0022301230,LALvs.NOP,HOME,07/12/2023,W,240,133,47,86,54.7,17,35,48.6,22,29,75.9,11,48,59,31,6,4,15,16,44
2023-24,ist,1610612749,MIL,0022301229,MILvs.IND,HOME,07/12/2023,L,240,119,43,96,44.8,12,33,36.4,21,28,75.0,12,34,46,19,3,9,12,17,-9
2023-24,ist,1610612754,IND,0022301229,IND@MIL,AWAY,07/12/2023,W,240,128,50,102,49.0,7,33,21.2,21,25,84.0,15,36,51,30,9,8,10,21,9
2023-24,ist,1610612747,LAL,0022301203,LALvs.PHX,HOME,05/12/2023,W,240,106,38,102,37.3,9,30,30.0,21,25,84.0,21,24,45,24,11,2,10,19,3
2023-24,ist,1610612749,MIL,0022301201,MILvs.NYK,HOME,05/12/2023,W,240,146,55,91,60.4,23,38,60.5,13,19,68.4,12,25,37,32,12,6,12,23,24
2023-24,ist,1610612752,NYK,0022301201,NYK@MIL,AWAY,05/12/2023,L,240,122,43,87,49.4,7,23,30.4,29,33,87.9,12,24,36,27,8,4,17,17,-24
2023-24,ist,1610612756,PHX,0022301203,PHX@LAL,AWAY,05/12/2023,L,240,103,37,75,49.3,12,25,48.0,17,21,81.0,8,36,44,25,8,5,22,21,-3
2023-24,ist,1610612738,BOS,0022301202,BOS@IND,AWAY,04/12/2023,L,240,112,46,97,47.4,12,41,29.3,8,12,66.7,13,43,56,27,5,9,18,19,-10
2023-24,ist,1610612740,NOP,0022301204,NOP@SAC,AWAY,04/12/2023,W,240,127,47,87,54.0,14,31,45.2,19,23,82.6,13,29,42,29,12,7,14,22,10
2023-24,ist,1610612754,IND,0022301202,INDvs.BOS,HOME,04/12/2023,W,240,122,43,94,45.7,19,40,47.5,17,21,81.0,7,34,41,28,8,4,6,15,10
2023-24,ist,1610612758,SAC,0022301204,SACvs.NOP,HOME,04/12/2023,L,240,117,38,85,44.7,14,41,34.1,27,33,81.8,11,27,38,29,8,2,14,18,-10
2023-24,ist,1610612737,ATL,0022300055,ATL@CLE,AWAY,28/11/2023,L,240,105,35,101,34.7,13,44,29.5,22,24,91.7,14,30,44,21,9,3,11,16,-23
2023-24,ist,1610612738,BOS,0022300053,BOSvs.CHI,HOME,28/11/2023,W,240,124,47,90,52.2,21,49,42.9,9,12,75.0,11,41,52,36,6,9,16,18,27
2023-24,ist,1610612739,CLE,0022300055,CLEvs.ATL,HOME,28/11/2023,W,240,128,50,93,53.8,13,36,36.1,15,17,88.2,12,43,55,27,8,12,17,20,23
2023-24,ist,1610612741,CHI,0022300053,CHI@BOS,AWAY,28/11/2023,L,240,97,39,90,43.3,9,28,32.1,10,18,55.6,9,28,37,25,11,7,8,13,-27
2023-24,ist,1610612742,DAL,0022300059,DALvs.HOU,HOME,28/11/2023,W,240,121,42,89,47.2,12,34,35.3,25,29,86.2,9,29,38,25,5,4,7,25,6
2023-24,ist,1610612744,GSW,0022300060,GSW@SAC,AWAY,28/11/2023,L,240,123,40,83,48.2,17,41,41.5,26,30,86.7,9,43,52,25,6,6,20,31,-1
2023-24,ist,1610612745,HOU,0022300059,HOU@DAL,AWAY,28/11/2023,L,240,115,42,85,49.4,8,29,27.6,23,29,79.3,10,30,40,33,2,6,12,27,-6
2023-24,ist,1610612748,MIA,0022300056,MIAvs.MIL,HOME,28/11/2023,L,240,124,48,94,51.1,14,30,46.7,14,21,66.7,8,27,35,32,3,5,6,22,-7
2023-24,ist,1610612749,MIL,0022300056,MIL@MIA,AWAY,28/11/2023,W,240,131,47,88,53.4,13,35,37.1,24,27,88.9,8,37,45,26,3,4,9,21,7
2023-24,ist,1610612750,MIN,0022300058,MINvs.OKC,HOME,28/11/2023,W,240,106,33,78,42.3,14,33,42.4,26,32,81.3,10,41,51,18,3,9,20,17,3
2023-24,ist,1610612751,BKN,0022300054,BKNvs.TOR,HOME,28/11/2023,W,240,115,40,89,44.9,13,38,34.2,22,26,84.6,13,46,59,26,7,8,15,17,12
2023-24,ist,1610612752,NYK,0022300057,NYKvs.CHA,HOME,28/11/2023,W,240,115,41,88,46.6,15,38,39.5,18,20,90.0,15,39,54,21,10,7,16,12,24
2023-24,ist,1610612758,SAC,0022300060,SACvs.GSW,HOME,28/11/2023,W,240,124,41,91,45.1,15,44,34.1,27,42,64.3,12,34,46,25,8,7,10,23,1
2023-24,ist,1610612760,OKC,0022300058,OKC@MIN,AWAY,28/11/2023,L,240,103,37,90,41.1,11,30,36.7,18,23,78.3,9,27,36,22,8,4,10,23,-3
2023-24,ist,1610612761,TOR,0022300054,TOR@BKN,AWAY,28/11/2023,L,240,103,39,101,38.6,13,36,36.1,12,19,63.2,15,31,46,27,11,3,7,21,-12
2023-24,ist,1610612766,CHA,0022300057,CHA@NYK,AWAY,28/11/2023,L,240,91,37,89,41.6,13,31,41.9,4,7,57.1,13,28,41,21,8,2,17,14,-24
2023-24,ist,1610612738,BOS,0022300043,BOS@ORL,AWAY,24/11/2023,L,240,96,31,76,40.8,7,29,24.1,27,37,73.0,4,27,31,17,10,4,15,18,-17
2023-24,ist,1610612740,NOP,0022300052,NOP@LAC,AWAY,24/11/2023,W,240,116,43,88,48.9,10,24,41.7,20,27,74.1,12,38,50,26,6,5,15,19,10
2023-24,ist,1610612741,CHI,0022300046,CHI@TOR,AWAY,24/11/2023,L,240,108,42,82,51.2,12,27,44.4,12,19,63.2,9,28,37,20,5,2,13,20,-13
2023-24,ist,1610612743,DEN,0022300048,DEN@HOU,AWAY,24/11/2023,L,240,86,32,94,34.0,7,30,23.3,15,21,71.4,16,30,46,17,8,4,15,14,-19
2023-24,ist,1610612744,GSW,0022300051,GSWvs.SAS,HOME,24/11/2023,W,240,118,40,81,49.4,19,42,45.2,19,24,79.2,7,34,41,35,7,2,24,21,6
2023-24,ist,1610612745,HOU,0022300048,HOUvs.DEN,HOME,24/11/2023,W,240,105,40,82,48.8,12,29,41.4,13,15,86.7,6,43,49,25,9,9,14,21,19
2023-24,ist,1610612746,LAC,0022300052,LACvs.NOP,HOME,24/11/2023,L,240,106,42,92,45.7,11,37,29.7,11,17,64.7,8,31,39,27,11,8,11,24,-10
2023-24,ist,1610612748,MIA,0022300045,MIA@NYK,AWAY,24/11/2023,L,240,98,34,87,39.1,10,37,27.0,20,21,95.2,10,31,41,20,11,0,11,19,-2
2023-24,ist,1610612749,MIL,0022300049,MILvs.WAS,HOME,24/11/2023,W,240,131,48,92,52.2,9,31,29.0,26,33,78.8,10,40,50,28,6,6,9,22,3
2023-24,ist,1610612750,MIN,0022300050,MINvs.SAC,HOME,24/11/2023,L,240,111,36,82,43.9,12,33,36.4,27,29,93.1,10,34,44,25,6,9,18,18,-13
2023-24,ist,1610612752,NYK,0022300045,NYKvs.MIA,HOME,24/11/2023,W,240,100,39,81,48.1,10,29,34.5,12,18,66.7,6,40,46,21,7,2,19,14,2
2023-24,ist,1610612753,ORL,0022300043,ORLvs.BOS,HOME,24/11/2023,W,240,113,43,85,50.6,11,28,39.3,16,22,72.7,13,35,48,23,5,3,18,28,17
2023-24,ist,1610612754,IND,0022300047,INDvs.DET,HOME,24/11/2023,W,240,136,49,102,48.0,16,38,42.1,22,24,91.7,15,25,40,24,7,8,9,21,23
2023-24,ist,1610612756,PHX,0022300044,PHX@MEM,AWAY,24/11/2023,W,240,110,39,76,51.3,11,31,35.5,21,28,75.0,7,34,41,22,10,6,13,12,21
2023-24,ist,1610612758,SAC,0022300050,SAC@MIN,AWAY,24/11/2023,W,240,124,49,100,49.0,17,35,48.6,9,11,81.8,14,32,46,25,7,4,13,19,13
2023-24,ist,1610612759,SAS,0022300051,SAS@GSW,AWAY,24/11/2023,L,240,112,45,100,45.0,12,47,25.5,10,12,83.3,15,31,46,28,10,3,20,18,-6
2023-24,ist,1610612761,TOR,0022300046,TORvs.CHI,HOME,24/11/2023,W,240,121,44,83,53.0,13,39,33.3,20,27,74.1,13,27,40,32,8,6,14,14,13
2023-24,ist,1610612763,MEM,0022300044,MEMvs.PHX,HOME,24/11/2023,L,240,89,37,80,46.3,9,33,27.3,6,10,60.0,6,29,35,22,6,2,15,22,-21
2023-24,ist,1610612764,WAS,0022300049,WAS@MIL,AWAY,24/11/2023,L,240,128,48,100,48.0,15,37,40.5,17,21,81.0,12,34,46,29,3,4,9,24,-3
2023-24,ist,1610612765,DET,0022300047,DET@IND,AWAY,24/11/2023,L,240,113,43,90,47.8,7,18,38.9,20,24,83.3,14,29,43,22,6,11,14,18,-23
2023-24,ist,1610612737,ATL,0022300039,ATLvs.IND,HOME,21/11/2023,L,240,152,57,95,60.0,15,31,48.4,23,28,82.1,12,27,39,28,8,4,15,23,-5
2023-24,ist,1610612739,CLE,0022300040,CLE@PHI,AWAY,21/11/2023,W,265,122,46,94,48.9,9,25,36.0,21,25,84.0,14,42,56,33,9,4,16,21,3
2023-24,ist,1610612747,LAL,0022300042,LALvs.UTA,HOME,21/11/2023,W,240,131,49,86,57.0,11,29,37.9,22,27,81.5,9,43,52,35,6,5,15,15,32
2023-24,ist,1610612753,ORL,0022300038,ORLvs.TOR,HOME,21/11/2023,W,240,126,50,100,50.0,12,31,38.7,14,20,70.0,15,25,40,31,12,8,13,19,19
2023-24,ist,1610612754,IND,0022300039,IND@ATL,AWAY,21/11/2023,W,240,157,57,94,60.6,22,45,48.9,21,28,75.0,7,22,29,35,7,11,14,25,5
2023-24,ist,1610612755,PHI,0022300040,PHIvs.CLE,HOME,21/11/2023,L,265,119,40,96,41.7,11,35,31.4,28,34,82.4,14,30,44,19,12,8,14,25,-3
2023-24,ist,1610612756,PHX,0022300041,PHXvs.POR,HOME,21/11/2023,W,240,120,43,76,56.6,7,17,41.2,27,28,96.4,11,27,38,26,8,8,15,18,13
2023-24,ist,1610612757,POR,0022300041,POR@PHX,AWAY,21/11/2023,L,240,107,38,87,43.7,14,31,45.2,17,20,85.0,12,18,30,20,8,3,13,20,-13
2023-24,ist,1610612761,TOR,0022300038,TOR@ORL,AWAY,21/11/2023,L,240,107,38,75,50.7,14,28,50.0,17,22,77.3,5,33,38,29,6,6,24,20,-19
2023-24,ist,1610612762,UTA,0022300042,UTA@LAL,AWAY,21/11/2023,L,240,99,38,98,38.8,11,44,25.0,12,16,75.0,13,29,42,25,6,3,14,22,-32
2023-24,ist,1610612737,ATL,0022300029,ATLvs.PHI,HOME,17/11/2023,L,240,116,40,89,44.9,12,33,36.4,24,30,80.0,14,25,39,24,8,4,13,20,-10
2023-24,ist,1610612738,BOS,0022300031,BOS@TOR,AWAY,17/11/2023,W,240,108,42,92,45.7,16,46,34.8,8,9,88.9,8,36,44,29,5,4,11,13,3
