SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2015-16,Playoffs,TOR,Toronto Raptors,20,4.3,4.2,1.20,5.2,2.3,3.7,60.8,60.8,13.8,4.6,13.8,3.4,59.8,73.3
2015-16,Playoffs,ATL,Atlanta Hawks,10,8.2,7.6,1.20,9.8,4.4,7.2,61.1,61.1,8.5,6.1,8.5,2.4,59.8,66.7
2015-16,Playoffs,MIA,Miami Heat,14,5.6,5.5,1.15,6.4,2.4,3.9,61.8,61.8,24.4,11.5,24.4,6.4,60.3,60.0
2015-16,Playoffs,SAS,San Antonio Spurs,10,7.3,7.2,1.14,8.3,3.6,6.4,56.3,56.3,12.3,5.5,12.3,5.5,56.2,53.3
2015-16,Playoffs,IND,Indiana Pacers,7,9.3,9.3,1.08,10.0,4.3,7.7,55.6,55.6,13.8,6.2,15.4,4.6,53.8,13.3
2015-16,Playoffs,DAL,Dallas Mavericks,5,8.6,8.3,1.42,12.2,5.2,7.4,70.3,70.3,16.3,0.0,16.3,2.3,72.1,100
2015-16,Playoffs,BOS,Boston Celtics,6,7.2,6.4,1.12,8.0,3.5,6.0,58.3,58.3,9.3,9.3,9.3,2.3,55.8,33.3
2015-16,Playoffs,HOU,Houston Rockets,5,7.0,6.0,1.09,7.6,3.6,5.8,62.1,62.1,11.4,8.6,11.4,2.9,54.3,20.0
2015-16,Playoffs,MEM,Memphis Grizzlies,4,8.5,8.2,1.09,9.3,3.8,6.5,57.7,57.7,17.6,5.9,17.6,0.0,58.8,26.7
2015-16,Playoffs,CHA,Charlotte Hornets,7,5.3,5.3,1.00,5.3,2.0,4.4,45.2,45.2,18.9,0.0,18.9,2.7,54.1,0.0
2015-16,Playoffs,LAC,LA Clippers,6,5.0,4.7,1.13,5.7,2.3,3.8,60.9,60.9,16.7,6.7,16.7,0.0,60.0,46.7
2015-16,Playoffs,DET,Detroit Pistons,4,4.0,4.3,1.13,4.5,2.3,3.8,60.0,60.0,6.3,6.3,6.3,6.3,56.3,40.0
2016-17,Pre+Season,ATL,Atlanta Hawks,7,13.4,12.5,1.28,17.1,7.7,11.7,65.9,65.9,11.7,2.1,10.6,1.1,66.0,74.2
2016-17,Pre+Season,CHA,Charlotte Hornets,7,13.4,10.6,1.21,16.3,6.7,11.1,60.3,60.3,14.9,5.3,14.9,3.2,61.7,51.7
2016-17,Pre+Season,GSW,Golden State Warriors,7,12.9,11.7,1.20,15.4,6.6,10.0,65.7,65.7,18.9,6.7,18.9,4.4,63.3,45.2
2016-17,Pre+Season,WAS,Washington Wizards,7,9.4,8.3,1.44,13.6,6.3,8.4,74.6,74.6,15.2,1.5,15.2,6.1,69.7,96.8
2016-17,Pre+Season,DEN,Denver Nuggets,7,11.0,9.3,1.12,12.3,4.7,8.0,58.9,58.9,24.7,7.8,23.4,5.2,57.1,22.6
2016-17,Pre+Season,NYK,New York Knicks,6,10.8,9.3,1.22,13.2,6.2,8.8,69.8,69.8,9.2,12.3,9.2,3.1,61.5,58.1
2016-17,Pre+Season,IND,Indiana Pacers,6,9.5,8.8,1.35,12.8,5.7,7.8,72.3,72.3,15.8,5.3,15.8,3.5,70.2,83.9
2016-17,Pre+Season,HOU,Houston Rockets,7,8.1,6.9,1.33,10.9,5.0,7.1,70.0,70.0,12.3,1.8,12.3,1.8,70.2,80.6
