SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PLUS_MINUS
2024-25,All+Star,K. George - Z. Edey - D. Knecht - S. Castle - J. Wells,-,2,5.1,15.0,6.0,12.0,50.0,2.0,6.0,33.3,1.0,1.0,100,3.0,3.5,6.5,3.5,0.5,0.0,0.0,0.0,0.5,1.5,1.5,0,0
2024-25,All+Star,D.   - S.   - C. Brickley - K. Thornton - T. Owens,-,1,4.8,3.0,1.0,9.0,11.1,0.0,5.0,0.0,1.0,6.0,16.7,5.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,-11.0,0,0
2024-25,All+Star,J. Harden - S. Curry - K. Irving - J. Brown - J. Tatum,-,1,4.6,22.0,9.0,12.0,75.0,4.0,6.0,66.7,0.0,0.0,0.0,0.0,4.0,4.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,8.0,0,0
2024-25,All+Star,D.   - S.   - W. Hayes - S. McEwen - T. Owens,-,1,4.5,3.0,1.0,3.0,33.3,0.0,1.0,0.0,1.0,3.0,33.3,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,-5.0,0,0
2024-25,All+Star,N. Kahan - M. Russell - B. Davis - D. Ramirez - M. Guyton,-,1,4.4,6.0,3.0,12.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.0,0,0
2024-25,All+Star,T. Jackson-Davis - A. Thompson - D. Knecht - S. Castle - R. Dunn,-,1,4.4,16.0,7.0,12.0,58.3,2.0,4.0,50.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
2024-25,All+Star,K. Durant - J. Harden - S. Curry - D. Lillard - J. Tatum,-,2,4.3,15.5,6.0,12.0,50.0,3.5,8.0,43.8,0.0,0.0,0.0,2.0,6.5,8.5,4.5,1.0,0.5,0.5,0.0,1.0,0.5,8.0,0,0
2024-25,All+Star,N. Jokić - K. Towns - D. Mitchell - T. Young - V. Wembanyama,-,1,4.3,12.0,6.0,13.0,46.2,0.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,-8.0,0,0
2024-25,All+Star,T. Jackson-Davis - Z. Edey - S. Castle - R. Dunn - J. Wells,-,1,4.2,6.0,3.0,5.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0
2024-25,All+Star,A. Thompson - A. Thompson - B. Coulibaly - T. Camara - B. Carrington,-,1,3.9,11.0,5.0,6.0,83.3,1.0,1.0,100,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,-4.0,0,0
2024-25,All+Star,J. Jaquez Jr. - A. Black - G. Dick - B. Podziemski - T. da Silva,-,1,3.9,16.0,7.0,11.0,63.6,2.0,2.0,100,0.0,0.0,0.0,2.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0
2024-25,All+Star,J. Brunson - J. Jackson Jr. - T. Herro - E. Mobley - J. Williams,-,1,3.8,12.0,5.0,10.0,50.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,-5.0,0,0
2024-25,All+Star,P. Spencer - J. Davison - L. Miller - D. Pate - R. Sheppard,-,1,3.8,12.0,5.0,11.0,45.5,2.0,7.0,28.6,0.0,0.0,0.0,3.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0,0
2024-25,All+Star,T. Jackson-Davis - K. George - D. Knecht - S. Castle - R. Dunn,-,2,3.8,14.5,6.0,9.5,63.2,1.5,4.0,37.5,1.0,1.0,100,1.5,2.5,4.0,3.5,0.5,1.0,0.5,1.0,0.0,0.5,5.5,0,0
2024-25,All+Star,K. Durant - S. Curry - K. Irving - J. Brown - J. Tatum,-,2,3.6,10.5,4.5,11.0,40.9,1.5,5.0,30.0,0.0,0.0,0.0,1.5,3.0,4.5,2.0,1.5,2.0,0.0,0.5,0.0,0.0,-2.5,0,0
2024-25,All+Star,N. Jokić - K. Towns - P. Siakam - D. Mitchell - S. Gilgeous-Alexander,-,2,3.5,9.0,3.5,9.5,36.8,1.5,5.0,30.0,0.5,2.0,25.0,2.5,3.5,6.0,3.0,1.5,0.0,0.5,1.0,0.5,1.0,-2.5,0,0
2024-25,All+Star,M. McClung - J. Davison - B. McGowens - L. Miller - D. Pate,-,1,3.4,2.0,1.0,8.0,12.5,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,-12.0,0,0
2024-25,All+Star,D.   - W. Hayes - K. Thornton - S. McEwen - T. Owens,-,1,3.3,8.0,3.0,6.0,50.0,1.0,2.0,50.0,1.0,1.0,100,3.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,7.0,0,0
2024-25,All+Star,K. George - Z. Edey - D. Knecht - S. Castle - J. Wells,-,1,3.3,10.0,4.0,10.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,0,0
2024-25,All+Star,A. Thompson - K. George - D. Knecht - S. Castle - R. Dunn,-,1,3.2,4.0,2.0,7.0,28.6,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-4.0,0,0
2024-25,All+Star,S.   - W. Hayes - K. Thornton - S. McEwen - T. Owens,-,1,3.1,4.0,1.0,5.0,20.0,0.0,1.0,0.0,2.0,2.0,100,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0,0
2024-25,All+Star,N. Jokić - K. Towns - D. Mitchell - S. Gilgeous-Alexander - V. Wembanyama,-,1,2.9,10.0,4.0,7.0,57.1,2.0,4.0,50.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0
2024-25,All+Star,P. Spencer - J. Davison - B. McGowens - L. Miller - D. Pate,-,1,2.9,5.0,2.0,10.0,20.0,1.0,4.0,25.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0,0
2024-25,All+Star,C. Brickley - W. Hayes - K. Thornton - S. McEwen - T. Owens,-,1,2.8,5.0,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,-9.0,0,0
2024-25,All+Star,K. Cenat - D. Wang - B. Davis - R. Jackson - T. Halpern,-,1,2.8,2.0,1.0,7.0,14.3,0.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,-2.0,0,0
2024-25,All+Star,P. Spencer - M. McClung - B. McGowens - L. Miller - D. Pate,-,1,2.8,8.0,4.0,6.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,0,0
2024-25,All+Star,A. Thompson - A. Thompson - B. Coulibaly - T. Camara - M. Buzelis,-,1,2.6,3.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,6.0,16.7,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-4.0,0,0
2024-25,All+Star,J. Jaquez Jr. - A. Black - G. Dick - Z. Risacher - A. Sarr,-,1,2.5,5.0,2.0,5.0,40.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,0,0
2024-25,All+Star,J. Strawther - B. Coulibaly - T. Camara - M. Buzelis - B. Carrington,-,1,2.5,5.0,2.0,5.0,40.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,0
2024-25,All+Star,K. Cenat - P. Schreiber - R. Jackson - T. Halpern - R. Flynn,-,1,2.4,4.0,2.0,6.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0
2024-25,All+Star,N. Jokić - P. Siakam - S. Gilgeous-Alexander - T. Young - V. Wembanyama,-,1,2.4,11.0,5.0,5.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0
2024-25,All+Star,P.   - C. Brickley - O. Stark - K. Thornton - A. Dhillon,-,1,2.4,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0,0,0
2024-25,All+Star,J. Strawther - A. Thompson - A. Thompson - M. Buzelis - B. Carrington,-,1,2.3,8.0,3.0,5.0,60.0,1.0,2.0,50.0,1.0,1.0,100,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0
2024-25,All+Star,P. Spencer - M. McClung - J. Davison - D. Pate - R. Sheppard,-,1,2.3,5.0,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,0,0
2024-25,All+Star,J. Brunson - J. Jackson Jr. - D. Garland - C. Cunningham - E. Mobley,-,1,2.2,8.0,3.0,5.0,60.0,2.0,2.0,100,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,0,0
2024-25,All+Star,M. McClung - J. Davison - B. McGowens - L. Miller - R. Sheppard,-,2,2.2,9.0,4.0,6.5,61.5,1.0,1.5,66.7,0.0,0.0,0.0,1.0,0.5,1.5,1.5,0.5,1.0,0.0,0.5,0.0,0.0,2.0,0,0
2024-25,All+Star,P. Schreiber - B. Davis - R. Jackson - D. Ramirez - T. Halpern,-,1,2.1,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0
2024-25,All+Star,J. Harden - S. Curry - K. Irving - D. Lillard - J. Brown,-,1,2.0,6.0,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0,0
2024-25,All+Star,T. Jackson-Davis - A. Thompson - K. George - R. Dunn - J. Wells,-,1,2.0,5.0,2.0,4.0,50.0,0.0,2.0,0.0,1.0,1.0,100,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,-1.0,0,0
2024-25,All+Star,J. Jaquez Jr. - A. Black - B. Podziemski - Z. Risacher - A. Sarr,-,1,1.9,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024-25,All+Star,J. Strawther - A. Thompson - B. Coulibaly - T. Camara - M. Buzelis,-,1,1.9,6.0,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0,0
2024-25,All+Star,P. Spencer - M. McClung - J. Davison - L. Miller - R. Sheppard,-,1,1.8,2.0,1.0,6.0,16.7,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0,0
2024-25,All+Star,N. Kahan - B. Davis - R. Jackson - D. Ramirez - T. Halpern,-,1,1.7,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,100,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0
2024-25,All+Star,D. Wang - B. Davis - R. Jackson - T. Halpern - R. Flynn,-,1,1.6,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.0,0,0
2024-25,All+Star,K. Towns - D. Mitchell - T. Young - A. Sengun - V. Wembanyama,-,2,1.6,4.0,2.0,3.5,57.1,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,1.5,1.0,0.5,0.5,0.5,0.0,0.0,-2.5,0,0
2024-25,All+Star,K. Cenat - N. Kahan - M. Russell - D. Wang - D. Ramirez,-,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-5.0,0,0
2024-25,All+Star,N. Kahan - M. Russell - B. Davis - T. Halpern - R. Flynn,-,1,1.5,4.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024-25,All+Star,J. Brunson - J. Jackson Jr. - D. Garland - T. Herro - C. Cunningham,-,1,1.4,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0,0
2024-25,All+Star,J. Strawther - A. Thompson - B. Coulibaly - T. Camara - B. Carrington,-,1,1.4,6.0,2.0,4.0,50.0,0.0,2.0,0.0,2.0,2.0,100,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0,0
2024-25,All+Star,D. Wang - B. Davis - R. Jackson - M. Guyton - T. Halpern,-,1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,0
2024-25,All+Star,D. Garland - T. Herro - C. Cunningham - E. Mobley - J. Williams,-,1,1.1,4.0,2.0,5.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,-3.0,0,0
2024-25,All+Star,P. Siakam - S. Gilgeous-Alexander - T. Young - A. Sengun - V. Wembanyama,-,1,1.1,7.0,3.0,3.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0,0
2024-25,All+Star,J. Brunson - D. Garland - T. Herro - E. Mobley - J. Williams,-,1,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,0,0
2024-25,All+Star,P.   - D.   - W. Hayes - S. McEwen - T. Owens,-,1,1.0,5.0,1.0,1.0,100,0.0,0.0,0.0,3.0,3.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0,0
2024-25,All+Star,J. Jackson Jr. - D. Garland - T. Herro - C. Cunningham - J. Williams,-,1,0.8,3.0,1.0,2.0,50.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0
2024-25,All+Star,P. Spencer - M. McClung - B. McGowens - L. Miller - R. Sheppard,-,1,0.7,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
2024-25,All+Star,K. Durant - J. Harden - S. Curry - K. Irving - D. Lillard,-,1,0.6,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0
2024-25,All+Star,K. Durant - J. Harden - S. Curry - K. Irving - J. Tatum,-,1,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024-25,All+Star,P.   - D.   - S.   - W. Hayes - T. Owens,-,1,0.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024-25,All+Star,P. Schreiber - D. Wang - B. Davis - R. Jackson - R. Flynn,-,1,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2024-25,All+Star,N. Kahan - B. Davis - R. Jackson - T. Halpern - R. Flynn,-,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2025-26,Regular+Season,T. Mann - N. Claxton - N. Clowney - E. Dëmin - D. Wolf,BKN,1,22.8,42.0,14.0,35.0,40.0,7.0,21.0,33.3,7.0,14.0,50.0,3.0,15.0,18.0,10.0,6.0,4.0,3.0,2.0,6.0,11.0,-14.0,0,0
2025-26,Regular+Season,B. Brown - J. Pickett - P. Watson - D. Holmes II - S. Jones,DEN,1,18.8,49.0,18.0,29.0,62.1,9.0,15.0,60.0,4.0,6.0,66.7,0.0,10.0,10.0,12.0,3.0,2.0,0.0,3.0,7.0,5.0,8.0,0,0
2025-26,Regular+Season,J. Brown - P. Pritchard - X. Tillman - S. Hauser - J. Walsh,BOS,1,18.4,52.0,18.0,32.0,56.3,5.0,14.0,35.7,11.0,12.0,91.7,7.0,14.0,21.0,8.0,8.0,4.0,1.0,0.0,5.0,8.0,4.0,0,0
2025-26,Regular+Season,N. Batum - B. Beal - K. Dunn - I. Zubac - D. Jones Jr.,LAC,1,17.1,35.0,13.0,29.0,44.8,3.0,10.0,30.0,6.0,6.0,100,3.0,8.0,11.0,8.0,5.0,4.0,1.0,1.0,9.0,5.0,-18.0,0,0
2025-26,Regular+Season,M. Porter Jr. - T. Mann - N. Claxton - N. Clowney - E. Dëmin,BKN,18,17.0,41.1,14.5,30.7,47.2,5.7,14.8,38.3,6.4,8.1,79.3,3.8,10.4,14.3,10.9,5.5,2.8,1.7,1.3,6.7,7.6,1.0,0,0
2025-26,Regular+Season,C. McCollum - C. Kispert - B. Coulibaly - A. Sarr - K. George,WAS,1,16.6,43.0,15.0,36.0,41.7,7.0,14.0,50.0,6.0,8.0,75.0,6.0,15.0,21.0,11.0,3.0,2.0,1.0,3.0,4.0,5.0,2.0,0,0
2025-26,Regular+Season,P. George - J. Embiid - Q. Grimes - D. Barlow - V. Edgecombe,PHI,2,16.5,45.5,16.0,29.5,54.2,5.5,11.0,50.0,8.0,10.5,76.2,4.0,13.5,17.5,10.5,4.5,2.5,2.5,1.5,4.0,8.0,7.5,0,0
2025-26,Regular+Season,R. Westbrook - D. DeRozan - D. Schröder - D. Eubanks - N. Clifford,SAC,1,16.3,38.0,14.0,28.0,50.0,5.0,7.0,71.4,5.0,8.0,62.5,3.0,15.0,18.0,8.0,5.0,1.0,3.0,2.0,6.0,7.0,-2.0,0,0
2025-26,Regular+Season,N. Claxton - Z. Williams - N. Clowney - D. Wolf - D. Powell,BKN,1,16.2,24.0,10.0,25.0,40.0,2.0,8.0,25.0,2.0,5.0,40.0,2.0,4.0,6.0,6.0,5.0,1.0,0.0,2.0,4.0,5.0,-27.0,0,0
2025-26,Regular+Season,A. Gordon - N. Jokić - J. Murray - C. Johnson - C. Braun,DEN,10,15.9,39.8,14.8,29.6,50.0,3.0,11.0,27.3,7.2,8.4,85.7,3.8,11.9,15.7,9.6,4.4,2.8,1.1,1.3,5.7,7.2,4.2,0,0
2025-26,Regular+Season,L. James - M. Smart - D. Ayton - L. Dončić - J. LaRavia,LAL,6,15.9,39.0,15.2,28.0,54.2,3.0,10.3,29.0,5.7,6.5,87.2,2.5,11.7,14.2,10.8,5.3,2.8,1.7,0.5,5.2,5.3,2.3,0,0
2025-26,Regular+Season,M. Turner - B. Portis - K. Kuzma - K. Porter Jr. - A. Green,MIL,3,15.9,31.0,10.3,28.7,36.0,5.0,17.3,28.8,5.3,5.7,94.1,3.7,12.3,16.0,7.0,5.0,2.3,1.3,1.0,7.0,4.7,-6.7,0,0
2025-26,Regular+Season,J. Harden - K. Leonard - B. Beal - I. Zubac - D. Jones Jr.,LAC,4,15.7,39.0,15.5,27.0,57.4,4.5,10.3,43.9,3.5,4.5,77.8,2.3,10.3,12.5,9.0,6.0,2.3,2.8,0.5,6.5,5.8,-3.5,0,0
2025-26,Regular+Season,K. Middleton - B. Coulibaly - A. Sarr - K. George - T. Johnson,WAS,2,15.7,33.5,11.5,29.0,39.7,3.5,12.0,29.2,7.0,9.5,73.7,2.5,10.5,13.0,9.0,6.5,3.5,1.0,1.0,10.0,6.5,-10.0,0,0
2025-26,Regular+Season,N. Powell - B. Adebayo - J. Jaquez Jr. - K. Ware - K. Jakučionis,MIA,1,15.6,41.0,14.0,35.0,40.0,7.0,19.0,36.8,6.0,6.0,100,8.0,7.0,15.0,10.0,3.0,0.0,0.0,3.0,6.0,5.0,-4.0,0,0
2025-26,Regular+Season,J. Embiid - K. Oubre Jr. - T. Maxey - T. Watford - V. Edgecombe,PHI,1,15.5,47.0,20.0,34.0,58.8,4.0,10.0,40.0,3.0,4.0,75.0,8.0,10.0,18.0,10.0,3.0,2.0,2.0,2.0,7.0,6.0,11.0,0,0
2025-26,Regular+Season,N. Jokić - J. Murray - C. Johnson - Z. Nnaji - P. Watson,DEN,1,15.2,35.0,14.0,25.0,56.0,6.0,13.0,46.2,1.0,1.0,100,3.0,12.0,15.0,10.0,12.0,2.0,1.0,2.0,5.0,5.0,-4.0,0,0
2025-26,Regular+Season,K. Middleton - C. McCollum - B. Coulibaly - A. Sarr - K. George,WAS,6,15.1,33.0,11.8,28.2,42.0,4.7,11.3,41.2,4.7,6.7,70.0,2.8,10.8,13.7,7.7,4.3,2.3,2.5,2.3,7.3,5.3,-4.0,0,0
2025-26,Regular+Season,D. Booker - D. Brooks - G. Allen - M. Williams - C. Gillespie,PHX,1,14.6,45.0,13.0,24.0,54.2,4.0,11.0,36.4,15.0,17.0,88.2,2.0,6.0,8.0,9.0,4.0,4.0,1.0,1.0,3.0,10.0,12.0,0,0
2025-26,Regular+Season,R. Westbrook - D. DeRozan - P. Achiuwa - K. Ellis - M. Raynaud,SAC,2,14.6,34.0,13.5,29.0,46.6,4.5,9.5,47.4,2.5,3.0,83.3,3.5,11.0,14.5,9.0,3.5,3.5,3.0,1.5,5.0,2.5,-2.5,0,0
2025-26,Regular+Season,G. Antetokounmpo - M. Turner - K. Porter Jr. - R. Rollins - A. Green,MIL,11,14.5,37.3,13.3,26.2,50.7,4.5,10.9,40.8,6.3,8.5,74.2,3.1,10.4,13.5,8.2,4.4,2.4,1.4,1.5,5.6,6.8,5.4,0,0
2025-26,Regular+Season,A. Davis - P. Washington - M. Christie - C. Flagg - R. Nembhard,DAL,2,14.4,33.0,14.0,24.5,57.1,2.0,7.0,28.6,3.0,3.5,85.7,2.5,7.0,9.5,8.0,5.0,1.5,0.5,1.5,5.0,4.0,-6.5,0,0
2025-26,Regular+Season,A. Wiggins - N. Powell - B. Adebayo - T. Herro - D. Mitchell,MIA,6,14.1,38.8,13.8,28.7,48.3,4.3,11.0,39.4,6.8,8.0,85.4,2.5,10.5,13.0,7.7,3.3,2.2,1.7,1.2,5.3,6.0,3.7,0,0
2025-26,Regular+Season,B. Hield - J. Kuminga - P. Spencer - Q. Post - W. Richard,GSW,1,14.0,27.0,10.0,28.0,35.7,4.0,10.0,40.0,3.0,3.0,100,2.0,14.0,16.0,9.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,0,0
2025-26,Regular+Season,B. Ingram - J. Poeltl - R. Barrett - I. Quickley - S. Barnes,TOR,12,13.8,36.7,13.8,26.5,51.9,3.3,8.6,38.8,5.8,7.7,76.1,3.3,8.6,11.8,9.3,4.0,3.0,1.5,2.3,5.6,6.3,1.5,0,0
2025-26,Regular+Season,B. Adebayo - T. Herro - D. Mitchell - P. Larsson - K. Ware,MIA,1,13.6,27.0,11.0,23.0,47.8,2.0,5.0,40.0,3.0,6.0,50.0,5.0,10.0,15.0,6.0,6.0,4.0,3.0,3.0,7.0,4.0,-3.0,0,0
2025-26,Regular+Season,D. Robinson - I. Stewart - C. Cunningham - J. Duren - D. Jenkins,DET,1,13.6,42.0,17.0,24.0,70.8,4.0,6.0,66.7,4.0,6.0,66.7,2.0,11.0,13.0,12.0,5.0,3.0,0.0,1.0,7.0,7.0,10.0,0,0
2025-26,Regular+Season,D. Sharpe - J. Wilson - T. Martin - N. Clowney - D. Powell,BKN,1,13.6,36.0,12.0,23.0,52.2,7.0,15.0,46.7,5.0,5.0,100,1.0,8.0,9.0,10.0,4.0,1.0,0.0,1.0,5.0,4.0,2.0,0,0
2025-26,Regular+Season,N. Jokić - J. Pickett - C. Johnson - C. Braun - P. Watson,DEN,1,13.6,32.0,14.0,27.0,51.9,0.0,6.0,0.0,4.0,4.0,100,4.0,7.0,11.0,8.0,5.0,1.0,0.0,0.0,7.0,4.0,-10.0,0,0
2025-26,Regular+Season,N. Jokić - J. Murray - C. Johnson - P. Watson - S. Jones,DEN,13,13.2,37.2,14.0,24.2,57.8,5.1,10.5,48.5,4.2,5.5,75.0,2.8,9.0,11.8,9.5,3.7,2.0,1.0,1.0,5.4,5.2,4.8,0,0
2025-26,Regular+Season,N. Powell - D. Smith - J. Jaquez Jr. - K. Ware - K. Johnson,MIA,1,13.2,30.0,11.0,22.0,50.0,3.0,8.0,37.5,5.0,8.0,62.5,7.0,12.0,19.0,5.0,8.0,4.0,1.0,1.0,3.0,7.0,-3.0,0,0
2025-26,Regular+Season,R. Gobert - J. Randle - D. DiVincenzo - A. Edwards - J. McDaniels,MIN,31,13.2,33.8,12.3,24.2,50.6,4.0,10.2,38.8,5.4,6.9,77.2,3.3,10.0,13.3,7.3,4.0,1.8,1.6,0.6,5.0,5.7,2.7,0,0
2025-26,Regular+Season,R. O'Neale - D. Brooks - G. Allen - M. Williams - C. Gillespie,PHX,3,13.2,23.0,8.3,26.3,31.6,1.7,11.0,15.2,4.7,6.3,73.7,5.0,6.0,11.0,4.3,3.3,3.0,0.3,1.3,3.7,6.3,-13.0,0,0
2025-26,Regular+Season,T. Maxey - J. Walker - A. Bona - J. McCain - V. Edgecombe,PHI,1,13.2,30.0,11.0,24.0,45.8,4.0,10.0,40.0,4.0,4.0,100,3.0,11.0,14.0,5.0,2.0,1.0,1.0,2.0,2.0,5.0,11.0,0,0
2025-26,Regular+Season,A. Drummond - K. Oubre Jr. - T. Maxey - D. Barlow - V. Edgecombe,PHI,1,13.1,34.0,13.0,24.0,54.2,3.0,7.0,42.9,5.0,5.0,100,2.0,5.0,7.0,3.0,4.0,4.0,3.0,2.0,7.0,4.0,1.0,0,0
2025-26,Regular+Season,D. Sharpe - C. Thomas - J. Wilson - T. Martin - N. Traore,BKN,2,13.1,29.5,12.0,25.0,48.0,4.0,11.5,34.8,1.5,2.0,75.0,5.5,5.5,11.0,6.5,2.0,3.0,0.5,1.0,7.5,3.0,2.5,0,0
