SEASON,SEASON_TYPE,LINEUP,TEAM_ABB,GROUP_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PLUS_MINUS
2025-26,Regular+Season,M. Plumlee - C. Sexton - D. Peterson - L. McNeeley - S. James,CHA,1,3.7,9.0,3.0,6.0,50.0,1.0,3.0,33.3,2.0,2.0,100,1.0,4.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,6.0,0,0
2025-26,Regular+Season,M. Porter Jr. - T. Mann - N. Claxton - E. Dëmin - D. Wolf,BKN,4,3.7,6.5,2.3,7.3,31.0,0.8,3.3,23.1,1.3,1.5,83.3,1.8,2.0,3.8,1.3,1.8,1.8,0.3,0.8,0.5,1.3,-1.0,0,0
2025-26,Regular+Season,M. Smart - J. Vanderbilt - A. Reaves - J. LaRavia - D. Knecht,LAL,1,3.7,13.0,5.0,6.0,83.3,1.0,1.0,100,2.0,2.0,100,0.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0,0
2025-26,Regular+Season,N. Alexander-Walker - O. Okongwu - J. Johnson - D. Daniels - K. Wallace,ATL,2,3.7,6.5,2.5,7.0,35.7,1.5,4.0,37.5,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.5,0.5,0.5,1.5,0.5,-2.0,0,0
2025-26,Regular+Season,N. Claxton - Z. Williams - C. Thomas - N. Traore - D. Wolf,BKN,1,3.7,8.0,2.0,7.0,28.6,0.0,2.0,0.0,4.0,6.0,66.7,3.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0,0
2025-26,Regular+Season,N. Vučević - C. White - I. Okoro - A. Dosunmu - M. Buzelis,CHI,3,3.7,14.0,5.7,7.7,73.9,2.0,4.0,50.0,0.7,0.7,100,0.3,3.3,3.7,3.7,0.7,0.0,0.0,0.0,2.7,0.7,6.3,0,0
2025-26,Regular+Season,N. Vučević - C. White - J. Smith - J. Giddey - M. Buzelis,CHI,1,3.7,8.0,2.0,4.0,50.0,1.0,2.0,50.0,3.0,4.0,75.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0,0
2025-26,Regular+Season,O. Anunoby - M. Bridges - J. Brunson - M. Robinson - M. McBride,NYK,5,3.7,9.4,3.0,6.6,45.5,2.2,3.4,64.7,1.2,1.2,100,0.8,3.0,3.8,2.2,0.8,0.6,0.4,0.8,1.4,0.8,0.8,0,0
2025-26,Regular+Season,P. Connaughton - T. Mann - R. Kalkbrenner - K. Knueppel - S. James,CHA,2,3.7,5.5,2.5,7.5,33.3,0.5,3.0,16.7,0.0,0.0,0.0,1.5,1.5,3.0,2.0,1.0,0.0,0.5,0.5,2.5,0.0,-7.5,0,0
2025-26,Regular+Season,P. George - A. Bona - J. McCain - J. Edwards - V. Edgecombe,PHI,2,3.7,11.5,4.0,8.0,50.0,2.5,5.0,50.0,1.0,1.0,100,0.0,3.5,3.5,2.5,0.0,0.0,1.0,0.5,0.5,1.0,2.5,0,0
2025-26,Regular+Season,P. Siakam - A. Nembhard - I. Jackson - J. Walker - B. Sheppard,IND,4,3.7,7.5,3.0,6.5,46.2,0.5,2.0,25.0,1.0,1.5,66.7,1.0,1.8,2.8,1.5,1.5,0.3,0.5,0.3,1.8,1.0,-3.5,0,0
2025-26,Regular+Season,P. Siakam - T. Bradley - A. Nesmith - B. Mathurin - B. Sheppard,IND,1,3.7,12.0,3.0,5.0,60.0,2.0,3.0,66.7,4.0,6.0,66.7,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0,0
2025-26,Regular+Season,P. Siakam - T. Bradley - O. Toppin - A. Nesmith - B. Sheppard,IND,1,3.7,10.0,3.0,6.0,50.0,1.0,2.0,50.0,3.0,4.0,75.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0,0
2025-26,Regular+Season,P. Spencer - M. Moody - G. Santos - T. Jackson-Davis - W. Richard,GSW,3,3.7,7.3,2.3,6.7,35.0,0.3,2.7,12.5,2.3,3.0,77.8,1.7,1.3,3.0,1.7,1.7,1.3,0.3,1.3,2.3,1.7,-3.0,0,0
2025-26,Regular+Season,P. Washington - B. Williams - M. Christie - D. Lively II - C. Flagg,DAL,2,3.7,13.5,4.5,6.5,69.2,3.0,3.0,100,1.5,1.5,100,0.5,3.0,3.5,3.5,1.0,1.0,1.0,0.0,2.0,1.0,6.0,0,0
2025-26,Regular+Season,Q. Grimes - T. Maxey - J. Walker - J. Broome - J. Edwards,PHI,1,3.7,8.0,2.0,5.0,40.0,1.0,3.0,33.3,3.0,3.0,100,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,-4.0,0,0
2025-26,Regular+Season,R. Gobert - D. DiVincenzo - N. Reid - B. Hyland - R. Dillingham,MIN,1,3.7,14.0,6.0,11.0,54.5,2.0,4.0,50.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,12.0,0,0
2025-26,Regular+Season,S. Mykhailiuk - T. Hendricks - C. Williams - K. Filipowski - W. Clayton Jr.,UTA,1,3.7,12.0,5.0,8.0,62.5,0.0,1.0,0.0,2.0,3.0,66.7,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,0,0
2025-26,Regular+Season,T. Hardaway Jr. - B. Brown - Z. Nnaji - J. Strawther - H. Tyson,DEN,1,3.7,13.0,3.0,6.0,50.0,1.0,3.0,33.3,6.0,6.0,100,1.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0,0
2025-26,Regular+Season,T. Mann - N. Claxton - C. Thomas - J. Wilson - N. Clowney,BKN,2,3.7,10.5,4.0,7.0,57.1,1.0,3.0,33.3,1.5,1.5,100,0.5,2.0,2.5,3.5,0.5,0.0,0.0,0.5,1.5,2.0,0.0,0,0
2025-26,Regular+Season,T. Vukcevic - A. Johnson - J. Watkins - T. Johnson - W. Riley,WAS,2,3.7,9.0,3.0,7.5,40.0,0.5,2.5,20.0,2.5,3.5,71.4,1.0,3.5,4.5,2.0,1.5,1.0,0.5,0.5,2.0,2.0,0.0,0,0
2025-26,Regular+Season,Z. Williamson - J. Poole - H. Jones - T. Murphy III - D. Queen,NOP,3,3.7,9.7,3.7,6.0,61.1,0.3,1.3,25.0,2.0,3.0,66.7,0.7,3.7,4.3,1.0,1.7,0.7,0.7,0.3,2.3,2.3,1.7,0,0
2025-26,Regular+Season,A. Caruso - I. Joe - C. Holmgren - J. Williams - C. Wallace,OKC,1,3.6,8.0,3.0,7.0,42.9,2.0,4.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,-2.0,0,0
2025-26,Regular+Season,A. Davis - D. Russell - N. Marshall - M. Christie - R. Nembhard,DAL,1,3.6,11.0,4.0,7.0,57.1,0.0,0.0,0.0,3.0,4.0,75.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0,0
2025-26,Regular+Season,A. Gill - M. Branham - T. Vukcevic - B. Carrington - A. Johnson,WAS,2,3.6,11.0,4.5,6.0,75.0,1.5,2.0,75.0,0.5,0.5,100,0.0,1.5,1.5,3.0,2.5,1.0,1.5,0.5,2.0,1.0,-1.0,0,0
2025-26,Regular+Season,A. Horford - S. Curry - J. Butler III - D. Green - B. Podziemski,GSW,2,3.6,11.5,4.0,5.5,72.7,2.0,2.5,80.0,1.5,2.0,75.0,0.0,2.5,2.5,2.5,1.5,1.0,0.5,0.5,1.0,1.5,4.5,0,0
2025-26,Regular+Season,A. Nembhard - I. Jackson - B. Mathurin - Q. Jackson - J. Walker,IND,1,3.6,11.0,4.0,7.0,57.1,0.0,3.0,0.0,3.0,4.0,75.0,0.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,0,0
2025-26,Regular+Season,A. Wiggins - N. Powell - B. Adebayo - D. Mitchell - J. Jaquez Jr.,MIA,16,3.6,8.8,3.3,6.4,51.5,0.8,2.4,31.6,1.4,1.8,75.9,0.8,2.9,3.7,2.1,1.4,0.7,0.4,0.4,1.1,1.4,0.3,0,0
2025-26,Regular+Season,A. Wiggins - N. Powell - B. Adebayo - D. Mitchell - N. Jović,MIA,7,3.6,8.1,2.7,6.3,43.2,1.0,2.6,38.9,1.7,2.0,85.7,0.3,2.1,2.4,1.7,1.9,0.1,0.0,0.6,2.3,1.7,-3.3,0,0
2025-26,Regular+Season,B. Adebayo - T. Herro - D. Mitchell - N. Jović - P. Larsson,MIA,2,3.6,6.0,2.0,9.0,22.2,0.5,2.5,20.0,1.5,2.0,75.0,2.5,4.0,6.5,2.0,1.5,0.5,0.0,1.0,1.0,1.5,-1.5,0,0
2025-26,Regular+Season,B. Brown - J. Pickett - Z. Nnaji - P. Watson - H. Tyson,DEN,1,3.6,6.0,2.0,5.0,40.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0,0
2025-26,Regular+Season,C. LeVert - D. Robinson - B. Klintman - C. Lanier - T. Smith,DET,1,3.6,13.0,5.0,7.0,71.4,2.0,4.0,50.0,1.0,2.0,50.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0
2025-26,Regular+Season,C. LeVert - D. Robinson - J. Green - A. Thompson - T. Smith,DET,1,3.6,10.0,3.0,4.0,75.0,1.0,1.0,100,3.0,4.0,75.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,0,0
2025-26,Regular+Season,C. Love - S. Cissoko - J. Cooke - D. Reath - H. Yang,POR,1,3.6,5.0,2.0,9.0,22.2,1.0,6.0,16.7,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,0,0
2025-26,Regular+Season,C. Paul - J. Harden - K. Dunn - I. Zubac - J. Collins,LAC,1,3.6,12.0,5.0,8.0,62.5,2.0,4.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
2025-26,Regular+Season,D. Avdija - S. Sharpe - C. Love - T. Camara - D. Reath,POR,5,3.6,8.0,2.8,6.8,41.2,1.6,3.8,42.1,0.8,1.2,66.7,1.6,2.8,4.4,1.6,2.6,0.2,0.4,0.2,1.2,0.8,-3.2,0,0
2025-26,Regular+Season,D. Ayton - R. Hachimura - A. Reaves - N. Smith Jr. - A. Thiero,LAL,1,3.6,8.0,3.0,9.0,33.3,2.0,4.0,50.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,-4.0,0,0
2025-26,Regular+Season,D. Booker - G. Allen - J. Goodwin - M. Williams - R. Dunn,PHX,5,3.6,9.2,3.2,7.0,45.7,1.4,2.8,50.0,1.4,1.4,100,1.8,2.4,4.2,1.8,1.4,0.4,0.4,0.2,2.2,1.8,2.4,0,0
2025-26,Regular+Season,D. Brooks - M. Williams - J. Bouyea - C. Gillespie - R. Dunn,PHX,1,3.6,6.0,3.0,7.0,42.9,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,-3.0,0,0
2025-26,Regular+Season,D. DeRozan - D. Schröder - Z. LaVine - M. Monk - D. Cardwell,SAC,2,3.6,10.5,4.0,8.0,50.0,0.5,3.0,16.7,2.0,3.5,57.1,0.0,2.0,2.0,2.0,0.5,0.5,0.5,0.5,3.5,5.0,1.0,0,0
2025-26,Regular+Season,D. DeRozan - P. Achiuwa - K. Murray - K. Ellis - N. Clifford,SAC,1,3.6,7.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,100,2.0,3.0,5.0,0.0,4.0,2.0,2.0,0.0,1.0,1.0,2.0,0,0
2025-26,Regular+Season,D. Hunter - D. Wade - E. Mobley - C. Porter Jr. - J. Tyson,CLE,1,3.6,5.0,2.0,7.0,28.6,1.0,4.0,25.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,-4.0,0,0
2025-26,Regular+Season,D. Sharpe - E. Liddell - N. Traore - D. Wolf - B. Saraf,BKN,1,3.6,8.0,2.0,8.0,25.0,1.0,4.0,25.0,3.0,4.0,75.0,3.0,4.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0,0
2025-26,Regular+Season,E. Thompson - M. Potter - Q. Jackson - K. Jones - T. Peter,IND,2,3.6,10.0,3.5,7.0,50.0,1.5,3.0,50.0,1.5,2.5,60.0,1.5,2.0,3.5,3.0,1.5,1.0,0.0,0.0,1.0,2.0,4.5,0,0
2025-26,Regular+Season,G. Bitadze - D. Bane - F. Wagner - A. Black - J. Richardson,ORL,2,3.6,10.0,4.0,6.5,61.5,0.0,0.0,0.0,2.0,2.0,100,1.0,3.0,4.0,1.0,1.0,0.5,0.0,0.5,2.0,2.0,0.5,0,0
2025-26,Regular+Season,G. Bitadze - D. Bane - F. Wagner - J. Suggs - T. da Silva,ORL,7,3.6,8.3,2.9,7.0,40.8,0.7,3.0,23.8,1.9,1.9,100,0.6,2.7,3.3,2.0,0.9,0.4,0.1,0.3,1.7,1.3,0.3,0,0
2025-26,Regular+Season,G. Bitadze - D. Bane - J. Suggs - T. da Silva - J. Richardson,ORL,1,3.6,5.0,1.0,5.0,20.0,1.0,2.0,50.0,2.0,2.0,100,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,-9.0,0,0
2025-26,Regular+Season,G. Bitadze - D. Bane - P. Banchero - A. Black - T. da Silva,ORL,10,3.6,9.3,3.4,6.5,52.3,0.9,2.2,40.9,1.6,2.0,80.0,0.5,2.7,3.2,1.9,1.1,0.6,0.3,0.7,1.7,1.4,-0.5,0,0
2025-26,Regular+Season,G. Bitadze - F. Wagner - A. Black - J. Howard - T. da Silva,ORL,3,3.6,9.7,3.0,5.0,60.0,0.7,1.7,40.0,3.0,4.3,69.2,0.3,3.0,3.3,1.3,0.7,0.7,0.7,0.0,1.3,2.0,0.3,0,0
2025-26,Regular+Season,G. Harris - B. Portis - K. Kuzma - G. Trent Jr. - C. Anthony,MIL,2,3.6,7.5,3.0,6.0,50.0,1.5,3.5,42.9,0.0,0.0,0.0,0.0,1.5,1.5,2.0,1.0,0.5,0.0,1.0,2.5,1.0,-1.5,0,0
2025-26,Regular+Season,G. Payton II - P. Spencer - M. Moody - B. Podziemski - Q. Post,GSW,1,3.6,12.0,4.0,5.0,80.0,2.0,2.0,100,2.0,2.0,100,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,0,0
2025-26,Regular+Season,H. Barnes - D. Fox - L. Kornet - L. Waters III - C. Bryant,SAS,1,3.6,5.0,2.0,8.0,25.0,1.0,7.0,14.3,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0,0
2025-26,Regular+Season,H. Barnes - K. Olynyk - K. Johnson - D. Vassell - J. Sochan,SAS,3,3.6,6.3,2.7,6.3,42.1,0.7,3.3,20.0,0.3,0.7,50.0,1.0,3.7,4.7,1.3,1.0,0.0,0.3,0.7,1.3,1.0,0.7,0,0
2025-26,Regular+Season,I. Hartenstein - I. Joe - A. Wiggins - C. Wallace - A. Mitchell,OKC,2,3.6,9.0,4.0,7.5,53.3,0.0,2.0,0.0,1.0,1.0,100,1.0,2.0,3.0,2.0,1.0,1.5,0.0,0.5,3.5,2.5,1.5,0,0
2025-26,Regular+Season,I. Hartenstein - S. Gilgeous-Alexander - I. Joe - A. Wiggins - C. Wallace,OKC,1,3.6,8.0,3.0,9.0,33.3,2.0,3.0,66.7,0.0,0.0,0.0,2.0,3.0,5.0,2.0,2.0,1.0,0.0,1.0,5.0,1.0,-1.0,0,0
2025-26,Regular+Season,I. Quickley - S. Barnes - J. Walter - J. Shead - C. Murray-Boyles,TOR,2,3.6,8.0,3.5,8.5,41.2,0.0,3.0,0.0,1.0,1.0,100,1.5,2.5,4.0,2.5,1.5,1.0,0.5,1.0,2.0,1.5,0.5,0,0
2025-26,Regular+Season,J. Brown - D. White - C. Boucher - P. Pritchard - S. Hauser,BOS,1,3.6,11.0,4.0,6.0,66.7,2.0,4.0,50.0,1.0,1.0,100,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0,0
2025-26,Regular+Season,J. Brown - D. White - P. Pritchard - L. Garza - J. Walsh,BOS,9,3.6,8.0,2.9,6.0,48.1,1.3,2.9,46.2,0.9,1.0,88.9,0.9,2.7,3.6,1.4,1.2,0.3,0.2,0.3,2.1,0.8,-1.3,0,0
2025-26,Regular+Season,J. Butler III - B. Hield - G. Payton II - B. Podziemski - Q. Post,GSW,1,3.6,5.0,2.0,5.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,-1.0,0,0
2025-26,Regular+Season,J. Champagnie - C. Whitmore - B. Carrington - K. George - W. Riley,WAS,1,3.6,5.0,2.0,7.0,28.6,0.0,4.0,0.0,1.0,2.0,50.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,-6.0,0,0
2025-26,Regular+Season,J. Clarkson - O. Anunoby - J. Brunson - M. McBride - A. Hukporti,NYK,1,3.6,11.0,3.0,7.0,42.9,1.0,4.0,25.0,4.0,4.0,100,1.0,5.0,6.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,6.0,0,0
2025-26,Regular+Season,J. Embiid - Q. Grimes - A. Bona - J. McCain - V. Edgecombe,PHI,1,3.6,7.0,2.0,5.0,40.0,1.0,3.0,33.3,2.0,2.0,100,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,-4.0,0,0
2025-26,Regular+Season,J. Grant - D. Avdija - K. Murray - T. Camara - H. Yang,POR,1,3.6,5.0,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0,0
2025-26,Regular+Season,J. Green - A. Holiday - J. Okogie - J. Tate - J. Davison,HOU,2,3.6,6.5,2.0,4.5,44.4,1.0,1.5,66.7,1.5,2.0,75.0,0.5,1.0,1.5,1.5,2.5,0.5,0.0,0.5,1.5,1.0,-8.5,0,0
2025-26,Regular+Season,J. Green - I. Stewart - R. Holland II - C. Lanier - D. Jenkins,DET,3,3.6,8.3,3.7,6.3,57.9,1.0,2.3,42.9,0.0,0.0,0.0,0.7,2.0,2.7,2.3,1.3,1.3,0.0,0.0,0.7,0.7,0.0,0,0
2025-26,Regular+Season,J. Green - P. Reed - M. Sasser - C. Lanier - D. Jenkins,DET,1,3.6,6.0,3.0,8.0,37.5,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,2.0,-11.0,0,0
2025-26,Regular+Season,J. Holiday - J. Grant - M. Thybulle - D. Avdija - T. Camara,POR,3,3.6,10.0,3.3,5.3,62.5,2.0,2.7,75.0,1.3,2.0,66.7,0.0,2.0,2.0,2.7,0.7,0.7,0.0,0.0,1.3,2.0,3.7,0,0
2025-26,Regular+Season,J. Konchar - O. Prosper - P. Hall - C. Coward - J. Small,MEM,1,3.6,13.0,3.0,7.0,42.9,3.0,6.0,50.0,4.0,4.0,100,2.0,3.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,0,0
2025-26,Regular+Season,J. Minott - R. Harper Jr. - B. Scheierman - J. Walsh - H. González,BOS,1,3.6,7.0,2.0,10.0,20.0,1.0,5.0,20.0,2.0,2.0,100,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,-8.0,0,0
2025-26,Regular+Season,J. Poole - H. Jones - J. Hawkins - J. Fears - D. Queen,NOP,1,3.6,10.0,4.0,8.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0,0
2025-26,Regular+Season,J. Randle - D. DiVincenzo - N. Reid - B. Hyland - R. Dillingham,MIN,1,3.6,11.0,4.0,7.0,57.1,2.0,4.0,50.0,1.0,2.0,50.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0
2025-26,Regular+Season,J. Valančiūnas - T. Hardaway Jr. - J. Murray - P. Watson - S. Jones,DEN,4,3.6,9.8,3.8,6.3,60.0,1.5,2.3,66.7,0.8,0.8,100,0.3,1.3,1.5,2.0,1.3,0.0,0.3,0.5,1.3,1.8,-3.5,0,0
2025-26,Regular+Season,K. Durant - S. Adams - A. Sengun - T. Eason - A. Thompson,HOU,2,3.6,13.0,4.5,7.5,60.0,0.0,1.5,0.0,4.0,5.0,80.0,1.5,2.0,3.5,2.5,0.5,0.5,0.0,0.0,1.0,4.0,5.0,0,0
2025-26,Regular+Season,K. George - B. Sensabaugh - C. Williams - I. Collier - K. Filipowski,UTA,2,3.6,4.0,1.5,6.0,25.0,0.5,4.0,12.5,0.5,1.0,50.0,0.0,2.0,2.0,1.5,0.5,0.5,0.0,0.0,2.0,0.5,-6.5,0,0
2025-26,Regular+Season,K. Huerter - A. Dosunmu - J. Phillips - M. Buzelis - L. Olbrich,CHI,1,3.6,6.0,3.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0,0
2025-26,Regular+Season,K. Looney - J. Poole - S. Bey - T. Murphy III - J. Alvarado,NOP,1,3.6,5.0,2.0,8.0,25.0,1.0,7.0,14.3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,-6.0,0,0
2025-26,Regular+Season,K. Looney - Z. Williamson - S. Bey - B. McGowens - J. Fears,NOP,1,3.6,9.0,4.0,7.0,57.1,0.0,1.0,0.0,1.0,2.0,50.0,2.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,7.0,0,0
2025-26,Regular+Season,K. Love - L. Markkanen - K. George - I. Collier - A. Bailey,UTA,2,3.6,6.5,2.5,6.0,41.7,0.5,3.5,14.3,1.0,1.0,100,0.5,2.0,2.5,1.5,0.5,1.0,0.5,0.0,2.5,1.5,-3.0,0,0
2025-26,Regular+Season,K. Porziņģis - L. Kennard - T. Young - J. Johnson - D. Daniels,ATL,1,3.6,13.0,4.0,7.0,57.1,3.0,5.0,60.0,2.0,3.0,66.7,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0,0
2025-26,Regular+Season,K. Porziņģis - V. Krejčí - J. Johnson - D. Daniels - Z. Risacher,ATL,6,3.6,9.0,3.2,6.7,47.5,1.2,2.8,41.2,1.5,1.5,100,1.2,1.7,2.8,2.0,1.0,0.5,0.5,0.3,1.5,1.0,0.5,0,0
2025-26,Regular+Season,K. Thompson - A. Davis - D. Russell - N. Marshall - R. Nembhard,DAL,3,3.6,9.0,3.3,5.7,58.8,1.0,2.7,37.5,1.3,2.3,57.1,0.0,2.0,2.0,3.0,0.7,0.3,0.0,0.0,1.0,1.3,-1.7,0,0
2025-26,Regular+Season,K. Thompson - D. Powell - C. Martin - N. Marshall - B. Williams,DAL,3,3.6,8.3,2.7,7.3,36.4,1.0,2.3,42.9,2.0,2.0,100,0.7,2.3,3.0,2.3,0.0,1.3,0.3,2.0,1.0,2.0,1.0,0,0
2025-26,Regular+Season,K. Williams - A. Wiggins - J. Williams - O. Dieng - A. Mitchell,OKC,1,3.6,11.0,4.0,6.0,66.7,3.0,4.0,75.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,0,0
2025-26,Regular+Season,L. James - M. Kleber - J. Vanderbilt - L. Dončić - D. Knecht,LAL,1,3.6,6.0,2.0,6.0,33.3,0.0,4.0,0.0,2.0,4.0,50.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,0
2025-26,Regular+Season,L. Kennard - N. Alexander-Walker - O. Okongwu - V. Krejčí - A. Newell,ATL,6,3.6,8.2,3.2,9.0,35.2,1.0,4.7,21.4,0.8,1.2,71.4,2.3,2.2,4.5,1.8,0.7,0.3,0.0,1.2,1.3,0.8,-1.0,0,0
2025-26,Regular+Season,L. Kornet - D. Vassell - L. Waters III - J. Champagnie - D. Harper,SAS,1,3.6,6.0,3.0,7.0,42.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,-4.0,0,0
2025-26,Regular+Season,L. Shamet - A. Hukporti - T. Kolek - P. Dadiet - M. Diawara,NYK,1,3.6,5.0,2.0,7.0,28.6,1.0,3.0,33.3,0.0,2.0,0.0,2.0,4.0,6.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,-6.0,0,0
2025-26,Regular+Season,M. Bridges - C. Sexton - J. Green - P. Hall - S. James,CHA,1,3.6,8.0,4.0,8.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,0,0
2025-26,Regular+Season,M. Bridges - C. Sexton - R. Kalkbrenner - D. Peterson - S. James,CHA,1,3.6,7.0,1.0,7.0,14.3,0.0,3.0,0.0,5.0,7.0,71.4,3.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,-4.0,0,0
2025-26,Regular+Season,M. Bridges - J. Green - T. Mann - M. Diabaté - K. Knueppel,CHA,1,3.6,11.0,3.0,5.0,60.0,3.0,4.0,75.0,2.0,2.0,100,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,0,0
2025-26,Regular+Season,M. Bridges - L. Ball - R. Kalkbrenner - L. McNeeley - S. James,CHA,1,3.6,9.0,3.0,9.0,33.3,2.0,4.0,50.0,1.0,1.0,100,2.0,4.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0
2025-26,Regular+Season,M. Bridges - T. Mann - M. Diabaté - L. McNeeley - S. James,CHA,1,3.6,4.0,1.0,8.0,12.5,0.0,4.0,0.0,2.0,2.0,100,2.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,-3.0,0,0
2025-26,Regular+Season,M. Conley - R. Gobert - N. Reid - J. McDaniels - B. Hyland,MIN,2,3.6,5.5,2.0,7.5,26.7,0.5,3.5,14.3,1.0,1.0,100,0.5,2.0,2.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,-7.0,0,0
2025-26,Regular+Season,M. Plumlee - B. Miller - D. Peterson - T. Salaün - S. James,CHA,1,3.6,6.0,3.0,6.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,0,0
2025-26,Regular+Season,M. Plumlee - M. Bridges - L. Ball - B. Miller - K. Knueppel,CHA,2,3.6,11.0,4.0,8.0,50.0,2.0,3.5,57.1,1.0,1.5,66.7,2.0,2.5,4.5,3.0,2.0,0.0,0.0,1.0,2.0,2.0,-2.5,0,0
