SEASON,SEASON_TYPE,TEAM_ABB,MATCHUP,GDATE,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PLUS_MINUS
2021-22,pre-season,-,10/14/2021,L,53,107,41,96,42.7,15,47,31.9,10,15,66.7,13,39,52,29,17,6,3,20,-6,0
2021-22,pre-season,-,10/14/2021,L,48,101,38,92,41.3,11,44,25.0,14,14,100,12,31,43,23,19,15,7,21,-6,0
2021-22,pre-season,-,10/14/2021,L,48,92,35,91,38.5,13,38,34.2,9,12,75.0,13,38,51,23,18,5,4,20,-35,0
2021-22,pre-season,-,10/13/2021,W,48,127,47,92,51.1,18,46,39.1,15,20,75.0,15,44,59,29,11,12,8,22,68,0
2021-22,pre-season,-,10/13/2021,W,48,119,45,91,49.5,16,41,39.0,13,15,86.7,7,48,55,30,16,13,3,17,45,0
2021-22,pre-season,-,10/13/2021,W,48,108,39,80,48.8,13,34,38.2,17,25,68.0,6,43,49,19,15,8,5,21,9,0
2021-22,pre-season,-,10/13/2021,W,48,108,41,91,45.1,13,33,39.4,13,16,81.3,14,33,47,28,10,7,4,22,8,0
2021-22,pre-season,-,10/13/2021,W,48,124,43,88,48.9,20,46,43.5,18,23,78.3,6,42,48,24,19,8,7,18,4,0
2021-22,pre-season,-,10/13/2021,W,48,109,42,95,44.2,5,25,20.0,20,27,74.1,9,35,44,23,11,14,7,15,2,0
2021-22,pre-season,-,10/13/2021,W,48,103,39,84,46.4,9,31,29.0,16,18,88.9,7,40,47,18,16,10,10,15,1,0
2021-22,pre-season,-,10/13/2021,L,48,102,39,91,42.9,13,39,33.3,11,14,78.6,10,35,45,23,13,8,5,17,-1,0
2021-22,pre-season,-,10/13/2021,L,48,107,39,90,43.3,16,44,36.4,13,13,100,8,38,46,21,17,5,11,19,-2,0
2021-22,pre-season,-,10/13/2021,L,48,120,48,103,46.6,16,39,41.0,8,10,80.0,8,35,43,22,12,9,4,20,-4,0
2021-22,pre-season,-,10/13/2021,L,48,100,36,89,40.4,11,37,29.7,17,23,73.9,15,33,48,24,16,3,6,14,-8,0
2021-22,pre-season,-,10/13/2021,L,48,99,36,90,40.0,11,44,25.0,16,21,76.2,10,32,42,23,15,8,2,20,-9,0
2021-22,pre-season,-,10/13/2021,L,48,74,25,84,29.8,6,39,15.4,18,25,72.0,10,35,45,12,21,9,3,22,-45,0
2021-22,pre-season,-,10/13/2021,L,48,59,23,84,27.4,3,19,15.8,10,21,47.6,15,28,43,10,24,8,2,17,-68,0
2021-22,pre-season,-,10/12/2021,W,48,111,42,99,42.4,11,49,22.4,16,22,72.7,9,42,51,29,13,10,5,19,12,0
2021-22,pre-season,-,10/12/2021,W,48,113,39,95,41.1,15,35,42.9,20,27,74.1,14,42,56,26,13,8,6,18,5,0
2021-22,pre-season,-,10/12/2021,L,48,108,38,88,43.2,17,43,39.5,15,20,75.0,9,43,52,27,16,6,7,18,-5,0
2021-22,pre-season,-,10/12/2021,L,48,99,36,87,41.4,10,31,32.3,17,22,77.3,6,46,52,22,20,9,6,22,-12,0
2021-22,pre-season,-,10/11/2021,W,48,127,45,97,46.4,15,40,37.5,22,25,88.0,13,41,54,26,14,14,4,22,35,0
2021-22,pre-season,-,10/11/2021,W,48,127,48,94,51.1,16,42,38.1,15,17,88.2,9,39,48,30,18,13,7,18,31,0
2021-22,pre-season,-,10/11/2021,W,48,128,48,93,51.6,14,35,40.0,18,23,78.3,11,38,49,31,16,11,3,20,28,0
2021-22,pre-season,-,10/11/2021,W,48,107,41,90,45.6,15,42,35.7,10,16,62.5,7,36,43,22,21,18,5,29,15,0
2021-22,pre-season,-,10/11/2021,W,48,107,39,89,43.8,17,45,37.8,12,15,80.0,6,25,31,25,13,15,1,21,14,0
2021-22,pre-season,-,10/11/2021,W,48,115,44,89,49.4,13,36,36.1,14,25,56.0,9,32,41,25,17,20,2,18,11,0
2021-22,pre-season,-,10/11/2021,W,48,104,39,93,41.9,14,42,33.3,12,18,66.7,12,34,46,23,13,5,4,18,1,0
2021-22,pre-season,-,10/11/2021,L,48,103,40,86,46.5,12,37,32.4,11,13,84.6,8,40,48,25,17,6,7,21,-1,0
2021-22,regular-season,-,04/10/2022,W,48,138,54,97,55.7,18,35,51.4,12,14,85.7,12,45,57,34,9,4,8,11,50,0
2021-22,regular-season,-,04/10/2022,W,48,111,37,82,45.1,9,36,25.0,28,38,73.7,15,45,60,23,17,8,6,16,31,0
2021-22,regular-season,-,04/10/2022,W,48,139,54,99,54.5,18,48,37.5,13,13,100,14,42,56,34,15,5,2,20,29,0
2021-22,regular-season,-,04/10/2022,W,48,128,49,81,60.5,19,33,57.6,11,13,84.6,7,34,41,33,17,5,2,15,21,0
2021-22,regular-season,-,04/10/2022,W,48,133,51,94,54.3,19,38,50.0,12,17,70.6,10,38,48,39,12,5,5,26,18,0
2021-22,regular-season,-,04/10/2022,W,48,130,45,87,51.7,21,38,55.3,19,24,79.2,13,37,50,29,13,4,4,19,16,0
2021-22,regular-season,-,04/10/2022,W,48,124,48,89,53.9,18,33,54.5,10,14,71.4,11,37,48,34,20,6,9,20,16,0
2021-22,regular-season,-,04/10/2022,W,48,125,45,91,49.5,23,58,39.7,12,14,85.7,6,42,48,33,10,4,3,16,14,0
2021-22,regular-season,-,04/10/2022,W,48,118,46,88,52.3,5,25,20.0,21,23,91.3,10,32,42,25,11,13,6,23,12,0
2021-22,regular-season,-,04/10/2022,W,48,105,40,87,46.0,15,43,34.9,10,12,83.3,10,38,48,32,17,6,5,17,11,0
2021-22,regular-season,-,04/10/2022,W,48,130,46,85,54.1,20,36,55.6,18,23,78.3,10,33,43,34,16,5,3,16,10,0
2021-22,regular-season,-,04/10/2022,W,48,134,52,81,64.2,8,22,36.4,22,25,88.0,8,42,50,30,21,5,6,16,8,0
2021-22,regular-season,-,04/10/2022,W,48,116,40,76,52.6,14,26,53.8,22,30,73.3,2,38,40,26,15,9,7,18,7,0
2021-22,regular-season,-,04/10/2022,W,53,146,44,94,46.8,16,43,37.2,42,47,89.4,13,37,50,26,13,4,6,24,5,0
2021-22,regular-season,-,04/10/2022,W,48,124,44,83,53.0,10,21,47.6,26,33,78.8,16,32,48,22,23,9,3,22,4,0
2021-22,regular-season,-,04/10/2022,L,48,120,46,91,50.5,11,31,35.5,17,22,77.3,9,23,32,30,13,7,9,23,-4,0
2021-22,regular-season,-,04/10/2022,L,53,141,49,100,49.0,15,47,31.9,28,36,77.8,11,34,45,33,14,10,7,34,-5,0
2021-22,regular-season,-,04/10/2022,L,48,109,42,103,40.8,14,47,29.8,11,15,73.3,18,32,50,27,11,9,7,25,-7,0
2021-22,regular-season,-,04/10/2022,L,48,126,47,104,45.2,19,46,41.3,13,19,68.4,11,19,30,32,7,16,1,23,-8,0
2021-22,regular-season,-,04/10/2022,L,48,120,43,89,48.3,11,31,35.5,23,23,100,7,28,35,26,8,15,3,17,-10,0
2021-22,regular-season,-,04/10/2022,L,48,94,36,92,39.1,12,42,28.6,10,11,90.9,9,34,43,27,14,10,2,17,-11,0
2021-22,regular-season,-,04/10/2022,L,48,106,38,83,45.8,11,34,32.4,19,29,65.5,15,27,42,26,20,4,4,16,-12,0
2021-22,regular-season,-,04/10/2022,L,48,111,40,94,42.6,19,50,38.0,12,16,75.0,10,37,47,20,10,5,4,13,-14,0
2021-22,regular-season,-,04/10/2022,L,48,114,41,89,46.1,17,46,37.0,15,20,75.0,6,28,34,24,8,4,4,19,-16,0
2021-22,regular-season,-,04/10/2022,L,48,108,42,94,44.7,8,23,34.8,16,26,61.5,17,26,43,25,11,12,3,16,-16,0
2021-22,regular-season,-,04/10/2022,L,48,115,39,88,44.3,12,30,40.0,25,32,78.1,8,33,41,27,12,7,2,14,-18,0
2021-22,regular-season,-,04/10/2022,L,48,107,42,99,42.4,14,40,35.0,9,12,75.0,18,24,42,24,12,10,0,17,-21,0
2021-22,regular-season,-,04/10/2022,L,48,110,39,102,38.2,15,47,31.9,17,27,63.0,19,26,45,27,10,11,6,16,-29,0
2021-22,regular-season,-,04/10/2022,L,48,80,31,83,37.3,9,34,26.5,9,12,75.0,5,27,32,21,16,11,8,27,-31,0
2021-22,regular-season,-,04/10/2022,L,48,88,37,98,37.8,9,34,26.5,5,9,55.6,12,28,40,17,10,6,2,16,-50,0
2021-22,regular-season,-,04/09/2022,W,48,141,53,90,58.9,18,35,51.4,17,23,73.9,13,35,48,41,19,6,9,24,27,0
2021-22,regular-season,-,04/09/2022,W,48,117,42,86,48.8,21,43,48.8,12,15,80.0,10,38,48,29,17,7,3,22,19,0
2021-22,regular-season,-,04/09/2022,W,48,133,50,90,55.6,12,34,35.3,21,27,77.8,14,28,42,37,15,14,3,24,13,0
2021-22,regular-season,-,04/09/2022,W,48,100,33,81,40.7,8,32,25.0,26,33,78.8,13,38,51,23,12,8,1,22,6,0
2021-22,regular-season,-,04/09/2022,L,48,94,32,80,40.0,10,31,32.3,20,27,74.1,4,37,41,19,12,5,3,24,-6,0
2021-22,regular-season,-,04/09/2022,L,48,120,41,78,52.6,10,23,43.5,28,36,77.8,7,24,31,28,17,8,6,22,-13,0
2021-22,regular-season,-,04/09/2022,L,48,98,38,86,44.2,7,28,25.0,15,24,62.5,7,35,42,24,13,12,2,16,-19,0
2021-22,regular-season,-,04/09/2022,L,48,114,41,91,45.1,6,30,20.0,26,35,74.3,9,20,29,23,16,10,3,22,-27,0
2021-22,regular-season,-,04/08/2022,W,48,128,42,79,53.2,20,45,44.4,24,31,77.4,9,42,51,25,15,9,5,19,50,0
2021-22,regular-season,-,04/08/2022,W,48,131,50,101,49.5,11,37,29.7,20,23,87.0,10,41,51,29,8,7,1,20,30,0
2021-22,regular-season,-,04/08/2022,W,48,114,41,88,46.6,16,39,41.0,16,20,80.0,10,32,42,27,10,13,3,19,22,0
2021-22,regular-season,-,04/08/2022,W,48,120,41,82,50.0,9,31,29.0,29,39,74.4,7,38,45,23,10,8,4,17,19,0
2021-22,regular-season,-,04/08/2022,W,48,133,52,86,60.5,19,40,47.5,10,10,100,8,30,38,34,11,7,4,21,16,0
2021-22,regular-season,-,04/08/2022,W,48,118,43,92,46.7,12,32,37.5,20,21,95.2,13,32,45,30,11,5,8,20,11,0
2021-22,regular-season,-,04/08/2022,W,48,111,46,92,50.0,6,19,31.6,13,15,86.7,11,35,46,27,13,7,3,25,6,0
2021-22,regular-season,-,04/08/2022,W,48,113,40,72,55.6,11,26,42.3,22,28,78.6,4,29,33,20,17,9,1,17,4,0
2021-22,regular-season,-,04/08/2022,W,48,117,44,96,45.8,7,29,24.1,22,23,95.7,13,28,41,20,10,13,4,18,2,0
2021-22,regular-season,-,04/08/2022,L,48,115,43,81,53.1,10,29,34.5,19,24,79.2,7,34,41,24,19,6,3,19,-2,0
2021-22,regular-season,-,04/08/2022,L,48,109,42,88,47.7,8,34,23.5,17,19,89.5,13,30,43,17,15,9,0,23,-4,0
2021-22,regular-season,-,04/08/2022,L,48,105,35,88,39.8,11,38,28.9,24,33,72.7,15,29,44,20,11,8,4,18,-6,0
2021-22,playoffs,-,06/16/2022,W,48,103,38,92,41.3,19,46,41.3,8,8,100,15,29,44,27,17,13,7,20,13,0
2021-22,playoffs,-,06/16/2022,L,48,90,34,80,42.5,11,28,39.3,11,12,91.7,11,30,41,27,23,8,8,16,-13,0
2021-22,playoffs,-,06/13/2022,W,48,104,41,88,46.6,9,40,22.5,13,15,86.7,4,35,39,23,7,9,2,28,10,0
2021-22,playoffs,-,06/13/2022,L,48,94,31,75,41.3,11,32,34.4,21,31,67.7,8,39,47,18,18,2,2,16,-10,0
2021-22,playoffs,-,06/10/2022,W,48,107,40,91,44.0,15,43,34.9,12,15,80.0,16,39,55,20,16,10,5,21,10,0
2021-22,playoffs,-,06/10/2022,L,48,97,34,85,40.0,15,38,39.5,14,19,73.7,11,31,42,22,16,8,6,17,-10,0
2021-22,playoffs,-,06/08/2022,W,48,116,43,89,48.3,13,35,37.1,17,24,70.8,15,32,47,28,12,7,7,17,16,0
2021-22,playoffs,-,06/08/2022,L,48,100,36,78,46.2,15,40,37.5,13,15,86.7,6,25,31,22,17,7,5,23,-16,0
2021-22,playoffs,-,06/05/2022,W,48,107,39,86,45.3,15,37,40.5,14,20,70.0,6,36,42,25,12,15,2,17,19,0
2021-22,playoffs,-,06/05/2022,L,48,88,30,80,37.5,15,37,40.5,13,17,76.5,6,37,43,24,19,5,7,18,-19,0
2021-22,playoffs,-,06/02/2022,W,48,120,43,85,50.6,21,41,51.2,13,16,81.3,7,32,39,33,13,7,6,13,12,0
2021-22,playoffs,-,06/02/2022,L,48,108,39,88,44.3,19,45,42.2,11,15,73.3,12,27,39,24,14,8,6,16,-12,0
2021-22,playoffs,-,05/29/2022,W,48,100,35,85,41.2,11,32,34.4,19,24,79.2,10,41,51,22,13,4,6,26,4,0
2021-22,playoffs,-,05/29/2022,L,48,96,37,88,42.0,6,30,20.0,16,24,66.7,7,37,44,16,10,4,5,18,-4,0
2021-22,playoffs,-,05/27/2022,W,48,111,36,78,46.2,15,35,42.9,24,25,96.0,11,26,37,25,19,10,2,27,8,0
2021-22,playoffs,-,05/27/2022,L,48,103,32,72,44.4,11,33,33.3,28,31,90.3,6,28,34,22,18,10,4,28,-8,0
2021-22,playoffs,-,05/26/2022,W,48,120,45,88,51.1,14,36,38.9,16,16,100,14,37,51,36,11,6,3,20,10,0
2021-22,playoffs,-,05/26/2022,L,48,110,37,82,45.1,17,42,40.5,19,25,76.0,6,28,34,22,8,6,4,18,-10,0
2021-22,playoffs,-,05/25/2022,W,48,93,33,71,46.5,10,33,30.3,17,23,73.9,6,40,46,24,15,5,7,19,13,0
2021-22,playoffs,-,05/25/2022,L,48,80,30,94,31.9,7,45,15.6,13,14,92.9,19,30,49,14,12,7,2,19,-13,0
2021-22,playoffs,-,05/24/2022,W,48,119,41,82,50.0,20,43,46.5,17,22,77.3,4,41,45,30,8,4,6,19,10,0
2021-22,playoffs,-,05/24/2022,L,48,109,41,84,48.8,10,28,35.7,17,26,65.4,6,36,42,26,8,5,4,18,-10,0
2021-22,playoffs,-,05/23/2022,W,48,102,31,78,39.7,8,34,23.5,32,38,84.2,14,46,60,21,11,4,11,15,20,0
2021-22,playoffs,-,05/23/2022,L,48,82,30,90,33.3,14,36,38.9,8,14,57.1,10,29,39,22,9,4,2,26,-20,0
2021-22,playoffs,-,05/22/2022,W,48,109,38,81,46.9,11,32,34.4,22,25,88.0,14,33,47,28,13,5,1,23,9,0
2021-22,playoffs,-,05/22/2022,L,48,100,30,75,40.0,13,45,28.9,27,34,79.4,7,26,33,18,9,4,2,18,-9,0
2021-22,playoffs,-,05/21/2022,W,48,109,43,92,46.7,11,33,33.3,12,14,85.7,8,26,34,22,9,19,4,24,6,0
2021-22,playoffs,-,05/21/2022,L,48,103,34,70,48.6,12,32,37.5,23,30,76.7,9,35,44,21,24,2,7,21,-6,0
2021-22,playoffs,-,05/20/2022,W,48,126,46,82,56.1,14,28,50.0,20,25,80.0,8,35,43,33,16,4,2,26,9,0
2021-22,playoffs,-,05/20/2022,L,48,117,37,78,47.4,21,45,46.7,22,29,75.9,4,26,30,22,12,7,5,20,-9,0
2021-22,playoffs,-,05/19/2022,W,48,127,43,84,51.2,20,40,50.0,21,23,91.3,8,33,41,28,10,8,5,21,25,0
2021-22,playoffs,-,05/19/2022,L,48,102,38,86,44.2,10,34,29.4,16,22,72.7,12,30,42,21,15,4,3,18,-25,0
2021-22,playoffs,-,05/18/2022,W,48,112,46,82,56.1,10,29,34.5,10,16,62.5,7,44,51,24,15,8,7,22,25,0
2021-22,playoffs,-,05/18/2022,L,48,87,31,86,36.0,11,48,22.9,14,21,66.7,9,26,35,14,13,7,1,17,-25,0
2021-22,playoffs,-,05/17/2022,W,48,118,39,80,48.8,10,30,33.3,30,34,88.2,9,30,39,18,13,10,12,24,11,0
2021-22,playoffs,-,05/17/2022,L,48,107,36,79,45.6,11,34,32.4,24,32,75.0,8,30,38,22,16,8,8,23,-11,0
2021-22,playoffs,-,05/15/2022,W,48,123,46,81,56.8,19,39,48.7,12,12,100,6,37,43,14,12,9,6,17,33,0
2021-22,playoffs,-,05/15/2022,W,48,109,37,88,42.0,22,55,40.0,13,18,72.2,8,40,48,29,14,5,7,19,28,0
2021-22,playoffs,-,05/15/2022,L,48,81,33,90,36.7,4,33,12.1,11,16,68.8,11,45,56,20,13,5,5,18,-28,0
2021-22,playoffs,-,05/15/2022,L,48,90,33,87,37.9,12,34,35.3,12,18,66.7,15,24,39,22,12,8,4,18,-33,0
2021-22,playoffs,-,05/13/2022,W,48,110,41,104,39.4,20,53,37.7,8,11,72.7,25,45,70,24,19,3,10,17,14,0
2021-22,playoffs,-,05/13/2022,W,48,108,38,87,43.7,17,43,39.5,15,23,65.2,8,34,42,22,8,5,7,17,13,0
2021-22,playoffs,-,05/13/2022,L,48,95,36,88,40.9,7,29,24.1,16,18,88.9,7,42,49,15,11,5,3,25,-13,0
2021-22,playoffs,-,05/13/2022,L,48,96,34,96,35.4,15,36,41.7,13,20,65.0,10,34,44,21,7,8,6,12,-14,0
2021-22,playoffs,-,05/12/2022,W,48,113,35,77,45.5,16,39,41.0,27,36,75.0,7,32,39,18,7,16,4,23,27,0
2021-22,playoffs,-,05/12/2022,W,48,99,42,87,48.3,7,28,25.0,8,11,72.7,13,36,49,19,16,7,6,12,9,0
2021-22,playoffs,-,05/12/2022,L,48,90,36,87,41.4,12,37,32.4,6,7,85.7,6,29,35,21,13,8,6,16,-9,0
2021-22,playoffs,-,05/12/2022,L,48,86,31,78,39.7,6,18,33.3,18,21,85.7,13,32,45,18,22,3,2,27,-27,0
2021-22,playoffs,-,05/11/2022,W,48,134,47,99,47.5,18,41,43.9,22,30,73.3,18,37,55,37,10,12,4,17,39,0
2021-22,playoffs,-,05/11/2022,W,48,110,40,92,43.5,13,29,44.8,17,21,81.0,17,32,49,22,13,5,5,14,3,0
2021-22,all-star,-,02/20/2022,W,48,163,67,119,56.3,27,62,43.5,2,2,100,13,35,48,40,16,13,6,6,3,0
2021-22,all-star,-,02/20/2022,L,48,160,66,122,54.1,21,59,35.6,7,7,100,13,37,50,41,14,11,1,2,-3,0
2021-22,all-star,-,02/18/2022,W,1,25,9,17,52.9,4,7,57.1,3,4,75.0,1,9,10,9,4,2,3,3,5,0
2021-22,all-star,-,02/18/2022,W,1,50,21,39,53.8,3,10,30.0,5,9,55.6,9,16,25,10,9,2,5,3,2,0
2021-22,all-star,-,02/18/2022,W,1,50,21,37,56.8,4,15,26.7,4,4,100,5,13,18,15,4,5,1,3,1,0
2021-22,all-star,-,02/18/2022,L,1,49,20,36,55.6,8,21,38.1,1,4,25.0,5,10,15,12,5,3,1,4,-1,0
2021-22,all-star,-,02/18/2022,L,1,48,20,44,45.5,6,20,30.0,2,4,50.0,5,8,13,8,3,5,1,7,-2,0
2021-22,all-star,-,02/18/2022,L,1,20,7,24,29.2,4,13,30.8,2,3,66.7,5,7,12,5,4,2,2,4,-5,0
2021-22,play-in,-,04/15/2022,W,48,107,39,80,48.8,9,31,29.0,20,22,90.9,10,32,42,15,13,5,3,19,6,0
2021-22,play-in,-,04/15/2022,W,48,105,43,88,48.9,6,22,27.3,13,25,52.0,17,37,54,20,9,2,3,26,4,0
2021-22,play-in,-,04/15/2022,L,48,101,35,85,41.2,9,36,25.0,22,34,64.7,12,33,45,20,8,7,3,21,-4,0
2021-22,play-in,-,04/15/2022,L,48,101,37,81,45.7,13,36,36.1,14,17,82.4,8,28,36,23,14,8,4,20,-6,0
2021-22,play-in,-,04/13/2022,W,48,132,49,94,52.1,16,32,50.0,18,25,72.0,12,42,54,31,12,5,6,25,29,0
2021-22,play-in,-,04/13/2022,W,48,113,44,81,54.3,8,20,40.0,17,23,73.9,8,45,53,25,14,4,7,22,10,0
2021-22,play-in,-,04/13/2022,L,48,103,37,91,40.7,13,34,38.2,16,22,72.7,8,26,34,19,6,4,3,20,-10,0
2021-22,play-in,-,04/13/2022,L,48,103,34,90,37.8,13,41,31.7,22,29,75.9,11,30,41,22,14,4,4,24,-29,0
2021-22,play-in,-,04/12/2022,W,48,115,45,84,53.6,9,28,32.1,16,24,66.7,10,33,43,33,14,9,9,20,7,0
2021-22,play-in,-,04/12/2022,W,48,109,36,83,43.4,14,35,40.0,23,37,62.2,12,37,49,19,13,10,2,26,5,0
2021-22,play-in,-,04/12/2022,L,48,104,34,78,43.6,16,35,45.7,20,27,74.1,7,32,39,19,17,5,5,28,-5,0
2021-22,play-in,-,04/12/2022,L,48,108,41,92,44.6,9,26,34.6,17,20,85.0,10,30,40,26,15,9,2,21,-7,0
2022-23,pre-season,-,10/14/2022,W,48,133,46,94,48.9,20,41,48.8,21,29,72.4,14,41,55,30,17,11,1,26,47,0
2022-23,pre-season,-,10/14/2022,W,48,105,41,96,42.7,8,33,24.2,15,20,75.0,19,47,66,25,15,6,6,16,16,0
2022-23,pre-season,-,10/14/2022,W,48,115,38,85,44.7,17,47,36.2,22,33,66.7,6,30,36,28,13,17,8,23,14,0
2022-23,pre-season,-,10/14/2022,W,48,112,37,88,42.0,14,35,40.0,24,28,85.7,5,41,46,22,16,10,4,29,10,0
2022-23,pre-season,-,10/14/2022,W,48,120,46,95,48.4,10,28,35.7,18,23,78.3,11,39,50,33,10,8,5,20,9,0
2022-23,pre-season,-,10/14/2022,W,48,122,42,87,48.3,18,39,46.2,20,22,90.9,12,39,51,20,19,4,4,21,8,0
2022-23,pre-season,-,10/14/2022,W,48,119,38,75,50.7,9,31,29.0,34,41,82.9,6,38,44,28,19,5,2,20,7,0
2022-23,pre-season,-,10/14/2022,W,48,114,39,89,43.8,12,39,30.8,24,31,77.4,17,35,52,23,15,9,9,19,6,0
2022-23,pre-season,-,10/14/2022,W,53,137,49,108,45.4,7,29,24.1,32,41,78.0,23,34,57,22,12,7,7,30,3,0
2022-23,pre-season,-,10/14/2022,L,53,134,40,91,44.0,19,54,35.2,35,40,87.5,13,31,44,25,19,3,3,29,-3,0
2022-23,pre-season,-,10/14/2022,L,48,108,35,76,46.1,13,30,43.3,25,30,83.3,5,30,35,18,14,11,4,24,-6,0
2022-23,pre-season,-,10/14/2022,L,48,112,40,92,43.5,10,42,23.8,22,26,84.6,9,32,41,33,16,11,3,32,-7,0
2022-23,pre-season,-,10/14/2022,L,48,114,42,95,44.2,12,41,29.3,18,24,75.0,15,23,38,29,9,7,8,20,-8,0
2022-23,pre-season,-,10/14/2022,L,48,111,42,87,48.3,13,39,33.3,14,21,66.7,6,37,43,33,14,7,4,23,-9,0
2022-23,pre-season,-,10/14/2022,L,48,102,36,82,43.9,7,33,21.2,23,34,67.6,4,42,46,24,16,10,5,23,-10,0
2022-23,pre-season,-,10/14/2022,L,48,101,41,91,45.1,6,26,23.1,13,17,76.5,12,40,52,25,23,6,3,22,-14,0
2022-23,pre-season,-,10/14/2022,L,48,89,33,87,37.9,10,45,22.2,13,20,65.0,6,34,40,23,13,8,13,21,-16,0
2022-23,pre-season,-,10/14/2022,L,48,86,29,81,35.8,8,33,24.2,20,31,64.5,6,31,37,18,23,8,4,26,-47,0
2022-23,pre-season,-,10/13/2022,W,48,126,46,101,45.5,7,32,21.9,27,38,71.1,15,36,51,23,10,15,6,17,15,0
2022-23,pre-season,-,10/13/2022,W,48,118,40,86,46.5,10,34,29.4,28,35,80.0,8,31,39,24,12,10,5,26,6,0
2022-23,pre-season,-,10/13/2022,L,48,112,41,88,46.6,5,26,19.2,25,34,73.5,17,36,53,23,19,7,5,24,-6,0
2022-23,pre-season,-,10/13/2022,L,48,111,40,102,39.2,15,52,28.8,16,19,84.2,16,39,55,23,19,3,4,30,-15,0
2022-23,pre-season,-,10/12/2022,W,48,120,40,85,47.1,16,41,39.0,24,32,75.0,8,38,46,27,16,6,10,24,17,0
2022-23,pre-season,-,10/12/2022,W,48,126,47,87,54.0,10,23,43.5,22,28,78.6,8,36,44,28,21,12,4,24,11,0
2022-23,pre-season,-,10/12/2022,W,48,107,43,84,51.2,9,30,30.0,12,22,54.5,9,32,41,32,15,17,8,18,10,0
2022-23,pre-season,-,10/12/2022,W,48,109,41,86,47.7,9,30,30.0,18,24,75.0,10,39,49,26,17,8,6,25,9,0
2022-23,pre-season,-,10/12/2022,W,48,105,40,97,41.2,16,39,41.0,9,11,81.8,12,37,49,30,14,10,8,30,6,0
2022-23,pre-season,-,10/12/2022,W,48,118,41,97,42.3,14,39,35.9,22,30,73.3,9,43,52,29,12,10,4,25,5,0
2022-23,pre-season,-,10/12/2022,W,48,99,35,89,39.3,11,35,31.4,18,22,81.8,8,34,42,17,12,10,4,16,5,0
2022-23,pre-season,-,10/12/2022,W,48,105,36,88,40.9,14,39,35.9,19,29,65.5,8,31,39,24,23,15,2,29,1,0
2022-23,pre-season,-,10/12/2022,L,48,104,33,79,41.8,7,29,24.1,31,35,88.6,11,37,48,22,26,12,8,25,-1,0
2022-23,pre-season,-,10/12/2022,L,48,113,37,83,44.6,10,39,25.6,29,37,78.4,4,48,52,26,20,7,5,23,-5,0
2022-23,pre-season,-,10/12/2022,L,48,94,38,79,48.1,7,26,26.9,11,18,61.1,8,41,49,21,24,7,12,24,-5,0
2022-23,pre-season,-,10/12/2022,L,48,99,30,88,34.1,12,27,44.4,27,32,84.4,20,40,60,17,17,3,8,15,-6,0
2022-23,pre-season,-,10/12/2022,L,48,100,36,97,37.1,11,41,26.8,17,22,77.3,16,33,49,24,16,5,6,23,-9,0
2022-23,pre-season,-,10/12/2022,L,48,97,34,82,41.5,13,33,39.4,16,21,76.2,10,33,43,19,22,11,2,19,-10,0
2022-23,pre-season,-,10/12/2022,L,48,115,40,83,48.2,11,28,39.3,24,30,80.0,5,33,38,28,20,13,8,23,-11,0
2022-23,pre-season,-,10/12/2022,L,48,103,35,89,39.3,7,33,21.2,26,32,81.3,10,34,44,24,15,8,4,28,-17,0
2022-23,pre-season,-,10/11/2022,W,48,131,46,92,50.0,17,42,40.5,22,26,84.6,15,34,49,32,14,11,5,28,33,0
2022-23,pre-season,-,10/11/2022,W,48,127,50,94,53.2,10,31,32.3,17,23,73.9,16,41,57,32,15,8,4,14,23,0
2022-23,pre-season,-,10/11/2022,W,48,115,45,86,52.3,13,32,40.6,12,20,60.0,10,38,48,25,19,7,6,18,16,0
2022-23,pre-season,-,10/11/2022,W,48,111,42,88,47.7,11,31,35.5,16,22,72.7,9,39,48,24,17,6,9,22,7,0
2022-23,pre-season,-,10/11/2022,W,48,109,40,84,47.6,12,35,34.3,17,18,94.4,8,42,50,30,21,8,5,19,4,0
2022-23,pre-season,-,10/11/2022,L,48,105,37,92,40.2,9,36,25.0,22,27,81.5,13,29,42,19,13,11,5,18,-4,0
2022-23,pre-season,-,10/11/2022,L,48,104,40,98,40.8,11,42,26.2,13,24,54.2,17,37,54,24,16,8,6,22,-7,0
2022-23,pre-season,-,10/11/2022,L,48,99,35,85,41.2,12,36,33.3,17,23,73.9,11,31,42,26,15,8,9,24,-16,0
2022-23,pre-season,-,10/11/2022,L,48,104,37,92,40.2,16,51,31.4,14,21,66.7,7,28,35,25,14,10,6,21,-23,0
2022-23,pre-season,-,10/11/2022,L,48,98,32,83,38.6,7,25,28.0,27,37,73.0,15,28,43,18,18,6,4,23,-33,0
2022-23,pre-season,-,10/10/2022,W,48,113,40,91,44.0,17,40,42.5,16,18,88.9,11,34,45,23,11,12,6,31,16,0
2022-23,pre-season,-,10/10/2022,W,48,116,45,93,48.4,12,31,38.7,14,19,73.7,11,25,36,29,12,10,6,20,9,0
2022-23,regular-season,-,04/09/2023,W,48,157,58,96,60.4,27,49,55.1,14,16,87.5,9,49,58,47,16,13,6,18,56,0
