SEASON,SEASON_TYPE,TEAM_ABB,GP,POSS,POSS_PCT,PPP,PTS,FGM,FGA,FG_PCT,EFG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,PERCENTILE
2019-20,pre-season,-,13.4,11.8,0.76,10.0,4.0,10.4,38.5,42.3,6.0,16.4,4.5,0.0,35.8,52.8,0
2019-20,pre-season,-,20.0,17.2,0.64,13.0,5.0,14.5,32.8,36.2,11.3,20.0,10.0,4.0,30.0,19.4,0
2019-20,pre-season,-,17.7,14.2,0.89,16.0,6.0,11.7,48.6,52.9,11.3,22.6,5.7,0.0,43.4,75.0,0
2019-20,pre-season,-,12.8,11.0,0.73,9.0,3.0,8.6,34.9,43.0,7.8,26.6,7.8,2.0,29.7,44.4,0
2019-20,pre-season,-,13.2,10.5,0.58,8.0,2.0,8.5,21.6,25.5,13.9,22.8,10.1,1.0,26.6,11.1,0
2019-20,pre-season,-,20.7,18.3,0.65,13.0,5.0,14.7,36.4,37.5,6.5,22.6,6.5,0.0,32.3,22.9,0
2019-20,pre-season,-,19.7,16.1,0.66,13.0,4.0,11.0,33.3,36.4,16.9,28.8,15.3,2.0,33.9,36.1,0
2019-20,pre-season,-,25.0,23.6,0.66,16.0,7.0,20.0,35.0,38.8,6.0,16.0,6.0,2.0,30.0,33.3,0
2019-20,pre-season,-,23.0,19.7,0.67,16.0,6.0,17.0,32.4,32.4,13.0,17.4,10.9,4.0,32.6,38.9,0
2019-20,pre-season,-,17.0,14.8,0.46,8.0,2.0,11.3,22.2,24.4,10.3,23.5,7.4,0.0,23.5,2.8,0
2019-20,pre-season,-,13.3,10.8,0.55,7.0,2.0,9.0,27.8,31.9,7.5,24.5,7.5,0.0,26.4,8.3,0
2019-20,pre-season,-,9.4,8.0,0.60,6.0,1.0,5.6,25.0,25.0,19.1,21.3,17.0,0.0,34.0,13.9,0
2019-20,pre-season,-,20.5,19.6,0.66,14.0,4.0,14.5,27.6,34.5,9.8,19.5,7.3,0.0,29.3,30.6,0
2019-20,pre-season,-,22.0,20.0,1.18,26.0,10.0,19.0,52.6,63.2,4.5,9.1,4.5,0.0,50.0,100,0
2019-20,pre-season,-,23.0,20.0,0.91,21.0,9.0,18.0,50.0,55.6,4.3,17.4,0.0,0.0,43.5,88.9,0
2019-20,pre-season,-,15.5,13.5,0.65,10.0,4.0,9.5,36.8,44.7,6.5,32.3,0.0,0.0,29.0,22.9,0
2019-20,pre-season,-,32.0,28.6,0.47,15.0,6.0,25.0,24.0,26.0,6.3,15.6,3.1,0.0,21.9,5.6,0
2019-20,pre-season,-,12.0,10.5,0.33,4.0,1.0,7.5,13.3,13.3,16.7,20.8,12.5,0.0,25.0,0.0,0
2019-20,regular-season,-,26.7,23.7,0.99,26.5,9.5,21.9,43.3,49.9,10.6,9.4,8.7,1.9,43.9,100,0
2019-20,regular-season,-,27.9,25.4,0.90,24.9,9.3,21.9,42.6,47.6,9.3,13.7,7.8,1.5,41.1,72.4,0
2019-20,regular-season,-,24.5,21.8,0.98,23.9,8.7,19.8,43.9,51.7,8.6,11.7,7.7,1.2,42.8,93.1,0
2019-20,regular-season,-,25.8,22.6,0.92,23.8,8.7,19.8,43.7,48.0,11.4,13.7,9.7,2.1,42.6,75.9,0
2019-20,regular-season,-,23.0,20.4,0.98,22.5,8.3,17.9,46.4,53.0,11.6,13.8,9.8,3.1,44.1,96.6,0
2019-20,regular-season,-,24.6,22.5,0.95,23.3,8.8,18.6,47.3,49.7,12.4,13.9,8.1,2.1,45.9,82.8,0
2019-20,regular-season,-,26.8,23.0,0.86,23.1,8.0,20.0,39.9,45.6,10.8,16.1,8.9,1.5,38.7,48.3,0
