SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PLUS_MINUS
2024-25,Regular+Season,IND,Indiana Pacers,82,50,32,.610,48.4,117.4,43.6,89.3,48.8,13.2,35.8,36.8,17.0,21.6,78.9,9.2,32.7,41.8,29.2,13.2,8.5,5.5,4.5,18.7,18.8,2.2
2024-25,Regular+Season,LAC,LA Clippers,82,50,32,.610,48.3,112.9,41.6,86.3,48.2,12.5,33.4,37.3,17.3,21.7,79.7,10.3,33.5,43.8,25.2,14.9,9.4,4.5,4.3,18.3,17.8,4.7
2024-25,Regular+Season,LAL,Los Angeles Lakers,82,50,32,.610,48.1,113.4,40.9,85.5,47.9,13.3,36.4,36.6,18.2,23.2,78.5,9.7,32.8,42.4,26.0,14.0,7.7,4.5,4.2,17.3,19.2,1.2
2024-25,Regular+Season,MIN,Minnesota Timberwolves,82,49,33,.598,48.4,114.3,41.0,87.6,46.8,15.0,39.9,37.7,17.2,21.8,78.9,11.1,33.2,44.3,26.1,14.5,8.0,5.0,4.5,18.3,19.2,5.0
2024-25,Regular+Season,GSW,Golden State Warriors,82,48,34,.585,48.1,113.8,40.8,90.4,45.1,15.4,42.4,36.4,16.9,22.1,76.4,12.5,32.8,45.4,29.1,14.0,9.4,4.8,5.4,19.2,18.6,3.3
2024-25,Regular+Season,MEM,Memphis Grizzlies,82,48,34,.585,48.1,121.7,44.8,93.3,47.9,13.9,37.9,36.7,18.3,23.3,78.6,12.9,34.4,47.3,28.4,15.7,8.9,5.6,5.5,20.9,20.2,4.9
2024-25,Regular+Season,MIL,Milwaukee Bucks,82,48,34,.585,48.2,115.5,42.0,86.4,48.6,14.2,36.6,38.7,17.3,23.1,75.0,8.2,35.1,43.4,25.5,13.4,7.3,4.7,3.8,17.9,18.9,2.5
2024-25,Regular+Season,DET,Detroit Pistons,82,44,38,.537,48.3,115.5,42.7,89.8,47.6,12.8,35.4,36.2,17.2,22.3,77.4,11.4,33.4,44.8,26.4,14.9,8.0,5.3,5.0,20.7,18.9,1.9
2024-25,Regular+Season,ORL,Orlando Magic,82,41,41,.500,48.1,105.4,38.2,85.8,44.5,11.2,35.3,31.8,17.9,23.0,77.5,11.1,30.7,41.8,23.0,14.2,8.9,6.0,4.4,20.1,20.3,-0.1
2024-25,Regular+Season,ATL,Atlanta Hawks,82,40,42,.488,48.2,118.2,43.4,91.8,47.2,13.5,37.7,35.8,18.0,23.2,77.5,11.9,32.6,44.5,29.6,15.5,9.7,5.1,4.9,19.1,19.1,-1.1
2024-25,Regular+Season,SAC,Sacramento Kings,82,40,42,.488,48.5,115.7,43.0,90.1,47.8,12.6,35.2,35.7,17.1,21.2,80.6,11.0,33.2,44.2,26.5,13.3,7.6,4.4,4.3,18.9,18.5,0.5
2024-25,Regular+Season,CHI,Chicago Bulls,82,39,43,.476,48.2,117.8,43.2,92.0,47.0,15.4,42.0,36.7,16.0,19.7,80.9,10.1,35.8,45.9,29.1,14.7,7.6,4.7,5.1,17.6,16.8,-1.6
2024-25,Regular+Season,DAL,Dallas Mavericks,82,39,43,.476,48.1,114.2,42.0,87.7,47.9,12.4,34.2,36.4,17.8,23.1,77.0,10.1,33.0,43.0,25.2,14.0,7.8,5.4,4.6,17.8,18.7,-1.2
2024-25,Regular+Season,MIA,Miami Heat,82,37,45,.451,48.6,110.6,40.5,87.0,46.5,13.7,37.3,36.7,16.0,20.2,79.1,9.7,33.7,43.4,26.4,13.6,8.1,3.8,4.7,15.5,17.0,0.6
2024-25,Regular+Season,PHX,Phoenix Suns,82,36,46,.439,48.4,113.6,41.2,86.3,47.8,14.3,38.0,37.8,16.8,20.8,81.0,9.5,32.9,42.5,27.8,14.1,7.2,4.8,4.0,17.9,18.4,-3.0
2024-25,Regular+Season,POR,Portland Trail Blazers,82,36,46,.439,48.2,110.9,40.5,90.2,45.0,12.9,37.7,34.2,16.9,22.2,76.2,13.4,31.4,44.8,23.8,16.0,8.3,5.3,5.5,19.0,19.3,-3.0
2024-25,Regular+Season,SAS,San Antonio Spurs,82,34,48,.415,48.1,113.9,41.8,89.8,46.5,14.1,39.6,35.7,16.2,21.0,77.4,10.9,32.7,43.7,28.6,13.9,8.2,5.5,4.3,16.6,17.4,-2.8
2024-25,Regular+Season,TOR,Toronto Raptors,82,30,52,.366,48.3,110.9,41.6,91.0,45.8,11.8,34.0,34.8,15.8,21.1,74.8,12.6,32.5,45.1,28.5,15.3,8.1,4.2,5.9,21.2,18.1,-4.3
2024-25,Regular+Season,BKN,Brooklyn Nets,82,26,56,.317,48.2,105.1,37.6,86.1,43.7,13.6,39.4,34.4,16.3,20.7,78.7,10.9,30.4,41.3,25.2,15.2,7.8,4.3,5.6,20.7,18.9,-7.1
2024-25,Regular+Season,PHI,Philadelphia 76ers,82,24,58,.293,48.3,109.6,39.7,87.4,45.4,12.7,37.2,34.1,17.5,22.5,78.0,10.4,29.4,39.8,23.2,13.6,9.2,4.5,5.1,19.0,18.7,-6.2
2024-25,Regular+Season,NOP,New Orleans Pelicans,82,21,61,.256,48.2,109.8,40.6,89.9,45.2,12.0,34.6,34.7,16.5,21.9,75.4,12.1,31.5,43.6,25.8,14.6,8.5,5.2,5.2,18.3,17.9,-9.4
2024-25,Regular+Season,CHA,Charlotte Hornets,82,19,63,.232,48.2,105.1,38.3,89.1,43.0,13.0,38.3,33.9,15.5,19.8,78.3,12.2,33.0,45.2,24.3,15.5,7.4,4.5,5.3,18.7,18.1,-9.1
2024-25,Regular+Season,WAS,Washington Wizards,82,18,64,.220,48.1,108.0,39.4,89.9,43.9,13.1,39.1,33.5,16.0,20.6,77.8,10.6,33.1,43.7,25.1,15.6,7.6,5.1,5.2,19.7,18.2,-12.4
2024-25,Regular+Season,UTA,Utah Jazz,82,17,65,.207,48.3,111.9,40.3,88.7,45.4,14.0,39.8,35.0,17.3,22.4,77.4,12.0,33.4,45.4,25.5,17.2,6.8,4.4,6.4,18.9,19.3,-9.3
2024-25,Playoffs,OKC,Oklahoma City Thunder,23,16,7,.696,48.2,114.7,41.0,89.8,45.6,11.8,35.0,33.8,20.9,26.0,80.1,11.4,32.1,43.6,23.0,12.3,10.7,5.7,5.4,21.5,21.7,8.3
2024-25,Playoffs,IND,Indiana Pacers,23,15,8,.652,48.4,114.1,40.8,84.3,48.4,13.2,33.7,39.0,19.3,24.7,78.5,8.1,32.5,40.6,26.4,14.3,8.0,5.7,4.7,23.3,21.6,2.0
2024-25,Playoffs,MIN,Minnesota Timberwolves,15,9,6,.600,48.0,109.1,39.5,85.5,46.2,13.3,37.1,35.8,16.9,21.9,77.1,11.7,30.5,42.2,24.2,15.7,7.3,4.7,4.0,20.8,21.0,2.7
2024-25,Playoffs,CLE,Cleveland Cavaliers,9,5,4,.556,48.0,119.4,40.9,87.8,46.6,14.9,41.0,36.3,22.8,27.9,81.7,12.3,32.3,44.7,22.9,12.1,8.9,3.6,5.3,18.6,22.0,11.7
2024-25,Playoffs,NYK,New York Knicks,18,10,8,.556,48.6,109.6,39.4,86.5,45.5,11.1,31.7,34.9,19.7,25.9,76.0,11.8,30.8,42.6,19.8,13.8,7.9,4.7,5.7,20.9,22.8,0.0
2024-25,Playoffs,BOS,Boston Celtics,11,6,5,.545,48.5,105.7,36.7,83.0,44.2,14.2,39.4,36.0,18.1,22.6,79.9,10.8,32.3,43.1,20.0,13.2,6.7,5.4,3.6,19.5,20.1,5.5
2024-25,Playoffs,DEN,Denver Nuggets,14,7,7,.500,48.7,107.0,38.6,86.5,44.6,11.9,34.2,34.7,18.0,23.6,76.4,12.3,34.1,46.4,22.6,15.8,7.6,4.2,6.4,19.9,21.1,-4.9
2024-25,Playoffs,HOU,Houston Rockets,7,3,4,.429,48.0,104.0,36.7,82.3,44.6,10.6,28.3,37.4,20.0,28.6,70.0,13.4,33.4,46.9,19.6,13.6,7.9,5.1,4.9,17.7,21.4,0.0
2024-25,Playoffs,LAC,LA Clippers,7,3,4,.429,48.7,108.3,41.1,84.6,48.6,12.0,33.0,36.4,14.0,19.6,71.5,10.0,29.4,39.4,26.0,12.0,8.0,7.1,3.9,19.3,18.3,0.6
2024-25,Playoffs,GSW,Golden State Warriors,12,5,7,.417,48.0,103.1,36.8,85.5,43.1,13.7,38.8,35.3,15.8,20.5,76.8,12.1,28.3,40.3,23.3,14.4,8.9,3.9,5.3,21.2,19.3,-3.0
2024-25,Playoffs,DET,Detroit Pistons,6,2,4,.333,48.0,106.7,37.2,82.7,45.0,10.2,31.3,32.4,22.2,27.8,79.6,11.0,32.8,43.8,20.0,16.5,7.2,6.3,5.7,22.8,21.8,-1.3
2024-25,Playoffs,LAL,Los Angeles Lakers,5,1,4,.200,48.0,100.4,34.6,78.8,43.9,13.6,38.8,35.1,17.6,21.2,83.0,9.6,29.4,39.0,21.2,14.6,5.0,5.0,3.6,21.0,20.8,-7.0
2024-25,Playoffs,MIL,Milwaukee Bucks,5,1,4,.200,49.0,110.2,39.8,87.8,45.3,14.4,38.0,37.9,16.2,22.4,72.3,10.4,33.2,43.6,23.8,13.0,6.0,3.6,4.8,19.6,19.2,-7.6
2024-25,Playoffs,ORL,Orlando Magic,5,1,4,.200,48.0,93.6,35.6,84.4,42.2,8.2,31.2,26.3,14.2,20.6,68.9,11.4,28.4,39.8,18.6,11.6,6.4,3.8,4.8,21.4,17.4,-12.8
2024-25,Playoffs,MEM,Memphis Grizzlies,4,0,4,.000,48.0,100.5,36.0,86.8,41.5,10.5,34.5,30.4,18.0,20.5,87.8,10.3,34.0,44.3,20.5,19.3,5.8,6.5,6.8,20.8,18.8,-19.5
2024-25,Playoffs,MIA,Miami Heat,4,0,4,.000,48.0,95.5,36.3,81.5,44.5,13.8,39.8,34.6,9.3,13.3,69.8,10.0,27.3,37.3,21.3,16.0,4.5,3.0,3.0,17.3,13.3,-30.5
2024-25,All+Star,-,-,2,2,0,1.000,11.8,41.5,17.0,32.0,53.1,7.5,17.5,42.9,0.0,0.0,0.0,3.5,13.5,17.0,11.0,4.5,5.0,0.5,0.5,2.0,0.5,11.5
2024-25,All+Star,-,-,2,1,1,.500,10.4,33.0,14.5,27.0,53.7,3.5,12.0,29.2,0.5,2.0,25.0,4.5,11.5,16.0,10.5,7.0,2.0,2.0,1.5,0.5,1.5,-3.5
2024-25,All+Star,-,-,1,0,1,.000,12.9,35.0,15.0,33.0,45.5,4.0,14.0,28.6,1.0,1.0,100,4.0,11.0,15.0,8.0,5.0,4.0,0.0,1.0,1.0,1.0,-7.0
2024-25,All+Star,-,-,1,0,1,.000,10.1,32.0,13.0,28.0,46.4,6.0,15.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,4.0,5.0,3.0,3.0,0.0,1.0,-9.0
2024-25,PlayIn,GSW,Golden State Warriors,1,1,0,1.000,48.0,121.0,39.0,85.0,45.9,15.0,43.0,34.9,28.0,34.0,82.4,13.0,26.0,39.0,29.0,10.0,13.0,3.0,1.0,23.0,26.0,5.0
2024-25,PlayIn,MIA,Miami Heat,2,2,0,1.000,50.5,116.0,44.5,89.5,49.7,14.5,38.5,37.7,12.5,20.0,62.5,11.0,38.5,49.5,31.5,15.0,7.0,7.5,3.5,15.5,17.5,14.0
2024-25,PlayIn,ORL,Orlando Magic,1,1,0,1.000,48.0,120.0,44.0,91.0,48.4,11.0,39.0,28.2,21.0,27.0,77.8,12.0,42.0,54.0,29.0,10.0,6.0,9.0,5.0,25.0,18.0,25.0
2024-25,PlayIn,DAL,Dallas Mavericks,2,1,1,.500,48.0,113.0,41.0,85.0,48.2,13.0,33.0,39.4,18.0,21.0,85.7,8.5,30.0,38.5,27.0,13.0,9.0,8.0,4.0,16.0,18.0,0.0
2024-25,PlayIn,MEM,Memphis Grizzlies,2,1,1,.500,48.0,118.0,44.5,93.0,47.8,12.5,28.5,43.9,16.5,19.0,86.8,16.0,34.0,50.0,26.0,16.0,6.0,2.5,5.5,21.5,20.0,4.5
2024-25,PlayIn,ATL,Atlanta Hawks,2,0,2,.000,50.5,104.5,38.0,93.0,40.9,10.0,34.0,29.4,18.5,23.0,80.4,10.0,33.0,43.0,26.0,9.0,8.5,4.0,8.5,18.0,20.0,-17.0
2024-25,PlayIn,CHI,Chicago Bulls,1,0,1,.000,48.0,90.0,33.0,83.0,39.8,10.0,37.0,27.0,14.0,17.0,82.4,7.0,31.0,38.0,15.0,18.0,9.0,4.0,7.0,17.0,16.0,-19.0
2024-25,PlayIn,SAC,Sacramento Kings,1,0,1,.000,48.0,106.0,41.0,89.0,46.1,13.0,33.0,39.4,11.0,15.0,73.3,15.0,29.0,44.0,23.0,18.0,6.0,4.0,8.0,19.0,15.0,-14.0
2025-26,Pre+Season,HOU,Houston Rockets,4,4,0,1.000,48.0,130.8,45.3,92.0,49.2,14.3,38.0,37.5,26.0,30.5,85.2,14.0,34.3,48.3,27.5,16.0,10.5,6.3,4.8,17.8,23.3,10.5
2025-26,Pre+Season,ORL,Orlando Magic,4,4,0,1.000,48.0,126.5,41.8,88.8,47.0,12.8,35.5,35.9,30.3,36.5,82.9,19.0,33.5,52.5,25.8,18.8,8.0,7.8,4.5,24.5,27.8,15.3
2025-26,Pre+Season,SAS,San Antonio Spurs,5,5,0,1.000,49.0,124.4,43.6,87.4,49.9,14.0,38.8,36.1,23.2,30.0,77.3,14.2,33.2,47.4,29.2,18.4,10.6,5.8,3.0,22.4,25.0,17.0
2025-26,Pre+Season,NYK,New York Knicks,5,4,1,.800,49.0,105.6,37.0,90.4,40.9,13.2,44.4,29.7,18.4,25.8,71.3,14.6,32.2,46.8,22.8,15.6,9.8,3.6,5.0,22.4,23.6,3.4
2025-26,Pre+Season,BOS,Boston Celtics,4,3,1,.750,48.0,118.5,39.5,88.0,44.9,14.5,47.0,30.9,25.0,30.3,82.6,15.8,37.0,52.8,24.8,21.3,11.3,8.3,3.0,26.5,24.8,12.3
2025-26,Pre+Season,DAL,Dallas Mavericks,4,3,1,.750,48.0,114.3,40.5,88.5,45.8,11.3,36.5,30.8,22.0,27.8,79.3,10.3,39.8,50.0,29.5,15.5,10.0,8.0,4.5,18.3,22.3,13.3
2025-26,Pre+Season,LAC,LA Clippers,4,3,1,.750,48.0,112.8,41.8,81.8,51.1,12.3,36.3,33.8,17.0,24.5,69.4,10.5,34.8,45.3,30.3,16.0,9.3,5.8,1.8,18.3,22.3,15.0
2025-26,Pre+Season,MIL,Milwaukee Bucks,4,3,1,.750,48.0,114.8,38.5,82.3,46.8,17.3,42.5,40.6,20.5,28.0,73.2,5.3,35.3,40.5,24.5,16.5,8.5,4.0,3.3,24.8,22.0,4.5
2025-26,Pre+Season,PHX,Phoenix Suns,4,3,1,.750,49.3,114.3,41.8,94.5,44.2,13.3,40.8,32.5,17.5,25.8,68.0,14.0,28.5,42.5,28.0,16.0,12.5,6.5,5.0,29.8,23.3,8.5
2025-26,Pre+Season,OKC,Oklahoma City Thunder,6,4,2,.667,48.0,109.5,38.3,88.5,43.3,15.3,46.0,33.3,17.5,22.0,79.5,9.3,34.2,43.5,25.0,17.2,11.8,5.7,5.7,22.5,20.5,0.3
2025-26,Pre+Season,TOR,Toronto Raptors,6,4,2,.667,48.0,114.2,40.3,95.5,42.2,13.7,39.7,34.5,19.8,25.0,79.3,14.8,29.8,44.7,29.5,15.0,12.0,4.0,7.8,27.3,23.5,1.7
2025-26,Pre+Season,CHI,Chicago Bulls,5,3,2,.600,48.0,120.2,42.8,89.2,48.0,12.4,40.8,30.4,22.2,31.0,71.6,11.4,37.6,49.0,31.0,18.2,8.6,5.4,4.2,24.0,25.6,0.2
2025-26,Pre+Season,DEN,Denver Nuggets,5,3,2,.600,48.0,109.0,37.6,80.0,47.0,12.6,35.4,35.6,21.2,27.6,76.8,8.8,33.6,42.4,24.2,17.2,9.2,3.8,4.4,22.6,23.8,1.2
2025-26,Pre+Season,GSW,Golden State Warriors,5,3,2,.600,48.0,115.4,41.2,87.4,47.1,16.6,45.4,36.6,16.4,21.4,76.6,9.6,33.2,42.8,29.8,22.0,9.8,4.2,3.2,23.2,21.0,1.6
2025-26,Pre+Season,ATL,Atlanta Hawks,4,2,2,.500,49.3,116.5,41.3,94.0,43.9,11.3,40.8,27.6,22.8,30.3,75.2,13.0,35.3,48.3,27.5,17.5,9.3,7.3,5.3,26.8,23.0,-5.0
2025-26,Pre+Season,BKN,Brooklyn Nets,4,2,2,.500,49.3,118.8,41.3,83.5,49.4,15.8,36.8,42.9,20.5,28.0,73.2,14.0,32.3,46.3,27.5,24.0,7.5,3.0,6.8,26.5,27.3,6.8
2025-26,Pre+Season,DET,Detroit Pistons,4,2,2,.500,48.0,114.5,41.5,83.3,49.8,11.8,33.0,35.6,19.8,29.3,67.5,12.0,32.8,44.8,27.5,19.3,11.5,7.0,6.8,26.3,25.8,3.3
2025-26,Pre+Season,IND,Indiana Pacers,4,2,2,.500,49.3,115.8,40.8,89.0,45.8,15.8,44.8,35.2,18.5,23.0,80.4,13.3,32.3,45.5,28.3,22.5,10.5,5.5,5.5,28.0,22.3,-7.3
2025-26,Pre+Season,NOP,New Orleans Pelicans,4,2,2,.500,48.0,121.8,45.5,91.8,49.6,9.5,33.8,28.1,21.3,26.0,81.7,13.5,32.5,46.0,24.5,15.8,9.3,5.5,5.3,23.0,21.5,9.0
2025-26,Pre+Season,CHA,Charlotte Hornets,5,2,3,.400,48.0,120.6,42.0,92.4,45.5,16.2,44.8,36.2,20.4,27.4,74.5,14.4,35.4,49.8,26.8,19.4,8.0,3.2,6.0,17.8,22.6,0.2
2025-26,Pre+Season,MIN,Minnesota Timberwolves,6,2,4,.333,49.7,119.8,42.7,87.7,48.7,14.5,33.8,42.9,20.0,26.3,75.9,12.0,33.8,45.8,27.5,19.2,9.2,4.8,6.0,23.7,22.5,7.0
2025-26,Pre+Season,WAS,Washington Wizards,3,1,2,.333,48.0,110.0,37.0,86.0,43.0,10.3,33.3,31.0,25.7,34.0,75.5,14.7,37.7,52.3,23.7,18.0,6.3,6.3,6.0,21.3,26.3,-1.7
2025-26,Pre+Season,CLE,Cleveland Cavaliers,4,1,3,.250,48.0,113.5,39.3,92.8,42.3,15.0,46.3,32.4,20.0,29.3,68.4,13.5,28.0,41.5,27.5,17.8,14.0,6.5,5.0,25.5,26.0,-5.3
2025-26,Pre+Season,PHI,Philadelphia 76ers,4,1,3,.250,48.0,103.0,36.5,88.0,41.5,9.0,34.8,25.9,21.0,26.5,79.2,12.0,30.5,42.5,21.8,18.8,12.0,5.8,5.3,25.0,22.8,-9.5
2025-26,Pre+Season,POR,Portland Trail Blazers,4,1,3,.250,48.0,121.8,41.5,97.0,42.8,14.0,45.5,30.8,24.8,34.5,71.7,19.0,32.8,51.8,23.0,19.0,9.5,4.5,3.8,32.0,26.3,-3.8
2025-26,Pre+Season,SAC,Sacramento Kings,4,1,3,.250,48.0,113.3,41.0,85.0,48.2,10.8,34.5,31.2,20.5,26.5,77.4,9.5,32.8,42.3,23.3,17.0,8.3,4.8,4.8,24.5,23.3,-6.5
2025-26,Pre+Season,UTA,Utah Jazz,4,1,3,.250,49.3,122.5,41.8,87.0,48.0,14.8,40.3,36.6,24.3,29.8,81.5,10.0,31.5,41.5,28.5,15.3,8.8,3.3,6.8,25.0,22.8,-6.8
2025-26,Pre+Season,MEM,Memphis Grizzlies,5,1,4,.200,48.0,117.6,38.4,89.0,43.1,17.4,46.6,37.3,23.4,32.2,72.7,13.2,30.8,44.0,24.6,17.6,8.8,4.0,5.2,25.8,26.0,-10.6
2025-26,Pre+Season,LAL,Los Angeles Lakers,6,1,5,.167,48.0,104.0,35.0,81.8,42.8,11.7,35.5,32.9,22.3,29.0,77.0,11.0,31.5,42.5,22.2,18.3,8.0,5.5,4.3,19.3,23.0,-9.5
2025-26,Pre+Season,Guangzhou Loong-Lions,Guangzhou Loong-Lions,3,0,3,.000,48.0,85.7,27.0,74.3,36.3,10.3,34.0,30.4,21.3,26.0,82.1,6.7,20.0,26.7,16.3,21.0,9.7,2.7,7.7,22.0,23.7,-46.0
2025-26,Pre+Season,Hapoel Jerusalem B.C.,Hapoel Jerusalem B.C.,1,0,1,.000,48.0,88.0,28.0,77.0,36.4,6.0,29.0,20.7,26.0,37.0,70.3,13.0,25.0,38.0,18.0,15.0,10.0,2.0,4.0,17.0,28.0,-35.0
2025-26,Pre+Season,Melbourne United,Melbourne United,1,0,1,.000,48.0,97.0,36.0,91.0,39.6,12.0,41.0,29.3,13.0,20.0,65.0,13.0,35.0,48.0,23.0,18.0,7.0,1.0,8.0,18.0,22.0,-10.0
2025-26,Pre+Season,MIA,Miami Heat,6,0,6,.000,48.8,110.8,38.8,91.0,42.7,9.8,31.0,31.7,23.3,30.8,75.7,12.8,34.7,47.5,24.5,18.3,8.0,4.2,7.2,25.3,25.7,-9.3
2025-26,Pre+Season,South East Melbourne Phoenix,South East Melbourne Phoenix,1,0,1,.000,48.0,92.0,35.0,103.0,34.0,8.0,46.0,17.4,14.0,20.0,70.0,20.0,22.0,42.0,24.0,11.0,7.0,6.0,8.0,21.0,21.0,-35.0
2025-26,Regular+Season,OKC,Oklahoma City Thunder,38,31,7,.816,48.7,121.4,44.0,90.0,48.9,13.4,37.2,36.0,20.1,24.2,83.1,9.2,34.8,44.1,25.8,12.4,10.4,5.6,4.0,20.4,21.3,13.4
2025-26,Regular+Season,DET,Detroit Pistons,37,28,9,.757,48.3,118.5,43.4,90.1,48.2,11.2,31.6,35.5,20.5,27.2,75.2,13.6,32.5,46.1,26.8,15.7,10.2,6.5,5.7,22.7,22.5,6.9
2025-26,Regular+Season,SAS,San Antonio Spurs,37,26,11,.703,48.1,119.0,42.6,89.3,47.7,12.9,37.0,35.0,20.9,26.2,79.7,11.7,34.8,46.6,25.9,14.1,8.1,4.7,4.2,19.5,21.6,5.7
2025-26,Regular+Season,DEN,Denver Nuggets,37,25,12,.676,48.5,124.1,44.6,88.0,50.7,14.2,35.1,40.4,20.7,25.3,81.9,10.1,33.1,43.2,29.1,13.2,7.0,4.0,4.7,19.2,21.7,6.0
2025-26,Regular+Season,LAL,Los Angeles Lakers,35,23,12,.657,48.0,116.3,41.4,83.2,49.8,11.6,34.2,33.9,21.9,28.1,77.8,9.9,31.4,41.3,24.9,15.5,8.3,4.1,3.7,20.1,22.6,-0.2
2025-26,Regular+Season,MIN,Minnesota Timberwolves,37,24,13,.649,48.4,119.6,42.7,89.0,48.0,13.8,38.0,36.4,20.4,26.7,76.2,11.3,33.4,44.8,26.6,14.2,8.6,5.4,4.0,21.7,21.7,5.6
2025-26,Regular+Season,NYK,New York Knicks,37,24,13,.649,48.0,119.7,43.0,90.9,47.3,15.2,39.7,38.3,18.5,23.0,80.6,13.4,32.4,45.8,26.9,13.7,8.1,4.2,4.6,20.7,20.0,4.7
2025-26,Regular+Season,HOU,Houston Rockets,34,22,12,.647,48.9,118.9,44.0,90.7,48.5,11.7,30.7,38.2,19.1,24.7,77.5,16.2,32.8,49.1,25.3,16.0,8.8,5.6,4.6,19.8,21.2,8.1
2025-26,Regular+Season,BOS,Boston Celtics,36,23,13,.639,48.0,117.6,43.2,91.2,47.4,15.9,43.2,36.9,15.3,19.4,78.8,12.9,31.5,44.4,23.8,12.0,8.1,5.4,4.2,21.2,18.9,7.0
2025-26,Regular+Season,TOR,Toronto Raptors,38,23,15,.605,48.3,114.0,42.6,89.8,47.4,11.7,33.8,34.6,17.2,22.2,77.5,11.3,32.1,43.4,29.1,14.1,8.6,4.5,5.5,21.3,19.7,2.2
2025-26,Regular+Season,PHX,Phoenix Suns,37,22,15,.595,48.1,114.8,41.9,90.2,46.5,14.3,39.3,36.4,16.6,21.0,79.3,13.0,30.5,43.5,25.4,15.6,10.6,4.1,4.6,21.9,19.5,2.4
2025-26,Regular+Season,PHI,Philadelphia 76ers,35,20,15,.571,48.9,117.6,41.6,91.3,45.5,13.7,37.7,36.3,20.8,25.5,81.4,12.3,32.1,44.4,25.1,14.0,8.6,6.1,5.1,20.5,20.8,1.4
2025-26,Regular+Season,CLE,Cleveland Cavaliers,38,21,17,.553,48.3,119.2,43.0,92.2,46.6,14.9,42.6,35.1,18.3,23.4,78.0,12.3,32.8,45.1,27.8,14.3,8.8,5.3,4.4,20.9,20.6,2.4
2025-26,Regular+Season,ORL,Orlando Magic,38,21,17,.553,48.4,116.6,41.7,89.0,46.8,11.2,32.7,34.2,22.1,28.3,78.2,11.8,33.0,44.8,26.4,13.9,8.3,5.1,5.4,21.5,22.6,1.3
2025-26,Regular+Season,MIA,Miami Heat,37,20,17,.541,48.1,120.1,43.8,93.4,46.9,13.2,35.5,37.0,19.3,24.3,79.3,11.1,34.5,45.6,28.7,14.4,9.4,4.5,5.5,18.9,20.3,2.7
2025-26,Regular+Season,GSW,Golden State Warriors,38,20,18,.526,48.3,115.0,40.1,88.4,45.4,15.8,43.9,36.0,19.0,23.2,81.8,11.5,31.9,43.5,28.1,15.8,9.7,4.4,4.1,20.4,19.6,1.3
2025-26,Regular+Season,POR,Portland Trail Blazers,38,18,20,.474,48.3,116.5,40.6,90.7,44.8,14.1,41.4,34.0,21.2,27.3,77.5,14.1,31.3,45.4,24.7,16.9,7.9,4.8,6.3,21.9,23.3,-2.6
2025-26,Regular+Season,ATL,Atlanta Hawks,39,18,21,.462,48.3,118.4,43.5,90.8,47.9,14.5,38.7,37.3,17.0,21.9,77.7,9.9,32.1,41.9,31.2,15.3,9.3,4.8,4.8,20.2,18.9,-0.9
2025-26,Regular+Season,CHI,Chicago Bulls,37,17,20,.459,48.3,117.1,42.8,90.6,47.2,14.0,38.9,36.0,17.6,22.5,78.2,10.5,35.1,45.6,29.4,14.7,7.4,4.9,5.8,19.0,19.2,-4.1
2025-26,Regular+Season,MEM,Memphis Grizzlies,37,16,21,.432,48.3,115.2,41.5,91.5,45.4,13.3,38.4,34.7,18.9,23.8,79.3,11.7,34.5,46.3,28.9,15.4,7.9,4.9,5.1,20.1,20.9,-1.4
2025-26,Regular+Season,MIL,Milwaukee Bucks,37,16,21,.432,48.3,113.3,41.6,85.6,48.6,14.7,37.2,39.6,15.3,20.7,73.9,8.5,31.9,40.4,26.2,14.8,7.8,4.1,4.1,21.1,19.0,-2.3
2025-26,Regular+Season,DAL,Dallas Mavericks,37,14,23,.378,48.7,113.1,41.8,89.3,46.9,10.6,31.6,33.4,18.9,24.9,75.9,9.9,34.8,44.7,25.0,15.4,7.7,6.0,4.9,19.4,21.2,-3.8
2025-26,Regular+Season,LAC,LA Clippers,36,13,23,.361,48.3,112.1,39.3,83.2,47.2,13.3,36.4,36.4,20.3,24.0,84.5,9.7,30.9,40.6,23.6,15.2,8.4,4.9,4.4,19.8,20.0,-2.4
2025-26,Regular+Season,CHA,Charlotte Hornets,37,13,24,.351,48.4,115.5,40.6,88.9,45.6,15.1,40.8,37.1,19.2,23.6,81.4,12.0,32.9,44.9,26.2,15.8,6.8,4.8,4.4,19.3,20.9,-1.8
2025-26,Regular+Season,UTA,Utah Jazz,36,12,24,.333,48.8,119.8,42.0,90.9,46.2,13.8,39.0,35.4,21.9,27.2,80.5,12.3,32.7,45.0,30.2,15.9,7.7,3.4,6.0,22.7,21.9,-7.3
2025-26,Regular+Season,BKN,Brooklyn Nets,34,11,23,.324,48.1,109.3,37.9,84.5,44.9,14.0,40.7,34.5,19.4,24.8,78.4,10.8,29.1,39.9,25.4,15.9,7.9,4.4,4.5,20.3,21.0,-4.7
