SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PLUS_MINUS
2021-22,Playoffs,DAL,Dallas Mavericks,18,9,9,.500,48.0,106.3,36.3,80.8,44.9,15.8,41.5,38.0,18.0,23.3,77.1,6.5,30.0,36.5,19.2,10.2,7.2,2.8,3.6,21.1,22.1,0.7
2021-22,Playoffs,MEM,Memphis Grizzlies,12,6,6,.500,48.0,112.5,39.8,91.3,43.5,13.1,35.8,36.5,19.9,27.1,73.5,12.4,33.4,45.8,25.2,14.0,9.2,6.1,6.8,20.8,23.8,2.4
2021-22,Playoffs,PHI,Philadelphia 76ers,12,6,6,.500,48.4,104.5,36.4,78.3,46.5,12.4,33.3,37.3,19.3,22.7,84.9,7.7,31.3,39.0,21.8,14.8,6.1,4.3,4.2,20.6,20.5,0.3
2021-22,Playoffs,MIN,Minnesota Timberwolves,6,2,4,.333,48.0,109.2,36.3,82.0,44.3,13.8,35.7,38.8,22.7,28.0,81.0,7.0,33.0,40.0,22.8,17.7,8.2,7.8,6.2,26.8,23.2,-5.5
2021-22,Playoffs,NOP,New Orleans Pelicans,6,2,4,.333,48.0,109.8,39.0,84.3,46.2,9.3,26.3,35.4,22.5,28.8,78.0,15.2,30.5,45.7,21.3,14.5,6.3,3.5,4.0,21.2,22.7,-1.5
2021-22,Playoffs,TOR,Toronto Raptors,6,2,4,.333,48.8,103.2,38.3,86.0,44.6,9.8,32.8,29.9,16.7,21.0,79.4,10.0,27.5,37.5,20.7,10.0,6.7,4.8,4.8,22.2,20.3,-8.3
2021-22,Playoffs,UTA,Utah Jazz,6,2,4,.333,48.0,99.0,35.0,79.0,44.3,8.2,29.8,27.4,20.8,26.5,78.6,9.3,35.5,44.8,17.2,11.7,4.0,3.7,2.3,22.0,23.2,-5.7
2021-22,Playoffs,ATL,Atlanta Hawks,5,1,4,.200,48.0,97.4,34.4,78.2,44.0,11.4,35.0,32.6,17.2,22.0,78.2,8.6,30.8,39.4,18.6,16.4,5.8,2.4,3.0,21.6,23.4,-12.0
2021-22,Playoffs,CHI,Chicago Bulls,5,1,4,.200,48.0,95.2,36.4,90.2,40.4,10.4,36.8,28.3,12.0,14.4,83.3,8.2,35.8,44.0,23.0,13.0,7.8,3.2,4.8,18.6,17.8,-14.6
2021-22,Playoffs,DEN,Denver Nuggets,5,1,4,.200,48.0,110.0,39.4,82.8,47.6,11.2,31.4,35.7,20.0,25.2,79.4,11.2,30.6,41.8,25.0,16.4,7.0,3.4,6.2,25.0,23.2,-8.0
2021-22,Playoffs,BKN,Brooklyn Nets,4,0,4,.000,48.0,109.0,39.3,78.0,50.3,11.5,27.3,42.2,19.0,25.8,73.8,8.5,25.5,34.0,22.3,15.3,8.0,6.5,4.0,24.8,24.5,-4.5
2021-22,All+Star,Team LeBron,Team LeBron,1,1,0,1.000,48.0,163.0,67.0,119.0,56.3,27.0,62.0,43.5,2.0,2.0,100,13.0,35.0,48.0,40.0,16.0,13.0,6.0,1.0,6.0,2.0,3.0
2021-22,All+Star,Team Durant,Team Durant,1,0,1,.000,48.0,160.0,66.0,122.0,54.1,21.0,59.0,35.6,7.0,7.0,100,13.0,37.0,50.0,41.0,14.0,11.0,1.0,6.0,2.0,6.0,-3.0
2022-23,Pre+Season,PHI,Philadelphia 76ers,4,4,0,1.000,48.0,113.0,41.3,96.0,43.0,13.0,37.5,34.7,17.5,20.3,86.4,13.0,34.3,47.3,23.0,13.8,13.0,5.0,7.5,22.3,19.8,10.3
2022-23,Pre+Season,SAC,Sacramento Kings,4,4,0,1.000,48.0,117.3,42.3,93.5,45.2,16.0,41.0,39.0,16.8,25.0,67.0,12.5,36.3,48.8,28.3,16.8,12.8,4.5,6.0,28.3,22.8,27.5
2022-23,Pre+Season,OKC,Oklahoma City Thunder,6,5,1,.833,48.0,119.3,41.8,83.8,49.9,13.8,36.2,38.2,21.8,28.0,78.0,11.8,37.3,49.2,26.7,18.0,8.8,5.3,5.0,20.7,21.8,18.5
2022-23,Pre+Season,MIA,Miami Heat,5,4,1,.800,48.0,113.8,39.6,91.8,43.1,15.0,43.0,34.9,19.6,24.6,79.7,12.2,32.6,44.8,28.0,15.4,10.8,4.8,4.2,23.8,22.8,9.4
2022-23,Pre+Season,MIN,Minnesota Timberwolves,5,4,1,.800,48.0,114.8,41.4,89.8,46.1,11.4,34.8,32.8,20.6,27.8,74.1,6.6,41.0,47.6,27.2,15.0,10.6,4.4,5.2,22.6,22.8,4.4
2022-23,Pre+Season,NOP,New Orleans Pelicans,5,4,1,.800,48.0,114.0,41.0,90.6,45.3,10.2,32.2,31.7,21.8,28.8,75.7,11.4,37.4,48.8,27.0,16.8,9.6,5.8,6.0,24.8,25.0,3.2
2022-23,Pre+Season,ORL,Orlando Magic,5,4,1,.800,48.0,106.4,37.8,85.6,44.2,12.6,40.0,31.5,18.2,22.6,80.5,10.8,36.2,47.0,23.8,19.2,10.4,6.0,4.6,23.2,22.0,1.2
2022-23,Pre+Season,CHI,Chicago Bulls,4,3,1,.750,48.0,124.5,46.5,87.8,53.0,11.8,29.5,39.8,19.8,23.5,84.0,9.5,37.3,46.8,30.0,20.0,8.3,5.0,5.5,22.8,22.5,13.5
2022-23,Pre+Season,HOU,Houston Rockets,4,3,1,.750,48.0,120.5,43.5,90.5,48.1,15.5,37.0,41.9,18.0,24.5,73.5,14.0,39.0,53.0,25.3,20.3,8.5,4.3,7.0,24.0,21.3,13.5
2022-23,Pre+Season,NYK,New York Knicks,4,3,1,.750,48.0,113.3,41.8,95.8,43.6,12.5,38.3,32.7,17.3,21.0,82.1,12.8,37.3,50.0,25.3,13.5,8.5,6.3,8.3,20.3,22.0,11.3
2022-23,Pre+Season,DAL,Dallas Mavericks,3,2,1,.667,48.0,106.0,36.0,82.7,43.5,15.7,45.0,34.8,18.3,23.7,77.5,6.0,32.3,38.3,24.3,17.0,12.0,5.0,3.7,23.0,22.3,3.7
2022-23,Pre+Season,DEN,Denver Nuggets,5,3,2,.600,48.0,113.2,40.0,84.4,47.4,10.8,30.8,35.1,22.4,29.8,75.2,9.4,32.8,42.2,25.2,17.6,8.2,3.8,5.6,20.8,25.8,-1.8
2022-23,Pre+Season,GSW,Golden State Warriors,5,3,2,.600,48.0,112.8,39.0,86.8,44.9,12.6,37.6,33.5,22.2,28.8,77.1,11.2,37.6,48.8,26.8,17.6,8.8,3.8,4.6,26.8,23.8,8.2
2022-23,Pre+Season,MEM,Memphis Grizzlies,5,3,2,.600,48.0,111.0,38.2,85.4,44.7,9.2,33.0,27.9,25.4,34.6,73.4,12.2,34.6,46.8,23.6,18.8,12.0,4.8,4.6,19.0,27.0,5.0
2022-23,Pre+Season,TOR,Toronto Raptors,5,3,2,.600,50.0,114.8,42.2,96.6,43.7,8.0,32.8,24.4,22.4,32.4,69.1,15.2,37.6,52.8,19.2,15.0,10.0,6.0,3.2,23.6,23.8,1.6
2022-23,Pre+Season,Adelaide 36ers,Adelaide 36ers,2,1,1,.500,48.0,116.0,41.5,90.5,45.9,17.5,39.5,44.3,15.5,21.0,73.8,12.0,28.5,40.5,25.0,16.0,8.5,4.5,5.5,20.5,18.5,-11.5
2022-23,Pre+Season,ATL,Atlanta Hawks,4,2,2,.500,48.0,112.8,40.8,87.3,46.7,11.8,29.8,39.5,19.5,24.8,78.8,8.8,35.8,44.5,23.0,12.8,5.3,3.8,4.3,20.3,24.5,1.0
2022-23,Pre+Season,BOS,Boston Celtics,4,2,2,.500,50.5,124.8,42.8,90.8,47.1,19.0,49.3,38.6,20.3,24.5,82.7,9.8,40.8,50.5,31.0,18.5,4.3,3.8,5.0,25.3,21.3,10.3
2022-23,Pre+Season,BKN,Brooklyn Nets,4,2,2,.500,48.0,101.8,36.3,81.0,44.8,9.8,31.5,31.0,19.5,26.5,73.6,8.3,36.0,44.3,23.8,21.0,9.8,5.8,4.0,23.3,22.5,-7.0
2022-23,Pre+Season,IND,Indiana Pacers,4,2,2,.500,48.0,114.8,42.3,91.5,46.2,10.0,33.5,29.9,20.3,25.3,80.2,10.8,36.0,46.8,27.0,16.0,6.8,8.0,4.8,24.5,23.0,2.3
2022-23,Pre+Season,LAC,LA Clippers,4,2,2,.500,48.0,113.8,37.5,81.8,45.9,13.8,34.5,39.9,25.0,32.0,78.1,8.8,36.8,45.5,25.8,19.5,10.0,7.0,5.8,22.0,24.0,8.0
2022-23,Pre+Season,CLE,Cleveland Cavaliers,4,1,3,.250,48.0,105.5,37.8,85.5,44.2,12.0,30.8,39.0,18.0,24.3,74.2,9.3,34.8,44.0,22.5,15.5,7.5,6.3,7.0,22.0,20.5,-4.3
2022-23,Pre+Season,PHX,Phoenix Suns,4,1,3,.250,48.0,113.0,38.8,91.0,42.6,10.3,35.3,29.1,25.3,29.8,84.9,12.3,33.3,45.5,24.3,16.8,10.5,5.3,4.3,24.8,24.8,-2.3
2022-23,Pre+Season,UTA,Utah Jazz,4,1,3,.250,48.0,101.3,37.8,91.5,41.3,10.5,35.3,29.8,15.3,23.8,64.2,14.0,35.3,49.3,23.5,20.0,8.3,4.8,7.5,22.8,24.3,-9.0
2022-23,Pre+Season,WAS,Washington Wizards,4,1,3,.250,48.0,96.8,34.8,87.3,39.8,9.0,36.0,25.0,18.3,24.8,73.7,9.0,32.5,41.5,23.8,14.0,9.8,7.8,4.8,22.8,22.0,-6.3
2022-23,Pre+Season,POR,Portland Trail Blazers,5,1,4,.200,48.0,105.6,34.8,76.2,45.7,9.0,26.2,34.4,27.0,35.8,75.4,9.0,30.2,39.2,20.8,19.2,8.4,7.0,5.0,23.0,29.6,-6.8
2022-23,Pre+Season,SAS,San Antonio Spurs,5,1,4,.200,48.0,103.0,36.8,87.6,42.0,10.6,35.8,29.6,18.8,26.4,71.2,11.6,35.4,47.0,23.8,18.6,7.8,5.8,6.2,22.8,25.4,-10.8
2022-23,Pre+Season,LAL,Los Angeles Lakers,6,1,5,.167,48.0,102.0,33.8,85.0,39.8,11.0,38.5,28.6,23.3,32.0,72.9,7.8,38.3,46.2,22.3,19.7,6.7,6.2,4.5,23.7,26.5,-16.3
2022-23,Pre+Season,CHA,Charlotte Hornets,5,0,5,.000,48.0,98.8,36.8,92.4,39.8,7.2,31.4,22.9,18.0,26.0,69.2,14.2,33.2,47.4,18.4,16.6,8.6,6.2,5.2,21.0,23.2,-17.8
2022-23,Pre+Season,DET,Detroit Pistons,4,0,4,.000,48.0,101.8,34.8,88.3,39.4,13.5,44.8,30.2,18.8,24.0,78.1,11.0,35.5,46.5,22.5,19.5,4.8,5.5,6.3,26.0,19.3,-14.5
2022-23,Pre+Season,Maccabi Ra'anana,Maccabi Ra'anana,3,0,3,.000,48.0,87.7,31.7,84.3,37.5,6.3,22.0,28.8,18.0,27.3,65.9,11.0,19.7,30.7,19.3,15.7,11.7,3.3,6.7,29.7,20.7,-46.7
2022-23,Pre+Season,MIL,Milwaukee Bucks,5,0,5,.000,48.0,105.0,36.4,86.2,42.2,14.2,40.6,35.0,18.0,23.8,75.6,12.0,32.4,44.4,22.0,19.4,8.4,3.0,3.8,23.4,18.8,-11.4
2022-23,Regular+Season,MIL,Milwaukee Bucks,82,58,24,.707,48.4,116.9,42.7,90.4,47.3,14.8,40.3,36.8,16.6,22.4,74.3,11.1,37.5,48.6,25.8,14.6,6.4,4.9,3.9,18.1,19.0,3.6
2022-23,Regular+Season,BOS,Boston Celtics,82,57,25,.695,48.7,117.9,42.2,88.8,47.5,16.0,42.6,37.7,17.5,21.6,81.2,9.7,35.6,45.3,26.7,13.4,6.4,5.2,3.9,18.8,19.1,6.5
2022-23,Regular+Season,PHI,Philadelphia 76ers,82,54,28,.659,48.5,115.2,40.8,83.8,48.7,12.6,32.6,38.7,21.0,25.1,83.5,8.7,32.2,40.9,25.2,13.7,7.7,4.7,4.6,20.4,19.6,4.3
2022-23,Regular+Season,DEN,Denver Nuggets,82,53,29,.646,48.2,115.8,43.6,86.4,50.4,11.8,31.2,37.9,16.8,22.4,75.1,10.1,32.9,43.0,28.9,14.5,7.5,4.5,4.2,18.6,19.5,3.3
2022-23,Regular+Season,CLE,Cleveland Cavaliers,82,51,31,.622,48.5,112.3,41.6,85.2,48.8,11.6,31.6,36.7,17.5,22.5,78.0,9.7,31.4,41.1,24.9,13.3,7.1,4.7,4.4,19.0,20.4,5.4
2022-23,Regular+Season,MEM,Memphis Grizzlies,82,51,31,.622,48.2,116.9,43.7,92.1,47.5,12.0,34.2,35.1,17.5,23.8,73.3,12.0,34.6,46.6,26.0,13.6,8.3,5.8,5.2,20.0,20.0,3.9
2022-23,Regular+Season,SAC,Sacramento Kings,82,48,34,.585,48.4,120.7,43.6,88.2,49.4,13.8,37.3,36.9,19.8,25.1,79.0,9.5,32.9,42.5,27.3,13.5,7.0,3.4,4.2,19.7,20.9,2.6
2022-23,Regular+Season,NYK,New York Knicks,82,47,35,.573,48.7,116.0,42.0,89.4,47.0,12.6,35.7,35.4,19.4,25.5,76.1,12.6,34.0,46.6,22.9,13.0,6.4,4.1,4.5,20.3,20.7,2.9
2022-23,Regular+Season,BKN,Brooklyn Nets,82,45,37,.549,48.1,113.4,41.5,85.1,48.7,12.8,33.8,37.8,17.7,22.1,80.0,8.2,32.3,40.5,25.5,13.7,7.1,6.2,3.9,21.1,18.5,0.9
2022-23,Regular+Season,PHX,Phoenix Suns,82,45,37,.549,48.2,113.6,42.1,90.1,46.7,12.2,32.6,37.4,17.2,21.7,79.3,11.8,32.4,44.2,27.3,13.5,7.1,5.3,4.0,21.2,19.9,2.1
2022-23,Regular+Season,GSW,Golden State Warriors,82,44,38,.537,48.4,118.9,43.1,90.2,47.9,16.6,43.2,38.5,16.0,20.2,79.4,10.5,34.1,44.6,29.8,16.3,7.2,4.0,4.0,21.4,18.4,1.8
2022-23,Regular+Season,LAC,LA Clippers,82,44,38,.537,48.4,113.6,41.1,86.1,47.7,12.7,33.3,38.1,18.7,23.9,78.1,9.8,33.4,43.2,23.9,14.2,7.1,4.4,4.2,19.5,19.6,0.5
2022-23,Regular+Season,MIA,Miami Heat,82,44,38,.537,48.3,109.5,39.2,85.3,46.0,12.0,34.8,34.4,19.1,23.0,83.1,9.7,30.9,40.6,23.8,13.5,8.0,3.0,3.8,18.5,20.0,-0.3
2022-23,Regular+Season,LAL,Los Angeles Lakers,82,43,39,.524,48.5,117.2,42.9,89.0,48.2,10.8,31.2,34.6,20.6,26.6,77.5,10.0,35.7,45.7,25.3,14.1,6.4,4.6,5.1,17.9,21.5,0.6
2022-23,Regular+Season,MIN,Minnesota Timberwolves,82,42,40,.512,48.4,115.8,42.9,87.4,49.0,12.2,33.3,36.5,17.9,23.7,75.5,9.1,32.8,41.9,26.2,15.3,8.0,5.4,4.1,21.6,20.2,0.0
2022-23,Regular+Season,NOP,New Orleans Pelicans,82,42,40,.512,48.4,114.4,42.0,87.6,48.0,11.0,30.1,36.4,19.3,24.4,79.3,10.6,33.1,43.7,25.9,14.6,8.3,4.1,4.7,20.5,20.4,1.9
2022-23,Regular+Season,ATL,Atlanta Hawks,82,41,41,.500,48.4,118.4,44.6,92.4,48.3,10.8,30.5,35.2,18.5,22.6,81.8,11.2,33.2,44.4,25.0,12.9,7.1,4.9,5.0,18.8,19.7,0.3
2022-23,Regular+Season,TOR,Toronto Raptors,82,41,41,.500,48.3,112.9,41.9,91.3,45.9,10.7,32.0,33.5,18.4,23.4,78.4,12.7,30.3,43.0,23.9,11.7,9.4,5.2,4.6,20.0,19.6,1.5
2022-23,Regular+Season,CHI,Chicago Bulls,82,40,42,.488,48.5,113.1,42.5,86.8,49.0,10.4,28.9,36.1,17.6,21.8,80.9,8.5,33.9,42.4,24.5,13.4,7.9,4.5,4.7,18.9,18.7,1.3
2022-23,Regular+Season,OKC,Oklahoma City Thunder,82,40,42,.488,48.4,117.5,43.1,92.6,46.5,12.1,34.1,35.6,19.2,23.7,80.9,11.4,32.3,43.7,24.4,13.0,8.2,4.2,5.5,21.0,20.4,1.1
2022-23,Regular+Season,DAL,Dallas Mavericks,82,38,44,.463,48.6,114.2,40.0,84.3,47.5,15.2,41.0,37.1,19.0,25.1,75.5,7.6,31.2,38.8,22.9,12.2,6.3,3.7,3.8,20.7,21.8,0.1
2022-23,Regular+Season,UTA,Utah Jazz,82,37,45,.451,48.3,117.1,42.5,89.8,47.3,13.3,37.8,35.3,18.7,23.8,78.6,11.8,34.1,45.9,26.0,15.4,6.1,5.2,4.9,20.5,20.5,-0.9
2022-23,Regular+Season,IND,Indiana Pacers,82,35,47,.427,48.2,116.3,42.0,89.6,46.9,13.6,37.0,36.7,18.7,23.7,79.0,10.1,31.4,41.5,27.0,14.9,7.7,5.8,5.3,21.2,20.2,-3.2
2022-23,Regular+Season,WAS,Washington Wizards,82,35,47,.427,48.2,113.2,42.1,86.9,48.5,11.3,31.7,35.6,17.6,22.4,78.5,9.4,34.2,43.6,25.4,14.1,6.8,5.2,5.0,18.8,19.4,-1.2
2022-23,Regular+Season,ORL,Orlando Magic,82,34,48,.415,48.2,111.4,40.5,86.3,47.0,10.8,31.1,34.6,19.6,25.0,78.4,10.2,33.1,43.2,23.2,15.1,7.4,4.7,5.1,20.1,20.5,-2.6
2022-23,Regular+Season,POR,Portland Trail Blazers,82,33,49,.402,48.1,113.4,40.5,85.4,47.4,12.9,35.3,36.5,19.6,24.6,79.6,9.4,31.1,40.5,24.2,14.5,6.7,4.6,4.3,20.0,20.5,-4.0
2022-23,Regular+Season,CHA,Charlotte Hornets,82,27,55,.329,48.4,111.0,41.3,90.4,45.7,10.7,32.5,33.0,17.6,23.6,74.9,11.0,33.5,44.5,25.1,14.2,7.7,5.2,5.7,20.3,20.3,-6.2
2022-23,Regular+Season,HOU,Houston Rockets,82,22,60,.268,48.2,110.7,40.6,88.9,45.7,10.4,31.9,32.7,19.1,25.3,75.4,13.4,32.9,46.3,22.4,16.2,7.3,4.6,6.2,20.5,20.6,-7.9
2022-23,Regular+Season,SAS,San Antonio Spurs,82,22,60,.268,48.4,113.0,43.1,92.6,46.5,11.1,32.2,34.5,15.8,21.2,74.3,11.8,31.9,43.7,27.2,15.3,7.0,3.9,5.3,19.9,18.5,-10.0
2022-23,Regular+Season,DET,Detroit Pistons,82,17,65,.207,48.3,110.3,39.6,87.1,45.4,11.4,32.4,35.1,19.8,25.7,77.1,11.2,31.3,42.4,23.0,15.1,7.0,3.8,5.5,22.1,21.0,-8.2
2022-23,Playoffs,DEN,Denver Nuggets,20,16,4,.800,48.3,113.5,42.3,86.0,49.2,11.3,30.0,37.5,17.7,22.1,80.1,10.1,34.7,44.8,25.8,11.6,6.9,4.2,4.7,19.3,21.0,8.3
2022-23,Playoffs,PHI,Philadelphia 76ers,11,7,4,.636,48.5,102.5,36.7,84.0,43.7,12.2,33.9,35.9,16.9,19.1,88.6,10.0,33.0,43.0,19.1,12.4,7.6,5.3,5.5,18.7,16.0,-1.5
2022-23,Playoffs,MIA,Miami Heat,23,13,10,.565,48.2,108.3,39.7,86.8,45.8,12.8,33.7,38.0,16.1,19.8,81.3,9.2,31.0,40.3,23.6,11.7,7.0,3.6,4.7,20.1,18.7,1.5
2022-23,Playoffs,BOS,Boston Celtics,20,11,9,.550,48.3,112.0,40.9,85.5,47.8,14.1,38.7,36.4,16.2,20.0,81.0,9.5,33.6,43.1,24.2,12.4,6.0,6.4,4.7,17.2,17.7,3.4
2022-23,Playoffs,NYK,New York Knicks,11,6,5,.545,48.0,100.1,35.3,81.5,43.3,9.5,32.7,29.2,20.0,26.8,74.6,12.9,32.5,45.4,18.7,14.6,7.0,4.5,3.8,19.5,21.6,0.4
2022-23,Playoffs,PHX,Phoenix Suns,11,6,5,.545,48.0,114.2,43.1,86.8,49.6,9.4,25.8,36.3,18.6,23.4,79.8,9.2,30.8,40.0,24.5,12.1,6.3,5.6,4.0,22.0,20.8,-2.3
2022-23,Playoffs,LAL,Los Angeles Lakers,16,8,8,.500,48.3,112.3,41.1,87.1,47.1,10.1,30.3,33.5,20.1,24.8,80.9,9.1,35.6,44.6,24.9,11.9,6.8,6.4,3.8,17.4,21.3,2.4
2022-23,Playoffs,GSW,Golden State Warriors,13,6,7,.462,48.0,113.1,41.9,93.6,44.8,14.5,42.5,34.0,14.8,19.7,75.0,12.5,34.5,47.1,28.2,14.4,7.2,4.6,4.6,22.9,19.6,-0.2
2022-23,Playoffs,SAC,Sacramento Kings,7,3,4,.429,48.0,113.7,41.0,95.6,42.9,12.1,39.7,30.6,19.6,25.7,76.1,14.0,33.7,47.7,22.0,14.1,7.7,4.3,5.6,22.6,22.7,-2.1
2022-23,Playoffs,ATL,Atlanta Hawks,6,2,4,.333,48.0,115.8,44.0,96.3,45.7,14.0,37.3,37.5,13.8,17.0,81.4,12.2,31.7,43.8,24.5,12.8,7.7,4.8,7.2,16.3,16.5,-5.3
2022-23,Playoffs,MEM,Memphis Grizzlies,6,2,4,.333,48.8,104.7,38.3,95.3,40.2,12.0,38.5,31.2,16.0,19.2,83.5,13.2,33.3,46.5,23.3,13.0,6.7,3.5,9.2,20.5,17.5,-7.5
2022-23,Playoffs,CLE,Cleveland Cavaliers,5,1,4,.200,48.0,94.2,35.2,78.4,44.9,10.0,30.6,32.7,13.8,18.6,74.2,9.2,28.0,37.2,22.0,15.8,6.8,4.0,4.6,20.4,17.4,-5.4
2022-23,Playoffs,LAC,LA Clippers,5,1,4,.200,48.0,115.6,40.8,88.6,46.0,12.2,33.8,36.1,21.8,26.4,82.6,11.8,28.2,40.0,21.6,14.0,6.6,4.2,6.2,23.0,21.2,-6.4
2022-23,Playoffs,MIL,Milwaukee Bucks,5,1,4,.200,49.0,118.8,44.0,92.6,47.5,15.6,41.2,37.9,15.2,21.4,71.0,10.2,34.2,44.4,26.8,14.4,6.6,3.6,3.4,18.8,20.4,-5.2
2022-23,Playoffs,MIN,Minnesota Timberwolves,5,1,4,.200,49.0,105.4,37.8,82.6,45.8,11.2,32.2,34.8,18.6,24.2,76.9,8.4,30.8,39.2,22.6,12.8,6.6,4.8,3.4,21.6,23.0,-8.8
2022-23,Playoffs,BKN,Brooklyn Nets,4,0,4,.000,48.0,92.5,34.0,77.3,44.0,11.3,34.5,32.6,13.3,18.3,72.6,5.8,29.3,35.0,22.3,12.3,5.3,3.8,4.0,15.5,18.8,-11.3
2022-23,All+Star,Team Giannis,Team Giannis,1,1,0,1.000,44.1,184.0,76.0,123.0,61.8,29.0,66.0,43.9,3.0,4.0,75.0,10.0,36.0,46.0,43.0,12.0,8.0,1.0,2.0,2.0,5.0,9.0
2022-23,All+Star,Team LeBron,Team LeBron,1,0,1,.000,44.1,175.0,79.0,132.0,59.8,17.0,60.0,28.3,0.0,0.0,0.0,13.0,32.0,45.0,49.0,10.0,7.0,2.0,1.0,5.0,2.0,-9.0
2022-23,PlayIn,ATL,Atlanta Hawks,1,1,0,1.000,48.0,116.0,45.0,96.0,46.9,10.0,41.0,24.4,16.0,27.0,59.3,22.0,41.0,63.0,26.0,12.0,5.0,8.0,4.0,21.0,19.0,11.0
2022-23,PlayIn,LAL,Los Angeles Lakers,1,1,0,1.000,53.0,108.0,38.0,92.0,41.3,10.0,31.0,32.3,22.0,24.0,91.7,12.0,36.0,48.0,27.0,21.0,8.0,7.0,11.0,15.0,26.0,6.0
2022-23,PlayIn,CHI,Chicago Bulls,2,1,1,.500,48.0,100.0,39.0,84.0,46.4,7.5,27.0,27.8,14.5,18.5,78.4,6.5,30.0,36.5,22.0,11.0,7.0,6.5,3.5,23.5,19.0,-3.5
2022-23,PlayIn,MIA,Miami Heat,2,1,1,.500,48.0,103.5,35.5,84.5,42.0,10.5,32.0,32.8,22.0,26.0,84.6,8.0,37.0,45.0,21.5,10.5,7.0,3.0,5.5,19.5,23.0,0.0
2022-23,PlayIn,MIN,Minnesota Timberwolves,2,1,1,.500,50.5,111.0,39.5,83.0,47.6,14.5,36.5,39.7,17.5,20.5,85.4,6.5,35.5,42.0,29.5,20.5,12.0,9.5,6.5,20.5,17.5,9.5
2022-23,PlayIn,OKC,Oklahoma City Thunder,2,1,1,.500,48.0,109.0,37.0,90.5,40.9,12.0,38.5,31.2,23.0,26.0,88.5,12.5,27.5,40.0,22.0,12.5,8.0,5.5,6.0,19.5,19.0,-10.0
2022-23,PlayIn,NOP,New Orleans Pelicans,1,0,1,.000,48.0,118.0,42.0,87.0,48.3,9.0,28.0,32.1,25.0,30.0,83.3,14.0,34.0,48.0,27.0,11.0,5.0,4.0,5.0,23.0,19.0,-5.0
2022-23,PlayIn,TOR,Toronto Raptors,1,0,1,.000,48.0,105.0,38.0,87.0,43.7,11.0,31.0,35.5,18.0,36.0,50.0,16.0,34.0,50.0,23.0,16.0,5.0,5.0,10.0,18.0,22.0,-4.0
2023-24,Regular+Season,BOS,Boston Celtics,82,64,18,.780,48.4,120.6,43.9,90.2,48.7,16.5,42.5,38.8,16.3,20.2,80.7,10.7,35.6,46.3,26.9,11.9,6.8,6.6,3.7,16.2,17.3,11.3
2023-24,Regular+Season,DEN,Denver Nuggets,82,57,25,.695,48.1,114.9,44.0,88.8,49.6,11.7,31.2,37.4,15.1,19.9,76.2,10.7,33.7,44.4,29.5,12.6,7.1,5.6,4.8,18.2,17.9,5.3
2023-24,Regular+Season,OKC,Oklahoma City Thunder,82,57,25,.695,48.3,120.1,44.5,89.3,49.9,13.3,34.2,38.9,17.7,21.5,82.5,8.8,33.2,42.0,27.1,12.7,8.5,6.6,5.1,18.8,18.9,7.4
2023-24,Regular+Season,MIN,Minnesota Timberwolves,82,56,26,.683,48.3,113.0,41.3,85.0,48.5,12.6,32.7,38.7,17.8,22.9,77.7,9.4,34.2,43.6,26.6,14.2,7.9,6.1,4.5,18.8,19.9,6.5
2023-24,Regular+Season,LAC,LA Clippers,82,51,31,.622,48.1,115.6,42.4,86.7,48.9,12.6,33.2,38.1,18.3,22.2,82.5,10.0,32.9,43.0,25.6,13.1,7.8,5.0,4.7,18.5,18.7,3.3
2023-24,Regular+Season,DAL,Dallas Mavericks,82,50,32,.610,48.1,117.9,43.1,89.7,48.1,14.6,39.5,36.9,17.0,22.5,75.8,9.7,33.2,42.9,25.7,12.5,6.9,5.0,4.0,18.3,20.3,2.2
2023-24,Regular+Season,NYK,New York Knicks,82,50,32,.610,48.1,112.8,41.3,88.7,46.5,13.2,35.8,36.9,17.0,21.8,78.0,12.7,32.5,45.2,24.4,13.2,7.5,4.1,5.3,17.6,19.1,4.6
2023-24,Regular+Season,MIL,Milwaukee Bucks,82,49,33,.598,48.3,119.0,43.1,88.5,48.7,14.2,38.1,37.3,18.5,23.9,77.4,9.4,34.8,44.2,26.5,12.9,6.8,5.0,4.2,19.2,19.2,2.6
2023-24,Regular+Season,NOP,New Orleans Pelicans,82,49,33,.598,48.1,115.1,42.5,87.4,48.6,12.5,32.6,38.3,17.6,22.8,77.1,10.4,33.6,44.0,27.0,13.0,8.3,4.6,5.2,18.4,18.4,4.4
2023-24,Regular+Season,PHX,Phoenix Suns,82,49,33,.598,48.2,116.2,42.5,86.1,49.3,12.4,32.6,38.2,18.9,23.4,80.8,10.1,33.9,44.1,27.0,14.9,7.4,6.0,4.5,18.0,19.7,3.1
2023-24,Regular+Season,CLE,Cleveland Cavaliers,82,48,34,.585,48.3,112.6,41.8,87.2,47.9,13.5,36.8,36.7,15.6,20.4,76.5,9.8,33.4,43.3,28.0,13.6,7.4,4.6,5.0,17.5,18.7,2.4
