SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,PTS,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,EFF_FG_PCT
2025-26,regular-season,-,19,14,240.8,115.1,25.8,47.6,31.0,39.0,28.2,39.9,19.3,60.5,1.6,51.4,5.8,58.3,54.2,0
2025-26,regular-season,-,14,20,241.5,116.2,29.8,46.0,31.6,34.7,16.2,34.0,19.5,66.5,1.0,54.2,4.7,60.7,52.2,0
2025-26,regular-season,-,8,26,242.2,110.9,24.4,45.3,26.2,37.3,25.2,40.0,19.9,62.3,2.8,52.2,8.5,57.5,52.1,0
2025-26,regular-season,-,24,9,240.8,119.9,30.8,52.4,33.7,37.7,19.0,39.5,18.8,67.5,2.0,48.0,4.8,56.9,55.8,0
2025-26,regular-season,-,20,15,241.4,113.8,24.7,47.7,32.6,36.4,18.6,40.5,20.9,66.5,2.3,43.2,7.1,57.7,53.8,0
2025-26,regular-season,-,12,21,243.8,119.8,26.2,48.8,35.2,38.3,16.9,34.9,19.1,62.3,1.6,45.0,7.4,62.5,53.7,0
2025-26,regular-season,-,8,24,241.6,113.2,25.6,45.2,28.3,37.8,26.3,40.6,19.3,67.7,2.0,52.6,6.7,60.7,53.4,0
2025-26,ist,-,2,2,240.0,117.0,24.5,47.0,33.3,34.1,10.0,30.4,25.8,68.7,3.0,44.4,7.8,73.3,53.2,0
2025-26,ist,-,2,2,240.0,110.3,31.0,53.5,32.8,38.8,31.3,41.5,15.8,58.3,0.5,33.3,2.5,66.7,52.5,0
2025-26,ist,-,1,3,240.0,105.3,27.0,48.8,31.0,34.4,15.3,32.4,15.8,66.7,0.5,33.3,2.8,44.4,52.2,0
2025-26,ist,-,1,3,246.3,116.5,36.0,46.3,29.5,32.8,19.3,32.6,21.0,73.3,0.0,0.0,6.3,70.6,50.5,0
2025-26,ist,-,1,3,240.0,117.0,36.8,52.0,29.0,30.3,11.8,40.0,18.5,68.9,0.5,33.3,5.5,66.7,54.2,0
2025-26,ist,-,2,2,240.0,123.0,21.8,46.1,34.5,39.2,21.0,36.0,22.3,61.3,1.5,66.7,6.0,50.0,53.9,0
2025-26,ist,-,1,3,252.5,117.0,27.8,49.0,33.5,37.7,20.5,39.4,20.0,73.3,0.0,0.0,4.8,60.0,54.2,0
2025-26,ist,-,2,2,240.0,121.0,15.8,52.3,32.0,40.0,20.8,48.6,21.5,61.0,6.0,61.5,10.0,57.1,59.9,0
2025-26,ist,-,2,2,240.0,115.5,23.8,42.9,18.5,26.0,22.8,50.7,21.8,65.3,4.3,50.0,7.8,63.6,52.7,0
2025-26,ist,-,1,3,240.0,109.0,20.8,47.7,32.3,33.6,21.8,39.5,22.5,63.6,1.3,66.7,4.0,41.7,52.0,0
2025-26,ist,-,2,2,240.0,115.8,24.8,50.6,36.3,37.0,21.5,39.6,19.3,53.1,4.0,50.0,6.5,52.4,52.1,0
2025-26,ist,-,1,3,240.0,107.8,29.3,48.9,28.5,32.0,19.0,39.5,17.8,66.0,2.5,44.4,4.0,50.0,50.1,0
2025-26,ist,-,2,2,252.5,121.0,25.5,49.3,20.0,30.8,32.3,42.7,20.5,66.0,4.0,50.0,9.5,75.0,55.8,0
2025-26,ist,-,4,1,240.0,123.6,32.2,63.8,28.0,42.9,27.6,42.4,22.2,71.8,3.0,55.6,6.2,56.5,62.4,0
2025-26,ist,-,3,1,246.3,118.8,28.0,53.7,40.0,42.6,21.3,38.9,22.0,62.7,4.5,61.5,3.5,38.5,56.1,0
2025-26,ist,-,2,2,240.0,127.3,37.3,53.2,30.5,36.3,17.3,43.1,21.8,53.3,2.8,40.0,3.0,46.2,54.4,0
2025-26,ist,-,2,1,248.3,127.3,24.0,59.6,46.0,48.9,18.0,35.9,19.0,75.0,3.0,36.4,4.0,83.3,64.5,0
2025-26,ist,-,2,2,240.0,119.8,30.5,59.7,30.8,43.2,21.8,36.5,19.0,66.0,2.8,80.0,5.5,81.8,56.8,0
2025-26,ist,-,0,4,246.3,117.8,33.5,49.5,32.0,39.1,18.0,35.8,15.5,66.7,1.8,28.6,3.8,42.9,54.7,0
2025-26,ist,-,5,1,240.0,126.8,33.7,51.7,34.8,41.2,28.0,48.4,14.7,68.0,2.2,41.7,4.0,60.0,60.0,0
2025-26,ist,-,5,1,240.0,126.5,27.0,50.0,37.8,44.1,23.3,49.2,18.5,67.1,0.0,0.0,6.2,55.6,60.4,0
2025-26,ist,-,5,1,240.0,120.2,33.3,50.0,31.3,40.3,16.3,32.0,19.2,69.0,1.0,25.0,5.3,65.0,55.2,0
2025-26,ist,-,1,3,240.0,107.8,31.3,50.5,31.0,42.0,11.8,24.4,10.0,61.3,1.5,33.3,2.8,45.5,53.1,0
2025-26,ist,-,3,2,240.0,110.4,20.8,42.2,31.2,37.0,23.6,37.8,23.6,70.6,0.4,0.0,5.8,61.9,53.3,0
2025-26,ist,-,2,2,240.0,113.5,28.5,48.1,25.3,29.1,17.5,40.9,25.0,64.7,0.3,0.0,6.5,78.6,51.7,0
2025-26,ist,-,0,4,240.0,107.5,20.8,39.5,32.8,41.6,19.5,33.3,24.5,66.2,2.8,62.5,10.8,66.7,50.8,0
2025-26,ist,-,5,1,240.0,121.0,24.8,45.2,38.3,39.9,22.3,39.2,16.0,57.4,1.7,42.9,3.8,44.4,53.6,0
2025-26,ist,-,4,1,240.0,111.8,24.4,47.9,30.4,35.1,17.4,42.4,20.6,66.7,3.8,41.2,7.2,63.2,51.9,0
2025-26,ist,-,1,3,240.0,108.3,24.0,52.1,31.5,33.1,17.0,37.7,17.3,52.9,1.5,100,7.8,64.7,50.0,0
2025-26,ist,-,1,3,240.0,110.8,27.5,52.4,26.8,34.9,25.0,41.7,12.0,62.9,2.0,80.0,4.8,58.3,54.3,0
