SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,DREB,DREB_CONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ
2015-16,regular-season,-,48,34,229.5,33.8,8.2,24.2,62.3,54.2,5.2,59.2,0
2015-16,regular-season,-,47,34,232.4,33.3,8.9,26.7,56.3,59.2,4.3,64.1,0
2015-16,regular-season,-,21,61,227.1,31.9,7.5,23.5,52.2,61.1,4.2,66.4,0
2015-16,regular-season,-,48,34,233.6,35.0,8.0,22.7,60.6,57.7,5.1,63.0,0
2015-16,regular-season,-,42,40,231.1,35.2,9.2,26.1,61.9,56.9,5.3,62.3,0
2015-16,regular-season,-,57,25,226.6,33.9,8.2,24.3,55.8,60.7,4.5,66.0,0
2015-16,regular-season,-,42,40,231.9,33.9,8.4,24.9,57.0,59.5,4.6,64.7,0
2015-16,regular-season,-,33,49,232.1,33.1,8.4,25.2,56.1,59.0,4.7,64.5,0
2015-16,regular-season,-,44,38,232.7,33.9,9.1,26.9,55.3,61.2,4.5,66.6,0
2015-16,regular-season,-,73,9,232.8,36.2,10.2,28.1,63.4,57.1,5.2,62.2,0
2015-16,regular-season,-,41,41,225.3,31.7,8.7,27.4,53.7,59.0,4.0,63.7,0
2015-16,regular-season,-,45,37,232.6,33.9,8.7,25.5,58.9,57.5,4.8,62.6,0
2015-16,regular-season,-,53,29,222.5,33.2,8.3,25.1,58.6,56.6,4.2,61.0,0
2015-16,regular-season,-,17,65,229.8,32.3,7.1,22.0,55.9,57.7,4.3,62.5,0
2015-16,regular-season,-,42,40,230.5,30.4,7.8,25.6,50.7,60.0,4.1,65.3,0
2015-16,regular-season,-,48,34,234.4,34.3,8.8,25.8,60.0,57.1,4.8,62.1,0
2015-16,regular-season,-,33,49,230.3,31.2,8.5,27.2,54.5,57.2,3.9,61.6,0
2015-16,regular-season,-,29,53,224.2,31.5,8.9,28.2,52.3,60.3,3.7,65.0,0
2015-16,regular-season,-,30,52,230.7,33.1,8.0,24.3,53.8,61.5,4.3,66.8,0
2015-16,regular-season,-,32,50,231.2,34.0,8.1,23.9,57.5,59.1,4.8,64.5,0
2015-16,regular-season,-,55,27,226.8,35.6,8.6,24.1,60.5,58.8,4.8,63.8,0
2015-16,regular-season,-,35,46,230.1,33.0,8.9,26.9,54.2,60.7,4.5,66.2,0
2015-16,regular-season,-,10,72,229.7,31.7,7.6,24.0,56.9,55.8,4.8,60.9,0
2015-16,regular-season,-,23,59,225.6,33.3,8.7,26.2,54.7,60.9,4.4,66.2,0
2015-16,regular-season,-,44,38,231.9,33.9,8.8,26.0,57.7,58.8,5.0,64.3,0
2015-16,regular-season,-,33,48,228.2,33.6,8.0,23.7,56.7,59.3,4.6,64.6,0
2015-16,regular-season,-,67,15,223.8,34.5,9.0,26.2,55.9,61.7,4.3,66.8,0
2015-16,regular-season,-,55,26,232.1,33.2,8.8,26.6,58.2,57.0,4.4,61.7,0
2015-16,regular-season,-,40,42,230.1,32.5,7.7,23.8,55.8,58.3,4.6,63.5,0
2015-16,regular-season,-,41,41,231.6,32.8,7.4,22.6,56.7,57.8,4.8,63.2,0
2015-16,playoffs,-,4,6,232.6,35.3,10.0,28.3,66.6,53.0,5.9,58.2,0
2015-16,playoffs,-,2,4,237.8,35.3,7.2,20.3,63.8,55.4,4.2,59.2,0
2015-16,playoffs,-,3,4,232.5,29.7,7.3,24.5,55.6,53.5,2.9,56.4,0
2015-16,playoffs,-,16,5,224.4,32.6,7.2,22.2,53.4,61.0,3.3,65.0,0
2015-16,playoffs,-,1,4,237.5,25.8,6.2,24.0,55.4,46.6,5.2,51.4,0
2015-16,playoffs,-,0,4,231.5,30.8,7.5,24.4,58.8,52.3,4.5,56.7,0
2015-16,playoffs,-,15,9,232.5,32.7,8.9,27.1,61.8,53.0,5.0,57.6,0
2015-16,playoffs,-,1,4,227.4,32.8,7.0,21.3,52.6,62.4,4.2,67.8,0
2015-16,playoffs,-,3,4,232.1,30.1,7.6,25.1,64.9,46.5,5.6,50.8,0
2015-16,playoffs,-,2,4,220.3,34.8,9.0,25.8,60.3,57.7,4.0,61.8,0
