SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
2025-26,ist,-,2,2,240.0,91344.0,17.30,9.30,8.00,4.59,5.00,4.19,0
2025-26,ist,-,2,2,240.0,88987.0,16.90,9.00,7.90,4.41,4.66,4.15,0
2025-26,ist,-,1,3,240.0,90300.5,17.10,9.20,7.90,4.46,4.69,4.22,0
2025-26,ist,-,1,3,246.3,95222.5,18.00,10.00,8.10,4.57,4.83,4.29,0
2025-26,ist,-,1,3,240.0,92970.3,17.60,9.30,8.40,4.64,5.08,4.23,0
2025-26,ist,-,2,2,240.0,88956.5,16.80,8.80,8.10,4.52,4.82,4.24,0
2025-26,ist,-,1,3,252.5,95110.5,18.00,9.80,8.30,4.39,4.80,3.98,0
2025-26,ist,-,2,2,240.0,83796.5,15.90,8.40,7.50,4.10,4.32,3.88,0
2025-26,ist,-,2,2,240.0,89146.8,16.90,8.80,8.10,4.39,4.66,4.13,0
2025-26,ist,-,1,3,240.0,86710.0,16.40,9.00,7.40,4.31,4.59,4.02,0
2025-26,ist,-,2,2,240.0,82400.8,15.60,8.40,7.20,4.08,4.18,3.98,0
2025-26,ist,-,1,3,240.0,92051.0,17.40,9.40,8.00,4.57,4.80,4.34,0
2025-26,ist,-,2,2,252.5,90005.5,17.00,9.20,7.80,4.16,4.27,4.03,0
2025-26,ist,-,4,1,240.0,82767.6,15.70,8.10,7.50,4.07,4.34,3.81,0
2025-26,ist,-,3,1,246.3,90791.8,17.20,8.90,8.30,4.36,4.61,4.12,0
2025-26,ist,-,2,2,240.0,93318.3,17.70,9.20,8.50,4.63,5.23,4.12,0
2025-26,ist,-,2,1,248.3,91540.7,17.30,9.10,8.20,4.38,4.60,4.16,0
2025-26,ist,-,2,2,240.0,88149.0,16.70,8.80,7.80,4.37,4.59,4.15,0
2025-26,ist,-,0,4,246.3,91666.3,17.40,9.20,8.10,4.37,4.69,4.06,0
2025-26,ist,-,5,1,240.0,89719.3,17.00,9.20,7.80,4.45,4.63,4.25,0
2025-26,ist,-,5,1,240.0,88470.5,16.80,8.80,8.00,4.40,4.74,4.08,0
2025-26,ist,-,5,1,240.0,88537.2,16.80,9.00,7.80,4.37,4.65,4.09,0
2025-26,ist,-,1,3,240.0,87621.5,16.60,8.90,7.70,4.32,4.60,4.02,0
2025-26,ist,-,3,2,240.0,88241.4,16.70,9.00,7.70,4.39,4.64,4.13,0
2025-26,ist,-,2,2,240.0,90303.0,17.10,9.00,8.20,4.46,4.87,4.08,0
2025-26,ist,-,0,4,240.0,87864.3,16.60,8.80,7.80,4.38,4.62,4.13,0
2025-26,ist,-,5,1,240.0,87993.7,16.70,8.90,7.80,4.38,4.70,4.06,0
2025-26,ist,-,4,1,240.0,90514.8,17.10,9.00,8.20,4.52,4.78,4.26,0
2025-26,ist,-,1,3,240.0,88450.3,16.80,9.00,7.70,4.38,4.66,4.09,0
2025-26,ist,-,1,3,240.0,90289.3,17.10,9.20,7.90,4.57,4.92,4.22,0
