SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2017-18,playoffs,POR,4,0,4,48.0,17.3,15.3,16.3,52.0,18.5,10.5,16.8,54.0
2017-18,all-star,-,1,1,0,48.0,24.0,13.0,36.0,74.0,12.0,31.0,20.0,62.0
2017-18,all-star,-,1,0,1,48.0,12.0,31.0,20.0,62.0,24.0,13.0,36.0,74.0
2018-19,pre-season,LAC,5,5,0,48.0,18.8,15.6,19.2,58.0,13.6,13.6,11.6,43.6
2018-19,pre-season,UTA,5,5,0,48.0,22.0,14.2,18.2,54.4,16.2,14.6,12.4,42.4
2018-19,pre-season,CHA,5,4,1,48.0,16.6,7.4,16.8,44.8,21.6,13.8,15.0,46.4
2018-19,pre-season,DEN,5,4,1,48.0,21.8,16.6,17.0,45.6,15.4,12.2,16.8,46.0
2018-19,pre-season,HOU,5,4,1,48.0,24.4,15.4,18.2,33.6,18.6,13.4,11.0,49.2
2018-19,pre-season,TOR,5,4,1,48.0,26.4,14.2,20.2,52.0,15.6,15.0,11.8,45.6
2018-19,pre-season,WAS,5,4,1,49.0,22.4,14.2,19.4,55.2,20.0,10.8,13.0,35.6
2018-19,pre-season,LAL,6,3,3,48.0,20.2,12.3,23.8,54.7,23.2,13.3,16.7,47.0
2018-19,pre-season,MIA,6,3,3,48.0,24.8,19.7,11.5,51.0,21.7,7.8,13.0,48.0
2018-19,pre-season,MIL,4,3,1,49.3,16.8,13.5,13.3,50.0,16.5,14.5,6.8,45.5
2018-19,pre-season,NYK,5,3,2,49.0,23.0,10.8,13.2,43.2,17.4,13.2,10.4,46.8
2018-19,pre-season,OKC,4,3,1,49.3,24.0,18.5,9.8,45.5,17.3,8.0,7.3,46.0
2018-19,pre-season,PHI,4,3,1,48.0,20.0,16.5,11.8,51.5,21.5,10.5,8.8,39.5
2018-19,pre-season,POR,5,3,2,48.0,16.8,15.2,10.4,43.6,19.8,13.2,13.0,40.0
2018-19,pre-season,SAS,5,3,2,48.0,16.6,10.6,11.0,40.4,16.2,16.0,13.4,43.6
2018-19,pre-season,ATL,5,2,3,48.0,22.0,12.6,14.0,50.0,25.6,17.0,14.6,51.2
2018-19,pre-season,BKN,4,2,2,49.3,13.3,16.0,6.3,48.0,29.0,15.3,9.5,41.5
2018-19,pre-season,CHI,5,2,3,48.0,19.8,8.6,13.6,47.2,13.2,12.8,14.6,48.8
2018-19,pre-season,CLE,4,2,2,48.0,14.8,16.3,8.8,41.5,19.8,14.5,15.0,51.0
2018-19,pre-season,DAL,4,2,2,48.0,26.8,14.3,16.0,40.0,18.3,14.0,13.5,40.5
2018-19,pre-season,DET,5,2,3,49.0,19.2,13.2,10.4,41.6,14.6,16.0,9.8,43.2
2018-19,pre-season,IND,4,2,2,49.3,17.5,16.5,17.0,50.5,23.5,11.3,13.3,40.0
2018-19,pre-season,MEM,5,2,3,49.0,20.2,9.4,12.0,48.4,22.4,15.2,14.2,38.0
2018-19,pre-season,ORL,5,2,3,48.0,19.8,9.6,13.6,46.4,13.8,5.4,11.4,32.8
2018-19,pre-season,PHX,5,2,3,48.0,15.6,11.8,10.4,40.0,24.0,14.0,9.6,42.8
2018-19,pre-season,SAC,6,2,4,48.0,23.7,12.3,15.8,46.7,15.8,11.0,15.7,50.3
2018-19,pre-season,BOS,4,1,3,48.0,20.3,11.8,15.5,48.0,14.3,12.8,13.0,42.0
2018-19,pre-season,GSW,5,1,4,48.0,20.6,12.0,19.0,44.0,19.2,12.4,20.8,46.4
2018-19,pre-season,MIN,5,1,4,48.0,15.2,10.6,8.0,45.2,19.6,14.6,17.6,52.4
2018-19,pre-season,-,1,0,1,48.0,9.0,13.0,10.0,36.0,22.0,10.0,16.0,58.0
2018-19,pre-season,-,1,0,1,48.0,6.0,12.0,0.0,12.0,22.0,11.0,27.0,42.0
2018-19,pre-season,-,1,0,1,48.0,10.0,5.0,11.0,20.0,20.0,4.0,22.0,52.0
2018-19,pre-season,-,1,0,1,48.0,20.0,11.0,10.0,24.0,28.0,26.0,27.0,74.0
2018-19,pre-season,-,2,0,2,48.0,10.0,11.0,6.0,43.0,28.0,21.0,27.5,71.0
2018-19,pre-season,-,2,0,2,48.0,14.5,8.0,8.5,35.0,21.5,13.0,19.0,56.0
2018-19,pre-season,NOP,5,0,5,48.0,13.6,13.2,12.8,51.6,25.4,14.6,15.0,65.2
2018-19,pre-season,-,1,0,1,48.0,19.0,14.0,5.0,30.0,17.0,12.0,8.0,32.0
2018-19,pre-season,-,2,0,2,48.0,14.0,11.0,6.5,29.0,21.0,21.0,19.0,56.0
2018-19,pre-season,-,1,0,1,48.0,21.0,10.0,7.0,52.0,31.0,15.0,27.0,36.0
2018-19,pre-season,SAC,1,0,1,48.0,11.0,20.0,11.0,40.0,26.0,7.0,25.0,52.0
2018-19,regular-season,MIL,82,60,22,48.2,16.7,11.7,17.7,53.3,14.6,12.1,11.0,42.2
2018-19,regular-season,TOR,82,58,24,48.5,17.2,12.7,18.4,48.5,15.9,12.9,13.5,47.5
2018-19,regular-season,GSW,82,57,25,48.3,16.3,12.5,19.1,43.2,17.4,13.8,15.1,47.1
2018-19,regular-season,DEN,82,54,28,48.1,15.7,15.5,12.6,52.1,15.0,12.1,12.2,48.9
2018-19,regular-season,HOU,82,53,29,48.4,18.0,13.1,12.0,42.1,16.3,13.7,13.8,51.8
2018-19,regular-season,POR,82,53,29,48.4,15.0,15.0,11.0,49.3,15.3,13.7,14.1,47.8
2018-19,regular-season,PHI,82,51,31,48.3,15.3,14.1,15.0,49.4,17.3,12.3,14.7,51.2
2018-19,regular-season,UTA,82,50,32,48.2,16.5,13.3,10.6,49.8,16.9,11.2,11.4,47.7
2018-19,regular-season,BOS,82,49,33,48.2,18.1,12.5,16.2,44.8,14.8,13.5,13.2,45.9
2018-19,regular-season,OKC,82,49,33,48.4,19.2,15.5,18.2,51.8,16.0,12.5,12.3,48.4
2018-19,regular-season,IND,82,48,34,48.1,19.1,13.3,14.6,48.9,14.9,13.3,14.0,44.8
2018-19,regular-season,LAC,82,48,34,48.4,15.5,13.1,14.3,51.2,17.7,13.8,14.8,51.1
2018-19,regular-season,SAS,82,48,34,48.3,14.1,11.5,10.4,43.2,15.0,12.6,14.1,46.6
2018-19,regular-season,BKN,82,42,40,48.7,15.4,13.8,11.6,48.8,17.3,14.4,11.8,51.2
2018-19,regular-season,ORL,82,42,40,48.2,15.2,12.4,10.8,44.0,14.7,10.9,12.7,47.2
2018-19,regular-season,DET,82,41,41,48.4,15.8,13.3,10.0,44.8,16.0,11.3,11.9,49.9
2018-19,regular-season,CHA,82,39,43,48.4,16.1,13.0,11.7,46.8,13.7,13.4,13.3,49.0
2018-19,regular-season,MIA,82,39,43,48.1,15.5,14.1,9.9,48.9,17.1,13.7,12.5,42.3
2018-19,regular-season,SAC,82,39,43,48.1,19.3,13.7,20.9,51.9,16.4,14.4,14.2,51.2
2018-19,regular-season,LAL,82,37,45,48.2,16.8,12.9,19.3,55.6,18.5,14.0,15.9,50.3
2018-19,regular-season,MIN,82,36,46,48.4,17.5,15.0,11.7,49.5,15.1,14.8,13.6,48.9
2018-19,regular-season,DAL,82,33,49,48.2,14.5,12.9,12.3,44.5,15.6,13.0,16.7,47.7
2018-19,regular-season,MEM,82,33,49,48.5,17.2,11.2,12.3,46.3,16.6,11.6,16.3,42.7
2018-19,regular-season,NOP,82,33,49,48.2,16.1,14.4,14.8,58.2,18.0,13.7,15.7,51.6
2018-19,regular-season,WAS,82,32,50,48.6,17.7,12.4,14.1,50.0,17.0,14.1,14.0,52.1
2018-19,regular-season,ATL,82,29,53,48.4,17.0,14.1,15.2,51.1,21.1,14.6,16.5,49.3
2018-19,regular-season,CHI,82,22,60,48.5,15.2,11.0,12.1,50.8,16.6,13.4,13.0,49.1
2018-19,regular-season,CLE,82,19,63,48.2,14.4,13.5,10.6,44.5,16.8,12.7,14.0,50.0
2018-19,regular-season,PHX,82,19,63,48.5,18.2,12.1,15.2,49.8,19.5,15.5,15.8,53.0
2018-19,regular-season,NYK,82,17,65,48.2,14.7,13.3,11.1,44.0,16.4,14.1,11.7,50.6
2018-19,playoffs,TOR,24,16,8,48.4,17.0,11.5,16.5,40.5,14.0,12.8,15.1,38.1
2018-19,playoffs,GSW,22,14,8,48.5,18.4,14.4,16.3,42.4,16.1,13.7,14.5,41.5
2018-19,playoffs,MIL,15,10,5,48.7,13.9,13.9,20.9,46.3,14.6,10.1,13.5,36.3
2018-19,playoffs,POR,16,8,8,49.6,13.6,15.3,10.3,43.5,15.5,16.3,12.7,47.9
2018-19,playoffs,DEN,14,7,7,49.4,11.4,16.5,11.0,50.6,9.9,14.3,9.1,46.7
2018-19,playoffs,PHI,12,7,5,48.0,15.2,14.7,11.4,47.5,19.3,10.8,16.0,43.2
2018-19,playoffs,HOU,11,6,5,48.5,17.3,12.7,11.4,40.2,19.8,13.4,14.3,45.3
2018-19,playoffs,BOS,9,5,4,48.0,13.0,8.8,15.7,34.0,16.6,11.6,18.8,41.1
2018-19,playoffs,SAS,7,3,4,48.0,9.4,11.1,9.6,46.0,9.1,14.9,12.9,48.9
2018-19,playoffs,LAC,6,2,4,48.0,17.3,14.0,16.8,45.7,18.3,13.0,18.0,44.7
2018-19,playoffs,BKN,5,1,4,48.0,17.4,12.2,11.2,48.0,17.8,19.0,11.6,58.4
2018-19,playoffs,OKC,5,1,4,48.0,14.6,13.8,15.0,42.4,16.6,14.8,13.4,44.4
2018-19,playoffs,ORL,5,1,4,48.0,15.4,8.4,12.0,34.0,17.6,10.6,12.6,47.2
2018-19,playoffs,UTA,5,1,4,48.0,19.2,12.2,13.2,47.2,17.4,11.4,10.8,39.6
2018-19,playoffs,DET,4,0,4,48.0,17.8,12.5,10.8,40.0,13.3,11.5,19.8,55.0
2018-19,playoffs,IND,4,0,4,48.0,17.0,9.5,15.8,37.0,14.5,11.3,17.0,32.0
2018-19,all-star,-,1,1,0,48.0,23.0,19.0,33.0,62.0,12.0,26.0,37.0,78.0
2018-19,all-star,-,1,0,1,48.0,12.0,26.0,37.0,78.0,23.0,19.0,33.0,62.0
2019-20,pre-season,NOP,8,8,0,47.0,25.3,12.6,15.6,49.3,19.0,13.0,11.9,45.8
2019-20,pre-season,MIL,8,7,1,47.0,20.5,11.5,17.0,43.8,21.9,13.3,14.5,37.8
2019-20,pre-season,HOU,9,6,3,47.1,24.1,14.1,18.4,39.8,21.1,14.8,18.1,48.7
2019-20,pre-season,BOS,7,5,2,46.9,25.7,13.6,15.9,52.0,19.7,10.7,13.6,38.3
2019-20,pre-season,DEN,7,5,2,46.9,22.1,13.9,16.1,44.9,21.7,10.4,13.9,41.7
2019-20,pre-season,IND,7,5,2,47.6,14.6,13.0,16.1,50.6,20.7,10.4,16.7,45.4
2019-20,pre-season,LAL,9,5,4,47.1,18.1,12.1,14.0,50.0,23.8,14.8,14.9,38.4
2019-20,pre-season,MIA,8,5,3,47.0,23.8,11.1,10.8,46.3,22.0,7.6,13.0,40.5
2019-20,pre-season,OKC,7,5,2,46.9,15.9,9.7,9.9,49.4,18.6,15.0,11.1,44.0
2019-20,pre-season,PHI,8,5,3,47.6,21.5,17.9,12.9,48.5,16.9,9.9,14.0,41.5
2019-20,pre-season,BKN,7,4,3,46.9,22.1,12.1,14.3,43.1,12.7,12.0,11.7,39.4
2019-20,pre-season,DAL,8,4,4,47.6,13.9,13.8,14.6,43.0,16.8,9.3,15.8,48.0
2019-20,pre-season,LAC,8,4,4,47.0,21.1,13.0,17.1,43.0,18.5,15.5,14.3,41.5
2019-20,pre-season,MEM,8,4,4,47.0,18.9,11.9,20.1,49.5,19.0,9.5,12.8,35.0
2019-20,pre-season,ORL,9,4,5,47.1,24.9,13.4,14.2,42.7,18.4,11.2,12.4,42.2
2019-20,pre-season,PHX,7,4,3,46.9,24.6,12.0,17.7,40.6,20.6,13.0,16.6,42.6
2019-20,pre-season,SAC,8,4,4,47.6,24.8,12.4,17.5,41.8,22.1,15.4,15.0,41.8
2019-20,pre-season,TOR,7,4,3,46.9,17.9,13.4,21.1,41.4,20.7,14.4,13.4,39.7
2019-20,pre-season,DET,5,3,2,48.0,16.4,14.4,8.2,44.4,19.8,11.2,11.4,48.0
2019-20,pre-season,SAS,8,3,5,47.0,15.8,10.0,12.5,42.8,21.4,14.9,18.3,49.3
2019-20,pre-season,UTA,8,3,5,47.0,18.6,11.3,15.3,50.8,20.3,11.1,11.9,50.0
2019-20,pre-season,WAS,8,3,5,47.0,21.4,13.8,11.3,38.8,15.3,13.8,10.1,38.8
2019-20,pre-season,CHI,5,2,3,48.0,27.0,16.2,17.0,47.6,13.2,9.4,14.4,46.0
2019-20,pre-season,GSW,5,2,3,48.0,26.0,13.6,21.0,39.2,20.8,13.0,17.0,53.2
2019-20,pre-season,MIN,5,2,3,48.0,19.8,17.2,19.8,51.6,17.4,12.4,16.8,49.6
2019-20,pre-season,POR,8,2,6,47.0,18.9,14.6,15.1,45.8,22.3,11.6,16.5,40.0
2019-20,pre-season,ATL,5,1,4,48.0,18.0,9.4,8.2,36.8,24.6,18.0,13.2,43.2
2019-20,pre-season,CHA,5,1,4,48.0,24.6,11.2,16.2,49.6,22.0,11.0,13.6,50.0
2019-20,pre-season,CLE,4,1,3,48.0,22.8,12.3,5.3,41.5,20.0,14.5,10.5,53.5
2019-20,pre-season,NYK,4,1,3,48.0,16.0,14.3,10.0,42.0,18.8,12.3,10.8,36.0
2019-20,pre-season,-,1,0,1,48.0,10.0,9.0,4.0,44.0,28.0,19.0,20.0,80.0
2019-20,pre-season,-,1,0,1,48.0,17.0,12.0,7.0,48.0,37.0,16.0,9.0,58.0
2019-20,pre-season,-,2,0,2,48.0,7.5,6.5,6.0,28.0,38.0,24.0,22.5,56.0
2019-20,pre-season,-,3,0,3,48.0,14.3,11.0,7.7,29.3,22.7,18.3,19.3,63.3
2019-20,pre-season,-,2,0,2,48.0,24.0,15.0,7.0,37.0,24.5,14.0,16.0,53.0
2019-20,pre-season,-,2,0,2,48.0,16.5,9.5,3.5,37.0,19.0,15.5,20.0,65.0
2019-20,pre-season,-,1,0,1,48.0,0.0,10.0,4.0,24.0,31.0,10.0,30.0,72.0
2019-20,pre-season,-,2,0,2,48.0,9.5,7.5,10.5,39.0,45.5,21.0,29.5,60.0
2019-20,regular-season,MIL,73,56,17,48.2,16.6,12.3,18.0,49.3,16.9,11.3,13.6,38.7
2019-20,regular-season,TOR,72,53,19,48.3,19.5,11.9,18.8,46.8,16.9,13.5,12.7,41.5
2019-20,regular-season,LAL,71,52,19,48.1,19.0,14.1,18.4,52.8,17.4,12.0,16.5,45.8
2019-20,regular-season,LAC,72,49,23,48.3,17.9,14.2,13.7,47.7,16.5,12.4,13.3,44.6
2019-20,regular-season,BOS,72,48,24,48.4,17.6,13.3,15.2,47.8,15.1,13.2,13.2,43.4
2019-20,regular-season,DEN,73,46,27,48.6,16.6,14.2,11.8,49.8,16.2,12.2,12.4,48.2
2019-20,regular-season,IND,73,45,28,48.3,17.3,11.8,12.8,49.3,15.0,13.2,13.6,47.6
2019-20,regular-season,HOU,72,44,28,48.3,18.9,12.1,14.6,45.9,17.8,14.1,15.1,51.5
2019-20,regular-season,MIA,73,44,29,48.6,16.2,11.8,11.3,43.9,17.9,12.8,11.4,44.1
2019-20,regular-season,OKC,72,44,28,48.4,16.9,10.7,9.5,45.7,16.0,12.6,10.9,48.4
2019-20,regular-season,UTA,72,44,28,48.2,14.3,12.4,10.5,47.1,17.1,12.1,12.5,47.4
2019-20,regular-season,DAL,75,43,32,48.5,14.6,14.5,11.7,44.8,14.3,13.4,16.4,48.8
2019-20,regular-season,PHI,73,43,30,48.2,15.9,13.1,13.5,47.5,16.4,11.6,13.7,48.1
2019-20,regular-season,BKN,72,35,37,48.6,14.8,13.6,13.1,49.6,17.0,13.2,13.1,46.4
2019-20,regular-season,POR,74,35,39,48.2,14.3,12.7,13.2,44.6,14.5,15.5,14.8,47.0
2019-20,regular-season,MEM,73,34,39,48.1,17.1,13.7,17.2,55.9,17.9,13.6,13.9,45.3
2019-20,regular-season,PHX,73,34,39,48.2,18.5,12.2,14.7,47.8,16.6,12.5,12.7,49.8
2019-20,regular-season,ORL,73,33,40,48.1,17.0,12.7,11.9,45.4,14.3,11.2,11.9,46.3
2019-20,regular-season,SAS,71,32,39,48.5,15.7,11.0,13.3,43.6,15.1,13.6,13.0,48.2
2019-20,regular-season,SAC,72,31,41,48.5,17.4,12.7,12.7,47.0,16.5,11.9,12.1,46.6
2019-20,regular-season,NOP,72,30,42,48.4,16.7,14.5,16.6,49.8,19.6,13.6,15.4,52.2
2019-20,regular-season,WAS,72,25,47,48.2,18.6,13.1,13.4,45.6,16.7,14.4,12.7,51.4
2019-20,regular-season,CHA,65,23,42,48.5,16.2,13.4,11.6,46.5,16.8,13.2,11.8,50.5
2019-20,regular-season,CHI,65,22,43,48.2,21.2,13.3,14.8,49.5,17.8,12.7,12.5,49.6
2019-20,regular-season,NYK,66,21,45,48.4,15.7,15.3,9.4,48.6,17.5,12.6,12.8,43.8
2019-20,regular-season,ATL,67,20,47,48.6,16.7,13.3,12.9,50.4,19.5,15.0,14.8,53.6
2019-20,regular-season,DET,66,20,46,48.4,15.9,13.3,11.0,48.2,17.3,13.2,12.7,52.0
2019-20,regular-season,CLE,65,19,46,48.4,14.4,13.5,10.5,49.3,20.0,12.7,14.4,53.6
2019-20,regular-season,MIN,64,19,45,48.6,16.6,13.5,11.3,49.2,17.8,13.5,13.0,51.2
2019-20,regular-season,GSW,65,15,50,48.4,17.1,11.9,13.8,43.8,18.0,13.5,15.0,48.8
2019-20,playoffs,LAL,21,16,5,48.0,17.6,13.6,15.1,47.6,17.1,10.8,8.4,40.6
2019-20,playoffs,MIA,21,14,7,48.5,16.1,12.0,9.0,40.5,15.4,12.7,12.6,42.2
2019-20,playoffs,BOS,17,10,7,48.9,15.2,11.1,12.8,42.4,14.9,11.4,9.1,39.8
2019-20,playoffs,DEN,19,9,10,48.3,15.3,10.8,9.2,39.3,15.0,11.2,12.2,45.8
2019-20,playoffs,LAC,13,7,6,48.4,14.8,10.4,13.1,45.7,14.0,9.3,8.6,41.4
2019-20,playoffs,TOR,11,7,4,48.9,15.6,10.7,14.0,40.2,14.8,9.4,12.5,38.0
2019-20,playoffs,HOU,12,5,7,48.4,19.3,9.1,8.4,37.3,13.6,12.6,10.5,41.5
2019-20,playoffs,MIL,10,5,5,48.5,16.5,12.1,10.3,42.2,17.0,11.4,10.7,31.0
2019-20,playoffs,OKC,7,3,4,48.7,11.6,11.7,6.0,36.0,20.0,9.7,10.0,39.1
2019-20,playoffs,UTA,7,3,4,48.7,15.0,11.6,8.4,44.6,13.1,12.4,8.4,34.6
2019-20,playoffs,DAL,6,2,4,48.8,12.8,10.2,7.5,44.7,16.7,10.7,13.0,47.3
2019-20,playoffs,ORL,5,1,4,48.0,17.8,10.0,9.6,27.6,16.6,13.4,9.6,43.6
2019-20,playoffs,POR,5,1,4,48.0,16.6,14.6,11.6,38.4,21.2,13.6,14.2,50.0
2019-20,playoffs,BKN,4,0,4,48.0,12.5,11.8,15.8,32.0,17.5,12.5,18.5,44.5
2019-20,playoffs,IND,4,0,4,48.0,16.5,8.8,13.0,38.0,16.8,13.3,9.0,41.0
2019-20,playoffs,PHI,4,0,4,48.0,12.8,11.5,4.8,37.5,16.3,10.8,16.8,39.0
2019-20,all-star,-,1,1,0,48.0,18.0,14.0,21.0,66.0,24.0,19.0,29.0,108.0
2019-20,all-star,-,1,0,1,48.0,24.0,19.0,29.0,108.0,18.0,14.0,21.0,66.0
2019-20,play-in,POR,1,1,0,48.0,24.0,15.0,6.0,28.0,15.0,23.0,9.0,56.0
2019-20,play-in,MEM,1,0,1,48.0,15.0,23.0,9.0,56.0,24.0,15.0,6.0,28.0
2019-20,ist,TOR,1,1,0,53.0,22.0,19.0,20.0,56.0,20.0,9.0,13.0,38.0
2019-20,ist,NOP,1,0,1,53.0,20.0,9.0,13.0,38.0,22.0,19.0,20.0,56.0
2020-21,pre-season,LAL,4,4,0,48.0,22.3,10.5,10.3,40.5,17.3,10.5,14.5,37.5
2020-21,pre-season,CHI,4,3,1,48.0,16.5,19.0,10.0,46.0,21.0,11.3,6.3,36.0
2020-21,pre-season,HOU,4,3,1,48.0,21.8,12.0,10.0,41.0,13.8,18.0,8.0,37.5
2020-21,pre-season,MEM,4,3,1,48.0,21.8,14.0,18.8,48.5,17.8,11.5,13.3,40.0
2020-21,pre-season,NYK,4,3,1,48.0,24.3,14.3,12.3,48.0,19.8,8.0,8.0,33.5
2020-21,pre-season,UTA,3,3,0,48.0,19.0,15.3,12.0,38.0,14.3,7.7,10.7,32.0
2020-21,pre-season,ATL,4,2,2,48.0,18.8,15.8,13.0,38.5,21.3,14.3,20.0,40.0
2020-21,pre-season,BKN,2,2,0,48.0,24.0,11.5,23.5,34.0,15.5,14.5,8.0,37.0
2020-21,pre-season,CLE,4,2,2,48.0,19.5,10.3,9.3,40.5,28.8,9.8,15.5,45.5
2020-21,pre-season,DAL,3,2,1,49.7,19.3,13.3,9.0,39.3,11.0,8.7,19.7,54.0
2020-21,pre-season,DEN,3,2,1,48.0,19.0,15.3,11.0,49.3,19.3,12.3,9.0,38.7
2020-21,pre-season,DET,4,2,2,48.0,19.5,5.5,7.3,34.0,21.8,13.3,7.8,42.0
2020-21,pre-season,GSW,3,2,1,48.0,21.7,8.0,15.7,38.0,19.3,16.7,6.0,51.3
2020-21,pre-season,NOP,2,2,0,48.0,20.5,24.5,12.5,47.0,9.5,7.0,11.5,41.0
2020-21,pre-season,ORL,4,2,2,48.0,22.0,14.5,16.0,45.0,20.0,15.0,10.0,40.0
2020-21,pre-season,PHI,2,2,0,48.0,17.5,16.5,12.5,45.0,29.5,13.5,11.0,47.0
2020-21,pre-season,SAC,4,2,2,48.0,18.5,14.3,13.3,44.0,21.8,9.0,16.8,38.5
2020-21,pre-season,TOR,3,2,1,48.0,32.7,7.3,16.3,34.0,22.7,10.7,12.3,38.7
2020-21,pre-season,CHA,4,1,3,48.0,22.8,9.8,14.0,43.5,26.5,11.5,16.0,44.0
2020-21,pre-season,MIA,2,1,1,48.0,15.5,8.0,7.0,37.0,26.5,16.5,14.5,32.0
2020-21,pre-season,MIN,3,1,2,49.7,14.7,12.0,13.3,43.3,22.3,10.3,15.3,52.0
2020-21,pre-season,OKC,3,1,2,48.0,15.7,7.7,8.0,40.7,22.3,17.7,11.7,49.3
2020-21,pre-season,POR,4,1,3,48.0,20.0,12.3,11.8,39.0,18.3,13.3,17.0,42.5
2020-21,pre-season,WAS,3,1,2,48.0,20.7,11.7,8.0,38.0,18.0,6.0,13.0,36.0
2020-21,pre-season,BOS,2,0,2,48.0,21.5,12.0,9.0,37.0,24.0,16.0,15.5,35.0
2020-21,pre-season,IND,3,0,3,48.0,30.0,10.7,13.3,46.0,19.3,12.3,12.0,48.0
2020-21,pre-season,LAC,3,0,3,48.0,11.3,10.0,11.3,33.3,22.7,16.0,12.3,37.3
2020-21,pre-season,MIL,3,0,3,48.0,10.0,8.0,16.7,49.3,20.3,19.3,7.0,44.0
2020-21,pre-season,PHX,4,0,4,48.0,19.5,8.8,14.0,36.5,19.5,10.0,10.0,41.0
2020-21,pre-season,SAS,3,0,3,48.0,18.7,16.3,9.0,38.0,16.7,8.7,13.0,47.3
2020-21,regular-season,UTA,72,52,20,48.2,14.1,13.6,11.9,44.2,17.0,12.4,12.1,49.1
2020-21,regular-season,PHX,72,51,21,48.6,16.1,12.9,13.1,45.3,14.8,12.4,12.0,47.4
2020-21,regular-season,PHI,72,49,23,48.4,18.1,13.9,15.2,47.3,17.2,11.6,14.3,46.0
2020-21,regular-season,BKN,72,48,24,48.3,15.8,12.3,14.3,49.2,16.1,15.3,12.1,47.8
2020-21,regular-season,DEN,72,47,25,48.6,18.0,13.8,12.4,49.7,15.6,11.3,13.4,45.2
2020-21,regular-season,LAC,72,47,25,48.0,16.0,13.0,10.3,42.2,15.4,11.8,11.9,47.2
2020-21,regular-season,MIL,72,46,26,48.1,16.3,13.2,14.5,48.8,15.9,13.0,10.7,43.1
2020-21,regular-season,DAL,72,42,30,48.1,14.5,12.3,11.4,44.2,14.6,13.1,12.4,45.2
2020-21,regular-season,LAL,72,42,30,48.5,17.4,13.3,13.3,49.9,16.6,11.3,12.2,48.2
2020-21,regular-season,POR,72,42,30,48.1,14.9,14.6,11.6,39.3,14.1,13.8,13.7,47.3
2020-21,regular-season,ATL,72,41,31,48.3,14.7,14.3,10.0,47.8,15.9,13.2,11.8,48.7
2020-21,regular-season,NYK,72,41,31,48.4,15.1,12.4,8.9,44.0,15.0,12.2,10.5,43.8
2020-21,regular-season,MIA,72,40,32,48.3,17.7,10.1,11.9,44.4,16.7,12.3,10.4,41.3
2020-21,regular-season,GSW,72,39,33,48.1,17.4,10.5,14.4,45.4,17.5,14.2,13.3,47.3
2020-21,regular-season,MEM,72,38,34,48.3,18.5,15.0,17.3,55.8,16.6,12.4,13.7,47.5
2020-21,regular-season,BOS,72,36,36,48.3,17.8,13.3,11.8,46.3,15.8,13.2,11.8,44.3
2020-21,regular-season,IND,72,34,38,48.5,18.0,12.8,16.6,54.0,16.0,15.3,13.7,53.8
2020-21,regular-season,WAS,72,34,38,48.3,18.0,13.0,11.2,52.8,17.6,13.7,10.7,48.2
2020-21,regular-season,CHA,72,33,39,48.2,17.7,12.7,13.6,45.9,16.9,13.2,13.2,47.2
2020-21,regular-season,SAS,72,33,39,48.6,15.7,12.1,11.7,47.8,14.3,13.3,11.9,50.1
2020-21,regular-season,CHI,72,31,41,48.3,14.5,13.2,11.5,49.4,17.8,11.6,11.7,48.9
2020-21,regular-season,NOP,72,31,41,48.4,15.3,14.9,14.1,54.4,18.3,11.9,13.0,46.7
2020-21,regular-season,SAC,72,31,41,48.1,16.4,12.2,14.1,53.3,17.0,14.0,12.6,53.4
2020-21,regular-season,TOR,72,27,45,48.1,18.6,12.5,13.7,43.6,15.6,13.9,11.6,42.9
2020-21,regular-season,MIN,72,23,49,48.3,18.6,13.7,12.1,49.3,16.8,14.5,14.0,49.8
2020-21,regular-season,CLE,72,22,50,48.4,16.3,12.9,11.3,51.0,17.9,12.1,12.9,50.6
2020-21,regular-season,OKC,72,22,50,48.2,14.2,11.7,9.2,47.7,20.0,13.4,11.6,49.5
2020-21,regular-season,ORL,72,21,51,48.1,13.4,13.2,10.3,41.6,15.8,11.7,14.2,47.2
2020-21,regular-season,DET,72,20,52,48.4,16.5,12.7,10.7,47.4,17.3,13.4,11.6,51.3
2020-21,regular-season,HOU,72,17,55,48.1,18.0,12.2,11.1,46.7,17.5,13.1,14.7,50.0
2020-21,playoffs,MIL,23,16,7,48.4,14.2,16.3,14.2,50.4,14.7,11.0,8.6,39.5
2020-21,playoffs,PHX,22,14,8,48.0,15.3,10.2,10.5,43.5,13.3,12.8,11.9,44.5
2020-21,playoffs,ATL,18,10,8,48.0,14.6,12.6,9.6,40.9,13.4,14.9,12.4,47.7
2020-21,playoffs,LAC,19,10,9,48.0,14.6,9.9,10.1,38.9,13.6,12.7,6.8,40.7
2020-21,playoffs,BKN,12,7,5,48.4,16.5,10.3,8.9,40.2,13.8,14.3,11.9,45.0
2020-21,playoffs,PHI,12,7,5,48.0,14.5,11.8,14.3,49.3,13.9,13.5,11.8,46.2
2020-21,playoffs,UTA,11,6,5,48.0,13.2,13.3,8.5,39.5,18.5,14.4,13.0,46.9
