SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE
2020-21,Playoffs,PHI,Philadelphia 76ers,7,2,5,22.0,87.0,112.5,-25.5,25.0,0.50,4.6,28.6,80.0,50.0,11.1,35.7,46.2,118.67,23.1
2020-21,Playoffs,BOS,Boston Celtics,1,1,0,0.0,200.0,0.0,200.0,50.0,0.00,33.3,0.0,0.0,0.0,0.0,100,100,113.39,100
2020-21,Playoffs,BKN,Brooklyn Nets,4,1,3,21.0,84.6,112.5,-27.9,45.5,1.67,10.2,24.0,68.2,44.7,7.7,36.1,41.8,91.68,27.0
2020-21,Playoffs,LAL,Los Angeles Lakers,1,1,0,3.0,166.7,40.0,126.7,66.7,2.00,25.0,0.0,100,100,16.7,116.7,115.7,93.62,124.0
2020-21,Playoffs,MEM,Memphis Grizzlies,3,1,2,6.0,100.0,153.8,-53.8,20.0,1.00,5.9,44.4,75.0,53.8,8.3,35.7,40.3,105.08,10.9
2020-21,Playoffs,NYK,New York Knicks,2,1,1,8.0,135.3,133.3,2.0,66.7,0.00,25.0,12.5,100,50.0,0.0,68.8,68.1,90.71,53.3
2020-21,Playoffs,WAS,Washington Wizards,2,1,1,6.0,92.3,85.7,6.6,80.0,2.00,21.1,28.6,42.9,35.7,15.4,50.0,50.5,115.61,70.0
2020-21,Playoffs,MIA,Miami Heat,1,0,1,10.0,89.5,95.0,-5.5,80.0,1.33,16.0,18.2,64.3,44.0,15.8,43.3,49.4,92.98,52.9
2020-21,Playoffs,POR,Portland Trail Blazers,3,0,3,15.0,103.7,143.8,-40.0,20.0,0.67,6.1,29.4,60.0,43.8,11.1,48.1,50.2,93.34,11.2
2020-21,PlayIn,MEM,Memphis Grizzlies,2,2,0,10.0,140.9,115.8,25.1,45.5,2.50,16.1,44.4,50.0,47.4,9.1,68.4,67.5,98.40,62.5
2020-21,PlayIn,LAL,Los Angeles Lakers,1,1,0,5.0,90.9,70.0,20.9,66.7,2.00,13.3,28.6,100,50.0,9.1,38.9,46.5,99.80,77.8
2020-21,PlayIn,GSW,Golden State Warriors,2,0,2,12.0,117.4,125.0,-7.6,75.0,1.00,18.8,42.9,64.3,57.1,26.1,66.7,74.7,92.33,50.5
2020-21,PlayIn,SAS,San Antonio Spurs,1,0,1,3.0,33.3,122.2,-88.9,0.0,0.00,0.0,33.3,50.0,37.5,16.7,0.0,15.8,127.06,533.3
2021-22,Pre+Season,GSW,Golden State Warriors,3,3,0,10.0,112.0,86.4,25.6,88.9,2.00,23.5,9.1,81.8,45.5,16.0,60.0,64.3,116.37,63.0
2021-22,Pre+Season,MIA,Miami Heat,3,3,0,8.0,158.8,93.8,65.1,55.6,2.50,16.1,81.8,75.0,78.9,11.8,52.6,59.9,104.28,82.1
2021-22,Pre+Season,BOS,Boston Celtics,3,2,1,13.0,132.1,113.0,19.1,58.3,1.40,16.7,53.8,47.1,50.0,17.9,60.4,66.2,95.62,64.1
2021-22,Pre+Season,BKN,Brooklyn Nets,2,2,0,9.0,104.5,52.4,52.2,16.7,0.33,3.8,27.3,73.3,53.8,13.6,38.2,53.7,114.96,128.6
2021-22,Pre+Season,CHI,Chicago Bulls,2,2,0,8.0,150.0,68.8,81.3,37.5,1.50,13.0,66.7,70.0,68.8,12.5,64.3,70.3,101.27,108.5
2021-22,Pre+Season,MIN,Minnesota Timberwolves,3,2,1,15.0,80.0,85.7,-5.7,44.4,2.00,10.5,21.1,65.0,43.6,6.7,35.2,38.8,106.17,48.6
2021-22,Pre+Season,NYK,New York Knicks,2,2,0,2.0,214.3,62.5,151.8,50.0,0.00,22.2,0.0,100,83.3,0.0,137.5,113.0,145.95,104.9
2021-22,Pre+Season,ATL,Atlanta Hawks,2,1,1,8.0,110.5,57.1,53.4,44.4,1.33,16.0,22.2,72.7,50.0,15.8,58.3,58.3,113.39,86.4
2021-22,Pre+Season,CLE,Cleveland Cavaliers,2,1,1,8.0,100.0,117.6,-17.6,50.0,1.00,8.0,33.3,44.4,38.1,10.5,37.5,48.8,103.27,45.5
2021-22,Pre+Season,DAL,Dallas Mavericks,1,1,0,1.0,250.0,0.0,250.0,50.0,0.00,25.0,100,0.0,100,0.0,83.3,83.3,68.25,91.7
2021-22,Pre+Season,DEN,Denver Nuggets,5,1,4,29.0,98.4,103.5,-5.1,71.4,1.36,17.4,30.3,75.7,54.3,18.0,50.9,53.5,97.61,50.2
2021-22,Pre+Season,DET,Detroit Pistons,2,1,1,4.0,100.0,100.0,0.0,50.0,0.00,7.7,42.9,100,55.6,0.0,27.8,41.8,96.30,52.6
2021-22,Pre+Season,HOU,Houston Rockets,2,1,1,6.0,141.7,85.7,56.0,80.0,2.00,21.1,37.5,100,64.3,16.7,66.7,63.4,111.26,76.3
2021-22,Pre+Season,IND,Indiana Pacers,1,1,0,5.0,140.0,110.0,30.0,33.3,1.00,16.7,0.0,66.7,40.0,20.0,75.0,78.8,95.36,57.1
2021-22,Pre+Season,LAC,LA Clippers,2,1,1,5.0,162.5,125.0,37.5,75.0,0.00,25.0,25.0,57.1,45.5,0.0,57.1,64.5,92.84,56.3
2021-22,Pre+Season,OKC,Oklahoma City Thunder,2,1,1,10.0,70.0,100.0,-30.0,50.0,1.00,11.1,26.7,81.8,50.0,15.0,33.3,33.3,93.32,27.3
2021-22,Pre+Season,ORL,Orlando Magic,3,1,2,13.0,113.0,107.7,5.4,60.0,2.00,16.7,53.3,50.0,51.5,13.0,47.9,49.6,89.09,60.7
2021-22,Pre+Season,SAC,Sacramento Kings,1,1,0,1.0,133.3,0.0,133.3,0.0,0.00,0.0,0.0,100,100,0.0,100,100,76.39,133.3
2021-22,Pre+Season,SAS,San Antonio Spurs,2,1,1,9.0,111.1,158.8,-47.7,87.5,1.75,24.1,40.0,25.0,33.3,22.2,55.6,55.6,97.11,25.0
2021-22,Pre+Season,TOR,Toronto Raptors,2,1,1,8.0,106.3,88.9,17.4,50.0,3.00,13.0,45.5,70.0,57.1,6.3,46.7,48.2,96.49,63.0
2021-22,Pre+Season,UTA,Utah Jazz,1,1,0,5.0,83.3,0.0,83.3,66.7,2.00,12.5,25.0,100,64.7,8.3,35.0,41.0,112.86,211.1
2021-22,Pre+Season,CHA,Charlotte Hornets,1,0,1,2.0,0.0,166.7,-166.7,0.0,0.00,0.0,40.0,0.0,22.2,0.0,0.0,0.0,84.00,-333.3
2021-22,Pre+Season,LAL,Los Angeles Lakers,3,0,3,6.0,50.0,106.3,-56.3,0.0,0.00,0.0,22.2,100,50.0,16.7,20.0,26.5,113.26,9.1
2021-22,Pre+Season,MEM,Memphis Grizzlies,3,0,3,13.0,53.6,139.3,-85.7,66.7,0.40,11.4,25.0,87.5,50.0,35.7,38.2,41.9,105.69,7.5
2021-22,Pre+Season,MIL,Milwaukee Bucks,2,0,2,10.0,30.4,104.2,-73.7,0.0,0.00,0.0,15.8,69.2,37.5,8.7,10.5,15.9,116.35,-64.3
2021-22,Pre+Season,NOP,New Orleans Pelicans,1,0,1,1.0,100.0,60.0,40.0,0.0,0.00,0.0,0.0,100,66.7,25.0,66.7,66.7,175.14,40.0
2021-22,Pre+Season,PHI,Philadelphia 76ers,1,0,1,4.0,71.4,112.5,-41.1,100,0.50,12.5,0.0,50.0,37.5,28.6,50.0,59.5,94.65,7.7
2021-22,Pre+Season,WAS,Washington Wizards,3,0,3,12.0,63.0,144.4,-81.5,16.7,0.33,3.4,5.9,62.5,33.3,11.1,31.8,35.8,105.19,-7.2
2021-22,Regular+Season,PHX,Phoenix Suns,42,33,9,130.0,131.6,98.2,33.4,62.7,2.63,19.8,32.0,70.1,55.0,10.4,64.9,69.3,104.65,74.2
2021-22,Regular+Season,TOR,Toronto Raptors,45,26,19,181.0,112.3,102.8,9.5,48.1,2.03,12.5,42.9,67.0,54.7,8.7,47.3,52.8,96.63,58.3
2021-22,Regular+Season,CHI,Chicago Bulls,41,25,16,141.0,121.7,106.4,15.3,39.0,1.64,11.8,29.6,68.1,50.7,9.2,51.8,61.1,102.26,61.3
2021-22,Regular+Season,WAS,Washington Wizards,40,25,15,160.0,111.1,98.2,12.9,61.9,1.70,16.7,30.4,71.4,52.7,13.4,53.8,59.2,101.04,61.2
2021-22,Regular+Season,LAC,LA Clippers,42,24,18,149.0,124.1,113.3,10.8,56.1,2.23,16.5,29.3,64.8,48.2,10.0,59.1,64.1,99.73,56.8
2021-22,Regular+Season,MIL,Milwaukee Bucks,41,24,17,122.0,117.4,101.5,15.9,48.0,1.42,13.7,34.1,73.7,55.0,12.8,54.8,60.4,102.06,59.5
2021-22,Regular+Season,PHI,Philadelphia 76ers,45,24,21,178.0,109.7,105.8,3.9,53.5,1.79,14.2,27.9,71.3,50.1,10.5,50.2,56.5,97.46,52.8
2021-22,Regular+Season,DEN,Denver Nuggets,40,23,17,160.0,107.8,106.3,1.5,58.0,1.91,14.8,30.5,74.7,52.0,10.6,46.4,54.1,96.15,51.1
2021-22,Regular+Season,GSW,Golden State Warriors,42,23,19,148.0,103.3,99.3,4.0,56.9,1.68,15.1,30.4,67.9,49.0,12.3,47.7,53.2,98.47,52.3
2021-22,Regular+Season,MIA,Miami Heat,38,23,15,134.0,101.1,100.8,0.3,51.2,1.08,12.1,27.4,72.1,49.2,14.4,48.8,55.8,96.30,51.3
2021-22,Regular+Season,BKN,Brooklyn Nets,42,22,20,163.0,112.7,103.6,9.1,54.9,2.23,14.4,33.1,71.2,51.6,8.9,47.4,54.5,98.95,55.4
2021-22,Regular+Season,CLE,Cleveland Cavaliers,46,22,24,156.0,110.2,106.6,3.5,63.2,2.00,15.7,37.5,62.7,49.9,11.1,48.3,54.6,98.89,54.6
2021-22,Regular+Season,DAL,Dallas Mavericks,38,22,16,128.0,108.8,117.8,-9.1,51.0,1.69,14.4,33.1,67.6,49.2,11.6,51.4,55.7,91.93,45.8
2021-22,Regular+Season,LAL,Los Angeles Lakers,47,21,26,209.0,104.9,108.5,-3.6,51.9,1.44,14.1,31.0,71.2,50.6,13.2,50.7,54.5,99.67,46.2
2021-22,Regular+Season,MEM,Memphis Grizzlies,32,21,11,126.0,112.2,102.4,9.8,39.6,1.12,10.4,39.6,63.0,50.7,12.6,46.6,54.1,99.65,55.3
2021-22,Regular+Season,MIN,Minnesota Timberwolves,38,20,18,127.0,106.5,107.4,-0.9,42.0,1.23,11.0,29.3,62.9,46.5,11.5,48.8,55.1,98.14,48.5
2021-22,Regular+Season,CHA,Charlotte Hornets,37,19,18,163.0,110.2,113.2,-3.0,65.9,2.89,17.8,25.6,65.6,44.4,8.4,49.3,54.6,98.20,46.1
2021-22,Regular+Season,ATL,Atlanta Hawks,38,18,20,131.0,110.6,119.4,-8.8,46.5,1.70,13.0,32.1,70.5,50.9,10.2,48.9,54.7,97.39,42.6
2021-22,Regular+Season,DET,Detroit Pistons,44,18,26,147.0,97.2,111.8,-14.6,44.1,0.93,11.0,32.9,63.1,48.6,15.6,43.9,50.3,96.23,36.0
2021-22,Regular+Season,NYK,New York Knicks,44,18,26,154.0,93.9,118.0,-24.1,66.0,1.78,15.0,29.5,73.4,49.9,11.6,42.6,47.5,96.66,34.9
2021-22,Regular+Season,SAC,Sacramento Kings,40,17,23,156.0,109.3,108.5,0.9,48.2,1.26,12.8,32.9,69.5,51.3,13.4,49.8,57.3,100.33,51.3
2021-22,Regular+Season,UTA,Utah Jazz,40,17,23,142.0,105.3,112.0,-6.7,53.4,1.72,13.7,30.0,69.3,48.3,10.7,48.6,53.5,100.27,46.2
2021-22,Regular+Season,OKC,Oklahoma City Thunder,38,16,22,147.0,108.0,110.8,-2.7,57.0,1.81,15.2,25.3,61.7,44.4,11.1,50.6,56.5,106.01,48.3
2021-22,Regular+Season,SAS,San Antonio Spurs,39,15,24,147.0,92.7,105.0,-12.3,54.6,1.51,13.1,31.1,62.4,46.3,11.7,41.2,45.8,101.95,37.9
2021-22,Regular+Season,NOP,New Orleans Pelicans,32,14,18,115.0,114.9,119.7,-4.8,56.6,1.62,14.9,30.6,71.2,50.9,12.3,50.0,58.9,99.56,46.9
2021-22,Regular+Season,POR,Portland Trail Blazers,33,14,19,105.0,108.1,106.5,1.6,53.1,1.48,13.0,43.0,74.3,56.8,12.3,44.6,52.6,106.63,51.9
2021-22,Regular+Season,BOS,Boston Celtics,35,13,22,166.0,97.7,107.2,-9.5,50.0,1.40,12.5,23.7,69.6,46.3,11.3,44.6,52.6,100.89,45.0
2021-22,Regular+Season,HOU,Houston Rockets,31,13,18,118.0,104.8,110.3,-5.6,53.7,0.90,13.3,32.2,60.7,47.8,19.4,51.6,57.7,104.58,42.8
2021-22,Regular+Season,ORL,Orlando Magic,33,13,20,126.0,98.9,101.9,-3.0,43.6,0.94,10.2,29.0,73.9,53.5,13.6,43.7,53.2,101.39,50.5
2021-22,Regular+Season,IND,Indiana Pacers,45,11,34,184.0,94.3,114.4,-20.2,47.4,1.15,10.8,34.9,65.4,48.5,12.8,39.7,45.5,99.65,32.5
2021-22,Playoffs,BOS,Boston Celtics,12,7,5,33.0,89.1,103.2,-14.2,41.2,0.78,8.5,30.6,73.5,51.4,14.1,38.0,47.1,92.65,39.0
2021-22,Playoffs,GSW,Golden State Warriors,9,6,3,34.0,124.3,102.9,21.4,56.7,2.13,16.7,36.7,80.0,58.3,10.8,59.5,65.8,100.05,67.8
2021-22,Playoffs,MEM,Memphis Grizzlies,8,4,4,33.0,123.5,102.9,20.7,44.8,3.25,12.9,44.4,76.9,59.5,5.9,45.8,50.9,101.34,52.3
2021-22,Playoffs,MIA,Miami Heat,7,4,3,18.0,117.1,100.0,17.1,61.5,4.00,17.0,26.3,85.7,51.5,5.7,51.6,57.0,88.44,66.3
2021-22,Playoffs,DAL,Dallas Mavericks,7,3,4,21.0,121.1,120.0,1.1,53.3,8.00,17.0,11.8,69.6,45.0,2.6,62.9,64.2,89.96,51.7
2021-22,Playoffs,MIL,Milwaukee Bucks,5,3,2,16.0,100.0,87.9,12.1,45.5,0.83,10.4,52.4,56.0,54.3,18.8,38.3,45.4,95.98,64.7
2021-22,Playoffs,PHX,Phoenix Suns,4,3,1,10.0,152.4,120.0,32.4,50.0,2.50,17.2,60.0,100,81.8,9.5,70.0,78.9,96.61,70.6
2021-22,Playoffs,MIN,Minnesota Timberwolves,5,2,3,18.0,91.7,132.4,-40.7,80.0,4.00,17.4,13.6,42.9,30.0,5.6,40.0,46.8,95.61,39.2
2021-22,Playoffs,PHI,Philadelphia 76ers,2,2,0,11.0,122.2,77.8,44.4,55.6,1.67,18.5,44.4,90.0,68.4,16.7,58.3,58.3,79.63,68.8
2021-22,Playoffs,UTA,Utah Jazz,5,2,3,20.0,115.8,121.1,-5.3,50.0,2.33,13.5,30.4,88.2,55.0,7.9,47.0,53.2,89.38,44.1
2021-22,Playoffs,ATL,Atlanta Hawks,3,1,2,9.0,114.3,100.0,14.3,0.0,0.00,0.0,25.0,66.7,50.0,7.1,42.3,51.2,85.65,48.8
2021-22,Playoffs,CHI,Chicago Bulls,2,1,1,6.0,84.6,107.7,-23.1,60.0,3.00,15.0,40.0,37.5,38.9,7.7,36.7,36.7,98.73,22.2
2021-22,Playoffs,DEN,Denver Nuggets,3,1,2,14.0,103.6,123.3,-19.8,66.7,0.86,17.1,14.3,70.0,47.1,25.0,59.4,71.1,98.11,35.8
2021-22,Playoffs,NOP,New Orleans Pelicans,3,1,2,10.0,120.0,155.0,-35.0,66.7,2.00,23.1,0.0,40.0,18.2,15.0,70.0,73.5,94.77,31.4
2021-22,Playoffs,BKN,Brooklyn Nets,4,0,4,10.0,58.8,119.0,-60.2,0.0,0.00,0.0,0.0,66.7,30.0,5.9,34.6,33.9,94.65,-25.7
2021-22,Playoffs,TOR,Toronto Raptors,1,0,1,10.0,77.8,106.3,-28.5,60.0,3.00,13.6,10.0,55.6,31.6,5.6,54.2,50.9,81.19,40.0
2021-22,All+Star,Team LeBron,Team LeBron,1,1,0,12.0,2500.0,1900.0,600.0,50.0,5.00,83.3,36.4,61.5,50.0,100,54.8,57.1,4.00,60.2
2021-22,All+Star,Team Durant,Team Durant,1,0,1,12.0,1900.0,2500.0,-600.0,66.7,4.00,80.0,38.5,63.6,50.0,100,36.8,44.8,4.00,39.8
2021-22,PlayIn,ATL,Atlanta Hawks,1,1,0,5.0,100.0,75.0,25.0,0.0,0.00,0.0,0.0,75.0,37.5,9.1,50.0,59.8,101.00,73.7
2021-22,PlayIn,BKN,Brooklyn Nets,1,1,0,0.0,100.0,0.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,113.6,847.06,0.0
2021-22,PlayIn,MIN,Minnesota Timberwolves,1,1,0,4.0,155.6,42.9,112.7,25.0,0.00,7.7,60.0,83.3,72.7,0.0,62.5,68.6,91.28,137.5
2021-22,PlayIn,NOP,New Orleans Pelicans,1,1,0,5.0,127.3,44.4,82.8,80.0,0.00,23.5,33.3,87.5,64.3,0.0,60.0,59.5,100.00,117.9
2021-22,PlayIn,CLE,Cleveland Cavaliers,2,0,2,5.0,75.0,100.0,-25.0,50.0,0.50,10.0,25.0,100,62.5,25.0,33.3,43.6,114.78,-5.3
2021-22,PlayIn,LAC,LA Clippers,2,0,2,9.0,43.8,140.0,-96.3,100,2.00,10.0,14.3,54.5,32.0,6.3,16.7,20.9,95.93,-26.9
2022-23,Pre+Season,ORL,Orlando Magic,4,4,0,16.0,123.7,75.0,48.7,61.5,0.89,16.7,22.2,84.2,64.3,23.7,81.6,81.9,114.46,92.5
2022-23,Pre+Season,NOP,New Orleans Pelicans,3,3,0,9.0,125.0,90.0,35.0,40.0,1.00,12.1,41.7,81.8,60.9,16.7,55.0,61.5,113.06,74.0
2022-23,Pre+Season,GSW,Golden State Warriors,3,2,1,11.0,79.2,56.5,22.6,83.3,0.63,16.7,28.6,80.0,58.8,33.3,50.0,59.1,106.87,117.4
2022-23,Pre+Season,MIN,Minnesota Timberwolves,2,2,0,6.0,93.8,35.7,58.0,50.0,0.67,10.5,14.3,70.0,47.1,18.8,50.0,59.9,113.15,113.8
2022-23,Pre+Season,PHI,Philadelphia 76ers,2,2,0,8.0,104.5,78.9,25.6,14.3,0.33,4.0,22.2,60.0,42.1,13.6,50.0,59.3,116.89,85.4
2022-23,Pre+Season,TOR,Toronto Raptors,2,2,0,17.0,122.2,94.1,28.1,50.0,8.00,15.1,42.9,56.5,50.0,2.8,50.0,52.5,97.36,72.3
2022-23,Pre+Season,Adelaide 36ers,Adelaide 36ers,1,1,0,0.0,300.0,0.0,300.0,100,0.00,50.0,0.0,0.0,0.0,0.0,150.0,150.0,180.00,100
2022-23,Pre+Season,CLE,Cleveland Cavaliers,3,1,2,10.0,88.0,108.0,-20.0,40.0,0.80,11.8,33.3,71.4,45.5,20.0,44.0,44.0,116.75,21.4
2022-23,Pre+Season,DAL,Dallas Mavericks,2,1,1,5.0,115.4,100.0,15.4,83.3,5.00,26.3,20.0,100,63.6,7.7,68.2,68.2,112.08,68.8
2022-23,Pre+Season,DEN,Denver Nuggets,1,1,0,5.0,107.7,100.0,7.7,60.0,3.00,18.8,0.0,66.7,40.0,7.7,78.6,66.5,115.38,65.1
2022-23,Pre+Season,IND,Indiana Pacers,1,1,0,4.0,216.7,71.4,145.2,60.0,0.00,33.3,0.0,60.0,50.0,0.0,108.3,108.3,82.98,94.1
2022-23,Pre+Season,LAC,LA Clippers,2,1,1,9.0,90.0,76.5,13.5,83.3,1.25,16.1,42.9,60.0,50.0,20.0,42.1,44.3,99.96,52.6
2022-23,Pre+Season,LAL,Los Angeles Lakers,3,1,2,12.0,79.3,82.8,-3.4,33.3,0.22,5.6,38.5,78.6,59.3,31.0,38.9,51.3,119.01,25.0
2022-23,Pre+Season,MEM,Memphis Grizzlies,3,1,2,11.0,126.9,93.1,33.8,75.0,3.00,23.7,30.0,83.3,59.1,11.5,63.6,68.2,119.08,62.5
2022-23,Pre+Season,MIA,Miami Heat,1,1,0,3.0,87.5,100.0,-12.5,50.0,1.00,9.1,40.0,80.0,60.0,12.5,41.7,45.1,125.22,56.0
2022-23,Pre+Season,OKC,Oklahoma City Thunder,2,1,1,9.0,105.3,104.8,0.5,50.0,2.00,9.1,10.0,61.5,39.1,5.3,37.5,53.8,101.89,49.2
2022-23,Pre+Season,PHX,Phoenix Suns,4,1,3,13.0,103.7,115.6,-11.9,87.5,2.33,18.4,37.5,72.7,51.9,11.1,39.6,49.3,110.77,39.6
2022-23,Pre+Season,SAC,Sacramento Kings,1,1,0,2.0,160.0,100.0,60.0,66.7,1.00,28.6,0.0,33.3,33.3,40.0,133.3,133.3,93.66,76.2
2022-23,Pre+Season,WAS,Washington Wizards,3,1,2,9.0,89.5,94.7,-5.3,71.4,0.83,20.0,14.3,80.0,41.7,31.6,57.1,58.9,99.80,45.6
2022-23,Pre+Season,ATL,Atlanta Hawks,2,0,2,3.0,75.0,162.5,-87.5,100,0.00,20.0,0.0,60.0,37.5,0.0,50.0,38.7,82.68,-8.0
2022-23,Pre+Season,BOS,Boston Celtics,2,0,2,17.0,94.1,122.2,-28.1,72.7,2.00,15.4,43.5,57.1,50.0,11.8,34.8,42.3,97.36,27.7
2022-23,Pre+Season,CHA,Charlotte Hornets,2,0,2,7.0,42.9,138.9,-96.0,100,0.40,11.8,14.3,80.0,41.7,35.7,28.6,32.6,111.28,-25.6
2022-23,Pre+Season,CHI,Chicago Bulls,1,0,1,4.0,118.2,133.3,-15.2,66.7,2.00,23.5,40.0,50.0,45.5,18.2,60.0,59.7,135.18,47.3
2022-23,Pre+Season,DET,Detroit Pistons,1,0,1,2.0,40.0,80.0,-40.0,0.0,0.00,0.0,0.0,100,25.0,20.0,0.0,25.8,122.66,-80.0
2022-23,Pre+Season,MIL,Milwaukee Bucks,1,0,1,3.0,37.5,150.0,-112.5,100,0.50,11.1,0.0,0.0,0.0,25.0,20.0,25.5,120.00,-27.6
2022-23,Pre+Season,NYK,New York Knicks,1,0,1,4.0,71.4,216.7,-145.2,100,1.00,18.2,40.0,100,50.0,28.6,35.7,35.7,82.98,5.9
2022-23,Pre+Season,POR,Portland Trail Blazers,1,0,1,4.0,66.7,144.4,-77.8,100,0.50,10.0,60.0,33.3,45.5,33.3,20.0,31.6,93.91,7.7
2022-23,Pre+Season,SAS,San Antonio Spurs,2,0,2,9.0,65.0,120.0,-55.0,50.0,0.60,11.1,28.6,77.8,47.8,25.0,31.6,32.7,102.44,-12.8
2022-23,Regular+Season,MIA,Miami Heat,54,32,22,214.0,113.3,98.6,14.7,47.2,1.58,13.1,30.6,69.2,50.7,10.8,51.8,59.1,99.32,61.7
2022-23,Regular+Season,MIN,Minnesota Timberwolves,48,28,20,187.0,103.9,102.1,1.8,52.2,1.25,13.6,31.1,65.2,48.3,14.6,49.2,54.2,97.57,51.6
2022-23,Regular+Season,PHI,Philadelphia 76ers,45,28,17,176.0,110.1,93.5,16.6,63.9,1.50,15.6,31.4,72.3,52.9,14.1,51.8,60.1,98.23,65.0
2022-23,Regular+Season,MIL,Milwaukee Bucks,35,27,8,128.0,107.5,104.7,2.8,57.6,1.33,15.0,31.6,72.9,52.9,15.3,51.8,57.4,100.25,56.7
2022-23,Regular+Season,DAL,Dallas Mavericks,55,26,29,230.0,106.2,107.1,-1.0,53.9,1.71,13.7,27.7,68.6,48.4,10.5,49.7,55.4,94.19,49.0
2022-23,Regular+Season,IND,Indiana Pacers,48,25,23,165.0,108.7,112.4,-3.7,52.1,1.56,13.3,30.8,65.2,48.6,11.3,48.6,56.0,101.86,46.3
2022-23,Regular+Season,SAC,Sacramento Kings,44,25,19,184.0,128.6,118.6,10.0,41.3,2.29,13.5,34.6,74.2,52.4,7.8,57.1,62.7,101.73,53.2
2022-23,Regular+Season,BOS,Boston Celtics,37,24,13,170.0,110.9,106.3,4.6,56.7,1.79,14.5,31.7,72.1,50.9,10.9,49.3,56.1,95.99,52.1
2022-23,Regular+Season,BKN,Brooklyn Nets,40,24,16,135.0,114.5,110.5,4.1,53.8,1.70,15.3,24.4,59.1,43.7,11.7,58.3,62.9,101.33,53.7
2022-23,Regular+Season,CLE,Cleveland Cavaliers,45,24,21,170.0,107.3,104.3,3.0,48.4,1.25,12.8,37.2,65.6,51.4,14.0,48.6,53.7,94.71,53.2
2022-23,Regular+Season,LAL,Los Angeles Lakers,44,23,21,172.0,116.7,113.9,2.8,50.3,3.79,14.8,29.9,68.4,48.3,5.3,50.8,56.0,98.02,53.0
2022-23,Regular+Season,NYK,New York Knicks,45,23,22,200.0,109.6,120.2,-10.7,41.1,1.12,10.7,38.7,64.3,52.0,12.8,49.1,56.0,100.08,43.9
2022-23,Regular+Season,UTA,Utah Jazz,52,23,29,199.0,118.4,109.9,8.5,56.9,1.53,15.2,38.2,70.9,55.2,13.8,52.6,59.1,101.03,54.1
2022-23,Regular+Season,DEN,Denver Nuggets,37,22,15,142.0,109.8,99.3,10.4,62.6,1.59,15.5,30.8,67.5,49.8,13.1,51.8,57.7,99.95,57.8
2022-23,Regular+Season,LAC,LA Clippers,42,22,20,140.0,115.8,110.7,5.1,56.0,1.81,16.0,28.5,77.6,52.8,11.9,54.6,61.1,103.23,52.7
2022-23,Regular+Season,MEM,Memphis Grizzlies,36,21,15,110.0,111.7,115.5,-3.9,53.6,1.41,12.8,39.5,68.6,52.8,12.5,48.2,57.4,108.29,50.2
2022-23,Regular+Season,ATL,Atlanta Hawks,43,20,23,184.0,103.9,119.8,-15.9,38.8,1.26,10.7,31.4,63.9,47.0,11.1,46.5,52.5,101.20,39.2
2022-23,Regular+Season,CHA,Charlotte Hornets,43,20,23,163.0,111.4,115.5,-4.1,60.5,2.11,16.1,34.6,73.4,52.0,10.8,50.0,54.2,100.91,45.0
2022-23,Regular+Season,GSW,Golden State Warriors,41,20,21,173.0,104.0,101.9,2.1,63.2,1.52,15.9,34.2,75.9,54.8,14.7,48.1,52.3,100.16,50.5
2022-23,Regular+Season,ORL,Orlando Magic,44,19,25,149.0,111.1,120.4,-9.3,45.9,1.19,12.3,33.1,63.8,48.7,13.6,49.0,57.8,103.17,43.3
2022-23,Regular+Season,TOR,Toronto Raptors,44,19,25,163.0,107.4,104.2,3.2,60.3,1.67,15.4,36.0,69.0,51.7,13.0,46.9,53.3,96.16,49.5
2022-23,Regular+Season,NOP,New Orleans Pelicans,37,17,20,152.0,113.9,103.9,10.0,58.4,1.92,17.1,26.8,63.7,45.8,12.0,55.0,60.3,98.30,59.2
2022-23,Regular+Season,OKC,Oklahoma City Thunder,43,17,26,168.0,98.3,104.4,-6.1,47.9,1.46,12.3,29.6,68.5,48.5,11.0,44.4,50.9,102.88,45.2
2022-23,Regular+Season,PHX,Phoenix Suns,36,17,19,146.0,109.4,112.1,-2.7,60.0,1.58,14.7,41.1,62.6,50.8,13.5,47.1,52.7,98.00,46.1
2022-23,Regular+Season,HOU,Houston Rockets,40,16,24,132.0,93.6,101.7,-8.1,50.6,0.75,10.8,32.7,73.3,52.8,18.7,43.4,50.7,104.63,43.8
2022-23,Regular+Season,CHI,Chicago Bulls,38,15,23,178.0,108.4,108.4,0.0,48.1,1.64,13.6,22.4,70.6,46.7,10.6,49.8,57.0,98.93,51.5
2022-23,Regular+Season,POR,Portland Trail Blazers,36,15,21,148.0,107.2,115.7,-8.5,55.0,1.31,13.7,28.2,64.6,47.1,13.7,49.2,57.0,100.56,45.7
2022-23,Regular+Season,WAS,Washington Wizards,41,15,26,149.0,102.0,108.8,-6.7,38.9,0.88,9.8,31.9,65.3,49.8,14.3,45.9,53.6,97.08,44.8
