SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,James Wiseman,1630164,4,0,4,14.6,10.8,8.5,0.8,0.0,1.3,2.0,0.8,7.0,7.0
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Jamir Watkins,1642364,14,4,10,11.5,9.8,6.4,0.4,0.0,0.9,1.1,0.4,4.4,4.4
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Jamison Battle,1642419,29,17,12,8.2,6.1,5.4,0.3,0.1,0.6,0.9,0.5,5.6,8.5
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Jarace Walker,1641716,40,9,31,23.2,25.0,22.8,1.9,0.3,3.5,5.1,2.4,7.5,9.6
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Jared McCain,1642272,29,16,13,17.5,23.9,22.2,1.7,0.3,3.4,4.4,2.2,6.9,9.2
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jaren Jackson Jr.,1628991,37,15,22,30.4,28.3,33.6,1.9,0.3,4.2,5.2,2.4,6.8,8.5
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jarred Vanderbilt,1629020,29,18,11,20.0,20.2,12.7,1.3,0.1,2.1,3.4,1.7,6.6,8.2
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jarrett Allen,1628386,28,16,12,26.3,23.8,23.1,2.2,0.2,3.2,5.9,2.6,9.3,11.0
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Jase Richardson,1642859,28,13,15,11.8,13.0,14.4,1.3,0.0,2.0,3.4,1.6,9.9,12.3
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Javon Small,1642914,14,7,7,12.5,21.1,24.6,3.3,0.2,5.6,8.6,3.7,15.6,17.6
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Javonte Cooke,1631451,6,1,5,7.4,9.5,10.2,1.2,0.0,1.2,2.5,1.3,12.3,14.0
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Javonte Green,1629750,37,27,10,20.2,20.6,16.2,0.9,0.2,1.6,2.2,1.2,4.2,5.6
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jaxson Hayes,1629637,32,20,12,17.6,15.3,11.7,0.9,0.1,1.7,2.3,1.1,5.7,7.0
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Jay Huff,1630643,40,9,31,20.0,17.6,18.8,1.4,0.2,2.0,3.4,1.6,7.7,8.8
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Jaylen Brown,1627759,36,22,14,34.2,35.9,52.9,5.0,0.6,9.3,13.5,6.1,14.0,16.9
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Jaylen Clark,1641740,37,25,12,14.3,7.3,7.8,0.6,0.1,0.9,1.5,0.8,8.1,10.7
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jaylen Wells,1642377,39,17,22,27.5,20.2,26.4,1.8,0.4,3.7,4.7,2.3,9.0,11.4
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Jaylin Williams,1631119,27,25,2,18.3,30.6,20.6,2.5,0.1,3.3,6.1,2.5,8.1,8.1
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jaylon Tyson,1642281,35,19,16,27.2,26.0,26.7,2.0,0.4,3.7,5.3,2.5,7.6,9.6
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Jeff Green,201145,14,12,2,4.5,2.3,2.9,0.1,0.0,0.3,0.4,0.1,6.3,6.3
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Jerami Grant,203924,26,11,15,30.4,31.2,36.8,2.7,0.2,4.5,6.9,3.0,8.5,9.6
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jeremiah Fears,1642847,42,9,33,26.7,39.8,45.6,3.1,0.6,5.5,7.9,4.1,7.9,10.3
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Jeremiah Robinson-Earl,1630526,17,4,13,17.6,17.1,9.9,0.7,0.1,1.4,1.5,0.8,4.1,4.5
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Jeremy Sochan,1631110,25,16,9,13.6,15.2,13.0,1.1,0.1,2.6,3.1,1.3,7.3,8.4
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Jericho Sims,1630579,28,11,17,14.4,16.4,9.8,0.6,0.1,1.2,1.5,0.6,3.5,3.9
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Jett Howard,1641724,27,14,13,10.7,7.8,10.1,0.9,0.0,1.6,2.3,1.0,10.9,12.3
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Jevon Carter,1628975,19,5,14,11.9,13.3,14.4,0.9,0.2,1.8,2.7,1.3,7.1,9.5
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Jimmy Butler III,202710,36,21,15,31.4,46.2,48.3,4.9,0.9,10.9,13.5,6.3,10.6,13.5
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Joan Beringer,1642866,15,9,6,6.0,5.1,3.8,0.1,0.1,0.3,0.4,0.3,2.6,5.2
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jock Landale,1629111,37,16,21,22.6,21.5,20.6,1.7,0.3,3.0,4.5,2.1,7.8,9.7
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Joe Ingles,204060,13,7,6,4.2,5.8,4.7,0.8,0.0,1.5,2.0,0.9,14.5,15.8
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Joel Embiid,203954,20,12,8,29.5,41.8,50.0,3.3,0.4,6.8,9.2,4.1,7.9,9.8
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,John Collins,1628381,38,15,23,27.5,24.7,18.9,0.8,0.2,1.4,2.3,1.1,3.4,4.3
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,John Konchar,1629723,23,12,11,12.7,16.3,11.0,1.2,0.1,2.3,3.0,1.3,7.2,8.3
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Johni Broome,1641780,7,3,4,5.7,7.0,6.4,0.6,0.0,0.6,1.1,0.6,8.2,8.2
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Johnny Furphy,1642277,22,6,16,16.0,18.5,12.1,0.6,0.1,1.2,1.4,0.7,3.4,3.9
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Johnny Juzang,1630548,16,10,6,3.9,3.1,3.8,0.4,0.0,0.5,1.2,0.5,12.0,16.0
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Jonas Valančiūnas,202685,33,23,10,13.3,17.6,16.1,1.2,0.1,1.9,3.2,1.4,7.0,8.1
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Jonathan Isaac,1628371,34,19,15,10.4,8.6,5.0,0.3,0.0,0.5,0.9,0.4,3.1,4.1
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Jonathan Kuminga,1630228,18,9,9,24.8,31.4,32.1,2.6,0.3,5.0,6.6,3.1,8.1,9.7
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Jonathan Mogbo,1642367,15,4,11,5.5,6.3,4.3,0.6,0.0,1.0,1.5,0.7,9.6,10.6
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Jordan Clarkson,203903,39,25,14,20.1,15.6,19.6,1.4,0.2,2.4,3.7,1.7,8.9,10.7
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Jordan Goodwin,1630692,37,23,14,21.5,28.6,24.6,2.2,0.4,4.0,5.6,2.9,7.8,10.0
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jordan Hawkins,1641722,32,5,27,14.2,11.6,12.1,0.8,0.2,1.3,1.9,1.0,6.5,8.9
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Jordan McLaughlin,1629162,16,11,5,6.2,10.5,10.7,0.8,0.2,2.1,2.1,1.1,7.7,10.7
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Jordan Miller,1641757,18,11,7,14.9,15.9,14.7,1.1,0.1,2.1,2.8,1.3,6.6,8.0
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jordan Poole,1629673,23,7,16,26.5,31.6,42.6,3.3,0.3,5.5,8.5,4.1,10.5,12.9
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Jordan Walsh,1641775,34,22,12,19.5,15.3,10.9,0.9,0.0,1.6,2.5,1.0,5.8,6.4
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jose Alvarado,1630631,35,8,27,22.2,35.8,36.6,3.3,0.4,5.5,8.1,3.9,9.1,10.8
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Josh Giddey,1630581,30,15,15,32.8,71.8,71.6,9.0,1.1,16.2,23.6,10.9,12.5,15.2
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Josh Green,1630182,16,7,9,16.0,10.2,8.6,1.0,0.1,1.4,2.6,1.2,9.8,11.7
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Josh Hart,1628404,29,20,9,30.3,48.3,38.3,5.1,0.5,7.8,13.7,6.0,10.6,12.4
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Josh Minott,1631169,29,19,10,17.6,11.8,9.4,1.1,0.0,1.7,3.0,1.2,9.4,10.6
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Josh Okogie,1629006,37,23,14,19.2,13.8,12.4,0.9,0.2,1.8,2.4,1.2,6.8,9.0
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Jrue Holiday,201950,14,6,8,31.3,54.8,58.9,7.6,0.4,13.1,19.4,8.5,13.8,15.5
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Julian Champagnie,1630577,40,27,13,28.5,27.8,23.6,1.5,0.3,2.8,4.0,2.0,5.3,7.1
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Julian Phillips,1641763,28,11,17,10.2,5.6,4.7,0.3,0.1,0.4,0.6,0.3,4.5,5.7
2025-26,Regular+Season,DEN,1610612743,Denver Nuggets,Julian Strawther,1631124,20,14,6,9.4,9.8,11.4,0.7,0.1,1.5,2.0,0.9,7.1,8.7
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Julius Randle,203944,40,26,14,33.3,40.5,49.8,5.6,0.4,9.5,15.2,6.4,13.9,15.7
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Justin Champagnie,1630551,36,9,27,17.6,17.7,10.6,1.0,0.1,1.3,2.7,1.1,5.8,6.3
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Justin Edwards,1642348,30,19,11,15.2,15.4,15.2,1.2,0.1,1.8,3.6,1.4,7.8,9.3
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Jusuf Nurkić,203994,32,11,21,25.9,42.9,35.0,4.3,0.3,7.0,11.3,5.0,10.1,11.6
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,KJ Simpson,1642354,14,5,9,15.9,25.8,27.8,2.5,0.1,4.4,6.6,2.7,9.7,10.5
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Kam Jones,1642880,9,2,7,5.8,8.2,8.4,0.7,0.3,1.1,1.8,1.0,8.1,12.2
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Karl-Anthony Towns,1626157,36,23,13,32.3,30.9,35.6,3.0,0.3,4.7,7.6,3.5,9.8,11.4
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Karlo Matković,1631255,29,8,21,12.3,11.9,9.4,0.8,0.0,1.2,1.8,0.8,6.4,6.4
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Kasparas Jakučionis,1642857,14,7,7,12.8,18.7,18.1,1.1,0.3,3.1,3.1,1.5,5.7,8.0
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kawhi Leonard,202695,29,14,15,33.9,31.2,42.9,3.4,1.0,6.7,8.8,4.6,11.1,14.7
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Keaton Wallace,1630811,35,18,17,12.2,23.1,24.7,2.2,0.5,4.4,5.6,2.7,9.5,11.8
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Keegan Murray,1631099,19,4,15,35.9,30.7,27.6,1.5,0.1,3.7,4.3,2.1,5.0,6.9
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Kel'el Ware,1642276,38,20,18,24.5,23.5,13.9,0.6,0.1,0.9,1.6,0.8,2.5,3.2
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Keldon Johnson,1629640,40,27,13,23.6,26.8,20.6,1.2,0.2,2.8,3.3,1.6,4.6,5.8
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Kelly Olynyk,203482,25,17,8,9.7,12.9,11.4,1.4,0.0,2.1,3.5,1.6,10.5,12.1
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Kelly Oubre Jr.,1626162,16,10,6,32.3,35.4,30.7,1.1,0.1,1.9,3.0,1.4,3.0,3.9
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Kenrich Williams,1629026,21,16,5,13.8,12.6,9.8,1.5,0.1,1.8,3.6,1.6,11.7,12.5
2025-26,Regular+Season,MEM,1610612763,Memphis Grizzlies,Kentavious Caldwell-Pope,203484,38,17,21,21.3,31.2,29.3,3.0,0.3,5.2,8.0,3.7,9.5,11.9
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Keon Ellis,1631165,38,9,29,17.6,16.1,14.5,0.6,0.1,1.4,1.7,0.8,3.8,4.9
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Keshad Johnson,1642352,17,8,9,8.1,9.5,7.9,0.1,0.2,1.1,0.3,0.4,0.6,3.7
2025-26,Regular+Season,HOU,1610612745,Houston Rockets,Kevin Durant,201142,35,21,14,36.4,39.7,53.3,4.5,1.0,8.6,11.5,6.2,11.2,15.7
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Kevin Huerter,1628989,34,17,17,24.4,28.0,28.1,2.5,0.6,4.2,6.0,3.3,8.8,11.7
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Kevin Love,201567,22,7,15,17.0,24.2,16.9,1.9,0.1,2.3,4.8,2.1,7.7,8.8
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Kevin McCullar Jr.,1641755,10,4,6,8.6,10.8,9.0,1.5,0.2,1.9,3.9,1.7,13.9,15.7
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Kevin Porter Jr.,1629645,21,10,11,34.4,60.4,68.1,7.7,0.9,14.4,20.1,9.3,12.8,15.4
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Kevon Looney,1626172,16,2,14,14.2,19.1,13.7,1.6,0.1,2.4,4.2,1.7,8.2,8.8
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Keyonte George,1641718,37,13,24,34.3,56.0,66.3,6.9,0.9,12.4,17.4,8.3,12.4,14.9
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Khaman Maluach,1642863,18,11,7,4.7,4.8,3.7,0.2,0.0,0.3,0.4,0.2,3.5,3.5
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Khris Middleton,203114,26,9,17,24.0,22.2,25.1,3.2,0.4,6.3,8.4,4.0,14.4,18.0
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Klay Thompson,202691,36,12,24,22.0,13.4,20.5,1.2,0.1,2.7,3.4,1.8,9.1,13.1
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kobe Brown,1641738,26,9,17,9.4,10.2,9.2,0.8,0.1,1.4,1.9,1.0,8.3,9.5
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Kobe Bufkin,1641723,1,1,0,3.8,3.0,3.0,1.0,0.0,1.0,3.0,1.0,33.3,33.3
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kobe Sanders,1642920,31,14,17,19.7,19.9,20.9,1.5,0.3,3.2,4.3,2.0,7.8,10.0
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Koby Brea,1642886,2,1,1,3.9,5.0,5.5,1.0,0.0,2.0,2.5,1.0,20.0,20.0
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Kon Knueppel,1642851,39,14,25,32.5,35.3,38.5,3.6,0.6,6.9,9.5,4.7,10.2,13.3
2025-26,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kris Dunn,1627739,39,16,23,27.2,39.6,36.3,3.1,0.4,5.4,7.8,3.7,7.7,9.3
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Kris Murray,1631200,34,14,20,25.7,14.9,12.6,1.2,0.1,2.6,3.2,1.5,8.3,10.1
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Kristaps Porziņģis,204001,17,9,8,24.3,20.4,27.9,2.7,0.1,3.3,6.5,2.9,13.3,14.1
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Kyle Anderson,203937,11,2,9,19.5,24.7,21.4,2.8,0.0,3.9,6.8,3.0,11.4,12.1
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Kyle Filipowski,1642271,37,13,24,21.9,25.2,18.5,2.0,0.3,3.3,5.1,2.5,7.8,9.8
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Kyle Kuzma,1628398,37,17,20,25.9,27.5,25.4,2.1,0.3,4.0,5.7,2.6,7.6,9.3
2025-26,Regular+Season,PHI,1610612755,Philadelphia 76ers,Kyle Lowry,200768,6,4,2,7.4,10.8,9.8,1.2,0.3,2.3,3.2,1.5,10.8,13.8
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Kyshawn George,1642273,29,5,24,31.4,46.4,43.4,4.9,0.6,8.9,12.7,6.1,10.6,13.2
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,LaMelo Ball,1630163,30,11,19,27.9,49.3,59.6,7.7,0.7,12.3,20.3,9.0,15.6,18.2
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Lachlan Olbrich,1642950,8,1,7,8.3,13.4,11.0,0.9,0.0,1.9,2.4,0.9,6.5,6.5
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Landry Shamet,1629013,15,9,6,20.9,17.6,19.8,1.2,0.2,2.3,3.2,1.4,6.8,8.0
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Larry Nance Jr.,1626204,16,10,6,15.0,13.4,12.4,1.3,0.1,2.1,3.4,1.4,9.3,10.7
2025-26,Regular+Season,UTA,1610612762,Utah Jazz,Lauri Markkanen,1628374,32,13,19,35.9,30.0,35.4,2.1,0.3,4.1,5.6,2.4,7.0,8.1
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,LeBron James,2544,21,13,8,33.3,47.2,57.1,6.9,0.4,11.7,17.2,7.8,14.6,16.5
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Leonard Miller,1631159,16,10,6,5.0,6.4,4.6,0.3,0.0,0.4,0.6,0.3,3.9,3.9
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Liam McNeeley,1642862,27,9,18,12.4,11.1,8.7,0.9,0.1,0.9,2.3,1.0,7.7,9.4
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Lindy Waters III,1630322,23,15,8,7.0,7.1,6.8,0.4,0.1,1.2,1.1,0.6,6.1,8.5
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Lonzo Ball,1628366,27,13,14,22.4,43.0,33.9,4.4,0.6,7.3,11.5,5.4,10.2,12.5
2025-26,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Luguentz Dort,1629652,31,25,6,26.9,18.4,18.9,1.0,0.4,1.8,2.7,1.5,5.6,8.3
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Luka Dončić,1629029,31,20,11,36.4,55.6,70.8,8.8,1.2,14.6,21.9,10.9,15.9,19.5
2025-26,Regular+Season,BOS,1610612738,Boston Celtics,Luka Garza,1630568,31,19,12,16.3,15.6,10.8,0.9,0.1,1.5,2.4,1.0,6.0,6.6
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Luke Kennard,1628379,36,18,18,20.5,19.2,19.8,2.3,0.3,4.1,6.2,2.8,12.0,14.3
2025-26,Regular+Season,SAS,1610612759,San Antonio Spurs,Luke Kornet,1628436,32,22,10,24.6,24.0,18.3,2.0,0.3,3.3,5.2,2.3,8.2,9.8
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Luke Travers,1631247,12,6,6,8.6,9.6,7.1,0.8,0.2,1.1,1.8,0.9,7.8,9.6
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Mac McClung,1630644,3,0,3,11.3,17.3,18.0,0.3,0.3,2.0,0.7,0.7,1.9,3.8
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Malaki Branham,1631103,22,5,17,9.7,10.6,9.4,1.0,0.0,2.0,2.5,1.2,9.0,11.1
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Malik Monk,1628370,32,9,23,21.9,23.0,28.4,2.4,0.3,4.0,6.0,2.8,10.3,12.3
2025-26,Regular+Season,DET,1610612765,Detroit Pistons,Marcus Sasser,1631204,10,7,3,8.8,12.5,14.0,1.9,0.1,2.6,4.8,2.2,15.2,17.6
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Marcus Smart,203935,29,18,11,28.4,33.3,34.7,3.0,0.3,4.9,7.3,3.7,8.9,11.1
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Mark Sears,1641813,7,1,6,3.7,4.1,7.1,0.3,0.1,0.7,0.7,0.4,6.9,10.3
2025-26,Regular+Season,PHX,1610612756,Phoenix Suns,Mark Williams,1631109,35,22,13,24.0,25.3,18.8,1.1,0.1,1.8,2.9,1.2,4.2,4.9
2025-26,Regular+Season,WAS,1610612764,Washington Wizards,Marvin Bagley III,1628963,32,9,23,19.2,20.0,16.7,1.5,0.1,2.3,4.1,1.7,7.5,8.4
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Mason Plumlee,203486,14,6,8,8.9,10.9,6.5,1.1,0.1,1.6,3.4,1.4,10.5,13.2
2025-26,Regular+Season,CHI,1610612741,Chicago Bulls,Matas Buzelis,1641824,39,18,21,28.0,31.9,30.3,1.7,0.4,3.4,4.3,2.2,5.3,6.9
2025-26,Regular+Season,POR,1610612757,Portland Trail Blazers,Matisse Thybulle,1629680,4,2,2,12.2,10.8,6.8,0.8,0.3,1.5,1.8,1.0,7.0,9.3
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Max Christie,1631108,37,14,23,28.9,26.9,26.4,2.1,0.2,3.3,5.3,2.5,7.7,9.3
2025-26,Regular+Season,LAL,1610612747,Los Angeles Lakers,Maxi Kleber,1628467,19,8,11,11.0,9.5,7.0,0.7,0.0,1.3,2.0,0.7,7.2,7.7
2025-26,Regular+Season,SAC,1610612758,Sacramento Kings,Maxime Raynaud,1642875,32,9,23,23.5,26.1,18.3,1.1,0.1,1.7,2.7,1.2,4.2,4.7
2025-26,Regular+Season,NOP,1610612740,New Orleans Pelicans,Micah Peavy,1642877,36,6,30,15.6,11.3,9.7,1.1,0.2,1.9,2.8,1.4,9.9,12.8
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Micah Potter,1630695,10,3,7,17.8,16.7,14.1,1.4,0.1,1.4,3.5,1.6,8.4,9.6
2025-26,Regular+Season,BKN,1610612751,Brooklyn Nets,Michael Porter Jr.,1629008,30,11,19,33.1,36.5,41.3,3.4,0.3,5.3,8.4,4.0,9.2,10.9
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Mikal Bridges,1628969,39,25,14,34.9,45.1,42.7,4.4,0.6,6.9,12.1,5.3,9.7,11.7
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Mike Conley,201144,34,23,11,18.5,33.7,33.1,3.1,0.5,5.1,7.9,3.9,9.1,11.6
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Miles Bridges,1628970,39,14,25,33.4,38.0,41.8,3.7,0.5,6.7,10.0,4.4,9.7,11.5
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Miles Kelly,1642939,4,2,2,9.2,4.8,5.0,0.5,0.0,0.5,1.3,0.5,10.5,10.5
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Miles McBride,1630540,28,19,9,27.8,35.1,34.4,2.4,0.5,4.5,6.4,3.1,6.9,8.7
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Mitchell Robinson,1629011,27,17,10,19.4,13.4,7.4,1.1,0.1,1.4,3.0,1.3,8.6,9.9
2025-26,Regular+Season,TOR,1610612761,Toronto Raptors,Mo Bamba,1628964,2,2,0,2.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,Regular+Season,NYK,1610612752,New York Knicks,Mohamed Diawara,1642885,31,19,12,5.1,5.9,4.9,0.5,0.1,0.7,1.3,0.5,7.6,8.7
2025-26,Regular+Season,IND,1610612754,Indiana Pacers,Monte Morris,1628420,6,0,6,10.8,20.7,20.5,1.5,0.2,4.5,4.0,1.8,7.3,8.9
2025-26,Regular+Season,ORL,1610612753,Orlando Magic,Moritz Wagner,1629021,1,1,0,9.8,17.0,17.0,2.0,0.0,3.0,4.0,2.0,11.8,11.8
2025-26,Regular+Season,GSW,1610612744,Golden State Warriors,Moses Moody,1630541,39,20,19,24.3,19.3,24.0,1.5,0.3,3.1,4.2,1.9,8.0,10.1
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,Mouhamed Gueye,1631243,40,19,21,16.0,13.7,10.1,0.9,0.1,1.7,2.5,1.0,6.8,7.5
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Moussa Cisse,1630619,22,6,16,10.5,6.9,4.6,0.1,0.0,0.5,0.4,0.2,2.0,3.3
2025-26,Regular+Season,CHA,1610612766,Charlotte Hornets,Moussa Diabaté,1631217,37,13,24,24.3,26.2,15.8,1.5,0.2,2.2,4.1,1.8,5.6,6.9
2025-26,Regular+Season,MIL,1610612749,Milwaukee Bucks,Myles Turner,1626167,38,17,21,28.4,21.1,24.0,1.6,0.3,2.5,4.1,1.9,7.4,9.1
2025-26,Regular+Season,MIA,1610612748,Miami Heat,Myron Gardner,1642066,13,7,6,5.2,6.6,5.2,0.4,0.2,1.3,1.3,0.7,5.8,10.5
2025-26,Regular+Season,ATL,1610612737,Atlanta Hawks,N'Faly Dante,1642368,4,3,1,3.9,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Nae'Qwan Tomlin,1641772,29,17,12,15.6,10.3,10.6,0.7,0.2,1.3,2.0,1.0,7.0,10.0
2025-26,Regular+Season,DAL,1610612742,Dallas Mavericks,Naji Marshall,1630230,39,15,24,28.5,27.9,27.9,2.7,0.1,4.8,7.2,3.1,9.7,11.1
2025-26,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Naz Reid,1629675,40,26,14,26.6,37.1,30.4,2.4,0.3,3.2,6.1,2.7,6.4,7.2
