SEASON,SEASON_TYPE,TEAM_ABB,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PERC,AST_TO_PASS_PERC_ADJ
2024-25,regular-season,-,49,33,241.8,287.6,287.6,26.1,4.0,43.6,67.7,31.9,9.1,11.1,0
2024-25,regular-season,-,21,61,240.9,285.6,285.6,25.8,2.8,44.1,65.7,30.9,9.0,10.8,0
2024-25,regular-season,-,51,31,242.4,281.2,281.2,27.5,3.6,44.6,68.2,32.6,9.8,11.6,0
2024-25,regular-season,-,68,14,240.3,270.7,270.7,26.9,3.7,47.3,69.4,32.2,9.9,11.9,0
2024-25,regular-season,-,41,41,240.6,279.3,279.3,23.0,3.1,44.9,59.5,28.2,8.2,10.1,0
2024-25,regular-season,-,24,58,241.5,286.6,286.6,23.2,3.1,40.7,60.4,28.3,8.1,9.9,0
2024-25,regular-season,-,36,46,241.8,307.6,307.6,27.8,5.0,50.2,73.1,35.3,9.0,11.5,0
2024-25,regular-season,-,36,46,241.2,278.0,278.0,23.8,2.4,44.9,61.6,28.0,8.6,10.1,0
2024-25,regular-season,-,40,42,242.4,287.2,287.2,26.5,3.2,46.5,68.1,31.7,9.2,11.0,0
2024-25,regular-season,-,34,48,240.6,289.8,289.8,28.6,3.8,50.7,74.2,34.7,9.9,12.0,0
2024-25,regular-season,-,30,52,241.5,300.7,300.7,28.5,3.0,53.5,72.5,34.1,9.5,11.4,0
2024-25,regular-season,-,17,65,241.5,277.1,277.1,25.5,2.2,48.2,67.2,30.0,9.2,10.8,0
2024-25,regular-season,-,18,64,240.6,292.3,292.3,25.1,3.1,48.1,65.4,30.5,8.6,10.4,0
2024-25,playoffs,-,6,5,242.3,238.2,238.2,20.0,3.3,37.6,55.0,25.5,8.4,10.7,0
2024-25,playoffs,-,5,4,240.0,250.3,250.3,22.9,3.1,41.3,60.3,27.9,9.1,11.1,0
2024-25,playoffs,-,7,7,243.6,273.0,273.0,22.6,2.2,46.1,59.1,27.6,8.3,10.1,0
2024-25,playoffs,-,2,4,240.0,239.8,239.8,20.0,2.7,41.3,55.8,26.3,8.3,11.0,0
2024-25,playoffs,-,5,7,240.0,314.8,314.8,23.3,3.3,49.1,61.7,29.0,7.4,9.2,0
2024-25,playoffs,-,3,4,240.0,252.3,252.3,19.6,2.9,37.0,49.9,24.7,7.8,9.8,0
2024-25,playoffs,-,15,8,242.2,318.0,318.0,26.4,4.0,45.4,69.6,33.4,8.3,10.5,0
2024-25,playoffs,-,3,4,243.6,257.4,257.4,26.0,5.0,42.6,64.9,33.0,10.1,12.8,0
2024-25,playoffs,-,1,4,240.0,266.8,266.8,21.2,2.6,39.0,55.2,24.8,7.9,9.3,0
2024-25,playoffs,-,0,4,240.0,281.5,281.5,20.5,2.5,39.3,56.0,26.0,7.3,9.2,0
2024-25,playoffs,-,0,4,240.0,265.3,265.3,21.3,3.3,45.3,56.8,25.8,8.0,9.7,0
2024-25,playoffs,-,1,4,245.0,253.4,253.2,23.8,3.4,46.2,64.6,29.0,9.4,11.4,0
2024-25,playoffs,-,9,6,240.0,283.5,283.5,24.2,3.5,39.3,62.7,29.6,8.5,10.4,0
2024-25,playoffs,-,10,8,242.8,256.6,256.6,19.8,2.1,37.1,51.7,23.9,7.7,9.3,0
2024-25,playoffs,-,16,7,241.1,247.3,247.3,23.0,3.1,45.0,59.2,28.0,9.3,11.3,0
2024-25,playoffs,-,1,4,240.0,268.6,268.6,18.6,1.8,36.0,47.4,22.2,6.9,8.3,0
2024-25,play-in,-,0,2,252.5,267.0,267.0,26.0,4.0,47.5,66.0,33.5,9.7,12.5,0
2024-25,play-in,-,0,1,240.0,311.0,311.0,15.0,2.0,34.0,38.0,18.0,4.8,5.8,0
2024-25,play-in,-,1,1,240.0,228.0,228.0,27.0,4.5,47.0,72.0,35.0,11.8,15.4,0
2024-25,play-in,-,1,0,240.0,328.0,328.0,29.0,6.0,62.0,81.0,40.0,8.8,12.2,0
2024-25,play-in,-,1,1,240.0,247.5,247.5,26.0,0.5,40.5,65.0,27.5,10.5,11.1,0
2024-25,play-in,-,2,0,252.5,309.5,309.5,31.5,3.5,47.5,78.5,37.5,10.2,12.1,0
2024-25,play-in,-,1,0,240.0,321.0,321.0,29.0,3.0,51.0,72.0,34.0,9.0,10.6,0
2024-25,play-in,-,0,1,240.0,269.0,269.0,23.0,3.0,40.0,56.0,27.0,8.6,10.0,0
2024-25,ist,-,4,2,240.0,281.2,281.2,29.7,4.7,51.8,72.7,37.2,10.6,13.2,0
2024-25,ist,-,3,1,240.0,276.5,276.5,26.5,3.5,47.3,73.3,33.0,9.6,11.9,0
2024-25,ist,-,1,3,240.0,318.3,318.0,27.0,2.3,45.0,71.0,30.0,8.5,9.4,0
2024-25,ist,-,0,4,240.0,265.3,265.3,23.5,2.5,44.8,66.3,29.5,8.9,11.1,0
2024-25,ist,-,2,2,240.0,323.0,323.0,31.3,6.0,52.8,82.8,39.8,9.7,12.3,0
2024-25,ist,-,2,2,240.0,274.3,274.3,28.8,4.0,47.3,74.5,35.5,10.5,12.9,0
2024-25,ist,-,3,2,240.0,282.8,282.8,25.0,3.2,42.4,65.0,31.2,8.8,11.0,0
2024-25,ist,-,2,2,240.0,295.0,295.0,30.0,3.3,51.8,78.3,37.3,10.2,12.6,0
2024-25,ist,-,3,1,246.2,279.3,279.3,28.3,2.3,46.8,72.5,33.0,10.1,11.8,0
2024-25,ist,-,3,2,240.0,321.8,321.8,29.4,5.8,52.8,76.0,39.0,9.1,12.1,0
2024-25,ist,-,4,2,244.2,270.0,270.0,23.8,2.5,48.3,64.2,29.3,8.8,10.9,0
2024-25,ist,-,0,4,240.0,322.0,322.0,25.5,4.5,41.3,66.0,32.0,7.9,9.9,0
2024-25,ist,-,2,2,240.0,262.8,262.8,22.0,2.8,40.3,56.0,26.0,8.4,9.9,0
2024-25,ist,-,2,2,240.0,297.8,297.8,26.8,3.3,48.8,67.5,32.5,9.0,10.9,0
2024-25,ist,-,1,3,240.0,310.8,310.8,27.3,5.0,56.5,68.3,34.8,8.8,11.2,0
2024-25,ist,-,2,2,246.3,299.3,299.3,27.5,2.5,49.0,72.0,31.5,9.2,10.5,0
2024-25,ist,-,6,0,240.0,290.0,290.0,27.0,3.2,47.3,71.7,32.2,9.3,11.1,0
2024-25,ist,-,2,2,252.5,299.5,299.5,23.5,5.3,38.3,62.5,30.3,7.8,10.1,0
2024-25,ist,-,1,3,240.0,303.0,303.0,21.0,2.3,40.8,55.3,25.8,6.9,8.5,0
2024-25,ist,-,4,1,240.0,265.8,265.8,26.6,3.2,45.4,65.2,31.0,10.0,11.7,0
2024-25,ist,-,5,1,240.0,275.8,275.8,24.2,3.7,48.8,63.5,29.7,8.8,10.8,0
2024-25,ist,-,3,2,240.0,267.6,267.6,21.6,3.2,46.8,56.4,26.8,8.1,10.0,0
2024-25,ist,-,2,2,240.0,278.8,278.8,22.3,2.8,44.3,60.5,27.5,8.0,9.9,0
2024-25,ist,-,3,1,240.0,283.3,283.3,23.8,3.5,47.5,62.5,29.3,8.4,10.3,0
2024-25,ist,-,2,2,240.0,290.0,290.0,24.8,3.0,45.3,62.0,28.5,8.5,9.8,0
2024-25,ist,-,1,3,246.3,294.0,294.0,25.5,2.8,50.5,67.3,31.5,8.7,10.7,0
2024-25,ist,-,2,2,240.0,294.3,294.3,30.0,5.0,54.8,77.8,37.3,10.2,12.7,0
2024-25,ist,-,1,3,240.0,297.3,297.3,25.8,1.8,51.0,65.0,30.0,8.7,10.1,0
2024-25,ist,-,0,4,240.0,303.0,303.0,26.3,2.3,41.8,65.0,30.0,8.7,9.9,0
2024-25,ist,-,0,4,240.0,287.0,287.0,23.0,2.5,43.8,58.0,28.0,8.0,9.8,0
2025-26,regular-season,-,16,19,241.4,302.4,302.4,31.3,3.7,54.3,81.3,37.5,10.3,12.4,0
2025-26,regular-season,-,21,12,240.0,276.2,276.2,23.9,3.0,43.6,63.1,28.5,8.7,10.3,0
2025-26,regular-season,-,10,21,240.0,297.2,297.2,25.5,2.8,49.1,68.6,30.4,8.6,10.2,0
2025-26,regular-season,-,11,22,242.3,288.1,288.1,26.5,3.4,47.1,71.2,32.4,9.2,11.2,0
2025-26,regular-season,-,16,17,241.5,331.0,330.9,29.4,4.8,53.3,75.8,36.1,8.9,10.9,0
2025-26,regular-season,-,19,16,241.4,292.6,292.6,27.7,4.7,53.2,72.7,35.2,9.5,12.0,0
2025-26,regular-season,-,12,23,243.6,270.2,270.2,25.2,2.7,43.8,64.8,30.4,9.3,11.3,0
2025-26,regular-season,-,23,10,242.3,289.3,289.3,29.3,3.8,50.5,76.8,36.7,10.1,12.7,0
2025-26,regular-season,-,24,9,241.5,283.0,283.0,26.6,3.4,48.8,68.2,33.0,9.4,11.7,0
2025-26,regular-season,-,18,16,241.5,341.2,341.2,28.1,5.0,56.6,76.1,36.1,8.2,10.6,0
2025-26,regular-season,-,21,10,244.8,280.1,280.1,25.7,4.1,45.0,67.1,32.5,9.2,11.6,0
2025-26,regular-season,-,6,28,241.5,313.4,313.4,23.8,4.0,46.8,63.0,30.2,7.6,9.6,0
2025-26,regular-season,-,12,21,241.5,271.3,271.3,23.5,3.8,42.5,61.7,29.3,8.7,10.8,0
2025-26,regular-season,-,20,11,240.0,267.6,267.6,24.8,2.7,41.0,62.0,29.5,9.3,11.0,0
2025-26,regular-season,-,15,18,241.5,307.4,307.4,29.0,4.2,52.7,75.8,35.8,9.4,11.7,0
2025-26,regular-season,-,18,14,240.8,302.1,302.1,28.7,4.9,48.0,75.5,36.3,9.5,12.0,0
2025-26,regular-season,-,14,19,241.5,284.3,284.3,26.0,3.5,46.2,69.2,31.6,9.1,11.1,0
2025-26,regular-season,-,21,13,242.2,304.0,304.0,26.5,3.9,43.8,68.9,32.5,8.7,10.7,0
2025-26,regular-season,-,8,27,242.9,282.3,282.3,24.6,2.6,41.4,62.6,29.5,8.7,10.5,0
2025-26,regular-season,-,23,10,240.0,293.0,293.0,27.3,3.8,46.4,73.0,33.1,9.3,11.3,0
2025-26,regular-season,-,29,5,242.9,260.3,260.3,25.9,3.0,47.1,66.8,30.7,10.0,11.8,0
2025-26,regular-season,-,19,15,241.5,291.4,291.4,26.0,3.0,44.3,66.1,31.4,8.9,10.8,0
2025-26,regular-season,-,18,14,243.9,317.5,317.5,24.8,3.3,43.6,66.2,30.5,7.8,9.6,0
2025-26,regular-season,-,19,14,240.8,283.6,283.6,25.5,3.5,46.8,67.2,31.3,9.0,11.0,0
2025-26,regular-season,-,14,20,241.5,283.4,283.4,24.6,2.9,46.9,64.8,29.5,8.7,10.4,0
2025-26,regular-season,-,8,26,242.2,273.2,273.2,25.4,2.6,45.2,64.0,30.4,9.3,11.1,0
2025-26,regular-season,-,24,9,240.8,283.1,283.0,26.0,3.9,48.1,68.7,32.4,9.2,11.4,0
2025-26,regular-season,-,20,15,241.4,298.5,298.5,29.3,3.5,53.1,75.0,35.5,9.8,11.9,0
2025-26,regular-season,-,12,21,243.8,293.6,293.6,30.0,3.4,54.6,78.7,36.4,10.2,12.4,0
2025-26,regular-season,-,8,24,241.6,275.9,275.9,25.5,2.6,43.8,65.8,30.3,9.3,11.0,0
2025-26,ist,-,2,2,240.0,301.0,301.0,30.8,2.8,56.8,78.0,35.8,10.2,11.9,0
2025-26,ist,-,2,2,240.0,269.3,269.3,25.0,4.5,41.5,63.0,30.3,9.3,11.2,0
2025-26,ist,-,1,3,240.0,290.5,290.5,25.3,2.8,48.5,67.3,30.0,8.7,10.3,0
2025-26,ist,-,1,3,246.3,286.3,286.3,24.0,1.8,48.5,65.8,29.3,8.4,10.2,0
2025-26,ist,-,1,3,240.0,351.3,351.3,30.5,5.3,52.8,75.8,37.5,8.7,10.7,0
2025-26,ist,-,2,2,240.0,277.3,277.3,28.8,6.8,52.3,73.3,38.0,10.4,13.7,0
2025-26,ist,-,1,3,252.5,279.5,279.5,25.3,1.8,47.5,65.0,28.5,9.0,10.2,0
2025-26,ist,-,2,2,240.0,286.8,286.8,27.0,2.0,51.8,67.8,31.8,9.4,11.1,0
2025-26,ist,-,2,2,240.0,272.8,272.8,26.5,4.0,48.0,68.5,33.8,9.7,12.4,0
2025-26,ist,-,1,3,240.0,339.3,339.3,25.0,3.8,54.3,67.0,31.5,7.4,9.3,0
2025-26,ist,-,2,2,240.0,280.8,280.8,24.0,5.5,46.8,64.0,31.5,8.5,11.2,0
2025-26,ist,-,1,3,240.0,306.5,306.5,23.8,3.8,49.0,64.0,30.5,7.7,10.0,0
2025-26,ist,-,2,2,252.5,274.8,274.8,23.3,2.8,44.3,60.8,29.3,8.5,10.6,0
2025-26,ist,-,4,1,240.0,259.6,259.6,27.0,3.6,39.8,67.8,31.8,10.4,12.2,0
2025-26,ist,-,3,1,246.3,309.3,309.3,29.3,5.3,54.8,76.0,37.0,9.5,12.0,0
2025-26,ist,-,2,2,240.0,314.5,314.5,30.3,5.3,50.8,79.3,38.8,9.6,12.3,0
2025-26,ist,-,2,1,248.3,281.3,281.3,29.3,3.7,47.3,83.0,36.7,10.4,13.0,0
2025-26,ist,-,2,2,240.0,294.8,294.8,25.8,3.5,40.0,66.5,31.3,8.7,10.6,0
2025-26,ist,-,0,4,246.3,286.5,286.5,27.8,2.3,45.0,71.8,31.8,9.7,11.1,0
2025-26,ist,-,5,1,240.0,284.8,284.8,26.2,3.2,43.5,70.2,31.2,9.2,10.9,0
2025-26,ist,-,5,1,240.0,263.2,263.2,26.8,4.3,48.0,71.3,34.2,10.2,13.0,0
2025-26,ist,-,5,1,240.0,292.2,292.2,26.5,3.3,44.5,68.5,31.8,9.1,10.9,0
2025-26,ist,-,1,3,240.0,302.3,302.3,24.0,3.0,38.8,60.5,28.0,7.9,9.3,0
2025-26,ist,-,3,2,240.0,286.2,286.2,24.8,2.0,48.8,65.8,29.8,8.7,10.4,0
2025-26,ist,-,2,2,240.0,289.8,289.8,24.0,1.8,48.8,64.8,29.5,8.3,10.2,0
2025-26,ist,-,0,4,240.0,277.8,277.8,26.5,1.5,50.8,66.5,29.5,9.5,10.6,0
2025-26,ist,-,5,1,240.0,278.5,278.5,25.2,3.0,49.3,68.8,30.8,9.0,11.1,0
2025-26,ist,-,4,1,240.0,294.2,294.2,26.4,3.8,50.6,68.2,33.0,9.0,11.2,0
2025-26,ist,-,1,3,240.0,295.0,295.0,28.3,2.8,55.8,74.5,34.8,9.6,11.8,0
2025-26,ist,-,1,3,240.0,273.8,273.8,26.5,2.0,45.5,68.5,31.8,9.7,11.6,0
