SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TM_TOV_PCT,E_PACE
2015-16,pre-season,CHA,8,7,1,384,99.8,90.0,9.8,15.3,16.5,82.7,51.3,13.9,99.00
2015-16,pre-season,ORL,8,6,2,394,99.7,96.1,3.6,16.7,26.1,77.5,51.0,16.3,97.30
2015-16,pre-season,BOS,7,6,1,336,100.4,89.1,11.3,18.1,26.0,76.6,52.2,16.4,103.90
2015-16,pre-season,MEM,7,6,1,336,91.5,83.4,8.1,14.6,25.0,77.3,52.2,20.1,97.10
2015-16,pre-season,IND,7,5,2,336,104.8,100.1,4.7,14.5,25.7,75.4,50.7,12.9,97.80
2015-16,pre-season,TOR,7,5,2,336,98.3,92.2,6.1,13.7,26.9,80.7,53.8,15.7,96.30
2015-16,pre-season,SAC,6,5,1,293,99.8,96.0,3.8,15.6,24.7,73.6,49.6,17.5,100.20
2015-16,pre-season,OKC,6,5,1,288,106.3,94.1,12.2,17.3,29.1,77.7,55.7,18.9,99.60
2015-16,pre-season,MIA,8,4,4,389,95.9,95.9,0.0,15.4,23.7,76.9,50.7,16.0,99.00
2015-16,pre-season,CHI,8,4,4,384,101.7,105.2,-3.5,15.5,29.6,81.5,54.7,14.8,99.60
2015-16,pre-season,WAS,7,4,3,336,106.8,99.3,7.5,19.1,21.4,73.8,48.4,14.8,105.10
2015-16,pre-season,DEN,7,4,3,336,98.6,95.2,3.4,15.5,26.1,76.2,51.7,16.9,101.40
2015-16,pre-season,ATL,7,4,3,336,93.7,94.4,-0.7,15.8,17.4,79.5,50.2,17.8,99.40
2015-16,pre-season,PHX,6,4,2,293,96.9,93.6,3.3,16.8,24.9,71.3,48.8,17.0,104.10
2015-16,pre-season,NYK,6,4,2,288,97.3,93.3,4.0,16.7,22.3,75.6,49.6,16.2,100.80
2015-16,pre-season,HOU,8,3,5,389,101.6,102.3,-0.7,15.6,31.1,79.2,53.3,16.0,104.40
2015-16,pre-season,LAL,8,3,5,375,103.0,105.1,-2.1,15.1,26.5,73.0,49.6,15.6,98.70
2015-16,pre-season,DET,8,3,5,384,104.8,98.0,6.9,17.3,25.6,75.5,51.0,15.8,98.30
2015-16,pre-season,GSW,7,3,4,322,101.8,103.0,-1.3,17.8,21.1,75.0,48.7,17.2,106.00
2015-16,pre-season,NOP,7,3,4,341,98.1,101.6,-3.5,12.5,19.9,74.6,46.7,14.1,103.90
2015-16,pre-season,POR,7,3,4,346,99.1,97.3,1.8,15.3,25.2,77.8,51.7,17.8,101.90
2015-16,pre-season,UTA,7,3,4,346,97.3,96.9,0.4,13.6,21.8,75.4,49.0,16.2,97.50
2015-16,pre-season,LAC,6,3,3,288,93.0,97.1,-4.1,17.6,14.9,79.8,45.8,18.7,105.10
2015-16,pre-season,PHI,7,2,5,336,89.7,98.1,-8.4,13.6,22.9,80.3,50.0,20.2,106.60
2015-16,pre-season,MIN,7,2,5,336,98.9,109.7,-10.8,16.8,21.7,72.7,44.8,17.5,96.20
2015-16,pre-season,MIL,6,2,4,288,99.9,103.2,-3.3,15.7,24.9,74.5,51.2,17.9,101.40
2015-16,pre-season,BKN,6,2,4,288,96.6,97.6,-1.0,15.3,21.3,76.4,48.7,17.3,101.10
2015-16,pre-season,SAS,6,2,4,288,95.7,97.6,-1.9,15.9,19.5,79.9,49.0,17.2,98.00
2015-16,pre-season,CLE,7,1,6,336,94.3,100.5,-6.3,17.2,17.3,76.4,47.0,18.1,100.20
2015-16,pre-season,-,2,1,1,96,95.1,108.2,-13.1,18.2,28.7,72.4,49.1,20.9,95.70
2015-16,pre-season,DAL,7,0,7,336,87.7,98.2,-10.5,15.0,18.0,74.8,46.0,17.1,102.00
2015-16,pre-season,-,2,0,2,96,91.5,118.3,-26.8,14.5,28.4,73.0,47.9,20.7,98.90
2015-16,pre-season,-,2,0,2,96,84.7,113.1,-28.4,16.8,20.2,60.6,37.1,17.2,98.60
2015-16,pre-season,-,1,0,1,48,85.2,98.5,-13.3,13.2,24.5,72.5,49.0,23.1,112.60
2015-16,pre-season,-,1,0,1,48,89.2,121.5,-32.3,13.8,23.3,78.4,48.8,21.6,102.00
2015-16,pre-season,-,1,0,1,48,75.4,93.0,-17.6,16.0,17.8,77.5,45.9,18.6,96.80
2015-16,regular-season,GSW,82,73,9,3976,112.5,102.0,10.5,20.5,23.5,76.0,51.3,14.9,101.10
2015-16,regular-season,SAS,82,67,15,3941,108.4,97.2,11.1,18.9,23.0,79.1,52.0,13.7,95.40
2015-16,regular-season,CLE,82,57,25,3971,108.1,101.9,6.2,17.5,25.1,78.5,52.0,14.1,95.70
2015-16,regular-season,TOR,82,56,26,3956,107.0,102.3,4.7,15.0,24.6,77.7,51.6,13.6,95.50
2015-16,regular-season,OKC,82,55,27,3966,109.9,102.6,7.3,16.8,31.1,76.0,54.7,15.9,99.60
2015-16,regular-season,LAC,82,53,29,3966,106.5,102.1,4.4,17.6,20.1,73.8,47.4,13.2,97.40
2015-16,regular-season,BOS,82,48,34,3956,103.9,100.7,3.2,17.6,25.1,74.6,49.4,13.5,101.20
2015-16,regular-season,ATL,82,48,34,3966,103.0,99.3,3.6,19.1,19.1,74.6,47.5,15.0,99.10
2015-16,regular-season,CHA,82,48,34,3971,105.1,102.3,2.8,16.8,20.0,79.8,49.6,12.7,97.60
2015-16,regular-season,MIA,82,48,34,3966,104.2,102.4,1.7,16.4,23.8,77.8,51.7,14.7,95.30
2015-16,regular-season,IND,82,45,37,3976,102.4,100.7,1.7,16.2,23.4,76.0,49.8,14.9,98.80
2015-16,regular-season,POR,82,44,38,3961,106.1,105.3,0.8,16.2,25.9,76.2,51.0,14.8,98.40
2015-16,regular-season,DET,82,44,38,3976,103.3,102.6,0.6,14.9,27.0,79.3,52.1,13.7,97.80
2015-16,regular-season,CHI,82,42,40,3981,102.1,103.6,-1.5,17.1,24.5,74.9,50.2,14.0,98.40
2015-16,regular-season,DAL,82,42,40,4001,104.8,105.1,-0.3,17.2,20.6,76.2,48.5,13.1,96.00
2015-16,regular-season,MEM,82,42,40,3966,102.6,104.9,-2.3,16.1,25.3,75.1,49.1,13.8,95.90
2015-16,regular-season,WAS,82,41,41,3951,102.9,103.4,-0.5,18.2,20.6,77.7,48.6,14.3,100.70
2015-16,regular-season,HOU,82,41,41,3966,105.5,105.3,0.2,16.5,25.7,72.8,49.1,15.8,100.20
2015-16,regular-season,UTA,82,40,42,3991,103.1,101.2,1.9,15.2,25.9,77.7,51.9,15.8,93.40
2015-16,regular-season,ORL,82,35,47,3981,102.6,104.2,-1.6,17.7,23.1,76.5,49.4,14.2,98.40
2015-16,regular-season,SAC,82,33,49,3961,103.3,105.7,-2.4,17.7,23.9,74.9,49.6,15.7,102.50
2015-16,regular-season,DEN,82,33,49,3966,102.7,105.9,-3.1,17.0,25.8,77.3,51.1,14.8,98.40
2015-16,regular-season,MIL,82,33,49,3966,102.2,106.5,-4.3,17.7,24.9,73.1,49.2,15.7,96.20
2015-16,regular-season,NYK,82,32,50,3961,102.0,104.8,-2.8,16.1,23.7,75.8,50.1,13.9,95.80
2015-16,regular-season,NOP,82,30,52,3956,103.2,107.0,-3.8,16.9,21.2,78.8,49.0,13.5,99.00
2015-16,regular-season,MIN,82,29,53,3976,104.3,107.9,-3.6,17.8,24.3,74.7,49.8,15.3,97.20
2015-16,regular-season,PHX,82,23,59,3941,99.4,105.9,-6.6,15.5,25.4,77.1,50.6,16.9,101.40
2015-16,regular-season,BKN,82,21,61,3951,100.9,108.4,-7.5,17.1,24.1,75.7,49.4,15.1,97.40
2015-16,regular-season,LAL,82,17,65,3946,98.6,108.3,-9.7,14.1,23.1,74.7,48.0,13.9,98.50
2015-16,regular-season,PHI,82,10,72,3961,96.6,106.8,-10.1,16.3,20.6,74.0,46.4,16.2,100.20
2015-16,playoffs,CLE,21,16,5,1008,112.5,103.2,9.3,17.0,26.8,79.0,53.3,13.4,93.10
2015-16,playoffs,GSW,24,15,9,1157,108.4,104.0,4.4,18.1,23.9,72.4,48.5,14.1,98.90
2015-16,playoffs,OKC,18,11,7,864,108.5,103.2,5.4,15.6,29.6,78.7,54.6,14.2,98.00
2015-16,playoffs,TOR,20,10,10,975,99.0,103.5,-4.5,13.0,25.1,77.3,49.6,13.8,92.90
2015-16,playoffs,MIA,14,7,7,687,103.1,99.8,3.3,13.7,23.0,80.5,53.2,14.0,91.90
2015-16,playoffs,SAS,10,6,4,480,107.1,97.6,9.6,17.1,20.3,71.7,47.5,12.2,95.20
2015-16,playoffs,POR,11,5,6,533,104.5,107.0,-2.5,16.0,26.6,75.5,50.4,13.0,99.60
2015-16,playoffs,ATL,10,4,6,485,100.8,101.8,-1.0,17.3,20.7,75.0,49.1,14.5,98.30
2015-16,playoffs,CHA,7,3,4,336,96.4,105.9,-9.5,11.9,15.9,75.9,43.9,10.1,93.70
2015-16,playoffs,IND,7,3,4,336,103.4,101.8,1.6,15.4,23.5,67.2,46.9,15.9,90.60
2015-16,playoffs,BOS,6,2,4,293,91.3,97.8,-6.5,15.6,21.5,80.6,49.2,14.3,101.00
2015-16,playoffs,LAC,6,2,4,288,102.2,101.1,1.0,14.4,23.5,71.3,47.6,10.0,96.20
2015-16,playoffs,HOU,5,1,4,240,89.2,107.6,-18.4,13.4,29.9,77.1,52.1,18.6,102.30
2015-16,playoffs,DAL,5,1,4,240,99.3,118.6,-19.3,16.6,21.5,65.5,42.6,12.5,94.40
2015-16,playoffs,MEM,4,0,4,192,89.3,113.6,-24.3,13.6,28.8,77.3,49.4,17.1,90.70
2015-16,playoffs,DET,4,0,4,192,107.4,117.0,-9.6,18.6,18.4,75.5,47.9,11.9,88.40
2015-16,all-star,-,1,1,0,48,133.4,117.8,15.7,23.7,28.8,73.7,50.9,9.5,146.90
2015-16,all-star,-,1,0,1,48,116.7,132.3,-15.5,17.2,26.3,71.2,49.1,16.2,148.20
2016-17,pre-season,GSW,7,6,1,341,107.2,96.6,10.6,19.0,20.3,77.2,50.0,17.4,103.60
2016-17,pre-season,HOU,7,5,2,346,111.1,101.4,9.8,17.2,27.2,81.8,54.0,14.5,103.60
2016-17,pre-season,BOS,7,5,2,336,100.6,94.9,5.6,16.8,20.8,75.4,48.7,17.1,104.40
2016-17,pre-season,MIN,7,5,2,336,97.4,91.5,5.9,13.8,24.8,79.7,52.1,17.3,103.40
2016-17,pre-season,ATL,7,5,2,336,97.4,91.6,5.8,19.2,23.2,80.4,52.8,16.3,100.60
2016-17,pre-season,DEN,8,4,4,389,100.0,99.5,0.5,16.0,28.8,79.9,54.5,17.4,102.90
2016-17,pre-season,MIA,8,4,4,384,103.2,97.7,5.6,16.8,19.5,77.7,50.1,15.8,101.20
2016-17,pre-season,WAS,7,4,3,346,102.4,95.4,7.0,17.1,23.3,78.6,50.1,14.1,100.50
2016-17,pre-season,POR,7,4,3,341,100.2,100.2,0.0,15.8,20.0,79.1,50.7,16.2,99.90
2016-17,pre-season,TOR,7,4,3,336,106.1,104.3,1.8,13.9,25.6,76.5,50.2,14.9,97.90
2016-17,pre-season,PHX,6,4,2,288,95.9,95.1,0.8,12.9,28.0,72.7,49.6,17.3,108.00
2016-17,pre-season,NYK,6,4,2,288,104.6,102.8,1.8,18.2,29.2,75.5,51.0,17.3,104.10
2016-17,pre-season,MEM,6,4,2,298,100.8,95.8,5.0,14.8,21.1,77.1,47.4,13.8,102.90
2016-17,pre-season,SAS,6,4,2,288,95.7,91.8,3.9,17.0,21.1,75.9,50.3,18.2,101.50
2016-17,pre-season,CHI,7,3,4,341,101.0,98.5,2.5,17.5,24.7,80.2,52.8,16.7,101.80
2016-17,pre-season,CHA,7,3,4,341,90.2,97.3,-7.2,14.5,20.9,78.2,49.0,15.5,100.20
2016-17,pre-season,IND,6,3,3,288,103.9,102.2,1.6,17.5,22.4,79.6,49.9,13.1,103.20
2016-17,pre-season,OKC,6,3,3,293,102.1,101.3,0.8,15.4,26.2,76.7,52.5,19.3,102.80
2016-17,pre-season,SAC,6,3,3,288,104.7,100.7,4.1,18.4,20.9,78.1,51.9,21.0,102.50
2016-17,pre-season,LAC,6,3,3,288,92.0,102.5,-10.5,16.8,14.8,80.0,45.9,18.8,100.00
2016-17,pre-season,UTA,6,3,3,288,99.1,95.9,3.2,14.2,23.4,80.5,53.3,18.9,98.70
2016-17,pre-season,DET,6,3,3,288,97.4,92.8,4.7,16.5,23.8,79.5,51.8,17.4,96.70
2016-17,pre-season,MIL,6,3,3,288,92.3,99.0,-6.7,15.0,24.1,73.6,48.3,17.8,97.30
2016-17,pre-season,LAL,8,2,6,389,99.6,100.9,-1.3,16.0,21.1,73.6,46.7,16.0,104.90
2016-17,pre-season,PHI,7,2,5,346,91.6,101.8,-10.2,14.0,22.2,79.6,50.2,19.5,102.20
2016-17,pre-season,ORL,7,2,5,341,95.8,103.0,-7.2,15.2,21.9,80.8,50.3,18.6,101.60
2016-17,pre-season,DAL,7,2,5,336,95.7,104.7,-9.0,15.2,24.2,73.1,47.8,15.4,98.20
2016-17,pre-season,CLE,6,2,4,288,98.6,103.2,-4.5,18.5,12.6,77.6,45.3,15.2,103.20
2016-17,pre-season,BKN,6,1,5,288,96.3,106.0,-9.7,16.2,15.9,73.3,44.2,17.2,104.90
2016-17,pre-season,NOP,6,1,5,293,100.5,105.4,-4.9,18.2,17.5,73.9,48.6,15.2,103.20
2016-17,pre-season,-,1,1,0,53,127.2,122.8,4.5,20.7,31.4,70.7,52.6,21.5,101.10
2016-17,pre-season,-,1,0,1,48,85.0,118.5,-33.5,13.4,13.6,71.4,44.1,19.0,110.60
2016-17,pre-season,-,1,0,1,48,89.0,125.1,-36.1,13.5,28.0,77.8,45.5,22.2,107.90
2016-17,pre-season,-,1,0,1,48,92.9,96.0,-3.1,19.1,17.1,78.6,44.4,24.0,95.80
2016-17,pre-season,-,1,0,1,48,116.0,134.8,-18.8,21.3,36.1,66.7,50.0,18.8,90.50
2016-17,regular-season,GSW,82,67,15,3956,113.2,101.8,11.4,21.4,22.8,74.9,50.5,14.4,101.90
2016-17,regular-season,SAS,82,61,21,3961,108.8,101.4,7.4,18.2,24.0,77.6,51.4,13.9,96.20
2016-17,regular-season,HOU,82,55,27,3956,111.8,106.2,5.6,18.1,24.6,75.8,50.2,14.7,102.60
2016-17,regular-season,BOS,82,53,29,3951,108.6,105.9,2.6,18.9,21.2,75.3,48.5,13.3,99.10
2016-17,regular-season,CLE,82,51,31,3976,110.9,107.7,3.2,17.2,21.9,75.8,49.7,13.7,98.50
2016-17,regular-season,LAC,82,51,31,3951,110.3,105.9,4.4,17.3,21.5,76.9,49.9,13.1,98.20
2016-17,regular-season,TOR,82,51,31,3956,109.8,105.5,4.3,14.6,25.0,76.3,50.7,13.0,96.80
2016-17,regular-season,UTA,82,51,31,3951,107.4,103.2,4.2,16.3,23.2,78.9,51.8,14.5,93.40
2016-17,regular-season,WAS,82,49,33,3971,108.5,106.7,1.8,17.7,24.1,75.5,49.9,14.1,99.80
2016-17,regular-season,OKC,82,47,35,3961,105.0,104.2,0.7,15.6,27.9,79.0,53.4,14.8,100.90
2016-17,regular-season,ATL,82,43,39,3976,102.3,103.2,-0.8,17.5,23.6,76.1,50.3,15.7,99.80
2016-17,regular-season,MEM,82,43,39,3981,104.7,104.2,0.5,16.6,24.8,77.5,50.4,13.5,94.90
2016-17,regular-season,IND,82,42,40,3971,106.2,106.4,-0.2,17.2,21.2,75.5,48.7,13.9,98.10
2016-17,regular-season,MIL,82,42,40,3956,106.9,107.1,-0.2,18.6,21.5,75.4,48.8,14.4,96.40
2016-17,regular-season,POR,82,41,41,3986,107.8,108.3,-0.5,16.1,23.0,76.8,49.8,13.7,98.80
2016-17,regular-season,CHI,82,41,41,3956,104.6,104.1,0.4,17.0,27.0,76.8,51.7,13.8,97.90
2016-17,regular-season,MIA,82,41,41,3956,105.2,104.1,1.1,16.3,24.2,76.4,50.0,13.7,97.60
2016-17,regular-season,DEN,82,40,42,3951,110.0,109.5,0.5,18.3,27.3,78.7,53.2,14.7,101.20
2016-17,regular-season,DET,82,37,45,3961,103.3,104.4,-1.1,16.2,24.1,81.2,51.6,12.1,97.50
2016-17,regular-season,CHA,82,36,46,3966,106.4,106.2,0.2,17.7,19.9,79.6,49.5,11.7,97.80
2016-17,regular-season,NOP,82,34,48,3981,103.3,105.4,-2.1,17.2,18.5,76.8,47.5,12.7,99.90
2016-17,regular-season,DAL,82,33,49,3956,103.7,106.8,-3.1,16.9,18.1,77.6,46.4,12.6,93.90
2016-17,regular-season,SAC,82,32,50,3976,104.6,108.5,-3.9,17.4,21.0,76.3,48.9,14.9,97.30
2016-17,regular-season,NYK,82,31,51,3971,104.7,108.4,-3.7,16.3,26.6,74.1,50.3,13.9,98.80
2016-17,regular-season,MIN,82,31,51,3961,108.1,109.2,-1.1,17.8,27.2,75.9,51.2,14.4,97.00
2016-17,regular-season,ORL,82,29,53,3961,101.2,107.8,-6.6,16.8,21.6,77.4,48.7,13.3,99.20
2016-17,regular-season,PHI,82,28,54,3966,100.7,106.2,-5.6,17.6,22.4,75.3,48.8,16.4,101.00
2016-17,regular-season,LAL,82,26,56,3941,103.4,110.3,-6.8,15.7,25.0,75.8,49.5,15.0,101.00
2016-17,regular-season,PHX,82,24,58,3966,103.9,109.3,-5.4,14.5,26.0,76.4,50.5,14.9,102.90
2016-17,regular-season,BKN,82,20,62,3951,101.9,108.4,-6.5,16.0,19.6,76.1,48.2,15.9,103.40
2016-17,playoffs,GSW,17,16,1,816,116.3,103.2,13.2,20.2,22.4,76.6,51.4,13.3,102.50
2016-17,playoffs,CLE,18,13,5,864,118.1,110.0,8.1,17.0,23.6,76.1,51.2,13.3,98.40
2016-17,playoffs,BOS,18,9,9,869,108.5,111.5,-3.0,20.2,22.2,71.5,46.0,13.9,96.40
2016-17,playoffs,SAS,16,8,8,778,110.3,109.2,1.0,16.2,29.1,78.5,52.8,13.1,95.80
2016-17,playoffs,WAS,13,7,6,629,106.9,106.9,0.0,16.9,26.6,76.2,51.3,13.6,100.30
2016-17,playoffs,HOU,11,6,5,533,107.2,106.1,1.2,15.0,22.7,71.7,47.8,13.9,99.50
2016-17,playoffs,UTA,11,4,7,528,104.1,109.1,-5.0,16.4,16.8,81.3,48.9,12.9,94.00
2016-17,playoffs,TOR,10,4,6,480,101.3,107.2,-6.0,16.1,17.3,81.3,49.6,13.5,95.50
2016-17,playoffs,LAC,7,3,4,336,106.2,107.5,-1.2,15.6,19.9,82.0,50.1,13.2,92.00
2016-17,playoffs,ATL,6,2,4,288,103.5,104.7,-1.1,16.5,26.4,77.3,51.8,15.7,101.90
2016-17,playoffs,CHI,6,2,4,288,102.6,109.9,-7.3,15.8,29.6,78.5,54.5,16.3,94.10
2016-17,playoffs,MIL,6,2,4,288,100.7,101.4,-0.7,17.4,19.1,80.6,47.6,14.4,92.50
2016-17,playoffs,MEM,6,2,4,293,107.3,116.6,-9.3,16.2,20.3,73.9,47.0,12.6,88.20
2016-17,playoffs,OKC,5,1,4,240,104.3,112.9,-8.6,15.0,26.0,74.8,49.0,12.8,99.90
2016-17,playoffs,POR,4,0,4,192,96.3,113.4,-17.1,12.0,20.6,81.0,48.6,14.5,105.40
2016-17,playoffs,IND,4,0,4,192,111.0,115.1,-4.1,17.0,28.3,75.2,51.4,13.5,98.00
2016-17,all-star,-,1,1,0,48,130.8,124.0,6.8,27.1,27.3,82.1,55.0,11.6,146.80
2016-17,all-star,-,1,0,1,48,123.2,129.9,-6.8,21.4,17.9,72.7,45.0,12.9,147.80
2017-18,pre-season,POR,6,5,1,288,110.0,93.7,16.2,15.1,25.2,79.4,52.9,14.5,104.70
2017-18,pre-season,UTA,5,5,0,240,109.0,89.8,19.2,18.8,24.8,81.8,54.2,17.8,103.10
2017-18,pre-season,DAL,6,4,2,288,100.5,96.0,4.6,16.9,20.5,82.5,51.6,16.5,102.10
2017-18,pre-season,WAS,5,4,1,236,107.5,99.4,8.1,17.9,24.7,80.8,53.4,17.6,103.10
2017-18,pre-season,HOU,5,4,1,240,110.9,92.4,18.5,19.9,19.6,82.7,51.9,17.9,101.60
2017-18,pre-season,BOS,4,4,0,192,102.9,92.0,10.9,16.9,22.3,81.2,50.5,13.8,103.30
2017-18,pre-season,MIA,6,3,3,288,93.7,99.2,-5.5,15.5,18.7,76.3,47.8,17.5,105.80
2017-18,pre-season,CHI,6,3,3,283,97.8,105.1,-7.3,19.6,17.3,85.8,50.2,17.7,104.10
2017-18,pre-season,ORL,6,3,3,288,96.3,94.2,2.1,18.0,19.5,77.1,48.4,15.7,102.80
2017-18,pre-season,MEM,5,3,2,240,97.9,89.2,8.6,16.2,21.8,85.0,53.8,16.7,106.50
2017-18,pre-season,TOR,5,3,2,240,104.0,97.9,6.1,17.0,20.2,83.7,51.6,18.8,105.30
2017-18,pre-season,DEN,5,3,2,240,99.9,100.3,-0.4,17.8,20.4,77.2,47.6,16.8,105.90
2017-18,pre-season,SAS,5,3,2,235,110.2,102.1,8.1,19.8,23.5,78.1,53.6,18.1,97.90
2017-18,pre-season,BKN,4,3,1,192,103.4,93.8,9.6,15.4,21.0,80.2,51.4,17.8,109.50
2017-18,pre-season,IND,4,3,1,192,102.1,94.5,7.6,17.9,18.5,81.2,50.2,16.5,101.60
2017-18,pre-season,OKC,4,3,1,192,94.5,90.8,3.7,14.5,22.9,79.5,52.0,19.1,100.80
2017-18,pre-season,LAL,6,2,4,288,94.8,98.9,-4.1,17.9,19.4,80.1,51.0,19.1,104.70
2017-18,pre-season,PHI,5,2,3,240,97.9,98.4,-0.5,17.3,15.1,78.5,48.9,16.5,110.10
2017-18,pre-season,LAC,5,2,3,240,97.3,99.5,-2.2,17.1,16.3,76.4,47.2,20.2,108.00
2017-18,pre-season,PHX,5,2,3,240,99.8,102.6,-2.8,14.4,17.9,72.0,48.1,18.1,107.20
2017-18,pre-season,ATL,5,2,3,240,92.1,94.8,-2.7,16.8,18.0,78.2,47.7,18.4,104.20
2017-18,pre-season,CHA,5,2,3,240,98.1,98.7,-0.6,14.9,21.2,81.2,50.3,16.2,103.60
2017-18,pre-season,DET,5,2,3,240,105.5,105.3,0.2,17.7,25.7,83.7,53.3,13.9,98.00
2017-18,pre-season,GSW,4,2,2,192,110.7,105.6,5.1,19.1,29.9,74.3,51.5,16.3,103.00
2017-18,pre-season,MIN,3,2,1,144,102.7,104.9,-2.2,17.6,26.5,76.7,50.4,19.0,106.80
2017-18,pre-season,SAC,6,1,5,288,92.9,102.8,-9.9,15.4,20.4,75.5,46.7,17.6,97.60
2017-18,pre-season,CLE,5,1,4,240,94.5,101.2,-6.7,17.5,19.6,79.9,49.8,19.8,104.90
2017-18,pre-season,NOP,4,1,3,187,96.9,108.5,-11.6,15.6,15.7,80.2,47.0,17.0,105.70
2017-18,pre-season,MIL,4,1,3,192,99.7,107.0,-7.3,19.8,17.8,73.6,46.9,18.0,99.80
2017-18,pre-season,NYK,5,0,5,240,92.4,106.5,-14.2,14.3,19.7,80.7,48.4,19.3,105.70
2017-18,pre-season,-,3,0,3,144,80.0,114.2,-34.2,11.8,23.2,75.2,45.3,21.3,103.30
2017-18,pre-season,-,1,0,1,48,75.4,132.5,-57.0,12.6,4.5,78.4,38.3,27.6,108.70
2017-18,pre-season,-,1,0,1,48,90.3,110.6,-20.4,13.6,31.0,81.8,52.9,14.6,103.00
2017-18,pre-season,-,1,0,1,44,94.7,119.9,-25.3,11.9,22.0,64.3,39.1,11.6,103.30
2017-18,pre-season,SAC,1,0,1,48,81.8,106.4,-24.6,10.7,16.3,78.4,45.0,19.7,101.50
2017-18,pre-season,-,1,0,1,48,91.8,92.9,-1.1,13.5,34.8,68.0,52.1,18.4,92.60
2017-18,regular-season,HOU,82,65,17,3951,112.2,103.8,8.5,16.5,21.3,79.9,50.8,13.8,99.70
2017-18,regular-season,TOR,82,59,23,3966,111.0,103.2,7.7,18.1,23.0,77.7,50.9,13.3,99.90
2017-18,regular-season,GSW,82,58,24,3946,112.3,106.4,5.9,21.1,21.1,76.3,50.6,15.3,100.80
2017-18,regular-season,BOS,82,55,27,3961,105.3,101.6,3.6,17.2,21.5,78.4,50.3,14.2,98.20
2017-18,regular-season,PHI,82,52,30,3956,107.4,103.0,4.4,19.3,25.3,78.6,52.9,16.1,101.70
2017-18,regular-season,CLE,82,50,32,3946,110.6,109.6,0.9,17.7,20.1,77.3,49.1,13.7,100.00
2017-18,regular-season,POR,82,49,33,3951,106.1,103.5,2.6,15.1,23.3,79.1,51.4,13.6,99.10
2017-18,regular-season,NOP,82,48,34,3991,107.7,106.4,1.3,19.2,20.0,76.7,49.4,14.4,102.30
2017-18,regular-season,OKC,82,48,34,3966,107.6,104.2,3.4,15.9,27.7,77.4,51.7,14.0,99.50
2017-18,regular-season,IND,82,48,34,3951,107.2,105.8,1.4,17.0,22.7,76.2,49.6,13.5,98.10
2017-18,regular-season,UTA,82,48,34,3951,106.2,101.8,4.4,17.3,21.5,79.8,51.0,15.0,97.70
2017-18,regular-season,MIN,82,47,35,3961,110.8,108.5,2.3,17.2,24.4,76.4,50.1,12.6,98.20
2017-18,regular-season,SAS,82,47,35,3946,105.5,102.6,3.0,17.5,23.7,78.6,51.0,13.5,97.10
2017-18,regular-season,DEN,82,46,36,3976,109.6,108.1,1.5,18.4,25.7,77.5,51.7,14.9,99.40
2017-18,regular-season,MIL,82,44,38,3966,107.8,108.1,-0.3,17.8,20.4,75.9,48.3,14.0,98.00
2017-18,regular-season,MIA,82,44,38,3986,104.5,104.0,0.5,17.3,21.5,79.0,50.2,14.5,97.70
2017-18,regular-season,WAS,82,43,39,3971,106.9,106.3,0.6,18.7,23.5,77.1,50.3,14.6,98.80
2017-18,regular-season,LAC,82,42,40,3941,107.7,107.7,0.0,16.7,23.5,76.1,50.1,14.5,101.10
2017-18,regular-season,DET,82,39,43,3961,104.9,105.0,-0.1,17.3,22.7,78.5,50.0,13.6,98.30
2017-18,regular-season,CHA,82,36,46,3956,107.0,106.7,0.3,16.3,22.2,80.7,51.0,12.5,100.60
2017-18,regular-season,LAL,82,35,47,3981,104.2,105.7,-1.5,17.2,23.6,77.7,50.9,15.2,102.60
2017-18,regular-season,NYK,82,29,53,3966,104.1,107.7,-3.5,17.4,24.1,76.7,50.5,14.7,99.60
2017-18,regular-season,BKN,82,28,54,3971,104.3,108.0,-3.7,17.5,21.0,77.0,48.7,14.9,101.30
2017-18,regular-season,CHI,82,27,55,3971,101.3,108.2,-6.9,17.4,20.6,80.6,49.4,13.8,100.70
2017-18,regular-season,SAC,82,27,55,3951,101.1,108.3,-7.1,16.7,21.4,77.6,48.3,14.0,97.40
2017-18,regular-season,ORL,82,25,57,3946,102.8,107.6,-4.8,17.6,20.0,75.6,47.6,14.4,100.40
2017-18,regular-season,ATL,82,24,58,3941,102.4,107.8,-5.4,17.8,21.1,76.2,48.7,15.4,100.80
2017-18,regular-season,DAL,82,24,58,3961,104.1,107.2,-3.1,17.6,18.0,78.9,47.4,12.5,97.60
2017-18,regular-season,MEM,82,22,60,3941,101.8,108.2,-6.4,16.8,22.4,76.5,48.8,15.3,97.40
2017-18,regular-season,PHX,82,21,61,3941,100.8,109.9,-9.1,15.8,22.5,76.5,49.0,15.3,102.90
2017-18,playoffs,GSW,21,16,5,1013,111.9,101.8,10.1,19.5,21.8,77.6,51.1,13.0,98.20
2017-18,playoffs,CLE,22,12,10,1066,106.5,108.4,-1.8,15.5,23.5,79.4,50.8,13.4,94.00
2017-18,playoffs,BOS,19,11,8,922,105.1,104.4,0.7,16.8,20.4,79.5,49.3,12.1,95.40
