SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2023-24,Pre+Season,IND,Indiana Pacers,3,2,1,4.0,0.7,1.3,1.3,4.7,2.0,1.3,2.0,4.7
2023-24,Pre+Season,MIA,Miami Heat,5,2,3,2.6,1.8,1.0,0.4,3.6,1.4,1.0,0.4,1.6
2023-24,Pre+Season,MIN,Minnesota Timberwolves,2,2,0,1.4,0.0,2.5,0.0,1.0,0.0,1.0,0.0,2.0
2023-24,Pre+Season,SAS,San Antonio Spurs,4,2,2,1.7,0.5,0.5,0.5,1.0,0.5,0.5,0.0,1.5
2023-24,Pre+Season,UTA,Utah Jazz,4,2,2,3.4,0.5,1.5,0.5,3.5,1.3,0.0,1.8,2.5
2023-24,Pre+Season,BOS,Boston Celtics,2,1,1,2.3,2.5,3.5,1.0,5.0,0.0,1.0,0.5,2.0
2023-24,Pre+Season,BKN,Brooklyn Nets,2,1,1,4.8,2.5,1.0,1.0,3.0,4.0,2.0,2.0,8.0
2023-24,Pre+Season,CHA,Charlotte Hornets,3,1,2,3.4,0.7,1.0,0.0,1.3,4.3,0.7,2.3,3.3
2023-24,Pre+Season,CHI,Chicago Bulls,3,1,2,6.6,2.3,2.0,0.7,8.7,0.0,1.7,2.3,4.0
2023-24,Pre+Season,DEN,Denver Nuggets,2,1,1,7.6,0.0,1.0,2.0,5.0,1.5,1.0,1.0,9.0
2023-24,Pre+Season,LAC,LA Clippers,2,1,1,2.5,0.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0
2023-24,Pre+Season,LAL,Los Angeles Lakers,3,1,2,3.7,2.3,2.0,2.0,4.7,2.0,0.7,0.7,4.0
2023-24,Pre+Season,MEM,Memphis Grizzlies,4,1,3,4.8,1.5,1.0,1.5,4.0,0.5,1.5,1.0,5.5
2023-24,Pre+Season,NOP,New Orleans Pelicans,2,1,1,1.3,2.0,1.0,2.5,1.0,0.0,0.0,1.5,0.0
2023-24,Pre+Season,NYK,New York Knicks,2,1,1,0.5,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0
2023-24,Pre+Season,OKC,Oklahoma City Thunder,4,1,3,2.8,1.5,0.5,0.8,2.0,0.0,1.0,0.0,2.5
2023-24,Pre+Season,ORL,Orlando Magic,2,1,1,1.5,0.0,0.0,1.5,0.0,2.0,1.0,2.5,1.0
2023-24,Pre+Season,PHI,Philadelphia 76ers,2,1,1,2.0,0.0,2.0,0.5,2.0,2.5,3.5,1.0,5.0
2023-24,Pre+Season,PHX,Phoenix Suns,2,1,1,3.8,3.0,0.0,0.0,4.0,0.0,1.0,0.5,3.0
2023-24,Pre+Season,Real Madrid,Real Madrid,1,1,0,4.1,0.0,0.0,2.0,6.0,1.0,3.0,0.0,2.0
2023-24,Pre+Season,SAC,Sacramento Kings,3,1,2,5.5,0.0,0.7,0.0,3.3,0.0,2.0,0.0,4.0
2023-24,Pre+Season,TOR,Toronto Raptors,1,1,0,5.1,0.0,3.0,4.0,4.0,2.0,2.0,0.0,4.0
2023-24,Pre+Season,WAS,Washington Wizards,1,1,0,2.6,6.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0
2023-24,Pre+Season,CLE,Cleveland Cavaliers,3,0,3,1.2,0.0,0.0,0.0,2.0,2.7,0.0,0.7,2.7
2023-24,Pre+Season,DAL,Dallas Mavericks,2,0,2,3.4,0.5,2.5,0.0,3.0,0.0,1.0,1.0,4.0
2023-24,Pre+Season,POR,Portland Trail Blazers,1,0,1,3.5,5.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0
2023-24,Regular+Season,CHI,Chicago Bulls,44,27,17,4.8,2.0,1.3,0.8,5.1,1.3,1.4,0.5,3.6
2023-24,Regular+Season,DEN,Denver Nuggets,40,26,14,3.4,1.1,1.2,0.6,4.0,1.1,0.7,0.8,3.0
2023-24,Regular+Season,GSW,Golden State Warriors,48,24,24,3.3,1.6,1.0,0.4,3.0,1.0,1.3,0.9,2.9
2023-24,Regular+Season,LAL,Los Angeles Lakers,33,24,9,4.4,1.2,1.1,0.7,3.8,0.9,1.3,0.6,3.8
2023-24,Regular+Season,OKC,Oklahoma City Thunder,38,24,14,3.4,1.4,1.0,0.6,3.6,1.0,1.3,0.8,2.6
2023-24,Regular+Season,DAL,Dallas Mavericks,32,23,9,3.3,1.2,1.4,0.7,3.1,0.7,0.5,0.7,2.4
2023-24,Regular+Season,MIL,Milwaukee Bucks,40,23,17,3.7,1.5,1.1,0.8,2.9,1.2,0.9,0.7,3.5
2023-24,Regular+Season,LAC,LA Clippers,40,22,18,3.1,1.1,1.3,0.9,2.7,1.3,1.1,0.4,2.7
2023-24,Regular+Season,MIA,Miami Heat,42,22,20,3.6,1.0,1.1,0.5,2.1,0.9,0.8,0.6,2.8
2023-24,Regular+Season,ATL,Atlanta Hawks,47,21,26,3.7,1.1,1.3,0.5,2.9,0.9,1.3,0.6,3.8
2023-24,Regular+Season,BOS,Boston Celtics,33,21,12,3.9,1.3,1.1,0.6,3.3,1.0,1.3,0.3,2.5
2023-24,Regular+Season,MIN,Minnesota Timberwolves,36,21,15,4.1,0.7,1.0,0.3,2.7,1.5,1.3,0.8,3.3
2023-24,Regular+Season,ORL,Orlando Magic,35,21,14,3.8,1.0,1.1,0.6,3.1,0.9,0.9,0.3,3.4
2023-24,Regular+Season,CLE,Cleveland Cavaliers,42,20,22,3.7,1.1,1.1,0.6,2.9,1.3,1.0,0.6,3.0
2023-24,Regular+Season,PHX,Phoenix Suns,41,20,21,3.5,1.0,0.8,0.6,2.6,1.0,1.1,0.3,3.5
2023-24,Regular+Season,SAC,Sacramento Kings,39,20,19,4.4,1.4,1.1,0.6,4.2,1.7,0.8,0.7,3.9
2023-24,Regular+Season,IND,Indiana Pacers,37,18,19,3.5,1.2,1.1,0.5,3.8,1.2,1.2,0.5,3.9
2023-24,Regular+Season,PHI,Philadelphia 76ers,36,18,18,3.7,1.5,1.4,0.7,3.3,1.1,1.5,0.3,3.4
2023-24,Regular+Season,HOU,Houston Rockets,40,17,23,3.7,1.3,1.3,0.6,3.3,0.8,1.7,0.4,4.0
2023-24,Regular+Season,NYK,New York Knicks,33,17,16,3.3,1.4,1.7,0.6,3.6,0.5,1.0,0.3,2.5
2023-24,Regular+Season,POR,Portland Trail Blazers,37,17,20,4.1,1.0,1.6,0.4,4.1,2.1,1.5,0.9,4.3
2023-24,Regular+Season,TOR,Toronto Raptors,42,17,25,3.6,0.7,1.0,0.7,3.6,1.0,1.2,0.4,3.4
2023-24,Regular+Season,UTA,Utah Jazz,33,16,17,4.0,0.9,1.5,0.6,3.6,1.1,1.3,0.4,2.9
2023-24,Regular+Season,BKN,Brooklyn Nets,35,15,20,4.6,1.3,1.1,0.7,4.1,1.2,1.6,1.2,3.8
2023-24,Regular+Season,CHA,Charlotte Hornets,35,15,20,3.6,1.3,1.3,0.7,3.5,1.0,1.3,0.3,4.3
2023-24,Regular+Season,MEM,Memphis Grizzlies,36,15,21,3.6,1.3,1.2,0.4,3.7,1.4,1.5,0.9,3.1
2023-24,Regular+Season,NOP,New Orleans Pelicans,29,14,15,3.2,0.7,1.3,0.3,3.4,1.5,1.4,0.5,2.3
2023-24,Regular+Season,SAS,San Antonio Spurs,41,13,28,3.8,1.0,1.1,0.8,3.3,1.5,1.0,0.8,3.9
2023-24,Regular+Season,WAS,Washington Wizards,37,9,28,3.1,0.4,0.7,0.5,2.5,1.3,1.2,0.5,3.9
2023-24,Regular+Season,DET,Detroit Pistons,35,8,27,3.3,0.7,1.1,0.5,2.3,1.5,0.9,0.7,3.0
2023-24,Playoffs,BOS,Boston Celtics,6,6,0,4.0,2.5,1.2,0.3,4.0,1.7,0.3,0.8,1.7
2023-24,Playoffs,DAL,Dallas Mavericks,11,6,5,4.1,0.9,1.7,0.6,2.4,1.1,0.7,0.4,3.6
2023-24,Playoffs,NYK,New York Knicks,8,6,2,4.8,1.6,2.0,0.5,3.3,1.3,2.0,1.0,4.0
2023-24,Playoffs,MIN,Minnesota Timberwolves,7,4,3,3.5,1.1,1.4,0.1,3.1,1.7,1.9,0.4,2.6
2023-24,Playoffs,DEN,Denver Nuggets,5,3,2,2.5,0.2,1.0,0.0,3.2,0.6,1.6,1.0,5.2
2023-24,Playoffs,OKC,Oklahoma City Thunder,5,3,2,4.2,1.2,0.8,0.8,2.8,1.4,2.0,1.2,2.4
2023-24,Playoffs,IND,Indiana Pacers,7,2,5,5.7,2.1,1.7,1.3,3.7,3.1,1.0,0.9,4.3
2023-24,Playoffs,CLE,Cleveland Cavaliers,3,1,2,3.7,0.7,0.0,0.7,2.7,1.3,3.0,0.0,2.7
2023-24,Playoffs,LAC,LA Clippers,2,1,1,3.5,1.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0
2023-24,Playoffs,ORL,Orlando Magic,2,1,1,4.9,2.0,3.5,0.0,3.0,1.0,0.0,1.0,4.0
2023-24,Playoffs,PHI,Philadelphia 76ers,5,1,4,5.3,1.2,2.2,0.8,4.0,1.2,2.4,0.4,3.6
2023-24,Playoffs,LAL,Los Angeles Lakers,3,0,3,3.0,0.7,0.0,1.3,5.3,0.0,1.7,0.0,4.0
2023-24,Playoffs,MIL,Milwaukee Bucks,1,0,1,10.2,3.0,0.0,2.0,6.0,1.0,5.0,0.0,6.0
2023-24,Playoffs,NOP,New Orleans Pelicans,2,0,2,2.9,2.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-24,Playoffs,PHX,Phoenix Suns,1,0,1,3.5,3.0,6.0,0.0,2.0,4.0,0.0,0.0,4.0
2023-24,PlayIn,LAL,Los Angeles Lakers,1,1,0,5.2,2.0,4.0,0.0,4.0,0.0,0.0,2.0,14.0
2023-24,PlayIn,PHI,Philadelphia 76ers,1,1,0,5.0,6.0,5.0,3.0,6.0,0.0,5.0,0.0,8.0
2023-24,PlayIn,MIA,Miami Heat,1,0,1,5.0,0.0,5.0,0.0,8.0,6.0,5.0,3.0,6.0
2023-24,PlayIn,NOP,New Orleans Pelicans,1,0,1,5.2,0.0,0.0,2.0,14.0,2.0,4.0,0.0,4.0
2023-24,IST,IND,Indiana Pacers,6,6,0,3.5,1.2,1.8,0.0,5.0,1.0,0.2,0.0,2.7
2023-24,IST,MIL,Milwaukee Bucks,4,3,1,4.5,0.5,1.3,0.0,4.5,2.0,1.8,1.3,5.5
2023-24,IST,MIN,Minnesota Timberwolves,3,3,0,3.5,0.7,2.0,0.7,1.3,0.7,0.0,0.0,2.7
2023-24,IST,SAC,Sacramento Kings,3,3,0,2.4,1.7,1.0,0.0,1.3,0.0,0.7,0.0,0.7
2023-24,IST,BKN,Brooklyn Nets,2,2,0,3.9,0.0,0.0,1.5,3.0,0.0,0.0,0.0,3.0
2023-24,IST,GSW,Golden State Warriors,4,2,2,3.9,1.0,0.5,0.8,2.5,2.5,1.3,0.5,2.0
2023-24,IST,LAL,Los Angeles Lakers,2,2,0,5.2,0.5,1.5,0.5,3.0,0.0,0.0,0.0,7.0
2023-24,IST,NOP,New Orleans Pelicans,3,2,1,3.0,0.7,1.0,0.7,3.3,3.3,3.3,0.0,2.0
2023-24,IST,ATL,Atlanta Hawks,2,1,1,4.9,2.0,0.5,1.5,5.0,0.0,1.0,1.0,6.0
2023-24,IST,BOS,Boston Celtics,2,1,1,4.8,0.0,0.0,0.0,5.0,1.0,2.0,0.5,4.0
2023-24,IST,CHA,Charlotte Hornets,2,1,1,4.0,1.5,3.0,1.5,4.0,0.0,1.0,0.0,2.0
2023-24,IST,CLE,Cleveland Cavaliers,2,1,1,7.3,1.0,3.5,0.0,5.0,3.5,2.5,2.0,8.0
2023-24,IST,DAL,Dallas Mavericks,1,1,0,2.9,2.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0
2023-24,IST,DEN,Denver Nuggets,2,1,1,4.7,2.5,4.0,0.0,8.0,2.0,1.0,1.0,4.0
2023-24,IST,HOU,Houston Rockets,3,1,2,4.1,2.7,2.7,0.0,2.0,1.3,1.3,0.7,4.7
2023-24,IST,LAC,LA Clippers,3,1,2,3.5,1.3,0.7,0.7,2.7,1.0,2.7,0.0,5.3
2023-24,IST,MIA,Miami Heat,3,1,2,3.8,1.0,0.7,0.0,2.0,0.7,2.0,0.7,2.7
2023-24,IST,NYK,New York Knicks,2,1,1,3.7,1.5,0.0,1.0,5.0,0.0,0.0,0.0,2.0
2023-24,IST,ORL,Orlando Magic,1,1,0,5.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,6.0
2023-24,IST,PHX,Phoenix Suns,3,1,2,4.4,0.0,0.7,0.0,4.7,0.3,1.7,0.3,2.0
2023-24,IST,POR,Portland Trail Blazers,1,1,0,6.4,7.0,4.0,2.0,6.0,3.0,2.0,3.0,6.0
2023-24,IST,UTA,Utah Jazz,2,1,1,3.5,1.0,2.0,2.0,2.0,0.0,1.5,0.0,0.0
2023-24,IST,CHI,Chicago Bulls,2,0,2,5.0,1.0,0.0,0.0,6.0,1.0,1.0,1.5,4.0
2023-24,IST,DET,Detroit Pistons,2,0,2,2.5,0.0,1.0,1.0,2.0,0.0,1.0,1.5,2.0
2023-24,IST,MEM,Memphis Grizzlies,2,0,2,5.3,1.5,1.5,1.5,3.0,4.5,3.0,3.0,5.0
2023-24,IST,OKC,Oklahoma City Thunder,3,0,3,3.5,1.3,0.0,0.0,4.0,1.3,2.0,1.0,2.7
2023-24,IST,PHI,Philadelphia 76ers,2,0,2,6.3,3.5,2.5,2.0,6.0,2.0,3.5,0.0,7.0
2023-24,IST,SAS,San Antonio Spurs,3,0,3,0.9,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.3
2023-24,IST,TOR,Toronto Raptors,2,0,2,4.0,0.5,1.0,0.5,2.0,0.0,0.0,0.0,4.0
2023-24,IST,WAS,Washington Wizards,2,0,2,4.4,0.0,0.0,2.5,4.0,1.5,2.5,1.5,8.0
2024-25,Pre+Season,CHI,Chicago Bulls,5,3,2,5.7,2.4,3.2,1.2,5.6,2.0,1.2,3.0,6.0
2024-25,Pre+Season,MEM,Memphis Grizzlies,4,3,1,3.2,1.5,2.5,0.8,3.0,1.3,0.5,1.0,2.0
2024-25,Pre+Season,MIA,Miami Heat,4,3,1,3.9,3.5,1.0,1.8,3.0,2.8,0.8,0.5,2.0
2024-25,Pre+Season,NYK,New York Knicks,4,3,1,3.4,0.8,1.3,0.0,3.0,1.8,0.5,0.5,3.0
2024-25,Pre+Season,UTA,Utah Jazz,4,3,1,2.2,0.3,0.5,0.3,0.5,1.3,1.5,1.0,4.5
2024-25,Pre+Season,BOS,Boston Celtics,3,2,1,2.7,1.7,0.0,0.0,1.3,0.7,1.0,1.7,2.7
2024-25,Pre+Season,GSW,Golden State Warriors,2,2,0,4.6,0.5,2.5,1.5,4.0,1.5,1.5,0.0,3.0
2024-25,Pre+Season,LAL,Los Angeles Lakers,3,2,1,4.7,2.3,1.0,2.0,3.3,2.0,1.7,0.0,6.0
2024-25,Pre+Season,OKC,Oklahoma City Thunder,3,2,1,3.9,1.3,0.0,0.0,3.3,2.0,1.7,0.0,4.0
2024-25,Pre+Season,PHX,Phoenix Suns,3,2,1,4.7,2.0,1.7,0.0,6.0,1.3,1.0,1.3,2.0
2024-25,Pre+Season,SAS,San Antonio Spurs,4,2,2,2.3,0.3,1.3,0.5,4.0,1.3,0.5,0.8,1.0
2024-25,Pre+Season,TOR,Toronto Raptors,3,2,1,1.6,0.0,0.7,1.0,1.3,1.3,0.0,0.0,2.0
2024-25,Pre+Season,ATL,Atlanta Hawks,2,1,1,5.0,1.5,2.5,0.5,4.0,3.5,0.0,2.0,4.0
2024-25,Pre+Season,CHA,Charlotte Hornets,4,1,3,4.5,2.5,0.5,0.5,2.0,3.5,2.0,0.8,4.0
2024-25,Pre+Season,DEN,Denver Nuggets,3,1,2,2.5,0.7,0.3,0.7,2.0,1.0,0.0,0.0,0.7
2024-25,Pre+Season,HOU,Houston Rockets,2,1,1,3.2,1.5,2.5,0.0,4.0,0.0,0.0,0.0,3.0
2024-25,Pre+Season,IND,Indiana Pacers,3,1,2,3.6,4.0,1.7,1.7,4.7,0.0,1.7,0.3,2.0
2024-25,Pre+Season,LAC,LA Clippers,2,1,1,4.8,2.0,1.0,0.0,6.0,0.5,2.5,0.5,2.0
2024-25,Pre+Season,MIL,Milwaukee Bucks,2,1,1,3.6,1.0,1.0,1.0,3.0,1.5,0.0,1.5,3.0
2024-25,Pre+Season,MIN,Minnesota Timberwolves,4,1,3,2.6,0.5,0.8,1.5,2.5,1.0,1.0,0.5,2.0
2024-25,Pre+Season,NOP,New Orleans Pelicans,2,1,1,4.4,2.5,1.0,2.5,5.0,3.0,0.5,1.0,5.0
2024-25,Pre+Season,WAS,Washington Wizards,1,1,0,5.1,2.0,0.0,2.0,8.0,0.0,3.0,0.0,8.0
2024-25,Pre+Season,BKN,Brooklyn Nets,1,0,1,1.1,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
2024-25,Pre+Season,CLE,Cleveland Cavaliers,2,0,2,6.6,2.5,1.0,3.0,6.0,4.0,6.0,1.5,9.0
2024-25,Pre+Season,DAL,Dallas Mavericks,2,0,2,2.7,0.0,1.0,2.0,2.0,0.0,4.0,1.0,3.0
2024-25,Pre+Season,ORL,Orlando Magic,2,0,2,3.1,2.0,0.0,0.0,4.0,1.5,1.0,2.5,4.0
2024-25,Pre+Season,PHI,Philadelphia 76ers,1,0,1,3.6,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0
2024-25,Pre+Season,POR,Portland Trail Blazers,1,0,1,4.4,1.0,0.0,1.0,2.0,3.0,2.0,0.0,8.0
2024-25,Pre+Season,SAC,Sacramento Kings,2,0,2,4.5,3.5,3.5,1.0,4.0,1.0,1.0,2.0,4.0
2024-25,Regular+Season,CLE,Cleveland Cavaliers,38,26,12,3.6,1.1,1.0,0.7,3.2,1.1,0.9,0.7,2.7
2024-25,Regular+Season,HOU,Houston Rockets,44,26,18,3.6,1.5,1.3,0.5,3.0,1.2,1.2,0.5,3.0
2024-25,Regular+Season,GSW,Golden State Warriors,45,25,20,3.2,0.9,1.4,0.4,2.7,1.1,0.5,0.9,2.6
2024-25,Regular+Season,BOS,Boston Celtics,35,24,11,4.0,1.1,1.4,0.6,3.2,0.9,1.3,0.6,3.7
2024-25,Regular+Season,IND,Indiana Pacers,38,24,14,4.4,1.6,1.0,1.3,4.2,1.4,0.9,0.7,3.8
2024-25,Regular+Season,MIL,Milwaukee Bucks,41,24,17,3.9,1.8,0.7,0.9,3.0,1.4,0.9,0.8,2.5
2024-25,Regular+Season,LAL,Los Angeles Lakers,39,23,16,3.0,0.8,0.6,0.5,2.8,0.9,0.7,0.6,2.9
2024-25,Regular+Season,ATL,Atlanta Hawks,41,21,20,3.9,1.4,1.4,0.9,3.9,1.3,0.8,0.7,3.1
2024-25,Regular+Season,DEN,Denver Nuggets,37,21,16,4.0,1.4,1.3,1.2,4.7,1.2,1.0,0.8,3.9
2024-25,Regular+Season,DET,Detroit Pistons,44,21,23,3.4,1.2,0.8,1.0,3.0,1.7,1.1,0.6,3.3
2024-25,Regular+Season,PHX,Phoenix Suns,40,21,19,3.5,1.1,1.0,0.5,2.1,1.0,1.3,0.7,3.6
2024-25,Regular+Season,DAL,Dallas Mavericks,40,20,20,3.5,1.3,1.5,0.6,3.4,1.1,1.9,0.4,3.9
2024-25,Regular+Season,MIN,Minnesota Timberwolves,46,20,26,3.8,1.3,1.3,0.6,3.0,1.5,1.1,1.1,3.5
2024-25,Regular+Season,LAC,LA Clippers,37,19,18,3.7,1.2,1.0,0.6,3.1,1.4,0.6,0.9,2.6
2024-25,Regular+Season,MEM,Memphis Grizzlies,37,19,18,3.6,1.4,1.0,0.7,3.6,1.2,1.1,0.5,3.1
2024-25,Regular+Season,NYK,New York Knicks,31,19,12,5.2,2.3,1.2,1.4,5.8,1.9,1.6,0.9,3.5
2024-25,Regular+Season,SAC,Sacramento Kings,42,19,23,4.3,1.5,1.4,1.0,4.0,1.0,1.2,0.8,3.2
2024-25,Regular+Season,ORL,Orlando Magic,35,18,17,3.4,1.4,1.2,0.7,2.7,0.8,1.0,0.6,2.6
2024-25,Regular+Season,BKN,Brooklyn Nets,38,17,21,3.8,0.8,1.0,0.4,2.7,1.9,1.4,0.8,3.7
2024-25,Regular+Season,CHI,Chicago Bulls,34,17,17,3.5,1.2,1.1,0.9,3.1,1.2,0.8,0.9,3.8
2024-25,Regular+Season,SAS,San Antonio Spurs,37,17,20,3.7,1.5,0.9,1.0,3.0,1.6,1.4,0.9,3.6
2024-25,Regular+Season,OKC,Oklahoma City Thunder,24,16,8,2.8,1.2,0.9,0.5,2.3,0.8,1.2,0.4,1.9
2024-25,Regular+Season,PHI,Philadelphia 76ers,36,15,21,3.7,1.3,0.8,0.9,2.6,1.3,1.2,0.6,3.3
2024-25,Regular+Season,POR,Portland Trail Blazers,33,15,18,3.7,0.9,1.3,0.7,3.9,1.6,0.7,1.1,3.0
2024-25,Regular+Season,CHA,Charlotte Hornets,38,14,24,4.0,1.1,2.1,0.4,3.3,1.8,1.6,1.0,3.8
2024-25,Regular+Season,MIA,Miami Heat,42,14,28,4.7,1.4,1.2,0.5,3.4,1.5,1.6,0.8,4.2
2024-25,Regular+Season,NOP,New Orleans Pelicans,34,14,20,3.8,1.5,1.2,0.9,3.8,1.1,1.6,0.9,3.1
2024-25,Regular+Season,WAS,Washington Wizards,29,13,16,2.9,1.2,0.4,0.9,2.7,0.8,1.0,0.6,3.7
2024-25,Regular+Season,TOR,Toronto Raptors,32,10,22,4.0,1.3,0.9,1.1,4.1,1.3,1.3,1.0,3.4
2024-25,Regular+Season,UTA,Utah Jazz,33,8,25,4.1,1.2,1.8,0.7,3.8,1.5,1.6,1.2,4.2
2024-25,Playoffs,IND,Indiana Pacers,11,9,2,3.5,2.6,2.7,0.8,3.6,0.3,0.9,0.2,2.4
2024-25,Playoffs,NYK,New York Knicks,11,7,4,4.5,1.3,1.2,0.5,3.6,1.7,0.5,0.6,2.9
2024-25,Playoffs,OKC,Oklahoma City Thunder,10,6,4,3.6,0.7,0.9,0.4,3.0,0.8,1.5,0.5,2.0
2024-25,Playoffs,DEN,Denver Nuggets,8,4,4,4.4,1.4,1.3,0.9,3.0,1.8,1.4,0.6,4.3
2024-25,Playoffs,MIN,Minnesota Timberwolves,5,4,1,3.5,1.8,2.2,0.8,3.2,0.0,0.0,0.0,0.8
2024-25,Playoffs,GSW,Golden State Warriors,4,3,1,2.5,0.0,0.5,0.0,2.0,0.5,1.0,0.5,1.0
2024-25,Playoffs,DET,Detroit Pistons,5,2,3,4.3,1.0,0.4,0.4,3.6,2.2,0.8,0.8,3.6
2024-25,Playoffs,LAC,LA Clippers,4,2,2,4.7,2.5,1.0,1.3,4.0,2.3,2.0,0.5,3.5
2024-25,Playoffs,BOS,Boston Celtics,5,1,4,4.1,0.6,0.8,0.8,2.0,0.6,1.8,0.4,3.6
2024-25,Playoffs,CLE,Cleveland Cavaliers,4,1,3,2.1,1.3,0.5,0.0,2.0,1.5,2.5,1.0,3.0
2024-25,Playoffs,ORL,Orlando Magic,2,1,1,3.2,0.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0
2024-25,Playoffs,HOU,Houston Rockets,3,0,3,2.3,0.0,0.0,0.0,0.7,0.0,0.7,0.0,2.7
2024-25,Playoffs,LAL,Los Angeles Lakers,3,0,3,3.5,0.0,0.0,0.0,0.7,1.3,0.7,0.7,4.0
2024-25,Playoffs,MEM,Memphis Grizzlies,2,0,2,3.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
2024-25,Playoffs,MIA,Miami Heat,1,0,1,4.2,0.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0
2024-25,Playoffs,MIL,Milwaukee Bucks,2,0,2,6.1,0.0,2.0,0.0,2.0,4.5,4.0,2.0,8.0
2024-25,PlayIn,GSW,Golden State Warriors,1,1,0,5.0,5.0,0.0,0.0,0.0,4.0,5.0,1.0,2.0
2024-25,PlayIn,MIA,Miami Heat,1,1,0,7.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,10.0
2024-25,PlayIn,ATL,Atlanta Hawks,1,0,1,7.0,0.0,0.0,0.0,10.0,6.0,2.0,0.0,6.0
2024-25,PlayIn,MEM,Memphis Grizzlies,1,0,1,5.0,4.0,5.0,1.0,2.0,5.0,0.0,0.0,0.0
2024-25,IST,BOS,Boston Celtics,4,3,1,2.4,0.0,0.5,1.0,3.5,0.0,2.3,0.0,2.0
2024-25,IST,GSW,Golden State Warriors,5,3,2,2.5,1.6,0.4,0.0,1.2,1.2,0.4,0.4,1.2
2024-25,IST,MIL,Milwaukee Bucks,3,3,0,4.9,0.0,0.0,0.3,3.3,2.3,1.3,1.7,2.7
2024-25,IST,DAL,Dallas Mavericks,3,2,1,4.1,0.0,2.3,2.0,3.3,2.3,2.3,0.0,3.3
2024-25,IST,DEN,Denver Nuggets,4,2,2,2.7,1.0,1.3,0.5,1.5,0.8,0.5,0.8,2.5
2024-25,IST,DET,Detroit Pistons,2,2,0,4.0,0.5,0.0,0.0,2.0,5.5,1.5,1.5,4.0
2024-25,IST,HOU,Houston Rockets,2,2,0,6.1,3.0,1.0,2.0,5.0,2.0,4.0,0.0,3.0
2024-25,IST,MIN,Minnesota Timberwolves,3,2,1,8.0,1.7,3.0,0.0,6.0,2.0,1.7,2.0,6.7
2024-25,IST,NYK,New York Knicks,2,2,0,3.5,2.0,1.0,1.0,6.0,0.0,4.5,0.0,1.0
2024-25,IST,ATL,Atlanta Hawks,2,1,1,4.8,0.0,3.5,0.0,5.0,0.0,0.0,1.0,3.0
2024-25,IST,BKN,Brooklyn Nets,2,1,1,3.9,0.0,2.5,0.0,4.0,0.0,4.5,0.0,4.0
2024-25,IST,CLE,Cleveland Cavaliers,2,1,1,1.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
2024-25,IST,LAL,Los Angeles Lakers,2,1,1,5.1,1.0,0.0,0.0,4.0,3.0,1.0,2.5,6.0
2024-25,IST,NOP,New Orleans Pelicans,2,1,1,1.8,1.5,0.0,0.0,1.0,0.0,0.5,0.0,1.0
2024-25,IST,OKC,Oklahoma City Thunder,1,1,0,4.9,3.0,2.0,3.0,6.0,0.0,0.0,0.0,4.0
2024-25,IST,ORL,Orlando Magic,2,1,1,3.1,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0
2024-25,IST,PHI,Philadelphia 76ers,2,1,1,3.0,2.5,0.0,2.0,4.0,3.5,2.0,2.5,3.0
2024-25,IST,TOR,Toronto Raptors,2,1,1,1.8,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2024-25,IST,CHA,Charlotte Hornets,3,0,3,4.6,1.7,5.7,1.0,3.3,3.0,0.7,2.0,8.0
2024-25,IST,CHI,Chicago Bulls,2,0,2,1.2,0.0,0.0,0.0,0.0,0.0,2.0,1.5,2.0
2024-25,IST,IND,Indiana Pacers,1,0,1,1.4,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2024-25,IST,LAC,LA Clippers,1,0,1,5.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0
2024-25,IST,MEM,Memphis Grizzlies,3,0,3,1.5,0.0,0.7,0.0,0.7,0.0,1.7,1.0,0.0
2024-25,IST,MIA,Miami Heat,2,0,2,5.5,6.0,2.5,3.0,6.0,0.5,0.0,0.0,1.0
2024-25,IST,SAC,Sacramento Kings,1,0,1,10.0,2.0,3.0,2.0,8.0,2.0,2.0,0.0,10.0
