SEASON,SEASON_TYPE,TEAM_ABB,TEAM_NAME,GP,W,L,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
2020-21,Regular+Season,DAL,Dallas Mavericks,33,18,15,3.1,0.6,0.8,0.1,2.5,0.8,1.1,0.9,2.7
2020-21,Regular+Season,DEN,Denver Nuggets,31,18,13,4.7,1.6,1.1,0.6,4.8,1.4,0.9,0.9,4.1
2020-21,Regular+Season,MIA,Miami Heat,34,18,16,3.6,1.0,0.9,0.8,2.6,1.1,1.5,0.2,3.2
2020-21,Regular+Season,MIN,Minnesota Timberwolves,39,18,21,3.6,1.1,0.9,0.2,3.2,1.4,1.3,0.6,3.9
2020-21,Regular+Season,BOS,Boston Celtics,43,17,26,3.5,1.3,0.9,0.9,3.3,1.0,0.8,0.8,2.6
2020-21,Regular+Season,NOP,New Orleans Pelicans,39,17,22,4.1,1.3,1.2,0.9,3.7,1.4,0.9,0.6,3.9
2020-21,Regular+Season,UTA,Utah Jazz,30,17,13,3.0,1.0,1.2,0.9,2.8,0.8,0.9,0.2,2.1
2020-21,Regular+Season,GSW,Golden State Warriors,32,16,16,3.5,1.1,1.3,0.2,3.6,1.2,1.3,0.6,3.1
2020-21,Regular+Season,LAC,LA Clippers,34,16,18,2.5,0.8,0.6,0.2,1.6,1.0,1.2,0.4,2.4
2020-21,Regular+Season,OKC,Oklahoma City Thunder,30,16,14,3.5,1.2,1.1,0.2,2.8,1.6,0.9,0.6,2.9
2020-21,Regular+Season,SAS,San Antonio Spurs,38,16,22,4.4,1.1,0.7,0.6,4.3,1.3,1.3,0.3,4.1
2020-21,Regular+Season,CHI,Chicago Bulls,35,14,21,3.6,1.2,1.2,0.7,3.3,1.4,0.8,0.7,3.0
2020-21,Regular+Season,MIL,Milwaukee Bucks,28,13,15,3.5,1.0,1.0,0.4,3.0,1.1,0.8,0.6,2.8
2020-21,Regular+Season,ORL,Orlando Magic,30,13,17,3.2,1.0,0.7,0.4,2.7,1.3,1.1,0.5,3.1
2020-21,Regular+Season,CLE,Cleveland Cavaliers,26,11,15,4.1,1.6,0.7,0.3,3.7,1.4,1.2,1.1,4.1
2020-21,Regular+Season,TOR,Toronto Raptors,39,11,28,3.0,1.1,0.6,0.5,2.2,0.9,0.6,0.3,1.8
2020-21,Regular+Season,DET,Detroit Pistons,32,7,25,3.8,1.0,1.3,0.5,3.7,1.4,1.3,0.7,3.4
2020-21,Regular+Season,HOU,Houston Rockets,24,7,17,3.3,1.1,1.0,0.9,2.3,1.0,0.9,0.3,3.2
2020-21,Playoffs,MIL,Milwaukee Bucks,9,7,2,4.9,1.8,2.3,1.0,4.7,0.6,1.8,0.0,2.4
2020-21,Playoffs,ATL,Atlanta Hawks,9,6,3,3.5,0.4,1.6,0.2,3.1,1.4,1.6,0.2,3.3
2020-21,Playoffs,PHX,Phoenix Suns,8,4,4,2.7,0.4,0.3,0.0,2.5,1.4,0.9,0.9,2.0
2020-21,Playoffs,UTA,Utah Jazz,7,4,3,1.5,0.3,0.4,0.0,1.4,0.0,0.3,0.3,2.0
2020-21,Playoffs,DAL,Dallas Mavericks,4,3,1,3.0,1.5,0.8,0.0,1.5,0.5,0.0,0.0,0.5
2020-21,Playoffs,DEN,Denver Nuggets,4,3,1,3.8,1.3,1.3,0.0,2.0,1.3,0.5,0.8,2.0
2020-21,Playoffs,LAC,LA Clippers,11,3,8,2.6,0.5,0.4,0.2,1.3,0.7,0.5,0.0,2.2
2020-21,Playoffs,PHI,Philadelphia 76ers,7,2,5,3.2,1.4,1.0,0.0,2.3,0.9,0.9,0.6,3.1
2020-21,Playoffs,BOS,Boston Celtics,1,1,0,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-21,Playoffs,BKN,Brooklyn Nets,4,1,3,5.2,1.0,1.0,0.0,2.5,1.5,1.3,0.0,5.5
2020-21,Playoffs,LAL,Los Angeles Lakers,1,1,0,2.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
2020-21,Playoffs,MEM,Memphis Grizzlies,3,1,2,1.9,0.0,0.7,0.7,3.3,0.7,1.0,0.0,2.0
2020-21,Playoffs,NYK,New York Knicks,2,1,1,4.2,1.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0
2020-21,Playoffs,WAS,Washington Wizards,2,1,1,2.8,1.0,0.5,1.0,3.0,0.5,1.0,0.0,2.0
2020-21,Playoffs,MIA,Miami Heat,1,0,1,10.1,0.0,3.0,0.0,2.0,1.0,6.0,2.0,6.0
2020-21,Playoffs,POR,Portland Trail Blazers,3,0,3,5.1,1.7,0.7,1.0,2.7,1.7,1.7,0.0,2.7
2020-21,PlayIn,MEM,Memphis Grizzlies,2,2,0,5.0,3.5,2.0,0.0,6.0,0.0,1.5,0.0,2.0
2020-21,PlayIn,LAL,Los Angeles Lakers,1,1,0,5.1,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
2020-21,PlayIn,GSW,Golden State Warriors,2,0,2,6.1,0.0,1.5,0.0,3.0,4.5,1.0,0.0,6.0
2020-21,PlayIn,SAS,San Antonio Spurs,1,0,1,2.8,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0
2021-22,Pre+Season,GSW,Golden State Warriors,3,3,0,3.2,1.0,1.0,1.7,2.0,0.7,0.7,0.0,4.0
2021-22,Pre+Season,MIA,Miami Heat,3,3,0,2.5,1.7,4.0,0.0,4.0,0.0,0.0,0.7,2.0
2021-22,Pre+Season,BOS,Boston Celtics,3,2,1,4.3,1.0,1.7,1.3,2.7,2.7,1.3,1.7,2.7
2021-22,Pre+Season,BKN,Brooklyn Nets,2,2,0,4.5,1.0,2.0,0.0,4.0,0.0,0.5,0.5,4.0
2021-22,Pre+Season,CHI,Chicago Bulls,2,2,0,3.8,3.0,3.5,2.0,5.0,0.5,1.5,0.0,3.0
2021-22,Pre+Season,MIN,Minnesota Timberwolves,3,2,1,4.9,2.7,0.0,0.7,5.3,0.0,0.0,1.0,3.3
2021-22,Pre+Season,NYK,New York Knicks,2,2,0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-22,Pre+Season,ATL,Atlanta Hawks,2,1,1,4.2,3.5,0.0,0.0,5.0,0.0,1.0,0.0,0.0
2021-22,Pre+Season,CLE,Cleveland Cavaliers,2,1,1,4.2,0.5,2.5,0.0,2.0,2.5,3.5,0.0,5.0
2021-22,Pre+Season,DAL,Dallas Mavericks,1,1,0,0.7,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-22,Pre+Season,DEN,Denver Nuggets,5,1,4,5.8,0.6,1.4,0.6,3.2,2.2,0.6,1.4,5.2
2021-22,Pre+Season,DET,Detroit Pistons,2,1,1,2.1,1.5,2.0,0.0,1.0,0.0,0.0,0.0,1.0
2021-22,Pre+Season,HOU,Houston Rockets,2,1,1,2.8,2.0,2.0,2.0,3.0,1.5,0.0,0.0,1.0
2021-22,Pre+Season,IND,Indiana Pacers,1,1,0,5.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,4.0
2021-22,Pre+Season,LAC,LA Clippers,2,1,1,2.6,1.0,0.0,1.0,3.0,0.0,3.5,0.0,2.0
2021-22,Pre+Season,OKC,Oklahoma City Thunder,2,1,1,5.0,0.0,0.0,0.0,4.0,1.5,1.5,0.0,0.0
2021-22,Pre+Season,ORL,Orlando Magic,3,1,2,4.4,1.7,1.3,1.7,4.0,1.7,2.7,1.3,2.0
2021-22,Pre+Season,SAC,Sacramento Kings,1,1,0,1.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-22,Pre+Season,SAS,San Antonio Spurs,2,1,1,4.3,1.0,1.5,1.0,4.0,3.0,3.5,1.0,7.0
2021-22,Pre+Season,TOR,Toronto Raptors,2,1,1,4.2,3.5,0.0,1.0,3.0,0.0,0.0,0.0,3.0
2021-22,Pre+Season,UTA,Utah Jazz,1,1,0,4.7,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2021-22,Pre+Season,CHA,Charlotte Hornets,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0
2021-22,Pre+Season,LAL,Los Angeles Lakers,3,0,3,2.0,0.7,0.7,0.0,0.7,0.0,0.0,0.7,2.7
2021-22,Pre+Season,MEM,Memphis Grizzlies,3,0,3,4.2,0.7,0.0,0.0,2.0,2.7,0.0,1.3,6.7
2021-22,Pre+Season,MIL,Milwaukee Bucks,2,0,2,4.8,0.0,0.5,0.5,2.0,2.5,2.0,0.0,5.0
2021-22,Pre+Season,NOP,New Orleans Pelicans,1,0,1,1.2,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
2021-22,Pre+Season,PHI,Philadelphia 76ers,1,0,1,3.8,0.0,0.0,0.0,2.0,3.0,4.0,0.0,2.0
2021-22,Pre+Season,WAS,Washington Wizards,3,0,3,4.1,0.7,0.0,0.0,2.0,2.0,1.3,1.3,3.3
2021-22,Regular+Season,PHX,Phoenix Suns,42,33,9,3.1,1.3,1.0,0.5,3.4,0.9,0.9,0.2,2.4
2021-22,Regular+Season,TOR,Toronto Raptors,45,26,19,4.0,1.4,1.6,0.9,3.7,1.0,1.3,0.4,2.9
2021-22,Regular+Season,CHI,Chicago Bulls,41,25,16,3.4,0.9,1.0,0.5,3.2,0.9,1.0,0.4,3.0
2021-22,Regular+Season,WAS,Washington Wizards,40,25,15,4.0,1.0,1.0,0.3,3.0,1.3,1.1,0.4,3.3
2021-22,Regular+Season,LAC,LA Clippers,42,24,18,3.5,1.2,1.2,0.5,3.0,0.7,1.2,0.5,3.8
2021-22,Regular+Season,MIL,Milwaukee Bucks,41,24,17,3.0,1.0,1.0,0.6,2.5,0.9,0.8,0.1,2.1
2021-22,Regular+Season,PHI,Philadelphia 76ers,45,24,21,4.0,0.9,1.0,0.4,3.0,1.0,1.1,0.8,2.9
2021-22,Regular+Season,DEN,Denver Nuggets,40,23,17,4.0,1.2,1.4,0.5,3.7,1.2,0.9,1.0,3.8
2021-22,Regular+Season,GSW,Golden State Warriors,42,23,19,3.5,1.4,1.2,0.5,3.2,0.9,1.2,0.6,3.0
2021-22,Regular+Season,MIA,Miami Heat,38,23,15,3.5,1.2,0.7,0.3,1.9,1.2,0.7,0.6,2.1
2021-22,Regular+Season,BKN,Brooklyn Nets,42,22,20,3.9,1.0,1.5,0.4,3.2,0.7,0.9,0.4,3.0
2021-22,Regular+Season,CLE,Cleveland Cavaliers,46,22,24,3.4,1.2,1.4,0.3,2.9,1.3,0.9,0.5,3.0
2021-22,Regular+Season,DAL,Dallas Mavericks,38,22,16,3.4,0.8,0.8,0.2,3.1,1.0,1.0,0.4,3.0
2021-22,Regular+Season,LAL,Los Angeles Lakers,47,21,26,4.5,1.2,1.3,0.9,4.0,1.4,1.2,1.0,3.9
2021-22,Regular+Season,MEM,Memphis Grizzlies,32,21,11,3.9,1.5,1.6,1.0,3.9,1.0,1.3,0.7,3.6
2021-22,Regular+Season,MIN,Minnesota Timberwolves,38,20,18,3.3,1.1,0.9,0.8,2.4,0.9,1.4,0.8,2.8
2021-22,Regular+Season,CHA,Charlotte Hornets,37,19,18,4.4,1.5,0.9,0.7,3.7,0.8,1.5,0.6,3.6
2021-22,Regular+Season,ATL,Atlanta Hawks,38,18,20,3.5,0.8,1.0,0.2,2.6,0.9,0.9,0.4,3.4
2021-22,Regular+Season,DET,Detroit Pistons,44,18,26,3.3,0.7,0.9,0.1,2.7,1.3,1.2,0.5,2.8
2021-22,Regular+Season,NYK,New York Knicks,44,18,26,3.5,0.5,1.0,0.4,2.4,1.1,1.2,0.6,2.8
2021-22,Regular+Season,SAC,Sacramento Kings,40,17,23,3.9,1.4,1.1,0.7,3.3,1.4,1.0,0.5,4.1
2021-22,Regular+Season,UTA,Utah Jazz,40,17,23,3.5,1.4,1.1,0.7,3.2,1.0,0.8,0.6,2.9
2021-22,Regular+Season,OKC,Oklahoma City Thunder,38,16,22,3.9,1.2,0.7,0.7,3.9,1.2,1.4,0.3,3.7
2021-22,Regular+Season,SAS,San Antonio Spurs,39,15,24,3.8,0.9,1.2,0.5,3.0,1.0,1.5,0.1,3.7
2021-22,Regular+Season,NOP,New Orleans Pelicans,32,14,18,3.6,0.8,1.1,0.5,3.1,1.5,1.0,0.3,3.1
2021-22,Regular+Season,POR,Portland Trail Blazers,33,14,19,3.2,1.3,1.3,0.6,3.4,1.2,0.8,0.8,2.7
2021-22,Regular+Season,BOS,Boston Celtics,35,13,22,4.7,1.3,0.9,0.7,4.1,1.3,1.5,0.6,3.3
2021-22,Regular+Season,HOU,Houston Rockets,31,13,18,3.8,0.9,0.9,0.8,3.1,2.2,1.5,0.6,3.7
2021-22,Regular+Season,ORL,Orlando Magic,33,13,20,3.8,1.0,0.7,0.4,3.2,1.2,1.2,0.5,2.8
2021-22,Regular+Season,IND,Indiana Pacers,45,11,34,4.1,1.1,1.4,0.4,3.0,1.2,1.2,0.6,3.7
2021-22,Playoffs,BOS,Boston Celtics,12,7,5,2.7,0.5,0.7,0.4,2.0,1.3,0.5,0.3,1.3
2021-22,Playoffs,GSW,Golden State Warriors,9,6,3,3.8,1.4,1.4,0.6,3.6,1.6,0.4,0.6,4.4
2021-22,Playoffs,MEM,Memphis Grizzlies,8,4,4,4.1,1.0,1.9,0.8,5.5,0.6,0.6,0.5,2.5
2021-22,Playoffs,MIA,Miami Heat,7,4,3,2.6,1.3,0.9,0.0,1.1,0.4,0.4,0.0,1.1
2021-22,Playoffs,DAL,Dallas Mavericks,7,3,4,3.0,0.9,0.3,0.0,1.4,0.6,1.4,0.0,2.6
2021-22,Playoffs,MIL,Milwaukee Bucks,5,3,2,3.3,0.8,1.0,0.6,3.6,0.6,1.6,0.4,2.8
2021-22,Playoffs,PHX,Phoenix Suns,4,3,1,2.5,1.0,1.0,0.5,3.0,0.0,0.0,0.0,2.0
2021-22,Playoffs,MIN,Minnesota Timberwolves,5,2,3,3.5,0.4,0.0,0.0,1.6,0.0,2.2,0.8,3.2
2021-22,Playoffs,PHI,Philadelphia 76ers,2,2,0,5.4,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0
2021-22,Playoffs,UTA,Utah Jazz,5,2,3,4.1,0.8,2.0,0.0,3.6,1.2,0.4,0.0,2.0
2021-22,Playoffs,ATL,Atlanta Hawks,3,1,2,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0
2021-22,Playoffs,CHI,Chicago Bulls,2,1,1,3.2,1.0,2.0,0.0,3.0,0.5,1.5,0.0,4.0
2021-22,Playoffs,DEN,Denver Nuggets,3,1,2,4.7,1.0,0.0,0.0,4.0,3.0,1.3,0.3,5.3
2021-22,Playoffs,NOP,New Orleans Pelicans,3,1,2,3.4,0.0,0.0,0.0,2.7,1.3,1.3,0.7,4.0
2021-22,Playoffs,BKN,Brooklyn Nets,4,0,4,2.4,0.5,0.0,0.0,0.0,0.5,1.0,0.0,4.0
2021-22,Playoffs,TOR,Toronto Raptors,1,0,1,10.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0
2021-22,All+Star,Team LeBron,Team LeBron,1,1,0,12.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,8.0
2021-22,All+Star,Team Durant,Team Durant,1,0,1,12.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0
2021-22,PlayIn,ATL,Atlanta Hawks,1,1,0,4.5,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
2021-22,PlayIn,BKN,Brooklyn Nets,1,1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,PlayIn,MIN,Minnesota Timberwolves,1,1,0,4.2,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0
2021-22,PlayIn,NOP,New Orleans Pelicans,1,1,0,4.8,0.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0
2021-22,PlayIn,CLE,Cleveland Cavaliers,2,0,2,2.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
2021-22,PlayIn,LAC,LA Clippers,2,0,2,4.5,0.0,0.0,0.0,1.0,1.0,3.5,1.5,3.0
2022-23,Pre+Season,ORL,Orlando Magic,4,4,0,3.9,2.8,1.3,0.0,3.0,1.8,0.5,1.0,4.0
2022-23,Pre+Season,NOP,New Orleans Pelicans,3,3,0,3.1,3.0,3.0,0.0,5.3,0.7,1.0,1.0,3.3
2022-23,Pre+Season,GSW,Golden State Warriors,3,2,1,3.5,1.7,0.0,0.7,3.3,1.3,0.0,0.7,2.0
2022-23,Pre+Season,MIN,Minnesota Timberwolves,2,2,0,3.2,1.0,0.0,0.5,3.0,2.5,0.0,1.0,1.0
2022-23,Pre+Season,PHI,Philadelphia 76ers,2,2,0,4.2,1.5,2.5,1.0,6.0,2.0,2.0,2.0,5.0
2022-23,Pre+Season,TOR,Toronto Raptors,2,2,0,8.6,2.0,5.0,1.5,11.0,1.0,5.0,1.0,9.0
2022-23,Pre+Season,Adelaide 36ers,Adelaide 36ers,1,1,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,Pre+Season,CLE,Cleveland Cavaliers,3,1,2,3.4,1.3,1.3,1.3,4.0,0.7,1.3,0.0,4.7
2022-23,Pre+Season,DAL,Dallas Mavericks,2,1,1,2.7,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
2022-23,Pre+Season,DEN,Denver Nuggets,1,1,0,5.2,4.0,0.0,1.0,4.0,2.0,5.0,2.0,4.0
2022-23,Pre+Season,IND,Indiana Pacers,1,1,0,3.8,5.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
2022-23,Pre+Season,LAC,LA Clippers,2,1,1,4.4,4.0,3.5,1.0,2.0,1.0,0.0,1.0,4.0
2022-23,Pre+Season,LAL,Los Angeles Lakers,3,1,2,3.9,0.7,1.3,0.7,2.7,2.3,1.3,0.3,2.0
2022-23,Pre+Season,MEM,Memphis Grizzlies,3,1,2,3.7,3.3,0.7,2.0,4.7,1.0,0.7,1.0,2.7
2022-23,Pre+Season,MIA,Miami Heat,1,1,0,2.7,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0
2022-23,Pre+Season,OKC,Oklahoma City Thunder,2,1,1,4.7,2.0,0.0,0.0,3.0,1.0,2.5,1.0,5.0
2022-23,Pre+Season,PHX,Phoenix Suns,4,1,3,3.2,2.3,2.3,0.5,2.0,1.5,1.0,0.3,1.5
2022-23,Pre+Season,SAC,Sacramento Kings,1,1,0,2.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2022-23,Pre+Season,WAS,Washington Wizards,3,1,2,3.0,1.3,0.7,0.0,2.7,2.0,0.0,0.7,3.3
2022-23,Pre+Season,ATL,Atlanta Hawks,2,0,2,1.7,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0
2022-23,Pre+Season,BOS,Boston Celtics,2,0,2,8.6,1.0,5.0,1.0,9.0,2.0,5.0,1.5,11.0
2022-23,Pre+Season,CHA,Charlotte Hornets,2,0,2,3.5,1.0,1.0,0.0,2.0,2.5,2.5,1.0,5.0
2022-23,Pre+Season,CHI,Chicago Bulls,1,0,1,4.1,2.0,3.0,2.0,10.0,7.0,6.0,0.0,8.0
2022-23,Pre+Season,DET,Detroit Pistons,1,0,1,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0
2022-23,Pre+Season,MIL,Milwaukee Bucks,1,0,1,3.2,0.0,0.0,0.0,2.0,2.0,2.0,4.0,8.0
2022-23,Pre+Season,NYK,New York Knicks,1,0,1,3.8,0.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0
2022-23,Pre+Season,POR,Portland Trail Blazers,1,0,1,3.8,2.0,0.0,2.0,2.0,3.0,7.0,0.0,2.0
2022-23,Pre+Season,SAS,San Antonio Spurs,2,0,2,4.7,1.0,2.5,1.0,5.0,4.0,1.5,0.0,5.0
2022-23,Regular+Season,MIA,Miami Heat,54,32,22,4.0,1.7,1.1,0.6,3.4,0.8,0.9,0.4,3.4
2022-23,Regular+Season,MIN,Minnesota Timberwolves,48,28,20,3.9,1.4,1.1,0.4,3.2,1.0,1.0,0.5,3.1
2022-23,Regular+Season,PHI,Philadelphia 76ers,45,28,17,3.9,1.2,1.0,0.8,2.7,1.0,0.8,0.6,2.7
2022-23,Regular+Season,MIL,Milwaukee Bucks,35,27,8,3.7,0.7,1.2,0.3,3.1,1.4,0.8,0.5,3.0
2022-23,Regular+Season,DAL,Dallas Mavericks,55,26,29,4.2,1.1,0.8,0.4,3.0,1.0,1.4,0.5,3.1
2022-23,Regular+Season,IND,Indiana Pacers,48,25,23,3.4,1.2,1.0,0.6,3.0,0.9,1.2,0.5,2.6
2022-23,Regular+Season,SAC,Sacramento Kings,44,25,19,4.2,1.8,1.6,1.0,4.8,0.9,0.9,0.7,4.4
2022-23,Regular+Season,BOS,Boston Celtics,37,24,13,4.6,0.8,1.4,0.7,3.5,1.2,1.1,0.4,3.3
2022-23,Regular+Season,BKN,Brooklyn Nets,40,24,16,3.4,1.2,0.9,0.6,2.5,1.0,1.4,0.6,3.2
2022-23,Regular+Season,CLE,Cleveland Cavaliers,45,24,21,3.8,1.3,1.4,0.5,3.4,1.6,1.0,0.8,2.9
2022-23,Regular+Season,LAL,Los Angeles Lakers,44,23,21,3.9,0.9,1.2,0.8,4.3,0.5,1.4,0.6,3.9
2022-23,Regular+Season,NYK,New York Knicks,45,23,22,4.4,1.1,1.4,0.7,4.3,1.4,1.8,0.5,3.6
2022-23,Regular+Season,UTA,Utah Jazz,52,23,29,3.8,1.0,1.6,0.6,3.5,1.4,1.2,0.5,3.0
2022-23,Regular+Season,DEN,Denver Nuggets,37,22,15,3.8,1.2,1.0,0.3,3.0,1.1,0.9,0.5,3.1
2022-23,Regular+Season,LAC,LA Clippers,42,22,20,3.3,1.1,0.9,0.5,3.1,1.4,0.6,0.6,2.8
2022-23,Regular+Season,MEM,Memphis Grizzlies,36,21,15,3.0,1.0,1.6,0.5,3.4,0.9,0.6,0.9,2.8
2022-23,Regular+Season,ATL,Atlanta Hawks,43,20,23,4.3,1.1,1.0,0.8,4.2,1.7,1.3,1.0,4.8
2022-23,Regular+Season,CHA,Charlotte Hornets,43,20,23,3.8,0.9,1.3,0.6,3.7,1.4,1.2,0.5,3.8
2022-23,Regular+Season,GSW,Golden State Warriors,41,20,21,4.2,1.1,0.9,0.7,2.8,1.4,1.0,0.8,3.7
2022-23,Regular+Season,ORL,Orlando Magic,44,19,25,3.4,1.3,1.1,0.5,3.2,1.2,1.0,0.5,3.2
2022-23,Regular+Season,TOR,Toronto Raptors,44,19,25,3.7,1.3,1.2,0.4,3.5,1.0,0.8,0.6,3.1
2022-23,Regular+Season,NOP,New Orleans Pelicans,37,17,20,4.1,2.3,0.9,0.7,4.2,1.0,1.4,0.6,3.4
2022-23,Regular+Season,OKC,Oklahoma City Thunder,43,17,26,3.9,1.3,0.7,0.6,4.0,1.0,1.2,0.7,3.5
2022-23,Regular+Season,PHX,Phoenix Suns,36,17,19,4.0,1.3,1.6,0.2,2.9,1.4,1.2,0.5,3.9
2022-23,Regular+Season,HOU,Houston Rockets,40,16,24,3.3,0.9,0.9,0.5,2.7,1.8,0.6,0.7,2.9
2022-23,Regular+Season,CHI,Chicago Bulls,38,15,23,4.7,1.6,1.4,1.1,4.3,1.2,1.2,0.6,3.9
2022-23,Regular+Season,POR,Portland Trail Blazers,36,15,21,4.1,1.2,0.8,0.8,3.3,1.5,1.5,1.1,3.9
2022-23,Regular+Season,WAS,Washington Wizards,41,15,26,3.6,0.6,0.9,0.4,2.9,1.1,1.2,0.3,3.1
2022-23,Regular+Season,DET,Detroit Pistons,37,11,26,3.9,0.9,1.3,0.2,2.1,1.2,1.9,0.5,4.2
2022-23,Regular+Season,SAS,San Antonio Spurs,28,11,17,4.0,1.1,1.0,0.9,3.6,2.4,1.5,0.5,4.0
2022-23,Playoffs,DEN,Denver Nuggets,12,8,4,3.0,0.6,1.0,0.3,3.5,0.8,0.6,0.2,1.8
2022-23,Playoffs,MIA,Miami Heat,11,7,4,3.5,1.5,1.1,0.5,2.5,1.0,1.4,0.0,2.9
2022-23,Playoffs,BOS,Boston Celtics,11,5,6,3.6,0.7,1.1,0.3,3.1,1.4,1.4,0.3,2.0
2022-23,Playoffs,LAL,Los Angeles Lakers,7,4,3,4.5,1.1,1.0,0.9,3.4,1.7,0.1,0.9,2.9
2022-23,Playoffs,PHX,Phoenix Suns,6,4,2,2.6,1.8,0.5,0.8,2.3,0.5,1.2,0.5,1.7
2022-23,Playoffs,NYK,New York Knicks,5,3,2,3.0,1.0,3.0,0.0,2.4,2.0,0.4,0.8,3.2
2022-23,Playoffs,PHI,Philadelphia 76ers,5,3,2,4.8,1.6,2.4,1.4,4.0,1.6,1.8,1.0,3.6
2022-23,Playoffs,ATL,Atlanta Hawks,4,2,2,2.8,1.3,1.0,0.0,0.5,0.0,0.5,0.0,4.0
2022-23,Playoffs,GSW,Golden State Warriors,6,2,4,4.2,2.0,0.0,0.3,2.3,1.5,2.2,1.2,3.3
2022-23,Playoffs,SAC,Sacramento Kings,4,2,2,4.4,2.3,2.8,1.5,4.0,1.8,0.0,0.5,2.5
2022-23,Playoffs,LAC,LA Clippers,3,1,2,3.0,1.0,1.7,1.0,1.3,3.0,0.0,1.7,3.3
2022-23,Playoffs,MIN,Minnesota Timberwolves,4,1,3,3.2,1.5,0.5,0.0,3.0,1.0,1.8,0.5,5.0
2022-23,Playoffs,BKN,Brooklyn Nets,1,0,1,5.1,2.0,2.0,2.0,4.0,4.0,3.0,4.0,6.0
2022-23,Playoffs,CLE,Cleveland Cavaliers,1,0,1,4.3,4.0,2.0,4.0,8.0,0.0,7.0,0.0,2.0
2022-23,Playoffs,MEM,Memphis Grizzlies,2,0,2,6.4,3.0,0.0,2.0,4.0,3.0,2.5,1.5,8.0
2022-23,Playoffs,MIL,Milwaukee Bucks,2,0,2,6.2,1.0,1.0,0.0,5.0,2.0,4.0,3.0,6.0
2022-23,PlayIn,CHI,Chicago Bulls,2,1,1,4.7,0.0,0.0,0.0,3.0,0.0,3.5,0.0,4.0
2022-23,PlayIn,LAL,Los Angeles Lakers,1,1,0,10.1,7.0,2.0,0.0,6.0,2.0,0.0,2.0,4.0
2022-23,PlayIn,MIA,Miami Heat,1,1,0,4.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-23,PlayIn,OKC,Oklahoma City Thunder,1,1,0,5.0,4.0,6.0,2.0,6.0,0.0,2.0,0.0,2.0
2022-23,PlayIn,MIN,Minnesota Timberwolves,1,0,1,10.1,2.0,0.0,2.0,4.0,7.0,2.0,0.0,6.0
2022-23,PlayIn,NOP,New Orleans Pelicans,1,0,1,5.0,0.0,2.0,0.0,2.0,4.0,6.0,2.0,6.0
2022-23,PlayIn,TOR,Toronto Raptors,1,0,1,5.1,0.0,7.0,0.0,6.0,0.0,0.0,0.0,6.0
2023-24,Pre+Season,ATL,Atlanta Hawks,5,3,2,1.4,1.2,0.0,0.0,1.2,0.0,0.4,0.0,2.0
2023-24,Pre+Season,GSW,Golden State Warriors,4,3,1,4.5,1.0,1.8,0.0,3.0,1.0,1.0,1.0,4.0
2023-24,Pre+Season,MIL,Milwaukee Bucks,3,3,0,2.2,0.0,0.7,0.0,2.0,1.0,0.7,0.0,2.7
2023-24,Pre+Season,DET,Detroit Pistons,3,2,1,3.3,0.0,0.7,0.0,2.7,2.7,0.7,0.0,3.3
2023-24,Pre+Season,HOU,Houston Rockets,2,2,0,2.4,2.0,1.0,1.0,5.0,0.0,0.5,0.0,0.0
