SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,REB,REB_CONTEST,REB_CONTEST_PCT,REB_CHANCES,REB_CHANCE_PCT,REB_CHANCE_DEFER,REB_CHANCE_PCT_ADJ,AVG_REB_DIST
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Dwight Powell,203939,40,17,23,12.1,3.0,1.3,42.4,5.9,50.4,0.5,55.4,5.9
2024-25,Regular+Season,ATL,1610612737,Atlanta Hawks,Dyson Daniels,1630700,76,37,39,33.8,5.9,1.6,27.8,10.1,58.8,0.9,64.2,6.5
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,E.J. Liddell,1630604,4,2,2,8.5,2.3,1.3,55.6,4.0,56.3,0.3,60.0,13.8
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Elfrid Payton,203901,21,3,18,22.5,3.8,1.0,25.3,7.0,53.7,0.5,58.1,8.3
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,Elijah Harkless,1641989,9,1,8,15.0,2.3,0.9,38.1,3.9,60.0,0.3,65.6,8.9
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Emanuel Miller,1641801,3,2,1,6.1,2.7,1.0,37.5,4.0,66.7,0.3,72.7,7.7
2024-25,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Emoni Bates,1641734,2,1,1,22.0,3.5,0.5,14.3,9.0,38.9,2.0,50.0,5.6
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,Enrique Freeman,1642402,13,3,10,11.3,2.3,1.0,43.3,5.8,40.0,0.5,43.5,5.6
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Eric Gordon,201569,29,9,20,20.7,1.6,0.3,17.4,3.4,46.0,0.3,50.5,11.1
2024-25,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Evan Mobley,1630596,71,58,13,30.5,9.3,3.8,40.7,15.7,59.1,1.3,64.4,5.1
2024-25,Regular+Season,ORL,1610612753,Orlando Magic,Franz Wagner,1630532,60,33,27,33.7,5.7,1.0,18.1,9.6,59.4,0.7,64.0,9.0
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,Fred VanVleet,1627832,56,39,17,35.6,3.9,0.6,15.4,6.9,57.0,0.5,61.0,10.8
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,GG Jackson,1641713,26,17,9,16.6,3.5,0.8,22.8,6.0,59.0,0.4,63.4,6.5
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Gabe Vincent,1629216,50,34,16,22.0,1.8,0.3,16.3,4.0,46.5,0.4,51.7,12.7
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Garrett Temple,202066,13,5,8,13.4,2.2,0.5,24.1,3.9,56.9,0.2,60.4,7.0
2024-25,Regular+Season,ATL,1610612737,Atlanta Hawks,Garrison Mathews,1629726,37,18,19,19.3,2.4,0.5,20.7,4.0,59.2,0.2,62.6,8.9
2024-25,Regular+Season,ORL,1610612753,Orlando Magic,Gary Harris,203914,37,23,14,15.7,1.7,0.2,14.1,2.9,60.4,0.2,65.3,11.3
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Gary Payton II,1627780,57,31,26,15.3,3.2,1.2,37.8,5.9,54.6,0.6,60.7,5.5
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Gary Trent Jr.,1629018,63,36,27,25.9,2.7,0.4,16.1,4.2,63.2,0.3,68.3,9.2
2024-25,Regular+Season,ATL,1610612737,Atlanta Hawks,Georges Niang,1627777,72,52,20,21.8,3.8,1.1,29.0,7.2,52.2,0.8,58.2,7.3
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507,67,40,27,34.2,11.9,3.8,31.7,18.0,66.1,1.1,70.4,4.8
2024-25,Regular+Season,ORL,1610612753,Orlando Magic,Goga Bitadze,1629048,68,36,32,20.9,6.8,3.1,45.8,12.0,56.9,1.0,62.0,4.6
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Gradey Dick,1641711,53,15,38,29.3,3.6,1.1,29.5,6.3,58.0,0.5,63.1,8.6
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Grant Williams,1629684,16,6,10,29.9,5.1,2.1,41.5,11.2,45.8,1.9,55.0,5.4
2024-25,Regular+Season,PHX,1610612756,Phoenix Suns,Grayson Allen,1628960,61,29,32,24.2,3.2,0.6,18.6,5.3,59.9,0.3,63.6,9.5
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Guerschon Yabusele,1627824,70,23,47,27.1,5.6,2.1,37.2,12.0,47.2,1.0,51.5,5.9
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Gui Santos,1630611,47,30,17,15.2,3.7,1.3,35.5,7.3,50.4,0.7,56.2,7.0
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Harrison Barnes,203084,79,32,47,27.2,3.9,1.3,32.9,7.0,56.2,0.6,61.3,8.4
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Harrison Ingram,1631127,5,0,5,7.0,1.8,0.8,44.4,3.6,50.0,0.6,60.0,3.0
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Haywood Highsmith,1629312,69,35,34,25.3,3.7,1.0,27.0,6.7,54.5,0.5,58.6,8.2
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Herbert Jones,1630529,19,5,14,33.1,4.1,1.4,33.3,7.8,52.7,0.7,57.8,8.6
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,Hunter Tyson,1641816,33,20,13,10.4,2.4,0.9,39.7,3.8,61.4,0.2,65.5,7.2
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Immanuel Quickley,1630193,31,11,20,28.1,3.8,0.5,13.7,6.5,58.2,0.6,64.6,8.5
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Isaac Jones,1642403,26,9,17,9.4,2.2,1.1,49.1,4.7,46.3,0.5,51.4,5.0
2024-25,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Isaac Okoro,1630171,45,37,8,20.2,2.9,1.2,40.0,5.8,49.6,0.5,54.6,10.2
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,Isaiah Collier,1642268,67,13,54,26.7,3.5,0.5,14.5,6.3,55.3,0.6,60.7,9.2
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Isaiah Crawford,1642384,6,3,3,4.8,1.3,0.5,37.5,2.2,61.5,0.2,66.7,4.1
2024-25,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Isaiah Hartenstein,1628392,57,49,8,27.9,10.7,4.6,43.0,19.2,55.7,1.5,60.4,5.2
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,Isaiah Jackson,1630543,5,1,4,16.8,5.6,3.4,60.7,12.2,45.9,1.8,53.8,4.1
2024-25,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Isaiah Joe,1630198,67,58,9,22.2,2.9,0.6,20.9,5.7,50.9,0.7,58.0,9.6
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Isaiah Mobley,1630600,1,0,1,17.4,4.0,1.0,25.0,13.0,30.8,4.0,44.4,7.8
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Isaiah Stevens,1641815,1,1,0,1.7,2.0,0.0,0.0,2.0,100,0.0,100,12.3
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Isaiah Stewart,1630191,71,38,33,20.1,5.6,2.1,37.1,11.3,49.7,1.0,54.5,5.1
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Isaiah Wong,1631209,14,2,12,14.1,2.3,0.8,34.4,4.9,47.1,0.4,50.8,12.4
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,80,50,30,32.8,12.6,5.9,47.0,21.0,60.1,1.3,64.1,4.4
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,JD Davison,1631120,8,6,2,8.1,1.6,0.1,7.7,3.1,52.0,0.4,59.1,8.3
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,JT Thor,1630550,14,6,8,16.2,3.4,1.5,43.8,6.1,55.8,0.4,60.0,8.3
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Ja Morant,1629630,47,30,17,30.5,4.3,0.8,19.4,9.0,47.6,0.9,52.9,7.9
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Ja'Kobe Walter,1642266,47,18,29,21.8,3.4,1.0,30.0,6.3,53.9,0.6,59.5,9.5
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,Jabari Smith Jr.,1631095,57,40,17,30.1,7.0,2.3,32.8,11.9,59.0,1.0,64.3,5.6
2024-25,Regular+Season,POR,1610612757,Portland Trail Blazers,Jabari Walker,1631133,53,21,32,13.8,4.0,1.6,40.3,6.9,57.3,0.4,61.0,4.7
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,Jack McVeigh,1629098,3,1,2,7.3,1.7,1.0,60.0,3.7,45.5,0.3,50.0,6.8
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Jackson Rowe,1642050,5,3,2,10.1,2.2,0.8,36.4,3.6,61.1,0.2,64.7,7.3
2024-25,Regular+Season,ATL,1610612737,Atlanta Hawks,Jacob Toppin,1631210,10,8,2,6.1,1.5,0.6,40.0,2.8,53.6,0.2,57.7,4.2
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Jaden Hardy,1630702,39,18,21,18.6,2.3,0.4,16.9,4.2,54.3,0.3,58.9,9.9
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Jaden Ivey,1631093,29,14,15,30.4,4.3,0.9,21.8,8.2,51.9,0.6,55.9,10.6
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Jaden McDaniels,1630183,80,48,32,32.0,5.9,2.1,34.9,10.1,58.2,0.7,62.7,6.8
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,Jaden Springer,1630531,28,11,17,11.1,2.1,0.8,36.2,4.0,52.3,0.3,56.3,8.4
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Jae Crowder,203109,8,3,5,12.5,2.5,0.3,10.0,3.4,74.1,0.4,83.3,8.8
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,Jae'Sean Tate,1630256,42,30,12,12.9,2.8,1.0,36.8,5.3,52.2,0.5,58.2,7.5
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,Jahlil Okafor,1626143,1,0,1,3.4,1.0,1.0,100,3.0,33.3,2.0,100,4.4
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Jahmir Young,1642443,3,1,2,5.0,1.0,0.0,0.0,1.3,75.0,0.3,100,13.4
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Jaime Jaquez Jr.,1631170,62,28,34,21.6,4.7,1.5,31.7,8.5,55.2,0.9,62.0,6.4
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Jake LaRavia,1631222,63,38,25,20.8,4.1,1.2,29.7,7.4,55.6,0.5,60.0,6.9
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Jakob Poeltl,1627751,57,21,36,29.6,9.6,4.9,51.0,16.9,56.6,1.4,61.7,4.7
2024-25,Regular+Season,PHX,1610612756,Phoenix Suns,Jalen Bridges,1641779,3,0,3,4.5,1.3,0.3,25.0,1.3,100,0.0,100,14.6
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Jalen Brunson,1628973,63,39,24,35.4,2.9,0.4,13.9,5.7,50.4,0.5,55.0,10.6
2024-25,Regular+Season,DET,1610612765,Detroit Pistons,Jalen Duren,1631105,77,43,34,26.2,10.5,4.2,40.1,18.2,57.4,1.2,61.7,4.1
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,Jalen Green,1630224,80,52,28,33.2,4.7,1.1,23.9,8.1,58.4,0.6,63.1,7.8
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Jalen Hood-Schifino,1641720,12,2,10,23.4,2.3,0.5,22.2,4.2,54.0,0.6,62.8,7.2
2024-25,Regular+Season,ATL,1610612737,Atlanta Hawks,Jalen Johnson,1630552,36,18,18,35.7,10.0,2.6,26.2,15.8,63.0,1.2,68.0,5.2
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,Jalen Pickett,1629618,35,22,13,17.0,2.0,0.5,22.5,3.5,58.7,0.4,66.4,11.0
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Jalen Smith,1630188,64,28,36,15.0,5.6,2.4,43.7,9.6,58.3,0.7,63.2,4.6
2024-25,Regular+Season,ORL,1610612753,Orlando Magic,Jalen Suggs,1630591,34,19,15,29.2,4.1,1.1,25.5,7.9,52.6,0.4,55.1,7.9
2024-25,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Jalen Williams,1631114,69,55,14,32.4,5.3,1.1,20.9,9.8,54.7,0.8,59.8,7.3
2024-25,Regular+Season,BKN,1610612751,Brooklyn Nets,Jalen Wilson,1630592,75,25,50,26.2,3.6,1.3,35.2,7.1,50.8,0.6,55.1,7.9
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jamal Cain,1631288,28,2,26,16.5,3.0,0.8,24.7,5.4,56.3,0.3,59.4,7.3
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,Jamal Murray,1627750,64,40,24,36.3,4.0,0.9,23.3,7.7,52.0,0.7,57.5,8.8
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Jamal Shead,1642347,54,20,34,20.9,2.1,0.4,21.1,3.9,54.8,0.2,58.2,11.9
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Jamaree Bouyea,1631123,2,2,0,26.8,2.5,0.5,20.0,5.5,45.5,1.0,55.6,11.6
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,James Harden,201935,78,49,29,35.3,5.8,1.2,20.4,9.5,61.3,0.7,65.9,7.9
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,James Johnson,201949,4,1,3,4.1,1.5,0.3,16.7,2.0,75.0,0.3,85.7,6.0
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,James Wiseman,1630164,1,1,0,4.6,1.0,1.0,100,3.0,33.3,0.0,33.3,1.1
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Jamison Battle,1642419,51,19,32,19.1,3.1,0.9,29.1,5.6,55.6,0.5,61.0,7.4
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,Jarace Walker,1641716,60,35,25,17.5,3.8,1.0,26.2,5.5,69.4,0.3,73.9,5.9
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Jared Butler,1630215,41,4,37,20.7,2.7,0.5,19.1,4.9,55.3,0.5,61.8,9.5
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Jared McCain,1642272,21,6,15,25.5,2.7,0.7,26.8,6.0,44.8,0.3,47.5,8.2
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Jared Rhoden,1631197,10,6,4,20.2,4.2,1.5,35.7,5.6,75.0,0.4,80.8,6.7
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jaren Jackson Jr.,1628991,72,42,30,30.2,5.7,2.0,35.1,11.0,51.8,1.0,56.8,7.1
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jarred Vanderbilt,1629020,36,25,11,16.1,5.1,1.9,37.4,8.3,60.9,0.6,65.2,6.0
2024-25,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jarrett Allen,1628386,81,64,17,28.3,9.9,4.0,40.4,16.9,58.3,1.3,63.2,5.0
2024-25,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Javonte Green,1629750,62,20,42,19.9,3.5,1.2,33.9,6.7,52.8,0.5,57.1,7.0
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jaxson Hayes,1629637,55,37,18,19.6,4.9,2.1,42.8,8.9,55.2,0.7,59.8,6.0
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jay Huff,1630643,49,32,17,13.9,2.6,1.0,39.5,6.1,43.0,0.8,49.4,5.5
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Jaylen Brown,1627759,63,46,17,34.3,5.8,1.9,32.3,10.2,57.1,0.8,61.7,7.3
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Jaylen Clark,1641740,26,18,8,15.9,2.0,0.8,39.6,3.8,53.5,0.2,57.0,6.9
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,Jaylen Martin,1641798,12,1,11,19.3,3.7,1.0,27.3,6.3,58.7,0.7,65.7,7.1
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,Jaylen Nowell,1629669,5,1,4,26.0,4.0,1.0,25.0,7.8,51.3,0.2,52.6,9.8
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Jaylen Sims,1631301,4,0,4,19.3,1.5,0.3,16.7,4.0,37.5,0.5,42.9,12.0
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,Jaylen Wells,1642377,72,44,28,26.1,3.7,0.8,21.3,6.7,55.4,0.7,62.2,8.8
2024-25,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Jaylin Williams,1631119,46,39,7,16.9,5.7,2.2,38.5,9.1,62.7,0.7,67.9,5.7
2024-25,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Jaylon Tyson,1642281,33,26,7,11.9,2.9,1.1,36.5,4.8,60.4,0.2,63.6,6.4
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Jayson Tatum,1628369,71,52,19,36.4,8.7,1.7,20.0,13.0,66.8,0.8,71.0,6.0
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Jazian Gortman,1641789,4,2,2,8.4,1.3,0.0,0.0,2.3,55.6,0.3,62.5,9.3
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Jeff Dowtin Jr.,1630288,30,6,24,16.9,2.0,0.4,18.3,3.6,56.1,0.2,59.4,9.5
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,Jeff Green,201145,24,16,8,14.5,2.4,0.7,27.6,4.0,61.1,0.2,64.4,8.3
2024-25,Regular+Season,POR,1610612757,Portland Trail Blazers,Jerami Grant,203924,44,20,24,32.9,3.7,0.9,23.9,6.9,54.0,0.5,58.0,9.2
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jeremiah Robinson-Earl,1630526,63,17,46,19.5,5.0,1.7,34.3,9.2,54.5,0.8,59.8,5.8
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Jeremy Sochan,1631110,53,21,32,25.2,6.6,2.9,44.0,12.1,54.8,1.0,59.9,5.2
2024-25,Regular+Season,MIL,1610612749,Milwaukee Bucks,Jericho Sims,1630579,45,30,15,13.5,4.4,2.2,49.7,8.1,53.8,0.5,57.4,5.0
2024-25,Regular+Season,ORL,1610612753,Orlando Magic,Jett Howard,1641724,36,16,20,13.8,1.9,0.6,31.4,3.3,58.8,0.1,61.4,10.4
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Jevon Carter,1628975,21,8,13,12.1,1.9,0.1,7.7,3.1,59.1,0.1,60.9,10.1
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Jimmy Butler III,202710,54,36,18,32.2,5.5,1.9,35.5,9.8,56.1,0.9,62.1,6.8
2024-25,Regular+Season,HOU,1610612745,Houston Rockets,Jock Landale,1629111,39,23,16,12.4,3.5,1.6,46.7,7.2,48.8,0.5,52.3,5.6
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Joe Ingles,204060,7,4,3,10.8,1.6,0.0,0.0,2.4,64.7,0.3,73.3,8.3
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Joel Embiid,203954,19,8,11,30.2,8.2,3.4,41.3,14.0,58.3,1.1,63.0,5.7
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,John Collins,1628381,40,12,28,30.5,8.2,3.2,38.8,14.8,55.2,1.1,59.8,5.3
2024-25,Regular+Season,MEM,1610612763,Memphis Grizzlies,John Konchar,1629723,38,22,16,14.1,4.0,1.2,29.1,6.8,58.8,0.4,62.1,6.2
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,Johnny Davis,1631098,19,1,18,9.5,2.0,0.6,31.6,3.9,51.4,0.1,52.8,7.4
2024-25,Regular+Season,IND,1610612754,Indiana Pacers,Johnny Furphy,1642277,24,10,14,12.2,3.0,1.3,42.3,5.0,59.7,0.4,65.1,6.1
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,Johnny Juzang,1630548,58,12,46,20.7,3.2,0.7,21.7,6.3,50.7,0.4,54.6,8.6
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Jonas Valančiūnas,202685,81,23,58,18.8,7.7,3.2,41.3,12.9,59.8,1.0,65.0,3.9
2024-25,Regular+Season,ORL,1610612753,Orlando Magic,Jonathan Isaac,1628371,71,35,36,15.4,4.4,2.0,45.9,8.2,54.0,0.8,59.7,4.5
2024-25,Regular+Season,GSW,1610612744,Golden State Warriors,Jonathan Kuminga,1630228,47,28,19,24.3,4.6,1.3,29.0,8.2,56.5,0.6,60.6,6.3
2024-25,Regular+Season,TOR,1610612761,Toronto Raptors,Jonathan Mogbo,1642367,60,17,43,21.1,5.2,1.6,31.2,9.2,56.2,0.7,60.7,6.7
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,Jordan Clarkson,203903,33,9,24,26.7,3.6,0.8,21.2,6.7,53.2,0.7,59.0,10.2
2024-25,Regular+Season,LAL,1610612747,Los Angeles Lakers,Jordan Goodwin,1630692,29,17,12,18.7,3.9,1.6,40.2,8.3,46.7,0.9,52.1,7.1
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jordan Hawkins,1641722,50,18,32,24.4,3.1,0.6,20.4,6.2,50.5,0.6,55.5,9.1
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Jordan McLaughlin,1629162,19,8,11,11.4,1.6,0.4,23.3,2.9,54.5,0.2,58.8,12.9
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Jordan Miller,1641757,20,8,12,16.8,2.9,1.2,41.4,5.9,49.6,0.3,52.3,7.4
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,Jordan Poole,1629673,63,14,49,29.6,3.2,0.5,15.8,6.0,53.6,0.3,56.5,10.7
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Jordan Walsh,1641775,29,23,6,10.2,2.4,0.8,34.8,4.0,59.5,0.1,61.1,7.1
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Jose Alvarado,1630631,46,16,30,25.4,3.0,0.5,16.2,5.3,55.3,0.4,59.9,10.7
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Josh Christopher,1630528,6,3,3,7.5,1.5,0.2,11.1,2.5,60.0,0.0,60.0,6.8
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Josh Giddey,1630581,70,33,37,30.2,8.1,2.1,26.0,12.8,63.0,1.1,68.7,6.3
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Josh Green,1630182,61,16,45,28.2,2.8,0.6,22.1,5.6,50.7,0.5,56.0,9.9
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Josh Hart,1628404,76,47,29,37.7,9.6,3.0,31.2,16.5,58.5,1.2,62.9,6.4
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Josh Minott,1631169,20,15,5,8.3,2.4,1.0,42.6,3.6,66.2,0.3,72.3,7.0
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Josh Okogie,1629006,33,8,25,17.7,3.4,1.2,35.4,6.4,53.8,0.4,57.7,8.3
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Josh Richardson,1626196,6,3,3,21.2,2.0,0.7,33.3,3.8,52.2,0.2,54.5,10.2
2024-25,Regular+Season,BOS,1610612738,Boston Celtics,Jrue Holiday,201950,61,46,15,30.6,4.3,1.2,29.0,8.5,50.4,0.8,55.5,9.1
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Julian Champagnie,1630577,78,33,45,24.0,4.1,1.1,26.4,6.6,62.1,0.4,66.5,7.7
2024-25,Regular+Season,CHI,1610612741,Chicago Bulls,Julian Phillips,1641763,62,28,34,15.8,2.7,1.0,37.9,5.0,54.3,0.4,59.5,7.4
2024-25,Regular+Season,DEN,1610612743,Denver Nuggets,Julian Strawther,1631124,52,37,15,22.8,2.7,0.8,31.4,5.1,52.8,0.5,58.1,8.6
2024-25,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Julius Randle,203944,69,44,25,32.3,7.1,2.6,36.6,13.2,53.5,1.3,59.5,6.1
2024-25,Regular+Season,WAS,1610612764,Washington Wizards,Justin Champagnie,1630551,57,14,43,23.3,6.2,2.3,37.9,9.6,64.1,0.5,67.8,5.7
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Justin Edwards,1642348,41,10,31,27.7,3.6,1.1,31.8,6.0,60.4,0.4,64.3,8.6
2024-25,Regular+Season,POR,1610612757,Portland Trail Blazers,Justin Minaya,1631303,7,3,4,7.6,1.4,0.9,60.0,3.1,45.5,0.3,50.0,7.3
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,Jusuf Nurkić,203994,51,18,33,20.8,7.8,2.9,37.7,13.3,58.9,0.9,63.0,4.6
2024-25,Regular+Season,UTA,1610612762,Utah Jazz,KJ Martin,1630231,37,11,26,23.2,3.4,1.0,30.4,6.5,52.1,0.7,58.1,7.6
2024-25,Regular+Season,CHA,1610612766,Charlotte Hornets,KJ Simpson,1642354,31,2,29,24.9,3.5,1.1,32.4,7.0,50.0,0.6,55.1,9.7
2024-25,Regular+Season,DAL,1610612742,Dallas Mavericks,Kai Jones,1630539,32,14,18,13.6,3.9,1.4,36.0,6.8,57.6,0.9,66.1,4.9
2024-25,Regular+Season,NYK,1610612752,New York Knicks,Karl-Anthony Towns,1626157,71,45,26,35.0,12.9,5.2,40.1,19.8,64.8,1.3,69.4,4.9
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Karlo Matković,1631255,41,12,29,19.1,5.1,2.3,45.9,9.9,51.7,1.1,58.4,5.7
2024-25,Regular+Season,LAC,1610612746,Los Angeles Clippers,Kawhi Leonard,202695,37,26,11,31.9,5.9,1.5,25.6,9.0,65.6,0.6,70.6,7.9
2024-25,Regular+Season,ATL,1610612737,Atlanta Hawks,Keaton Wallace,1630811,21,10,11,20.4,2.4,0.6,24.0,4.7,51.0,0.4,55.6,8.0
2024-25,Regular+Season,SAC,1610612758,Sacramento Kings,Keegan Murray,1631099,76,36,40,34.3,6.7,2.3,34.3,11.0,60.9,0.9,66.4,7.3
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Keion Brooks Jr.,1631232,13,2,11,25.3,4.5,1.5,34.5,7.5,59.2,0.6,64.4,6.1
2024-25,Regular+Season,MIA,1610612748,Miami Heat,Kel'el Ware,1642276,59,25,34,23.3,8.0,3.2,39.7,12.8,62.5,1.1,68.4,4.5
2024-25,Regular+Season,SAS,1610612759,San Antonio Spurs,Keldon Johnson,1629640,76,31,45,24.0,4.9,1.6,33.7,8.8,55.3,0.7,60.3,6.2
2024-25,Regular+Season,NOP,1610612740,New Orleans Pelicans,Kelly Olynyk,203482,43,12,31,20.6,4.8,1.5,32.0,8.7,54.9,0.7,59.9,5.7
2024-25,Regular+Season,PHI,1610612755,Philadelphia 76ers,Kelly Oubre Jr.,1626162,60,21,39,34.6,6.1,1.8,29.3,11.0,55.7,0.8,60.0,6.0
