SEASON,SEASON_TYPE,TEAM_ABB,TEAM_ID,TEAM_NAME,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
2021-22,Playoffs,TOR,1610612761,Toronto Raptors,Yuta Watanabe,1629139,4,2,2,2.6,955.5,0.20,0.10,0.10,4.22,5.46,3.24
2021-22,Playoffs,CHI,1610612741,Chicago Bulls,Zach LaVine,203897,4,1,3,38.1,15165.5,2.90,1.60,1.20,4.28,4.57,3.94
2021-22,Playoffs,DEN,1610612743,Denver Nuggets,Zeke Nnaji,1630192,2,0,2,4.3,1635.0,0.30,0.20,0.10,3.79,3.79,3.78
2021-22,Playoffs,MEM,1610612763,Memphis Grizzlies,Ziaire Williams,1630533,10,5,5,16.8,6749.6,1.30,0.70,0.60,4.21,4.26,4.17
2021-22,PlayIn,LAC,1610612746,Los Angeles Clippers,Amir Coffey,1629599,2,0,2,2.0,775.0,0.10,0.10,0.10,4.07,2.64,2.79
2021-22,PlayIn,BKN,1610612751,Brooklyn Nets,Andre Drummond,203083,1,1,0,19.0,7138.0,1.40,0.70,0.60,4.11,4.08,3.55
2021-22,PlayIn,MIN,1610612750,Minnesota Timberwolves,Anthony Edwards,1630162,1,1,0,37.0,12881.0,2.40,1.30,1.10,3.57,3.92,3.23
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Bogdan Bogdanović,203992,2,2,0,27.0,10764.5,2.00,1.20,0.90,4.22,4.61,3.81
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,Brandon Ingram,1627742,2,2,0,36.1,13308.0,2.50,1.50,1.10,3.91,4.21,3.56
2021-22,PlayIn,BKN,1610612751,Brooklyn Nets,Bruce Brown,1628971,1,1,0,40.4,16453.0,3.10,1.70,1.50,4.29,4.53,4.33
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,CJ McCollum,203468,2,2,0,40.8,15549.0,2.90,1.70,1.30,4.06,4.33,3.78
2021-22,PlayIn,CLE,1610612739,Cleveland Cavaliers,Caris LeVert,1627747,2,0,2,39.9,15370.0,2.90,1.60,1.30,4.08,4.47,3.69
2021-22,PlayIn,CLE,1610612739,Cleveland Cavaliers,Cedi Osman,1626224,1,0,1,21.3,7973.0,1.50,0.80,0.70,4.01,4.35,3.69
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Clint Capela,203991,2,2,0,21.5,8114.5,1.50,0.80,0.70,4.10,4.02,4.19
2021-22,PlayIn,CHA,1610612766,Charlotte Hornets,Cody Martin,1628998,1,0,1,21.9,9342.0,1.80,0.90,0.90,4.60,5.05,4.23
2021-22,PlayIn,MIN,1610612750,Minnesota Timberwolves,D'Angelo Russell,1626156,1,1,0,37.5,13567.0,2.60,1.40,1.20,3.81,4.11,3.52
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Danilo Gallinari,201568,2,2,0,35.2,12242.5,2.30,1.30,1.00,3.67,4.10,3.39
2021-22,PlayIn,CLE,1610612739,Cleveland Cavaliers,Darius Garland,1629636,2,0,2,41.3,16087.0,3.00,1.80,1.20,4.13,4.85,3.41
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,De'Andre Hunter,1629631,2,2,0,29.3,11447.5,2.20,1.10,1.00,4.13,4.33,4.13
2021-22,PlayIn,SAS,1610612759,San Antonio Spurs,Dejounte Murray,1627749,1,0,1,33.9,13907.0,2.60,1.40,1.30,4.28,5.11,3.91
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Delon Wright,1626153,2,2,0,19.8,8073.0,1.50,0.80,0.70,4.34,4.28,4.41
2021-22,PlayIn,SAS,1610612759,San Antonio Spurs,Devin Vassell,1630170,1,0,1,37.0,14954.0,2.80,1.50,1.40,4.26,5.01,3.92
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,Devonte' Graham,1628984,2,2,0,5.3,2071.0,0.40,0.20,0.20,4.12,4.85,3.30
2021-22,PlayIn,CLE,1610612739,Cleveland Cavaliers,Evan Mobley,1630596,2,0,2,36.3,13952.5,2.60,1.50,1.20,4.09,4.57,3.61
2021-22,PlayIn,BKN,1610612751,Brooklyn Nets,Goran Dragic,201609,1,1,0,10.0,3926.0,0.70,0.40,0.30,3.97,4.26,3.65
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Gorgui Dieng,203476,2,2,0,3.7,1359.5,0.30,0.10,0.10,3.62,4.23,2.98
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,Herbert Jones,1630529,2,2,0,35.1,13716.0,2.60,1.40,1.20,4.17,4.20,4.14
2021-22,PlayIn,CLE,1610612739,Cleveland Cavaliers,Isaac Okoro,1630171,2,0,2,17.6,6534.5,1.20,0.60,0.60,3.94,3.73,4.14
2021-22,PlayIn,LAC,1610612746,Los Angeles Clippers,Isaiah Hartenstein,1628392,2,0,2,6.3,2830.0,0.50,0.30,0.30,4.84,4.45,4.36
2021-22,PlayIn,CHA,1610612766,Charlotte Hornets,Isaiah Thomas,202738,1,0,1,6.0,2312.0,0.40,0.20,0.20,3.83,4.14,3.56
2021-22,PlayIn,LAC,1610612746,Los Angeles Clippers,Ivica Zubac,1627826,2,0,2,22.4,8621.5,1.60,0.90,0.80,4.09,4.44,3.73
2021-22,PlayIn,MIN,1610612750,Minnesota Timberwolves,Jaden McDaniels,1630183,1,1,0,22.5,9639.0,1.80,0.90,0.90,4.34,4.62,4.09
2021-22,PlayIn,SAS,1610612759,San Antonio Spurs,Jakob Poeltl,1627751,1,0,1,31.2,12636.0,2.40,1.20,1.20,4.28,4.65,3.97
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Jalen Johnson,1630552,1,1,0,3.4,1439.0,0.30,0.20,0.10,4.59,4.79,4.22
2021-22,PlayIn,CHA,1610612766,Charlotte Hornets,Jalen McDaniels,1629667,1,0,1,26.0,10434.0,2.00,1.00,1.00,4.26,5.04,3.70
2021-22,PlayIn,MIN,1610612750,Minnesota Timberwolves,Jarred Vanderbilt,1629020,1,1,0,27.2,11352.0,2.20,1.20,1.00,4.41,5.09,3.79
2021-22,PlayIn,CLE,1610612739,Cleveland Cavaliers,Jarrett Allen,1628386,1,0,1,35.5,12739.0,2.40,1.30,1.10,3.81,4.06,3.55
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,Jaxson Hayes,1629637,2,2,0,17.5,6989.0,1.30,0.70,0.60,4.28,4.36,4.17
2021-22,PlayIn,MIN,1610612750,Minnesota Timberwolves,Jaylen Nowell,1629669,1,1,0,8.6,3808.0,0.70,0.40,0.30,4.49,5.31,3.74
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,Jonas Valančiūnas,202685,2,2,0,30.7,11730.0,2.20,1.20,1.00,4.02,3.98,4.07
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,Jose Alvarado,1630631,2,2,0,19.5,8123.5,1.50,0.80,0.80,4.48,4.23,4.44
2021-22,PlayIn,MIN,1610612750,Minnesota Timberwolves,Josh Okogie,1629006,1,1,0,0.2,43.0,0.00,0.00,0.00,0.00,0.00,0.00
2021-22,PlayIn,SAS,1610612759,San Antonio Spurs,Josh Richardson,1626196,1,0,1,31.9,12994.0,2.50,1.30,1.10,4.38,4.72,3.73
2021-22,PlayIn,SAS,1610612759,San Antonio Spurs,Joshua Primo,1630563,1,0,1,10.4,4411.0,0.80,0.40,0.40,4.40,4.64,4.17
2021-22,PlayIn,MIN,1610612750,Minnesota Timberwolves,Karl-Anthony Towns,1626157,1,1,0,24.3,8377.0,1.60,0.80,0.80,3.63,3.53,3.74
2021-22,PlayIn,SAS,1610612759,San Antonio Spurs,Keita Bates-Diop,1628966,1,0,1,5.9,2531.0,0.50,0.30,0.20,4.73,4.99,4.38
2021-22,PlayIn,SAS,1610612759,San Antonio Spurs,Keldon Johnson,1629640,1,0,1,39.6,14980.0,2.80,1.50,1.40,3.98,4.64,3.68
2021-22,PlayIn,CHA,1610612766,Charlotte Hornets,Kelly Oubre Jr.,1626162,1,0,1,15.9,6073.0,1.20,0.50,0.60,4.13,4.13,3.54
2021-22,PlayIn,BKN,1610612751,Brooklyn Nets,Kessler Edwards,1630556,1,1,0,7.6,3071.0,0.60,0.30,0.30,4.42,4.67,4.19
2021-22,PlayIn,BKN,1610612751,Brooklyn Nets,Kevin Durant,201142,1,1,0,41.7,14394.0,2.70,1.50,1.20,3.62,3.88,3.33
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Kevin Huerter,1628989,2,2,0,29.3,11500.5,2.20,1.20,1.00,4.22,4.36,3.89
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Kevin Knox II,1628995,1,1,0,1.9,810.0,0.20,0.10,0.10,5.06,3.94,7.08
2021-22,PlayIn,CLE,1610612739,Cleveland Cavaliers,Kevin Love,201567,2,0,2,20.0,7261.0,1.40,0.80,0.60,3.93,4.11,3.45
2021-22,PlayIn,BKN,1610612751,Brooklyn Nets,Kyrie Irving,202681,1,1,0,41.7,14935.0,2.80,1.50,1.30,3.75,3.96,3.55
2021-22,PlayIn,CHA,1610612766,Charlotte Hornets,LaMelo Ball,1630163,1,0,1,38.3,16414.0,3.10,1.60,1.50,4.49,5.41,3.81
2021-22,PlayIn,CLE,1610612739,Cleveland Cavaliers,Lamar Stevens,1630205,1,0,1,6.5,2850.0,0.50,0.30,0.20,4.17,4.84,3.44
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,Larry Nance Jr.,1626204,2,2,0,19.1,7477.0,1.40,0.80,0.60,4.12,4.43,3.77
2021-22,PlayIn,CLE,1610612739,Cleveland Cavaliers,Lauri Markkanen,1628374,2,0,2,32.6,12227.5,2.30,1.20,1.10,3.97,4.29,3.65
2021-22,PlayIn,SAS,1610612759,San Antonio Spurs,Lonnie Walker IV,1629022,1,0,1,16.5,6053.0,1.10,0.60,0.60,3.73,4.17,3.97
2021-22,PlayIn,MIN,1610612750,Minnesota Timberwolves,Malik Beasley,1627736,1,1,0,28.5,11016.0,2.10,1.10,1.00,3.97,4.27,3.67
2021-22,PlayIn,LAC,1610612746,Los Angeles Clippers,Marcus Morris Sr.,202694,2,0,2,36.8,12747.0,2.40,1.30,1.10,3.64,4.08,3.37
2021-22,PlayIn,CHA,1610612766,Charlotte Hornets,Mason Plumlee,203486,1,0,1,11.5,4768.0,0.90,0.50,0.40,4.39,5.29,3.60
2021-22,PlayIn,CHA,1610612766,Charlotte Hornets,Miles Bridges,1628970,1,0,1,29.9,11782.0,2.20,1.20,1.10,4.11,4.89,3.80
2021-22,PlayIn,CHA,1610612766,Charlotte Hornets,Montrezl Harrell,1626149,1,0,1,16.0,5772.0,1.10,0.60,0.50,3.84,4.52,3.26
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,Naji Marshall,1630230,2,2,0,11.0,4414.5,0.80,0.50,0.40,4.33,4.89,3.72
2021-22,PlayIn,MIN,1610612750,Minnesota Timberwolves,Naz Reid,1629675,1,1,0,21.4,8866.0,1.70,0.90,0.80,4.31,4.99,3.74
2021-22,PlayIn,BKN,1610612751,Brooklyn Nets,Nic Claxton,1629651,1,1,0,28.7,11252.0,2.10,1.10,1.00,4.12,4.10,4.14
2021-22,PlayIn,LAC,1610612746,Los Angeles Clippers,Nicolas Batum,201587,2,0,2,30.6,11390.5,2.20,1.10,1.10,3.91,4.05,3.78
2021-22,PlayIn,LAC,1610612746,Los Angeles Clippers,Norman Powell,1626181,2,0,2,25.2,9497.5,1.80,1.00,0.80,3.95,4.28,3.63
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Onyeka Okongwu,1630168,2,2,0,22.8,8629.0,1.60,0.90,0.80,4.03,4.06,3.73
2021-22,PlayIn,CHA,1610612766,Charlotte Hornets,P.J. Washington,1629023,1,0,1,38.2,14093.0,2.70,1.30,1.30,3.93,4.42,3.32
2021-22,PlayIn,MIN,1610612750,Minnesota Timberwolves,Patrick Beverley,201976,1,1,0,32.9,13171.0,2.50,1.40,1.10,4.17,4.66,3.68
2021-22,PlayIn,BKN,1610612751,Brooklyn Nets,Patty Mills,201988,1,1,0,17.5,7318.0,1.40,0.80,0.60,4.49,5.06,3.90
2021-22,PlayIn,LAC,1610612746,Los Angeles Clippers,Paul George,202331,1,0,1,41.1,15346.0,2.90,1.60,1.30,3.85,4.18,3.52
2021-22,PlayIn,CLE,1610612739,Cleveland Cavaliers,Rajon Rondo,200765,2,0,2,20.6,7331.5,1.40,0.70,0.60,3.77,4.04,3.51
2021-22,PlayIn,LAC,1610612746,Los Angeles Clippers,Reggie Jackson,202704,2,0,2,43.6,15727.0,3.00,1.60,1.40,3.84,4.18,3.51
2021-22,PlayIn,LAC,1610612746,Los Angeles Clippers,Robert Covington,203496,2,0,2,26.6,9941.0,1.90,1.00,0.90,3.95,4.55,3.40
2021-22,PlayIn,BKN,1610612751,Brooklyn Nets,Seth Curry,203552,1,1,0,33.5,11659.0,2.20,1.20,1.10,3.70,3.87,3.85
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Skylar Mays,1630219,1,1,0,3.3,1387.0,0.30,0.20,0.10,4.75,5.07,4.22
2021-22,PlayIn,LAC,1610612746,Los Angeles Clippers,Terance Mann,1629611,2,0,2,26.0,10451.0,2.00,1.00,0.90,4.30,4.44,4.16
2021-22,PlayIn,CHA,1610612766,Charlotte Hornets,Terry Rozier,1626179,1,0,1,36.5,15494.0,2.90,1.40,1.50,4.42,4.86,4.06
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Timothe Luwawu-Cabarrot,1627789,2,2,0,10.2,4333.0,0.80,0.50,0.40,4.29,4.31,4.27
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,Tony Snell,203503,1,1,0,3.8,1601.0,0.30,0.20,0.10,4.43,5.54,3.17
2021-22,PlayIn,ATL,1610612737,Atlanta Hawks,Trae Young,1629027,2,2,0,37.0,13514.0,2.60,1.40,1.10,3.86,4.26,3.44
2021-22,PlayIn,SAS,1610612759,San Antonio Spurs,Tre Jones,1630200,1,0,1,16.8,7005.0,1.30,0.70,0.60,4.33,4.73,3.95
2021-22,PlayIn,NOP,1610612740,New Orleans Pelicans,Trey Murphy III,1630530,2,2,0,23.1,8368.5,1.60,0.80,0.70,3.88,3.99,3.76
2021-22,PlayIn,SAS,1610612759,San Antonio Spurs,Zach Collins,1628380,1,0,1,16.8,6315.0,1.20,0.60,0.60,4.06,4.14,3.99
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,A.J. Lawson,1630639,15,5,10,7.2,3155.2,0.60,0.30,0.30,4.64,4.88,4.30
2022-23,Regular+Season,MIL,1610612749,Milwaukee Bucks,AJ Green,1631260,35,27,8,9.9,4053.2,0.80,0.40,0.30,4.35,4.73,3.96
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,AJ Griffin,1631100,72,34,38,19.5,8386.3,1.60,0.90,0.70,4.56,4.96,4.17
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Aaron Gordon,203932,68,45,23,30.2,11320.4,2.10,1.10,1.00,3.99,4.22,3.77
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Aaron Holiday,1628988,63,32,31,13.4,5413.9,1.00,0.50,0.50,4.27,4.35,4.18
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Aaron Nesmith,1630174,73,30,43,24.9,10220.3,1.90,1.00,0.90,4.36,4.66,4.08
2022-23,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Aaron Wiggins,1630598,70,37,33,18.5,7937.8,1.50,0.80,0.70,4.55,4.94,4.18
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Admiral Schofield,1629678,37,14,23,12.2,4934.2,0.90,0.50,0.40,4.28,4.53,4.03
2022-23,Regular+Season,BOS,1610612738,Boston Celtics,Al Horford,201143,63,44,19,30.5,11245.7,2.10,1.10,1.00,3.93,4.20,3.67
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Alec Burks,202692,50,12,38,22.0,8408.5,1.60,0.80,0.80,4.04,4.26,3.83
2022-23,Regular+Season,OKC,1610612760,Oklahoma City Thunder,Aleksej Pokusevski,1630197,34,16,18,20.6,8333.6,1.60,0.90,0.70,4.32,4.96,3.72
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Alex Caruso,1627936,66,32,34,23.5,9734.7,1.80,1.00,0.90,4.37,4.71,4.05
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Alex Len,203458,26,15,11,6.2,2512.2,0.50,0.30,0.20,4.27,4.58,3.91
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Alize Johnson,1628993,4,1,3,7.4,3226.5,0.60,0.30,0.30,4.52,5.03,4.03
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Alondes Williams,1631214,1,1,0,5.3,2184.0,0.40,0.20,0.20,4.27,3.78,4.91
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,Alperen Sengun,1630578,75,18,57,28.9,10442.8,2.00,1.10,0.90,3.85,3.92,3.77
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Amir Coffey,1629599,50,26,24,12.5,4768.8,0.90,0.50,0.40,4.02,4.09,3.92
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Andre Drummond,203083,67,32,35,12.7,4842.6,0.90,0.50,0.50,4.03,4.20,3.88
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Andre Iguodala,2738,7,2,5,13.5,5315.9,1.00,0.60,0.40,4.15,4.66,3.65
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Andrew Nembhard,1629614,75,32,43,27.6,11239.1,2.10,1.10,1.00,4.31,4.63,4.00
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Andrew Wiggins,203952,36,18,18,32.3,12314.7,2.30,1.20,1.10,4.07,4.38,3.77
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Anfernee Simons,1629014,62,27,35,35.0,13611.3,2.60,1.40,1.10,4.13,4.52,3.72
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Anthony Davis,203076,56,31,25,34.0,11974.9,2.30,1.20,1.10,3.76,4.03,3.49
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Anthony Edwards,1630162,78,39,39,36.1,13490.3,2.60,1.40,1.20,3.96,4.28,3.65
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Anthony Gill,1630264,59,21,38,10.6,4322.9,0.80,0.40,0.40,4.29,4.60,3.97
2022-23,Regular+Season,GSW,1610612744,Golden State Warriors,Anthony Lamb,1630237,61,35,26,19.2,7903.9,1.50,0.80,0.70,4.35,4.92,3.79
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Austin Reaves,1630559,64,35,29,28.8,11146.5,2.10,1.10,1.00,4.11,4.44,3.77
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Austin Rivers,203085,52,25,27,19.5,7451.3,1.40,0.70,0.70,4.03,4.17,3.90
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Ayo Dosunmu,1630245,79,39,40,26.2,10789.3,2.00,1.00,1.00,4.38,4.64,4.14
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Bam Adebayo,1628389,75,40,35,34.6,12940.8,2.50,1.30,1.10,3.97,4.25,3.69
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Ben Simmons,1627732,42,24,18,26.3,9716.2,1.80,1.00,0.90,3.93,4.32,3.58
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Bennedict Mathurin,1631097,78,33,45,28.5,11364.2,2.20,1.10,1.00,4.21,4.52,3.90
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Bismack Biyombo,202687,61,33,28,14.3,5551.5,1.10,0.60,0.50,4.10,4.29,3.93
2022-23,Regular+Season,BOS,1610612738,Boston Celtics,Blake Griffin,201933,41,27,14,13.9,4916.3,0.90,0.50,0.40,3.79,3.94,3.60
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Blake Wesley,1631104,34,8,26,18.0,7741.1,1.50,0.80,0.70,4.55,4.98,4.11
2022-23,Regular+Season,HOU,1610612745,Houston Rockets,Boban Marjanovic,1626246,31,7,24,5.5,1937.6,0.40,0.20,0.20,3.69,3.89,3.52
2022-23,Regular+Season,MIL,1610612749,Milwaukee Bucks,Bobby Portis,1626171,70,47,23,26.0,10463.2,2.00,1.10,0.90,4.29,4.60,3.97
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Bogdan Bogdanović,203992,54,27,27,27.9,11095.2,2.10,1.20,0.90,4.20,4.70,3.72
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Bojan Bogdanovic,202711,58,15,43,32.0,12375.1,2.30,1.30,1.10,4.10,4.47,3.74
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Bol Bol,1629626,70,26,44,21.5,8400.9,1.60,0.80,0.80,4.15,4.32,3.98
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Bones Hyland,1630538,56,36,20,19.4,7591.4,1.40,0.80,0.60,4.15,4.49,3.79
2022-23,Regular+Season,WAS,1610612764,Washington Wizards,Bradley Beal,203078,50,24,26,33.5,12923.5,2.40,1.40,1.10,4.10,4.47,3.70
2022-23,Regular+Season,LAC,1610612746,Los Angeles Clippers,Brandon Boston,1630527,22,9,13,11.3,4552.9,0.90,0.50,0.40,4.23,4.49,3.96
2022-23,Regular+Season,MEM,1610612763,Memphis Grizzlies,Brandon Clarke,1629634,56,32,24,19.5,8108.9,1.50,0.80,0.70,4.37,4.68,4.07
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,Brandon Ingram,1627742,45,23,22,34.2,12441.6,2.40,1.30,1.10,3.86,4.30,3.42
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Braxton Key,1630296,3,0,3,3.0,1299.0,0.20,0.10,0.10,4.19,4.91,3.77
2022-23,Regular+Season,MIL,1610612749,Milwaukee Bucks,Brook Lopez,201572,78,57,21,30.4,10983.4,2.10,1.10,1.00,3.86,4.13,3.60
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Bruce Brown,1628971,80,53,27,28.5,10854.7,2.10,1.10,0.90,4.04,4.37,3.71
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Bruno Fernando,1628981,39,13,26,10.4,3975.2,0.80,0.40,0.30,4.05,4.40,3.69
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Bryce McGowens,1631121,46,16,30,17.1,6879.1,1.30,0.70,0.60,4.23,4.54,3.94
2022-23,Regular+Season,MIN,1610612750,Minnesota Timberwolves,Bryn Forbes,1627854,25,9,16,10.7,4362.0,0.80,0.40,0.40,4.31,4.75,3.87
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Buddy Boeheim,1631205,10,2,8,9.0,3638.4,0.70,0.40,0.30,4.23,4.26,4.19
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Buddy Hield,1627741,80,35,45,31.0,13062.4,2.50,1.30,1.10,4.47,5.00,3.97
2022-23,Regular+Season,NOP,1610612740,New Orleans Pelicans,CJ McCollum,203468,75,38,37,35.3,14100.1,2.70,1.50,1.20,4.25,4.82,3.69
2022-23,Regular+Season,DET,1610612765,Detroit Pistons,Cade Cunningham,1630595,12,3,9,33.3,13146.8,2.50,1.40,1.10,4.18,4.67,3.67
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Caleb Houstan,1631216,51,20,31,15.9,6614.0,1.30,0.70,0.60,4.38,4.73,4.03
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Caleb Martin,1628997,71,38,33,29.3,12634.1,2.40,1.30,1.10,4.58,4.92,4.22
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Cam Reddish,1629629,40,14,26,24.7,9899.5,1.90,1.00,0.90,4.24,4.40,4.08
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Cam Thomas,1630560,57,30,27,16.6,6523.0,1.20,0.70,0.60,4.18,4.58,3.79
2022-23,Regular+Season,BKN,1610612751,Brooklyn Nets,Cameron Johnson,1629661,42,25,17,28.6,11229.1,2.10,1.20,1.00,4.18,4.55,3.81
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Cameron Payne,1626166,48,27,21,20.2,7864.5,1.50,0.80,0.70,4.14,4.64,3.63
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Caris LeVert,1627747,74,45,29,30.2,11693.6,2.20,1.20,1.00,4.08,4.32,3.83
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Carlik Jones,1630637,6,3,3,9.1,3446.2,0.70,0.30,0.30,3.97,4.30,3.68
2022-23,Regular+Season,CLE,1610612739,Cleveland Cavaliers,Cedi Osman,1626224,77,48,29,20.1,7817.1,1.50,0.80,0.70,4.10,4.25,3.94
2022-23,Regular+Season,POR,1610612757,Portland Trail Blazers,Chance Comanche,1628435,1,0,1,20.8,8344.0,1.60,0.80,0.80,4.28,4.44,4.13
2022-23,Regular+Season,SAS,1610612759,San Antonio Spurs,Charles Bassey,1629646,35,9,26,14.5,5781.7,1.10,0.60,0.50,4.18,4.51,3.86
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Chima Moneke,1631320,2,1,1,4.0,1658.0,0.30,0.20,0.20,4.23,4.64,3.88
2022-23,Regular+Season,SAC,1610612758,Sacramento Kings,Chimezie Metu,1629002,66,41,25,10.4,4219.2,0.80,0.40,0.40,4.22,4.53,3.95
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Chris Boucher,1628449,76,39,37,20.0,8085.4,1.50,0.80,0.70,4.26,4.46,4.05
2022-23,Regular+Season,IND,1610612754,Indiana Pacers,Chris Duarte,1630537,46,19,27,19.5,8366.7,1.60,0.80,0.70,4.54,4.91,4.19
2022-23,Regular+Season,PHX,1610612756,Phoenix Suns,Chris Paul,101108,59,33,26,32.0,10729.3,2.00,1.10,0.90,3.57,3.93,3.20
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Chris Silva,1629735,1,1,0,3.0,1536.0,0.30,0.10,0.10,5.07,3.47,3.29
2022-23,Regular+Season,DEN,1610612743,Denver Nuggets,Christian Braun,1631128,76,49,27,15.5,6402.7,1.20,0.60,0.60,4.36,4.58,4.12
2022-23,Regular+Season,TOR,1610612761,Toronto Raptors,Christian Koloko,1631132,58,29,29,13.8,5626.2,1.10,0.60,0.50,4.30,4.51,4.11
2022-23,Regular+Season,DAL,1610612742,Dallas Mavericks,Christian Wood,1626174,67,33,34,25.9,9450.1,1.80,0.90,0.80,3.86,3.99,3.73
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Chuma Okeke,1629643,27,8,19,19.2,7722.3,1.50,0.80,0.70,4.26,4.40,4.11
2022-23,Regular+Season,ATL,1610612737,Atlanta Hawks,Clint Capela,203991,65,35,30,26.6,10098.6,1.90,1.00,0.90,4.03,4.23,3.84
2022-23,Regular+Season,CHI,1610612741,Chicago Bulls,Coby White,1629632,73,36,37,23.5,8946.0,1.70,0.90,0.80,4.04,4.27,3.83
2022-23,Regular+Season,CHA,1610612766,Charlotte Hornets,Cody Martin,1628998,7,2,5,19.1,8315.4,1.60,0.80,0.70,4.57,4.86,4.28
2022-23,Regular+Season,MIA,1610612748,Miami Heat,Cody Zeller,203469,15,6,9,14.4,5798.5,1.10,0.60,0.50,4.26,4.61,3.89
2022-23,Regular+Season,ORL,1610612753,Orlando Magic,Cole Anthony,1630175,60,28,32,25.9,10809.4,2.00,1.10,0.90,4.41,4.79,4.04
2022-23,Regular+Season,LAL,1610612747,Los Angeles Lakers,Cole Swider,1631306,7,2,5,5.9,2552.7,0.50,0.30,0.20,4.54,4.87,3.90
