SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST
2015-16,Regular+Season,BOS,,63,36,27,20.6,1.1,0.7,57.7,3.4,33.3,0.1,34.6,6.9,0,0
2015-16,Regular+Season,WAS,,44,23,21,13.9,0.6,0.4,72.0,1.7,33.8,0.1,35.2,9.4,0,0
2015-16,Regular+Season,CHA,,80,46,34,35.7,0.7,0.3,37.5,2.9,24.5,0.2,25.8,12.5,0,0
2015-16,Regular+Season,PHI,,16,2,14,15.1,0.1,0.1,100,0.8,16.7,0.0,16.7,6.7,0,0
2015-16,Regular+Season,NOP,,33,12,21,16.0,0.7,0.5,62.5,2.2,32.9,0.1,33.8,4.2,0,0
2015-16,Regular+Season,DEN,,67,26,41,25.3,3.5,2.4,69.4,7.3,48.2,0.1,48.9,4.9,0,0
2015-16,Regular+Season,ATL,,72,43,29,28.2,0.4,0.2,50.0,1.8,21.7,0.1,22.8,9.5,0,0
2015-16,Regular+Season,DET,,74,41,33,37.0,0.9,0.4,45.7,2.5,37.4,0.1,38.3,10.9,0,0
2015-16,Regular+Season,OKC,,72,52,20,35.8,0.6,0.3,44.4,1.9,32.1,0.1,33.1,13.8,0,0
2015-16,Regular+Season,MIN,,35,13,22,15.2,0.4,0.2,53.3,1.0,41.7,0.0,41.7,12.4,0,0
2015-16,Regular+Season,CLE,,77,53,24,31.5,1.9,1.2,63.8,4.4,44.1,0.1,45.3,7.4,0,0
2015-16,Regular+Season,SAS,,42,17,25,21.9,0.3,0.1,28.6,1.5,23.0,0.0,23.7,13.8,0,0
2015-16,Regular+Season,NYK,,41,13,28,11.5,0.8,0.5,61.3,1.9,39.2,0.0,39.7,5.7,0,0
2015-16,Regular+Season,GSW,,2,1,1,7.4,2.0,1.0,50.0,2.5,80.0,0.0,80.0,9.1,0,0
2015-16,Regular+Season,MIL,,75,33,42,36.6,0.6,0.2,40.9,2.1,28.4,0.1,29.5,12.7,0,0
2015-16,Regular+Season,ATL,,35,18,17,15.8,0.2,0.1,25.0,1.2,19.5,0.0,20.0,18.4,0,0
2015-16,Regular+Season,GSW,,79,70,9,33.4,0.4,0.2,37.1,1.9,23.8,0.1,25.0,13.6,0,0
2015-16,Regular+Season,LAL,,65,13,52,28.2,0.6,0.2,39.0,2.4,26.1,0.1,27.2,13.4,0,0
2015-16,Regular+Season,SAC,,73,31,42,19.6,2.3,1.3,56.3,4.6,49.3,0.1,50.2,6.2,0,0
2015-16,Regular+Season,DEN,,17,8,9,14.3,0.5,0.2,37.5,2.1,22.2,0.0,22.2,9.4,0,0
2015-16,Regular+Season,ATL,,52,28,24,16.0,1.1,0.7,66.7,3.0,36.8,0.0,37.0,5.7,0,0
2015-16,Regular+Season,NYK,,72,28,44,28.4,1.8,1.1,61.4,3.7,49.8,0.1,50.8,7.6,0,0
2015-16,Regular+Season,SAS,,71,58,13,17.2,0.4,0.1,40.0,1.1,32.5,0.0,32.9,9.9,0,0
2015-16,Regular+Season,ATL,,77,45,32,30.2,0.2,0.0,14.3,1.0,17.7,0.0,18.4,19.0,0,0
2015-16,Regular+Season,TOR,,75,52,23,37.0,0.7,0.4,51.9,3.9,18.6,0.1,19.1,9.1,0,0
2015-16,Regular+Season,NYK,,58,24,34,12.7,1.3,0.9,71.1,2.6,50.7,0.1,52.4,6.4,0,0
2015-16,Regular+Season,OKC,,53,36,17,16.2,0.9,0.5,48.0,2.2,42.4,0.1,43.5,9.1,0,0
2015-16,Regular+Season,CLE,,51,36,15,31.4,0.8,0.4,46.5,2.8,29.7,0.1,30.7,12.6,0,0
2015-16,Regular+Season,SAS,,74,61,13,30.6,2.4,1.7,71.0,4.9,48.1,0.1,49.2,5.0,0,0
2015-16,Regular+Season,ATL,,23,16,7,14.5,0.2,0.1,50.0,0.7,25.0,0.0,25.0,7.2,0,0
2015-16,Regular+Season,MEM,,62,32,30,21.3,0.6,0.3,42.5,2.1,31.0,0.1,32.5,6.9,0,0
2015-16,Regular+Season,NYK,,52,23,29,22.5,0.7,0.3,38.2,2.1,31.5,0.1,32.4,11.7,0,0
2015-16,Regular+Season,NYK,,78,31,47,25.0,0.6,0.2,39.5,1.8,31.2,0.1,33.1,13.4,0,0
2015-16,Regular+Season,LAL,,61,14,47,20.1,1.7,0.9,56.4,3.7,44.7,0.2,46.8,8.1,0,0
2015-16,Regular+Season,IND,,78,42,36,20.3,2.1,1.4,69.1,4.7,43.8,0.1,44.8,5.6,0,0
2015-16,Regular+Season,CLE,,76,56,20,35.6,1.5,0.9,58.6,4.0,36.3,0.1,37.6,7.0,0,0
2015-16,Regular+Season,GSW,,53,46,7,16.5,0.5,0.2,39.3,1.6,33.3,0.1,35.0,14.7,0,0
2015-16,Regular+Season,DET,,4,0,4,10.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0
2015-16,Regular+Season,NYK,,24,8,16,7.7,1.0,0.7,69.6,2.1,45.1,0.0,46.0,9.6,0,0
2015-16,Regular+Season,LAL,,59,12,47,28.9,0.5,0.2,35.5,1.6,33.7,0.0,34.4,16.8,0,0
2015-16,Regular+Season,LAC,,61,43,18,19.5,1.0,0.5,51.7,2.2,44.4,0.0,45.5,8.4,0,0
2015-16,Regular+Season,TOR,,20,10,10,9.8,0.9,0.6,66.7,1.8,50.0,0.0,50.0,5.4,0,0
2015-16,Regular+Season,POR,,4,2,2,4.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0
2015-16,Regular+Season,TOR,,74,48,26,21.6,1.1,0.6,54.2,3.1,36.6,0.0,37.1,6.7,0,0
2015-16,Regular+Season,NOP,,35,8,27,22.6,0.7,0.4,52.0,2.1,33.3,0.0,33.8,8.3,0,0
2015-16,Regular+Season,MIA,,74,45,29,32.4,1.5,0.9,59.3,3.4,42.5,0.1,44.1,6.5,0,0
2015-16,Regular+Season,SAS,,49,39,10,20.2,0.5,0.3,57.7,1.7,31.0,0.0,31.7,9.4,0,0
2015-16,Regular+Season,MEM,,52,30,22,34.4,1.1,0.6,56.9,2.8,39.2,0.1,40.0,7.4,0,0
2015-16,Regular+Season,LAL,,38,4,34,17.4,0.4,0.1,29.4,1.3,33.3,0.0,34.0,15.1,0,0
2015-16,Regular+Season,WAS,,75,35,40,30.1,3.0,1.9,62.6,6.5,45.6,0.2,46.9,6.6,0,0
2015-16,Regular+Season,SAC,,51,22,29,25.3,0.2,0.0,20.0,1.1,18.5,0.0,18.9,19.1,0,0
2015-16,Regular+Season,DET,,80,42,38,35.7,1.1,0.6,51.6,3.4,33.3,0.1,33.8,9.1,0,0
2015-16,Regular+Season,BOS,,61,36,25,27.3,1.2,0.8,60.5,3.6,34.7,0.1,36.0,7.5,0,0
2015-16,Regular+Season,WAS,,51,28,23,19.1,0.7,0.3,44.7,2.3,31.9,0.1,33.3,9.6,0,0
2015-16,Regular+Season,MIA,,55,35,20,22.7,0.4,0.2,45.8,1.5,28.2,0.1,29.3,7.5,0,0
2015-16,Regular+Season,ORL,,59,23,36,20.1,0.5,0.3,57.1,1.4,35.0,0.0,35.4,7.5,0,0
2015-16,Regular+Season,BKN,,42,9,33,18.8,0.5,0.2,30.4,1.9,29.1,0.1,30.3,9.7,0,0
2015-16,Regular+Season,WAS,,64,22,42,25.5,1.1,0.6,52.1,2.8,40.6,0.1,42.2,8.2,0,0
2015-16,Regular+Season,GSW,,66,58,8,12.1,1.2,0.8,66.2,2.8,42.3,0.0,43.0,5.4,0,0
2015-16,Regular+Season,CHA,,79,46,33,29.2,1.6,1.0,61.4,3.1,51.6,0.1,52.5,7.5,0,0
2015-16,Regular+Season,POR,,81,43,38,25.5,2.5,1.6,66.2,6.1,40.9,0.1,41.7,6.9,0,0
2015-16,Regular+Season,MEM,,73,37,36,29.0,1.2,0.6,53.6,3.1,36.7,0.1,38.2,7.4,0,0
2015-16,Regular+Season,SAS,,16,15,1,9.5,0.2,0.1,33.3,0.8,25.0,0.0,25.0,12.8,0,0
2015-16,Regular+Season,CLE,,64,45,19,25.0,0.5,0.2,36.4,1.7,29.7,0.0,30.6,15.3,0,0
2015-16,Regular+Season,POR,,73,38,35,19.1,1.4,0.8,56.4,3.0,45.9,0.1,46.8,7.8,0,0
2015-16,Regular+Season,LAL,,32,5,27,17.3,0.6,0.4,68.4,2.3,26.4,0.1,27.1,7.4,0,0
2015-16,Regular+Season,POR,,58,30,28,22.3,0.9,0.6,62.7,2.1,42.1,0.1,43.6,6.5,0,0
2015-16,Regular+Season,HOU,,19,10,9,18.9,1.5,1.1,72.4,3.7,40.8,0.1,41.4,4.7,0,0
2015-16,Regular+Season,MIL,,53,21,32,30.6,0.9,0.7,72.9,3.2,27.9,0.1,28.9,6.9,0,0
2015-16,Regular+Season,CHA,,6,4,2,29.6,2.0,1.7,83.3,5.5,36.4,0.3,38.7,5.9,0,0
2015-16,Regular+Season,MEM,,54,32,22,31.6,0.5,0.1,30.8,2.0,24.5,0.1,25.2,13.3,0,0
2015-16,Regular+Season,CHI,,27,11,16,23.5,0.3,0.2,75.0,1.6,18.6,0.0,19.0,4.0,0,0
2015-16,Regular+Season,DEN,,24,7,17,11.6,0.2,0.0,20.0,0.5,45.5,0.0,50.0,12.6,0,0
2015-16,Regular+Season,ATL,,46,27,19,11.1,0.8,0.5,63.2,1.8,45.8,0.0,46.3,4.3,0,0
2015-16,Regular+Season,ATL,,70,44,26,15.6,0.8,0.5,64.2,2.0,37.9,0.0,38.1,6.1,0,0
2015-16,Regular+Season,MIL,,52,18,34,16.1,1.8,1.0,56.4,3.6,50.0,0.2,52.2,6.0,0,0
2015-16,Regular+Season,PHX,,72,20,52,22.6,0.8,0.4,52.7,2.3,33.3,0.1,34.8,8.3,0,0
2015-16,Regular+Season,OKC,,10,9,1,5.1,0.4,0.2,50.0,1.0,40.0,0.0,40.0,6.0,0,0
2015-16,Regular+Season,CLE,,32,23,9,21.0,0.2,0.0,16.7,1.2,16.2,0.1,17.6,10.7,0,0
2015-16,Regular+Season,IND,,75,42,33,34.2,0.6,0.2,38.1,2.2,25.5,0.1,26.6,15.3,0,0
2015-16,Regular+Season,HOU,,27,11,16,11.7,0.9,0.4,44.0,2.0,47.2,0.0,47.2,7.2,0,0
2015-16,Regular+Season,IND,,57,29,28,23.8,1.2,0.8,67.6,3.3,36.0,0.1,36.8,6.7,0,0
2015-16,Regular+Season,OKC,,3,3,0,4.8,0.3,0.3,100,0.3,100,0.0,100,2.7,0,0
2015-16,Regular+Season,MIN,,50,17,33,19.7,1.0,0.7,73.5,2.1,46.2,0.1,47.6,7.7,0,0
2015-16,Regular+Season,WAS,,56,28,28,19.3,0.9,0.7,73.1,2.7,34.2,0.0,34.7,7.3,0,0
2015-16,Regular+Season,PHI,,67,10,57,29.3,2.3,1.5,65.6,5.7,40.5,0.2,42.1,6.4,0,0
2015-16,Regular+Season,OKC,,45,30,15,13.0,1.5,1.2,76.5,3.0,51.1,0.1,52.3,6.1,0,0
2015-16,Regular+Season,LAL,,43,10,33,20.2,0.3,0.1,21.4,1.3,25.0,0.0,25.5,15.8,0,0
2015-16,Regular+Season,CHA,,69,41,28,35.2,0.8,0.3,43.6,2.9,27.4,0.1,28.4,11.8,0,0
2015-16,Regular+Season,PHI,,65,7,58,25.8,0.4,0.1,34.8,1.6,22.3,0.0,23.0,12.9,0,0
2015-16,Regular+Season,DEN,,79,30,49,21.9,2.3,1.6,68.5,5.3,43.0,0.1,43.8,5.5,0,0
2015-16,Regular+Season,CHI,,65,37,28,25.0,0.9,0.5,53.4,2.4,37.9,0.0,38.2,7.1,0,0
2015-16,Regular+Season,MIN,,10,0,10,13.6,0.7,0.6,85.7,2.2,31.8,0.2,35.0,3.7,0,0
2015-16,Regular+Season,ORL,,64,28,36,31.2,2.7,1.5,57.6,5.4,49.6,0.2,51.2,6.5,0,0
2015-16,Regular+Season,POR,,73,39,34,15.4,1.2,0.8,65.9,3.1,40.1,0.1,41.4,6.0,0,0
2015-16,Regular+Season,TOR,,38,25,13,18.4,0.4,0.1,31.3,1.4,29.6,0.1,31.4,16.6,0,0
2015-16,Regular+Season,NOP,,42,18,24,27.4,0.2,0.0,10.0,1.4,16.9,0.0,17.5,17.7,0,0
2015-16,Regular+Season,MIL,,36,16,20,28.0,0.4,0.1,23.1,1.4,25.5,0.0,26.0,13.7,0,0
2015-16,Regular+Season,NOP,,66,28,38,17.7,1.8,1.2,67.5,4.1,44.8,0.0,45.1,5.5,0,0
2015-16,Regular+Season,SAC,,69,27,42,27.3,0.8,0.4,48.3,2.9,28.6,0.1,29.7,8.0,0,0
2015-16,Regular+Season,NOP,,6,1,5,16.1,0.7,0.3,50.0,1.8,36.4,0.0,36.4,7.1,0,0
2015-16,Regular+Season,WAS,,74,36,38,30.5,1.3,0.7,55.7,3.8,34.2,0.1,35.3,8.1,0,0
2015-16,Regular+Season,PHX,,80,22,58,31.2,2.1,1.3,60.6,5.2,39.4,0.2,41.0,7.2,0,0
2015-16,Regular+Season,MEM,,55,24,31,21.6,0.5,0.2,44.0,1.7,27.2,0.0,27.8,11.2,0,0
2015-16,Regular+Season,LAC,,45,32,13,15.3,0.8,0.3,34.2,2.0,42.7,0.0,43.7,13.8,0,0
2015-16,Regular+Season,POR,,15,8,7,6.1,0.7,0.2,27.3,1.1,68.8,0.0,68.8,8.1,0,0
2015-16,Regular+Season,HOU,,65,35,30,29.2,1.1,0.6,50.7,2.8,40.3,0.1,41.5,9.7,0,0
2015-16,Regular+Season,TOR,,74,49,25,25.6,1.0,0.6,55.3,1.9,53.5,0.0,54.7,8.5,0,0
2015-16,Regular+Season,SAS,,63,52,11,20.7,0.4,0.1,15.4,1.2,33.3,0.0,33.8,15.5,0,0
2015-16,Regular+Season,CHI,,72,36,36,31.8,2.2,1.5,69.7,4.7,46.1,0.1,47.5,6.1,0,0
2015-16,Regular+Season,IND,,81,44,37,34.8,1.0,0.4,45.6,3.2,30.3,0.0,30.7,11.2,0,0
2015-16,Regular+Season,ATL,,80,47,33,32.8,2.5,1.7,69.7,5.6,44.0,0.1,44.9,7.3,0,0
2015-16,Regular+Season,LAC,,59,40,19,19.1,0.2,0.1,25.0,0.8,24.0,0.1,25.5,16.6,0,0
2015-16,Regular+Season,POR,,13,1,12,15.0,0.2,0.0,0.0,1.1,21.4,0.1,23.1,19.9,0,0
2015-16,Regular+Season,SAC,,51,18,33,16.1,1.3,0.8,60.9,3.0,41.3,0.1,43.0,5.7,0,0
2015-16,Regular+Season,BOS,,16,11,5,12.4,0.1,0.0,0.0,0.4,28.6,0.0,28.6,15.6,0,0
2015-16,Regular+Season,SAC,,71,29,42,35.4,1.1,0.4,39.0,4.0,27.3,0.1,28.3,12.0,0,0
2015-16,Regular+Season,IND,,1,1,0,6.1,1.0,0.0,0.0,1.0,100,0.0,100,6.5,0,0
2015-16,Regular+Season,WAS,,73,36,37,21.0,0.3,0.1,24.0,1.6,21.4,0.0,21.9,16.0,0,0
2015-16,Regular+Season,OKC,,64,31,33,21.3,0.4,0.1,16.7,1.5,25.0,0.0,25.8,19.2,0,0
2015-16,Regular+Season,MIL,,45,21,24,16.1,0.2,0.1,54.5,1.0,24.4,0.0,24.4,9.8,0,0
2015-16,Regular+Season,SAS,,28,24,4,12.3,0.1,0.1,66.7,0.5,20.0,0.1,23.1,12.0,0,0
2015-16,Regular+Season,UTA,,65,32,33,19.2,0.3,0.0,17.6,1.1,23.9,0.0,24.6,20.2,0,0
2015-16,Regular+Season,SAS,,19,11,8,17.3,0.4,0.1,25.0,1.6,26.7,0.1,27.6,13.3,0,0
2015-16,Regular+Season,DAL,,77,38,39,27.8,0.5,0.2,47.2,1.8,26.7,0.1,29.0,11.7,0,0
2015-16,Regular+Season,DET,,22,14,8,17.2,0.6,0.2,35.7,1.8,35.0,0.1,36.8,10.7,0,0
2015-16,Regular+Season,DET,,75,42,33,30.8,0.8,0.4,48.3,2.7,29.1,0.1,30.2,10.9,0,0
2015-16,Regular+Season,CLE,,55,36,19,19.2,0.3,0.1,33.3,1.4,20.0,0.0,20.5,12.7,0,0
2015-16,Regular+Season,PHI,,44,6,38,15.0,1.4,1.0,71.0,3.4,41.3,0.1,42.8,5.4,0,0
2015-16,Regular+Season,MIN,,75,28,47,30.5,0.5,0.1,15.0,2.0,27.0,0.1,29.0,15.3,0,0
2015-16,Regular+Season,PHI,,66,10,56,28.7,1.0,0.6,58.5,3.0,32.3,0.0,32.8,8.8,0,0
2015-16,Regular+Season,LAL,,22,1,21,13.4,1.5,0.9,59.4,3.5,41.0,0.1,42.1,5.9,0,0
2015-16,Regular+Season,NYK,,81,32,49,27.2,3.3,2.5,75.4,6.7,49.4,0.1,50.2,4.7,0,0
2015-16,Regular+Season,UTA,,74,37,37,32.5,0.5,0.2,34.2,1.9,26.4,0.1,27.5,12.8,0,0
2015-16,Regular+Season,IND,,53,32,21,22.6,0.4,0.1,31.6,1.5,23.2,0.0,23.8,14.4,0,0
2015-16,Regular+Season,BKN,,28,7,21,21.8,1.4,0.8,56.4,3.1,44.8,0.1,45.9,8.4,0,0
2015-16,Regular+Season,PHX,,43,12,31,21.4,0.6,0.2,36.0,1.7,33.3,0.0,34.2,13.9,0,0
2015-16,Regular+Season,LAL,,80,17,63,23.3,1.7,1.1,65.2,4.4,37.8,0.2,39.3,4.8,0,0
2015-16,Regular+Season,SAC,,69,29,40,34.0,1.5,0.9,63.1,4.4,34.1,0.2,35.4,6.0,0,0
2015-16,Regular+Season,UTA,,61,33,28,31.7,3.4,2.4,70.7,7.8,43.8,0.2,44.8,5.1,0,0
2015-16,Regular+Season,MEM,,5,1,4,8.2,0.2,0.0,0.0,1.2,16.7,0.2,20.0,17.9,0,0
2015-16,Regular+Season,OKC,,80,55,25,34.4,1.8,0.9,49.7,5.3,34.4,0.1,35.3,8.7,0,0
2015-16,Regular+Season,NOP,,66,24,42,30.4,2.0,1.4,71.8,4.8,41.5,0.0,41.9,4.6,0,0
2015-16,Regular+Season,MEM,,32,15,17,13.9,1.5,0.9,61.7,3.7,39.5,0.2,41.2,6.9,0,0
2015-16,Regular+Season,LAL,,33,2,31,13.9,0.6,0.2,33.3,1.8,36.2,0.1,38.9,8.6,0,0
2015-16,Regular+Season,DAL,,28,13,15,13.9,1.5,0.8,56.1,2.9,50.0,0.0,50.6,6.8,0,0
2015-16,Regular+Season,HOU,,1,0,1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2015-16,Regular+Season,CLE,,12,8,4,6.0,1.0,0.7,66.7,2.3,44.4,0.0,44.4,5.5,0,0
2015-16,Regular+Season,NYK,,48,16,32,17.6,0.5,0.2,38.5,1.4,38.8,0.1,40.6,15.8,0,0
2015-16,Regular+Season,BKN,,24,5,19,22.6,0.5,0.2,33.3,2.1,24.0,0.0,24.0,11.1,0,0
2015-16,Regular+Season,OKC,,78,54,24,32.1,1.8,1.1,58.9,3.8,47.3,0.1,49.1,7.6,0,0
2015-16,Regular+Season,BKN,,26,9,17,12.0,0.3,0.1,37.5,1.0,32.0,0.0,32.0,5.6,0,0
2015-16,Regular+Season,SAC,,27,10,17,21.1,0.3,0.1,33.3,1.6,20.9,0.1,22.0,20.3,0,0
2015-16,Regular+Season,MIN,,75,27,48,20.9,1.3,0.8,57.0,3.3,40.7,0.1,42.0,6.3,0,0
2015-16,Regular+Season,ORL,,32,15,17,12.3,0.3,0.1,22.2,0.7,39.1,0.0,39.1,11.9,0,0
2015-16,Regular+Season,BKN,,67,16,51,22.9,0.4,0.1,21.4,1.5,27.7,0.1,29.5,16.0,0,0
2015-16,Regular+Season,GSW,,72,63,9,19.7,0.6,0.3,42.9,1.9,30.4,0.1,31.6,11.6,0,0
2015-16,Regular+Season,IND,,5,4,1,7.1,1.0,0.8,80.0,2.0,50.0,0.0,50.0,5.1,0,0
2015-16,Regular+Season,UTA,,40,20,20,25.0,0.3,0.1,38.5,1.6,20.0,0.0,20.0,15.3,0,0
2015-16,Regular+Season,IND,,44,23,21,18.5,0.9,0.5,56.4,2.3,37.9,0.1,39.8,7.2,0,0
2015-16,Regular+Season,PHX,,27,4,23,12.7,0.3,0.1,42.9,1.1,23.3,0.1,25.9,17.1,0,0
2015-16,Regular+Season,CHI,,10,4,6,15.2,0.4,0.2,50.0,1.1,36.4,0.0,36.4,8.0,0,0
2015-16,Regular+Season,CHA,,54,28,26,18.7,0.9,0.6,66.7,2.5,37.8,0.1,40.2,6.4,0,0
2015-16,Regular+Season,DET,,69,35,34,23.6,0.8,0.4,51.7,3.0,28.2,0.1,29.4,6.9,0,0
2015-16,Regular+Season,GSW,,79,71,8,34.2,0.9,0.3,38.2,3.5,24.9,0.1,25.4,13.1,0,0
2015-16,Regular+Season,DET,,47,27,20,17.7,0.2,0.1,33.3,0.7,26.5,0.0,26.5,16.6,0,0
2015-16,Regular+Season,MIL,,5,4,1,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2015-16,Regular+Season,OKC,,80,54,26,25.2,2.7,1.8,65.3,6.6,41.8,0.3,43.5,4.9,0,0
2015-16,Regular+Season,PHI,,74,9,65,20.4,0.6,0.1,23.3,1.6,36.8,0.1,38.1,16.7,0,0
2015-16,Regular+Season,PHX,,42,13,29,23.8,1.4,0.7,49.1,3.9,34.8,0.1,35.8,9.9,0,0
2015-16,Regular+Season,CHI,,72,37,35,26.7,2.8,1.9,66.8,6.1,46.4,0.2,47.7,5.8,0,0
2015-16,Regular+Season,LAL,,36,6,30,13.4,1.2,0.8,63.6,3.3,37.0,0.1,38.6,6.1,0,0
2015-16,Regular+Season,MIN,,64,22,42,19.5,0.5,0.2,46.9,1.3,37.6,0.0,38.6,10.3,0,0
2015-16,Regular+Season,HOU,,47,23,24,21.8,1.3,0.8,61.3,3.6,36.3,0.1,37.3,6.8,0,0
2015-16,Regular+Season,TOR,,65,46,19,24.6,0.3,0.1,19.0,1.0,33.3,0.0,33.3,18.0,0,0
2015-16,Regular+Season,BOS,,24,14,10,10.1,1.0,0.5,50.0,2.0,51.1,0.1,53.3,11.5,0,0
2015-16,Regular+Season,ATL,,73,42,31,23.7,0.7,0.5,63.5,2.5,29.1,0.1,30.2,8.3,0,0
2015-16,Regular+Season,BKN,,73,21,52,33.0,2.4,1.5,61.9,6.4,37.8,0.3,39.6,6.9,0,0
2015-16,Regular+Season,NYK,,1,0,1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2015-16,Regular+Season,BKN,,66,16,50,13.7,2.1,1.6,78.7,4.6,44.9,0.1,46.1,4.7,0,0
2015-16,Regular+Season,ATL,,35,21,14,16.3,1.3,0.9,73.3,3.6,36.0,0.1,36.6,5.2,0,0
2015-16,Regular+Season,UTA,,5,3,2,12.4,1.2,0.6,50.0,3.2,37.5,0.2,40.0,9.7,0,0
2015-16,Regular+Season,SAS,,60,50,10,25.3,1.9,1.1,59.1,4.5,42.9,0.2,44.4,6.4,0,0
2015-16,Regular+Season,NOP,,31,14,17,22.2,0.8,0.6,76.9,2.4,35.6,0.1,36.6,8.1,0,0
2015-16,Regular+Season,ATL,,36,20,16,18.7,0.2,0.1,28.6,0.9,21.2,0.0,21.2,13.9,0,0
2015-16,Regular+Season,CLE,,70,48,22,18.0,1.6,1.1,69.1,4.1,38.3,0.1,39.0,6.0,0,0
2015-16,Regular+Season,DET,,75,37,38,32.9,1.3,0.7,55.8,4.1,31.1,0.1,32.2,6.9,0,0
2015-16,Regular+Season,NOP,,47,16,31,23.7,0.5,0.1,25.0,1.4,36.4,0.1,39.3,12.9,0,0
2015-16,Regular+Season,MEM,,63,33,30,25.6,1.7,1.0,63.5,4.8,34.4,0.1,35.5,7.5,0,0
2015-16,Regular+Season,SAS,,69,56,13,27.4,0.2,0.1,23.5,1.7,14.9,0.0,15.3,19.0,0,0
2015-16,Regular+Season,CHI,,55,31,24,22.0,0.3,0.1,26.3,1.0,35.8,0.1,39.6,13.6,0,0
2015-16,Regular+Season,NYK,,7,0,7,18.8,0.3,0.0,0.0,2.1,13.3,0.1,14.3,8.8,0,0
2015-16,Regular+Season,HOU,,80,40,40,35.7,0.8,0.4,44.8,3.0,27.9,0.1,28.6,12.1,0,0
2015-16,Regular+Season,UTA,,79,39,40,20.7,2.1,1.4,66.3,5.2,40.4,0.1,41.3,6.1,0,0
2015-16,Regular+Season,UTA,,53,25,28,22.0,0.3,0.1,35.3,1.3,25.0,0.1,27.0,18.0,0,0
2015-16,Regular+Season,UTA,,71,34,37,18.9,0.8,0.5,62.7,2.5,33.9,0.1,35.3,8.6,0,0
2015-16,Regular+Season,CLE,,81,57,24,28.0,3.3,2.3,70.5,8.4,39.6,0.2,40.4,5.0,0,0
2015-16,Regular+Season,CHA,,25,13,12,15.6,0.3,0.1,42.9,0.8,35.0,0.0,35.0,9.0,0,0
2015-16,Regular+Season,IND,,50,25,25,23.8,0.5,0.1,26.9,1.7,29.9,0.1,31.0,15.2,0,0
2015-16,Regular+Season,MIL,,31,12,19,16.8,0.4,0.2,53.8,1.1,37.1,0.0,37.1,8.4,0,0
2015-16,Regular+Season,CHA,,32,19,13,9.3,1.3,0.9,70.0,2.4,51.3,0.0,51.9,4.9,0,0
2015-16,Regular+Season,MIA,,32,16,16,25.6,0.9,0.4,46.4,2.5,35.0,0.2,37.3,9.7,0,0
2015-16,Regular+Season,BOS,,53,35,18,12.2,1.2,0.8,67.7,2.9,39.7,0.1,40.5,5.3,0,0
2015-16,Regular+Season,NOP,,25,11,14,30.6,0.8,0.4,50.0,3.4,23.3,0.2,24.4,9.5,0,0
2015-16,Regular+Season,PHX,,66,18,48,24.5,2.7,1.7,65.1,5.8,45.3,0.2,46.5,5.4,0,0
2015-16,Regular+Season,MIN,,22,7,15,16.2,0.3,0.0,14.3,1.0,31.8,0.1,35.0,12.8,0,0
2015-16,Regular+Season,MIA,,31,20,11,7.6,0.3,0.1,40.0,0.6,50.0,0.0,52.6,8.0,0,0
2015-16,Regular+Season,ORL,,69,31,38,33.3,0.7,0.3,48.9,2.8,24.7,0.1,25.4,11.4,0,0
2015-16,Regular+Season,MEM,,53,27,26,17.6,0.6,0.4,64.5,1.8,32.6,0.1,33.7,7.3,0,0
2015-16,Regular+Season,BKN,,67,18,49,22.2,0.3,0.1,25.0,1.4,20.8,0.0,21.5,10.5,0,0
2015-16,Regular+Season,LAC,,69,46,23,22.1,0.5,0.2,37.8,1.4,37.8,0.1,39.4,12.8,0,0
2015-16,Regular+Season,DAL,,73,37,36,34.1,0.4,0.1,22.2,1.6,22.5,0.1,23.9,15.2,0,0
2015-16,Regular+Season,DEN,,82,33,49,28.7,0.7,0.4,52.5,3.2,22.6,0.1,23.2,11.1,0,0
2015-16,Regular+Season,SAC,,63,26,37,21.9,2.1,1.3,63.2,4.2,50.8,0.1,52.6,5.7,0,0
2015-16,Regular+Season,BKN,,34,8,26,11.8,1.4,0.9,66.7,3.0,47.5,0.1,48.5,4.9,0,0
2015-16,Regular+Season,MEM,,12,3,9,18.8,0.3,0.0,0.0,1.3,18.8,0.0,18.8,22.0,0,0
2015-16,Regular+Season,MIN,,76,26,50,27.8,0.4,0.1,40.7,1.6,22.3,0.1,23.3,11.3,0,0
2015-16,Regular+Season,MEM,,68,37,31,29.7,2.6,1.9,73.2,6.7,39.2,0.3,40.8,4.6,0,0
2015-16,Regular+Season,DAL,,75,40,35,26.4,3.3,2.4,73.1,7.4,45.0,0.1,45.5,5.4,0,0
2015-16,Playoffs,CHA,,1,0,1,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
