SEASON,SEASON_TYPE,PLAYER_NAME,PLAYER_ID,TEAM_ABB,AGE,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST
2021-22,Playoffs,DAL,,18,9,9,35.0,0.8,0.3,40.0,2.1,40.5,0.1,41.7,11.8,0,0
2021-22,Playoffs,PHI,,12,6,6,39.9,0.9,0.2,18.2,2.8,32.4,0.1,33.3,10.4,0,0
2021-22,Playoffs,UTA,,1,0,1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,MEM,,12,6,6,27.7,2.2,1.3,57.7,5.1,42.6,0.2,44.1,6.2,0,0
2021-22,Playoffs,MIN,,6,2,4,21.5,2.0,1.3,66.7,5.2,38.7,0.2,40.0,4.9,0,0
2021-22,Playoffs,MEM,,3,2,1,7.4,0.7,0.7,100,1.3,50.0,0.0,50.0,3.7,0,0
2021-22,Playoffs,CHI,,5,1,4,14.3,1.6,1.0,62.5,3.8,42.1,0.2,44.4,3.4,0,0
2021-22,Playoffs,NOP,,5,2,3,14.2,0.8,0.8,100,2.2,36.4,0.2,40.0,6.0,0,0
2021-22,Playoffs,BOS,,24,14,10,38.3,1.4,0.5,36.4,3.3,42.3,0.1,43.4,13.6,0,0
2021-22,Playoffs,BOS,,24,14,10,41.0,1.0,0.5,54.2,2.9,34.8,0.0,34.8,9.1,0,0
2021-22,Playoffs,DEN,,5,1,4,22.7,1.4,0.8,57.1,2.8,50.0,0.2,53.8,7.6,0,0
2021-22,Playoffs,MIL,,9,6,3,13.7,0.3,0.1,33.3,0.8,42.9,0.0,42.9,16.6,0,0
2021-22,Playoffs,MIA,,17,10,7,37.0,2.4,1.3,53.7,4.9,48.8,0.2,51.3,7.8,0,0
2021-22,Playoffs,PHI,,10,6,4,38.5,2.1,1.5,71.4,6.0,35.0,0.1,35.6,5.6,0,0
2021-22,Playoffs,ATL,,5,1,4,24.3,0.4,0.4,100,3.0,13.3,0.2,14.3,2.7,0,0
2021-22,Playoffs,MEM,,6,4,2,8.5,0.5,0.2,33.3,1.0,50.0,0.0,50.0,11.4,0,0
2021-22,Playoffs,NOP,,6,2,4,29.1,5.5,3.7,66.7,10.5,52.4,0.5,55.0,3.7,0,0
2021-22,Playoffs,GSW,,8,4,4,13.2,0.5,0.1,25.0,1.9,26.7,0.0,26.7,6.2,0,0
2021-22,Playoffs,UTA,,6,2,4,28.4,0.8,0.3,40.0,1.5,55.6,0.0,55.6,7.0,0,0
2021-22,Playoffs,MIN,,4,1,3,18.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,MIL,,3,2,1,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,GSW,,20,15,5,28.1,0.5,0.1,20.0,1.4,35.7,0.1,37.0,19.5,0,0
2021-22,Playoffs,NOP,,5,1,4,20.0,0.4,0.0,0.0,1.4,28.6,0.2,33.3,13.0,0,0
2021-22,Playoffs,DAL,,9,3,6,10.1,0.1,0.0,0.0,0.8,14.3,0.2,20.0,14.8,0,0
2021-22,Playoffs,MIL,,12,7,5,38.6,1.0,0.7,66.7,3.5,28.6,0.2,30.0,8.9,0,0
2021-22,Playoffs,GSW,,5,4,1,6.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,UTA,,5,2,3,9.9,0.4,0.2,50.0,0.8,50.0,0.0,50.0,9.8,0,0
2021-22,Playoffs,BOS,,3,1,2,2.2,0.7,0.0,0.0,0.7,100,0.0,100,8.3,0,0
2021-22,Playoffs,MIN,,6,2,4,36.9,1.8,1.3,72.7,4.3,42.3,0.0,42.3,9.5,0,0
2021-22,Playoffs,BKN,,4,0,4,44.0,0.5,0.0,0.0,1.8,28.6,0.3,33.3,17.9,0,0
2021-22,Playoffs,ATL,,5,1,4,30.7,0.2,0.0,0.0,0.8,25.0,0.2,33.3,14.5,0,0
2021-22,Playoffs,ATL,,1,0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,GSW,,22,16,6,20.4,2.9,1.8,61.9,5.4,53.4,0.1,54.3,5.8,0,0
2021-22,Playoffs,TOR,,5,2,3,11.0,0.8,0.8,100,2.0,40.0,0.0,40.0,5.8,0,0
2021-22,Playoffs,MIL,,2,1,1,35.7,0.5,0.0,0.0,1.0,50.0,0.0,50.0,10.0,0,0
2021-22,Playoffs,GSW,,22,16,6,36.0,0.3,0.2,57.1,1.5,20.6,0.1,21.9,15.6,0,0
2021-22,Playoffs,MEM,,12,6,6,18.4,0.8,0.3,30.0,1.8,47.6,0.0,47.6,10.2,0,0
2021-22,Playoffs,MIA,,10,4,6,29.5,0.3,0.2,66.7,1.9,15.8,0.0,15.8,13.5,0,0
2021-22,Playoffs,BKN,,4,0,4,42.6,1.5,0.5,33.3,2.8,54.5,0.0,54.5,8.8,0,0
2021-22,Playoffs,PHX,,9,5,4,17.7,0.3,0.0,0.0,1.0,33.3,0.0,33.3,29.6,0,0
2021-22,Playoffs,NOP,,6,2,4,21.6,3.2,2.0,63.2,5.2,61.3,0.0,61.3,5.4,0,0
2021-22,Playoffs,MIL,,2,1,1,5.0,0.5,0.5,100,0.5,100,0.0,100,5.0,0,0
2021-22,Playoffs,DAL,,15,7,8,36.8,0.7,0.4,60.0,3.8,17.5,0.1,18.2,10.7,0,0
2021-22,Playoffs,BOS,,4,2,2,2.3,0.3,0.0,0.0,0.3,100,0.0,100,6.7,0,0
2021-22,Playoffs,TOR,,3,0,3,10.5,0.7,0.0,0.0,1.0,66.7,0.0,66.7,15.9,0,0
2021-22,Playoffs,MIN,,6,2,4,19.8,0.3,0.3,100,1.2,28.6,0.0,28.6,4.1,0,0
2021-22,Playoffs,BOS,,2,1,1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,BOS,,21,12,9,36.2,1.0,0.5,50.0,2.3,41.7,0.1,44.4,7.3,0,0
2021-22,Playoffs,MIA,,1,0,1,3.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
2021-22,Playoffs,DAL,,6,3,3,3.6,0.7,0.2,25.0,0.8,80.0,0.0,80.0,4.2,0,0
2021-22,Playoffs,PHI,,5,2,3,16.8,0.4,0.0,0.0,1.4,28.6,0.0,28.6,20.1,0,0
2021-22,Playoffs,MIA,,17,11,6,29.9,0.9,0.2,26.7,1.6,55.6,0.1,57.7,14.5,0,0
2021-22,Playoffs,DAL,,18,9,9,25.4,0.8,0.5,60.0,2.0,41.7,0.0,41.7,7.6,0,0
2021-22,Playoffs,PHX,,13,7,6,38.5,0.9,0.5,58.3,1.9,48.0,0.0,48.0,8.1,0,0
2021-22,Playoffs,UTA,,6,2,4,29.0,0.3,0.0,0.0,0.5,66.7,0.0,66.7,16.3,0,0
2021-22,Playoffs,DEN,,4,1,3,31.1,0.3,0.0,0.0,0.8,33.3,0.0,33.3,43.1,0,0
2021-22,Playoffs,GSW,,5,3,2,13.0,0.4,0.0,0.0,1.4,28.6,0.0,28.6,16.2,0,0
2021-22,Playoffs,NOP,,4,0,4,9.5,0.8,0.3,33.3,1.8,42.9,0.0,42.9,9.9,0,0
2021-22,Playoffs,MIN,,4,1,3,12.1,0.5,0.5,100,2.0,25.0,0.0,25.0,3.4,0,0
2021-22,Playoffs,GSW,,14,10,4,10.5,0.4,0.1,16.7,0.7,60.0,0.0,60.0,8.2,0,0
2021-22,Playoffs,BKN,,4,0,4,24.5,1.8,1.5,85.7,5.0,35.0,0.3,36.8,3.0,0,0
2021-22,Playoffs,UTA,,1,0,1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,BOS,,2,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,DEN,,5,1,4,34.2,3.4,3.4,100,7.8,43.6,0.2,44.7,3.8,0,0
2021-22,Playoffs,CHI,,5,1,4,36.2,2.8,2.6,92.9,4.0,70.0,0.0,70.0,5.4,0,0
2021-22,Playoffs,TOR,,6,2,4,36.1,1.2,0.7,57.1,3.2,36.8,0.2,38.9,7.2,0,0
2021-22,Playoffs,MIA,,5,2,3,5.4,0.2,0.0,0.0,0.8,25.0,0.0,25.0,2.6,0,0
2021-22,Playoffs,ATL,,5,1,4,21.6,2.2,1.2,54.5,5.2,42.3,0.4,45.8,6.0,0,0
2021-22,Playoffs,GSW,,18,14,4,19.9,0.7,0.5,75.0,2.3,29.3,0.1,30.8,6.5,0,0
2021-22,Playoffs,MIA,,18,11,7,28.3,1.9,0.8,40.0,5.8,33.3,0.2,34.7,9.3,0,0
2021-22,Playoffs,TOR,,6,2,4,43.4,1.3,0.7,50.0,2.5,53.3,0.2,57.1,4.5,0,0
2021-22,Playoffs,MIL,,12,7,5,26.5,0.3,0.0,0.0,1.1,23.1,0.0,23.1,14.9,0,0
2021-22,Playoffs,MIN,,6,2,4,32.3,0.7,0.2,25.0,2.0,33.3,0.0,33.3,10.0,0,0
2021-22,Playoffs,CHI,,5,1,4,30.6,1.2,0.8,66.7,2.6,46.2,0.0,46.2,6.9,0,0
2021-22,Playoffs,BKN,,3,0,3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,PHI,,1,0,1,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,PHI,,11,6,5,12.3,2.0,1.4,68.2,3.5,57.9,0.0,57.9,6.3,0,0
2021-22,Playoffs,BOS,,18,10,8,14.4,0.6,0.2,30.0,1.3,41.7,0.0,41.7,11.2,0,0
2021-22,Playoffs,TOR,,6,2,4,27.8,1.3,1.0,75.0,3.7,36.4,0.3,40.0,4.3,0,0
2021-22,Playoffs,MIL,,2,1,1,5.0,0.5,0.0,0.0,1.0,50.0,0.0,50.0,23.3,0,0
2021-22,Playoffs,DAL,,18,9,9,39.3,0.4,0.1,12.5,1.2,38.1,0.0,38.1,15.0,0,0
2021-22,Playoffs,BOS,,17,9,8,23.2,2.5,2.1,83.7,5.1,50.0,0.2,52.4,3.8,0,0
2021-22,Playoffs,UTA,,6,2,4,31.4,1.0,0.5,50.0,2.5,40.0,0.2,42.9,10.7,0,0
2021-22,Playoffs,UTA,,6,2,4,32.8,3.5,2.0,57.1,9.0,38.9,0.0,38.9,4.0,0,0
2021-22,Playoffs,BOS,,1,1,0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,TOR,,4,2,2,33.2,1.8,0.5,28.6,3.3,53.8,0.0,53.8,9.6,0,0
2021-22,Playoffs,MIL,,3,3,0,6.1,0.7,0.7,100,2.7,25.0,0.3,28.6,4.2,0,0
2021-22,Playoffs,BKN,,4,0,4,33.1,0.5,0.0,0.0,1.5,33.3,0.3,40.0,15.5,0,0
2021-22,Playoffs,PHI,,11,6,5,14.3,0.4,0.2,50.0,1.1,33.3,0.1,36.4,10.7,0,0
2021-22,Playoffs,ATL,,1,0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,DAL,,17,9,8,27.6,0.5,0.2,50.0,1.5,30.8,0.0,30.8,11.1,0,0
2021-22,Playoffs,GSW,,22,16,6,34.7,0.5,0.1,27.3,2.0,24.4,0.0,25.0,17.9,0,0
2021-22,Playoffs,DAL,,5,1,4,3.9,0.2,0.0,0.0,0.8,25.0,0.0,25.0,18.1,0,0
2021-22,Playoffs,MEM,,6,1,5,18.5,2.5,1.7,66.7,5.0,50.0,0.0,50.0,7.4,0,0
2021-22,Playoffs,TOR,,1,1,0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,MIN,,4,1,3,13.4,0.3,0.0,0.0,1.3,20.0,0.0,20.0,24.0,0,0
2021-22,Playoffs,TOR,,5,2,3,16.2,1.4,1.0,71.4,3.2,43.8,0.0,43.8,6.0,0,0
2021-22,Playoffs,MIL,,3,1,2,1.7,0.3,0.0,0.0,1.3,25.0,0.0,25.0,9.8,0,0
2021-22,Playoffs,ATL,,1,0,1,14.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,PHI,,12,6,6,38.8,0.8,0.6,70.0,2.8,29.4,0.0,29.4,11.8,0,0
2021-22,Playoffs,CHI,,2,0,2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,PHX,,7,3,4,6.9,0.7,0.6,80.0,1.3,55.6,0.0,55.6,4.2,0,0
2021-22,Playoffs,ATL,,5,1,4,37.3,1.0,0.2,20.0,2.0,50.0,0.0,50.0,21.3,0,0
2021-22,Playoffs,DAL,,3,3,0,4.9,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,NOP,,6,2,4,20.0,0.5,0.2,33.3,1.3,37.5,0.0,37.5,5.0,0,0
2021-22,Playoffs,CHI,,4,1,3,6.7,0.5,0.5,100,2.8,18.2,0.0,18.2,4.1,0,0
2021-22,Playoffs,CHI,,2,0,2,17.3,0.5,0.0,0.0,1.0,50.0,0.0,50.0,20.7,0,0
2021-22,Playoffs,MIA,,14,10,4,26.7,0.5,0.2,42.9,2.4,21.2,0.0,21.2,13.2,0,0
2021-22,Playoffs,PHI,,11,6,5,40.9,0.5,0.1,16.7,1.8,30.0,0.0,30.0,15.0,0,0
2021-22,Playoffs,MEM,,11,6,5,22.7,0.4,0.0,0.0,0.9,40.0,0.0,40.0,17.0,0,0
2021-22,Playoffs,MIA,,13,8,5,25.1,0.3,0.1,25.0,1.5,20.0,0.2,22.2,15.1,0,0
2021-22,Playoffs,DEN,,2,0,2,4.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,MIL,,11,7,4,28.7,0.8,0.5,66.7,2.2,37.5,0.1,39.1,8.1,0,0
2021-22,Playoffs,DEN,,5,1,4,34.4,1.0,0.6,60.0,2.2,45.5,0.2,50.0,13.7,0,0
2021-22,Playoffs,NOP,,1,1,0,1.9,2.0,2.0,100,2.0,100,0.0,100,2.8,0,0
2021-22,Playoffs,MEM,,9,6,3,15.5,1.4,0.9,61.5,3.1,46.4,0.0,46.4,5.4,0,0
2021-22,Playoffs,CHI,,4,1,3,38.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0,0
2021-22,Playoffs,MEM,,6,3,3,21.9,0.7,0.3,50.0,1.3,50.0,0.2,57.1,14.2,0,0
2021-22,PlayIn,BKN,,1,1,0,19.0,4.0,4.0,100,7.0,57.1,0.0,57.1,2.8,0,0
2021-22,PlayIn,MIN,,1,1,0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,ATL,,2,2,0,27.0,1.0,1.0,100,2.5,40.0,0.0,40.0,2.8,0,0
2021-22,PlayIn,NOP,,2,2,0,36.1,0.5,0.0,0.0,2.5,20.0,0.0,20.0,10.6,0,0
2021-22,PlayIn,BKN,,1,1,0,40.4,3.0,2.0,66.7,5.0,60.0,0.0,60.0,7.2,0,0
2021-22,PlayIn,NOP,,2,2,0,40.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,CLE,,2,0,2,39.9,0.5,0.5,100,3.0,16.7,0.5,20.0,2.4,0,0
2021-22,PlayIn,CLE,,1,0,1,21.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,ATL,,2,2,0,21.5,4.0,3.0,75.0,6.0,66.7,0.0,66.7,5.3,0,0
2021-22,PlayIn,CHA,,1,0,1,21.9,1.0,0.0,0.0,2.0,50.0,0.0,50.0,7.2,0,0
2021-22,PlayIn,MIN,,1,1,0,37.5,1.0,0.0,0.0,2.0,50.0,0.0,50.0,27.4,0,0
2021-22,PlayIn,ATL,,2,2,0,35.2,1.0,1.0,100,2.5,40.0,0.0,40.0,1.6,0,0
2021-22,PlayIn,CLE,,2,0,2,41.3,0.5,0.0,0.0,2.0,25.0,0.0,25.0,16.8,0,0
2021-22,PlayIn,ATL,,2,2,0,29.3,1.0,0.0,0.0,3.5,28.6,0.0,28.6,12.4,0,0
2021-22,PlayIn,SAS,,1,0,1,33.9,1.0,1.0,100,4.0,25.0,0.0,25.0,6.9,0,0
2021-22,PlayIn,ATL,,2,2,0,19.8,2.0,1.0,50.0,2.5,80.0,0.0,80.0,4.8,0,0
2021-22,PlayIn,SAS,,1,0,1,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,NOP,,1,1,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,CLE,,2,0,2,36.3,2.0,1.0,50.0,6.5,30.8,0.0,30.8,8.4,0,0
2021-22,PlayIn,BKN,,1,1,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,NOP,,2,2,0,35.1,1.5,1.0,66.7,2.5,60.0,0.5,75.0,8.3,0,0
2021-22,PlayIn,CLE,,2,0,2,17.6,1.5,1.0,66.7,3.5,42.9,0.0,42.9,10.3,0,0
2021-22,PlayIn,LAC,,2,0,2,6.3,0.5,0.5,100,0.5,100,0.0,100,2.6,0,0
2021-22,PlayIn,CHA,,1,0,1,6.0,2.0,2.0,100,2.0,100,0.0,100,3.6,0,0
2021-22,PlayIn,LAC,,2,0,2,22.4,3.5,2.5,71.4,6.0,58.3,0.5,63.6,3.2,0,0
2021-22,PlayIn,MIN,,1,1,0,22.5,1.0,1.0,100,3.0,33.3,0.0,33.3,4.2,0,0
2021-22,PlayIn,SAS,,1,0,1,31.2,3.0,3.0,100,5.0,60.0,0.0,60.0,4.2,0,0
2021-22,PlayIn,ATL,,1,1,0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,CHA,,1,0,1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,MIN,,1,1,0,27.2,1.0,1.0,100,5.0,20.0,0.0,20.0,1.0,0,0
2021-22,PlayIn,CLE,,1,0,1,35.5,1.0,1.0,100,2.0,50.0,0.0,50.0,2.1,0,0
2021-22,PlayIn,NOP,,2,2,0,17.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,NOP,,2,2,0,30.7,4.0,2.0,50.0,8.0,50.0,0.5,53.3,3.7,0,0
2021-22,PlayIn,NOP,,2,2,0,19.5,1.5,1.5,100,1.5,100,0.0,100,9.4,0,0
2021-22,PlayIn,SAS,,1,0,1,31.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,SAS,,1,0,1,10.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
2021-22,PlayIn,MIN,,1,1,0,24.3,3.0,2.0,66.7,5.0,60.0,0.0,60.0,7.0,0,0
2021-22,PlayIn,SAS,,1,0,1,39.6,2.0,2.0,100,4.0,50.0,0.0,50.0,2.5,0,0
2021-22,PlayIn,CHA,,1,0,1,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,BKN,,1,1,0,41.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,ATL,,2,2,0,29.3,1.0,0.5,50.0,2.0,50.0,0.0,50.0,6.8,0,0
2021-22,PlayIn,ATL,,1,1,0,1.9,1.0,1.0,100,1.0,100,0.0,100,11.2,0,0
2021-22,PlayIn,CLE,,2,0,2,20.0,2.0,0.5,25.0,5.0,40.0,0.0,40.0,18.6,0,0
2021-22,PlayIn,BKN,,1,1,0,41.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,CHA,,1,0,1,38.3,2.0,2.0,100,5.0,40.0,0.0,40.0,2.7,0,0
2021-22,PlayIn,NOP,,2,2,0,19.1,4.5,4.0,88.9,9.0,50.0,0.5,52.9,4.2,0,0
2021-22,PlayIn,CLE,,2,0,2,32.6,2.0,2.0,100,4.0,50.0,0.0,50.0,2.3,0,0
2021-22,PlayIn,SAS,,1,0,1,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,MIN,,1,1,0,28.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,LAC,,1,0,1,43.3,3.0,2.0,66.7,7.0,42.9,0.0,42.9,7.8,0,0
2021-22,PlayIn,CHA,,1,0,1,11.5,2.0,2.0,100,4.0,50.0,0.0,50.0,2.6,0,0
2021-22,PlayIn,CHA,,1,0,1,29.9,1.0,1.0,100,3.0,33.3,0.0,33.3,2.7,0,0
2021-22,PlayIn,CHA,,1,0,1,16.0,1.0,0.0,0.0,4.0,25.0,0.0,25.0,3.2,0,0
2021-22,PlayIn,NOP,,2,2,0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,MIN,,1,1,0,21.4,2.0,2.0,100,5.0,40.0,0.0,40.0,1.9,0,0
2021-22,PlayIn,BKN,,1,1,0,28.7,3.0,3.0,100,7.0,42.9,0.0,42.9,6.0,0,0
2021-22,PlayIn,LAC,,2,0,2,30.6,0.5,0.5,100,4.0,12.5,0.0,12.5,21.0,0,0
2021-22,PlayIn,LAC,,2,0,2,25.2,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,ATL,,2,2,0,22.8,0.5,0.5,100,5.0,10.0,0.0,10.0,3.4,0,0
2021-22,PlayIn,CHA,,1,0,1,38.2,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0
2021-22,PlayIn,MIN,,1,1,0,32.9,4.0,1.0,25.0,5.0,80.0,0.0,80.0,12.5,0,0
2021-22,PlayIn,BKN,,1,1,0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,LAC,,1,0,1,41.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,CLE,,2,0,2,20.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,LAC,,2,0,2,43.6,0.5,0.5,100,2.0,25.0,0.5,33.3,6.4,0,0
2021-22,PlayIn,LAC,,2,0,2,26.6,1.0,1.0,100,3.0,33.3,0.0,33.3,2.4,0,0
2021-22,PlayIn,BKN,,1,1,0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,LAC,,2,0,2,26.0,2.0,2.0,100,3.0,66.7,0.0,66.7,6.0,0,0
2021-22,PlayIn,CHA,,1,0,1,36.5,2.0,2.0,100,8.0,25.0,0.0,25.0,4.5,0,0
2021-22,PlayIn,ATL,,2,2,0,10.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,ATL,,2,2,0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
2021-22,PlayIn,SAS,,1,0,1,16.8,1.0,0.0,0.0,1.0,100,0.0,100,7.9,0,0
2021-22,PlayIn,NOP,,2,2,0,23.1,0.5,0.5,100,3.0,16.7,0.0,16.7,2.7,0,0
2021-22,PlayIn,SAS,,1,0,1,16.8,1.0,0.0,0.0,3.0,33.3,0.0,33.3,11.8,0,0
2022-23,Regular+Season,DAL,,8,1,7,10.5,0.8,0.6,83.3,1.8,42.9,0.0,42.9,4.2,0,0
2022-23,Regular+Season,MIL,,23,16,7,12.9,0.3,0.1,33.3,1.0,26.1,0.1,28.6,16.9,0,0
2022-23,Regular+Season,ATL,,63,27,36,20.8,0.6,0.2,32.4,1.2,48.7,0.0,49.3,12.0,0,0
2022-23,Regular+Season,DEN,,67,44,23,30.3,2.4,1.7,68.9,4.7,52.2,0.1,53.8,5.7,0,0
2022-23,Regular+Season,ATL,,39,18,21,16.1,0.6,0.3,40.0,1.3,49.0,0.0,50.0,10.0,0,0
2022-23,Regular+Season,IND,,71,29,42,25.3,0.9,0.5,53.2,2.5,34.6,0.1,35.8,10.6,0,0
2022-23,Regular+Season,OKC,,64,34,30,19.4,1.1,0.6,60.3,2.2,48.6,0.1,50.7,8.5,0,0
2022-23,Regular+Season,ORL,,24,11,13,15.0,1.0,0.5,47.8,2.6,36.5,0.1,37.7,8.6,0,0
2022-23,Regular+Season,BOS,,63,44,19,30.5,1.2,0.6,54.8,2.3,50.7,0.1,52.9,9.8,0,0
2022-23,Regular+Season,DET,,44,11,33,22.6,0.4,0.1,35.3,1.1,35.4,0.0,35.4,13.3,0,0
2022-23,Regular+Season,OKC,,33,16,17,21.0,1.4,0.9,66.7,2.8,48.9,0.1,50.6,5.8,0,0
2022-23,Regular+Season,CHI,,59,27,32,24.0,0.7,0.3,39.0,1.8,39.0,0.1,42.3,10.8,0,0
2022-23,Regular+Season,SAC,,17,9,8,8.7,1.4,0.8,54.2,2.8,50.0,0.1,51.1,6.2,0,0
2022-23,Regular+Season,SAS,,4,1,3,7.4,0.5,0.5,100,1.5,33.3,0.3,40.0,3.7,0,0
2022-23,Regular+Season,BKN,,1,1,0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2022-23,Regular+Season,HOU,,75,18,57,28.9,3.2,2.3,69.8,7.1,45.1,0.2,46.4,5.6,0,0
2022-23,Regular+Season,LAC,,26,11,15,19.5,0.7,0.2,29.4,1.5,44.7,0.0,45.9,11.8,0,0
2022-23,Regular+Season,CHI,,67,32,35,12.7,2.1,1.6,78.3,3.7,55.6,0.0,56.1,4.2,0,0
2022-23,Regular+Season,GSW,,6,2,4,13.4,0.5,0.2,33.3,0.8,60.0,0.0,60.0,11.2,0,0
2022-23,Regular+Season,IND,,71,30,41,27.9,0.5,0.1,17.1,1.3,38.5,0.1,42.2,16.5,0,0
2022-23,Regular+Season,GSW,,35,17,18,32.4,1.7,0.9,56.9,3.7,45.0,0.1,46.0,8.5,0,0
2022-23,Regular+Season,POR,,57,26,31,34.8,0.3,0.1,38.9,1.2,26.1,0.1,29.0,13.5,0,0
2022-23,Regular+Season,LAL,,56,31,25,34.0,3.5,2.8,79.5,6.4,54.3,0.2,56.2,4.2,0,0
2022-23,Regular+Season,MIN,,76,39,37,36.4,0.6,0.2,37.8,1.9,30.4,0.1,32.1,12.9,0,0
2022-23,Regular+Season,WAS,,42,13,29,13.2,0.9,0.4,48.6,2.1,41.1,0.2,44.6,6.4,0,0
2022-23,Regular+Season,GSW,,54,29,25,20.1,1.0,0.5,53.7,2.4,41.5,0.1,43.2,9.6,0,0
2022-23,Regular+Season,LAL,,57,32,25,29.3,0.6,0.2,33.3,1.4,40.2,0.1,44.0,10.6,0,0
2022-23,Regular+Season,MIN,,36,16,20,22.4,0.1,0.0,20.0,0.6,23.8,0.0,25.0,11.7,0,0
2022-23,Regular+Season,CHI,,66,33,33,27.4,0.7,0.2,36.4,1.6,41.5,0.1,44.0,13.4,0,0
2022-23,Regular+Season,MIA,,75,40,35,34.6,2.5,1.6,66.3,5.5,44.2,0.2,45.5,6.2,0,0
2022-23,Regular+Season,BKN,,42,24,18,26.3,1.0,0.5,50.0,2.3,42.1,0.0,43.0,7.0,0,0
2022-23,Regular+Season,IND,,76,32,44,29.0,1.1,0.7,57.5,3.2,35.7,0.1,36.7,8.2,0,0
